"GHO","PUBLISHSTATE","YEAR","REGION","COUNTRY","COMMUNITYACTIONTYPE","Display Value","Numeric","Low","High","Comments"
"SA_0000001722","PUBLISHED","2016","AFR","DZA","SA_AT_RISK_GROUPS_TARGETED","No","","","",""
"SA_0000001722","PUBLISHED","2016","AFR","AGO","SA_DATADISSEMINATION","Yes","","","",""
"SA_0000001722","PUBLISHED","2016","AFR","BEN","SA_PROVISION_INFORMATION","No","","","",""
"SA_0000001722","PUBLISHED","2016","AFR","MUS","SA_RESEARCH_STUDIES","Yes","","","",""
"SA_0000001722","PUBLISHED","2016","AFR","MOZ","SA_DATADISSEMINATION","Yes","","","",""
"SA_0000001722","PUBLISHED","2016","AFR","NER","SA_TECHNICAL_TOOLS","No","","","",""
"SA_0000001722","PUBLISHED","2016","AFR","NGA","SA_EARMARKED_FUNDS","No","","","",""
"SA_0000001722","PUBLISHED","2016","AFR","NGA","SA_RESEARCH_STUDIES","No","","","",""
"SA_0000001722","PUBLISHED","2016","AFR","STP","SA_TRAINING_PROGRAMMES","No","","","",""
"SA_0000001722","PUBLISHED","2016","AFR","SEN","SA_TECHNICAL_TOOLS","No","","","",""
"SA_0000001722","PUBLISHED","2016","AFR","SYC","SA_EARMARKED_FUNDS","Yes","","","",""
"SA_0000001722","PUBLISHED","2016","AMR","CHL","SA_DATADISSEMINATION","No","","","",""
"SA_0000001722","PUBLISHED","2016","AMR","CRI","SA_TECHNICAL_TOOLS","No","","","",""
"SA_0000001722","PUBLISHED","2016","AMR","CUB","SA_EARMARKED_FUNDS","No","","","",""
"SA_0000001722","PUBLISHED","2016","AMR","CUB","SA_RESEARCH_STUDIES","Yes","","","",""
"SA_0000001722","PUBLISHED","2016","AFR","SLE","SA_AT_RISK_GROUPS_TARGETED","No","","","",""
"SA_0000001722","PUBLISHED","2016","AFR","ZAF","SA_TRAINING_PROGRAMMES","No","","","",""
"SA_0000001722","PUBLISHED","2016","AFR","SSD","SA_TECHNICAL_TOOLS","No","","","",""
"SA_0000001722","PUBLISHED","2016","AFR","SWZ","SA_COMMUNITY_PROGRAMMES","No","","","",""
"SA_0000001722","PUBLISHED","2016","AFR","TGO","SA_AT_RISK_GROUPS_TARGETED","No","","","",""
"SA_0000001722","PUBLISHED","2016","AFR","UGA","SA_TRAINING_PROGRAMMES","No","","","",""
"SA_0000001722","PUBLISHED","2016","AFR","TZA","SA_PROVISION_INFORMATION","No","","","",""
"SA_0000001722","PUBLISHED","2016","AFR","ZMB","SA_COMMUNITY_PROGRAMMES","No","","","",""
"SA_0000001722","PUBLISHED","2016","AFR","ZWE","SA_AT_RISK_GROUPS_TARGETED","Yes","","","",""
"SA_0000001722","PUBLISHED","2016","AMR","ATG","SA_DATADISSEMINATION","No","","","",""
"SA_0000001722","PUBLISHED","2016","AMR","ARG","SA_PROVISION_INFORMATION","Yes","","","",""
"SA_0000001722","PUBLISHED","2016","AMR","BHS","SA_COMMUNITY_PROGRAMMES","Yes","","","",""
"SA_0000001722","PUBLISHED","2016","AMR","BRB","SA_RESEARCH_STUDIES","Yes","","","",""
"SA_0000001722","PUBLISHED","2016","AMR","BLZ","SA_DATADISSEMINATION","Yes","","","",""
"SA_0000001722","PUBLISHED","2016","AMR","CAN","SA_EARMARKED_FUNDS","Yes","","","",""
"SA_0000001722","PUBLISHED","2016","AMR","CAN","SA_RESEARCH_STUDIES","Yes","","","",""
"SA_0000001722","PUBLISHED","2016","AMR","GTM","SA_TRAINING_PROGRAMMES","Yes","","","",""
"SA_0000001722","PUBLISHED","2016","AMR","DOM","SA_TRAINING_PROGRAMMES","Yes","","","",""
"SA_0000001722","PUBLISHED","2016","AMR","ECU","SA_TECHNICAL_TOOLS","Yes","","","",""
"SA_0000001722","PUBLISHED","2016","AMR","SLV","SA_EARMARKED_FUNDS","Yes","","","",""
"SA_0000001722","PUBLISHED","2016","AMR","GRD","SA_AT_RISK_GROUPS_TARGETED","Yes","","","",""
"SA_0000001722","PUBLISHED","2016","AMR","GUY","SA_TECHNICAL_TOOLS","No","","","",""
"SA_0000001722","PUBLISHED","2016","AMR","GUY","SA_PROVISION_INFORMATION","Yes","","","",""
"SA_0000001722","PUBLISHED","2016","EMR","DJI","SA_AT_RISK_GROUPS_TARGETED","No","","","",""
"SA_0000001722","PUBLISHED","2016","EMR","EGY","SA_TRAINING_PROGRAMMES","No","","","",""
"SA_0000001722","PUBLISHED","2016","EMR","IRN","SA_TECHNICAL_TOOLS","No","","","",""
"SA_0000001722","PUBLISHED","2016","AMR","HND","SA_AT_RISK_GROUPS_TARGETED","Yes","","","",""
"SA_0000001722","PUBLISHED","2016","AMR","JAM","SA_TRAINING_PROGRAMMES","Yes","","","",""
"SA_0000001722","PUBLISHED","2016","AMR","JAM","SA_DATADISSEMINATION","Yes","","","",""
"SA_0000001722","PUBLISHED","2016","AMR","MEX","SA_PROVISION_INFORMATION","No","","","",""
"SA_0000001722","PUBLISHED","2016","AMR","NIC","SA_COMMUNITY_PROGRAMMES","Yes","","","",""
"SA_0000001722","PUBLISHED","2016","AMR","PAN","SA_AT_RISK_GROUPS_TARGETED","Yes","","","",""
"SA_0000001722","PUBLISHED","2016","AMR","PAN","SA_RESEARCH_STUDIES","No","","","",""
"SA_0000001722","PUBLISHED","2016","AMR","PRY","SA_DATADISSEMINATION","Yes","","","",""
"SA_0000001722","PUBLISHED","2016","EMR","AFG","SA_TECHNICAL_TOOLS","No","","","",""
"SA_0000001722","PUBLISHED","2016","EMR","JOR","SA_AT_RISK_GROUPS_TARGETED","Yes","","","",""
"SA_0000001722","PUBLISHED","2016","EMR","LBN","SA_PROVISION_INFORMATION","Yes","","","",""
"SA_0000001722","PUBLISHED","2016","EMR","LBY","SA_COMMUNITY_PROGRAMMES","No","","","",""
"SA_0000001722","PUBLISHED","2016","EMR","MAR","SA_AT_RISK_GROUPS_TARGETED","Yes","","","",""
"SA_0000001722","PUBLISHED","2016","EMR","OMN","SA_DATADISSEMINATION","No","","","",""
"SA_0000001722","PUBLISHED","2016","EMR","PAK","SA_PROVISION_INFORMATION","No","","","",""
"SA_0000001722","PUBLISHED","2016","EMR","IRQ","SA_COMMUNITY_PROGRAMMES","No","","","",""
"SA_0000001722","PUBLISHED","2016","AMR","PER","SA_PROVISION_INFORMATION","Yes","","","",""
"SA_0000001722","PUBLISHED","2016","AMR","LCA","SA_EARMARKED_FUNDS","No","","","",""
"SA_0000001722","PUBLISHED","2016","AMR","LCA","SA_RESEARCH_STUDIES","Yes","","","",""
"SA_0000001722","PUBLISHED","2016","AMR","VCT","SA_DATADISSEMINATION","No","","","",""
"SA_0000001722","PUBLISHED","2016","AMR","TTO","SA_TECHNICAL_TOOLS","Yes","","","",""
"SA_0000001722","PUBLISHED","2016","AMR","USA","SA_EARMARKED_FUNDS","Yes","","","",""
"SA_0000001722","PUBLISHED","2016","AMR","USA","SA_RESEARCH_STUDIES","Yes","","","",""
"SA_0000001722","PUBLISHED","2016","AMR","VEN","SA_TRAINING_PROGRAMMES","Yes","","","",""
"SA_0000001722","PUBLISHED","2016","EUR","AND","SA_RESEARCH_STUDIES","No","","","",""
"SA_0000001722","PUBLISHED","2016","EUR","AUT","SA_TRAINING_PROGRAMMES","No","","","",""
"SA_0000001722","PUBLISHED","2016","EUR","AZE","SA_TECHNICAL_TOOLS","No","","","",""
"SA_0000001722","PUBLISHED","2016","EUR","BLR","SA_EARMARKED_FUNDS","Yes","","","",""
"SA_0000001722","PUBLISHED","2016","EMR","SOM","SA_DATADISSEMINATION","No","","","",""
"SA_0000001722","PUBLISHED","2016","EMR","SDN","SA_PROVISION_INFORMATION","No","","","",""
"SA_0000001722","PUBLISHED","2016","EMR","ARE","SA_DATADISSEMINATION","No","","","",""
"SA_0000001722","PUBLISHED","2016","AFR","ETH","SA_DATADISSEMINATION","No","","","",""
"SA_0000001722","PUBLISHED","2016","AFR","GMB","SA_RESEARCH_STUDIES","No","","","",""
"SA_0000001722","PUBLISHED","2016","AFR","GHA","SA_EARMARKED_FUNDS","No","","","",""
"SA_0000001722","PUBLISHED","2016","AFR","GIN","SA_DATADISSEMINATION","No","","","",""
"SA_0000001722","PUBLISHED","2016","AFR","DZA","SA_TECHNICAL_TOOLS","No","","","",""
"SA_0000001722","PUBLISHED","2016","AFR","DZA","SA_TRAINING_PROGRAMMES","No","","","",""
"SA_0000001722","PUBLISHED","2016","AFR","BEN","SA_EARMARKED_FUNDS","No","","","",""
"SA_0000001722","PUBLISHED","2016","AFR","BEN","SA_AT_RISK_GROUPS_TARGETED","Yes","","","",""
"SA_0000001722","PUBLISHED","2016","AFR","BFA","SA_TECHNICAL_TOOLS","No","","","",""
"SA_0000001722","PUBLISHED","2016","AFR","BFA","SA_TRAINING_PROGRAMMES","No","","","",""
"SA_0000001722","PUBLISHED","2016","AFR","CPV","SA_AT_RISK_GROUPS_TARGETED","No","","","",""
"SA_0000001722","PUBLISHED","2016","AFR","CPV","SA_COMMUNITY_PROGRAMMES","Yes","","","",""
"SA_0000001722","PUBLISHED","2016","AFR","CAF","SA_TRAINING_PROGRAMMES","No","","","",""
"SA_0000001722","PUBLISHED","2016","AFR","CAF","SA_PROVISION_INFORMATION","No","","","",""
"SA_0000001722","PUBLISHED","2016","AFR","COM","SA_AT_RISK_GROUPS_TARGETED","No","","","",""
"SA_0000001722","PUBLISHED","2016","AFR","COM","SA_COMMUNITY_PROGRAMMES","No","","","",""
"SA_0000001722","PUBLISHED","2016","AFR","ETH","SA_PROVISION_INFORMATION","No","","","",""
"SA_0000001722","PUBLISHED","2016","AFR","MDG","SA_TRAINING_PROGRAMMES","No","","","",""
"SA_0000001722","PUBLISHED","2016","AFR","MLI","SA_EARMARKED_FUNDS","No","","","",""
"SA_0000001722","PUBLISHED","2016","AFR","MLI","SA_AT_RISK_GROUPS_TARGETED","No","","","",""
"SA_0000001722","PUBLISHED","2016","AFR","MLI","SA_COMMUNITY_PROGRAMMES","No","","","",""
"SA_0000001722","PUBLISHED","2016","AFR","MUS","SA_TECHNICAL_TOOLS","No","","","",""
"SA_0000001722","PUBLISHED","2016","AFR","MUS","SA_TRAINING_PROGRAMMES","Yes","","","",""
"SA_0000001722","PUBLISHED","2016","AFR","GNB","SA_TECHNICAL_TOOLS","No","","","",""
"SA_0000001722","PUBLISHED","2016","AFR","KEN","SA_RESEARCH_STUDIES","Yes","","","",""
"SA_0000001722","PUBLISHED","2016","AFR","LSO","SA_EARMARKED_FUNDS","No","","","",""
"SA_0000001722","PUBLISHED","2016","AFR","MDG","SA_TECHNICAL_TOOLS","No","","","",""
"SA_0000001722","PUBLISHED","2016","AFR","CIV","SA_PROVISION_INFORMATION","Yes","","","",""
"SA_0000001722","PUBLISHED","2016","AFR","CIV","SA_DATADISSEMINATION","No","","","",""
"SA_0000001722","PUBLISHED","2016","AFR","GNQ","SA_COMMUNITY_PROGRAMMES","Yes","","","",""
"SA_0000001722","PUBLISHED","2016","AFR","GNQ","SA_RESEARCH_STUDIES","No","","","",""
"SA_0000001722","PUBLISHED","2016","AFR","SWZ","SA_PROVISION_INFORMATION","No","","","",""
"SA_0000001722","PUBLISHED","2016","AFR","SWZ","SA_DATADISSEMINATION","No","","","",""
"SA_0000001722","PUBLISHED","2016","AFR","TGO","SA_TECHNICAL_TOOLS","No","","","",""
"SA_0000001722","PUBLISHED","2016","AFR","NAM","SA_AT_RISK_GROUPS_TARGETED","No","","","",""
"SA_0000001722","PUBLISHED","2016","AFR","NAM","SA_COMMUNITY_PROGRAMMES","No","","","",""
"SA_0000001722","PUBLISHED","2016","AFR","NGA","SA_TRAINING_PROGRAMMES","Yes","","","",""
"SA_0000001722","PUBLISHED","2016","AFR","NGA","SA_PROVISION_INFORMATION","No","","","",""
"SA_0000001722","PUBLISHED","2016","AFR","NGA","SA_DATADISSEMINATION","No","","","",""
"SA_0000001722","PUBLISHED","2016","AFR","STP","SA_AT_RISK_GROUPS_TARGETED","No","","","",""
"SA_0000001722","PUBLISHED","2016","AFR","STP","SA_COMMUNITY_PROGRAMMES","No","","","",""
"SA_0000001722","PUBLISHED","2016","AFR","SYC","SA_PROVISION_INFORMATION","Yes","","","",""
"SA_0000001722","PUBLISHED","2016","AFR","SYC","SA_DATADISSEMINATION","Yes","","","",""
"SA_0000001722","PUBLISHED","2016","AFR","ZAF","SA_RESEARCH_STUDIES","No","","","",""
"SA_0000001722","PUBLISHED","2016","AFR","SSD","SA_EARMARKED_FUNDS","No","","","",""
"SA_0000001722","PUBLISHED","2016","AMR","CAN","SA_TRAINING_PROGRAMMES","No","","","",""
"SA_0000001722","PUBLISHED","2016","AMR","CAN","SA_PROVISION_INFORMATION","Yes","","","",""
"SA_0000001722","PUBLISHED","2016","AMR","COL","SA_AT_RISK_GROUPS_TARGETED","No","","","",""
"SA_0000001722","PUBLISHED","2016","AFR","UGA","SA_RESEARCH_STUDIES","No","","","",""
"SA_0000001722","PUBLISHED","2016","AFR","TZA","SA_EARMARKED_FUNDS","No","","","",""
"SA_0000001722","PUBLISHED","2016","AFR","ZWE","SA_TECHNICAL_TOOLS","No","","","",""
"SA_0000001722","PUBLISHED","2016","AMR","COL","SA_COMMUNITY_PROGRAMMES","Yes","","","",""
"SA_0000001722","PUBLISHED","2016","AMR","CUB","SA_PROVISION_INFORMATION","Yes","","","",""
"SA_0000001722","PUBLISHED","2016","AMR","CUB","SA_DATADISSEMINATION","Yes","","","",""
"SA_0000001722","PUBLISHED","2016","AFR","ZWE","SA_TRAINING_PROGRAMMES","No","","","",""
"SA_0000001722","PUBLISHED","2016","AMR","ATG","SA_RESEARCH_STUDIES","No","","","",""
"SA_0000001722","PUBLISHED","2016","AMR","ARG","SA_EARMARKED_FUNDS","Yes","","","",""
