"GHO","DATASOURCE","PUBLISHSTATE","YEAR","REGION","WORLDBANKINCOMEGROUP","COUNTRY","Display Value","Numeric","Low","High","Comments"
"WHS7_150","NHA_AFG","PUBLISHED","2003","EMR","WB_LI","AFG","92.69","92.68919","","",""
"WHS7_150","NHA_AFG","PUBLISHED","2005","EMR","WB_LI","AFG","89.63","89.62689","","",""
"WHS7_150","NHA_AFG","PUBLISHED","2013","EMR","WB_LI","AFG","67.13","67.12526","","",""
"WHS7_150","NHA_AFG","PUBLISHED","2014","EMR","WB_LI","AFG","63.88","63.87641","","",""
"WHS7_150","","PUBLISHED","2000","AFR","WB_UMI","AGO","22.52","22.52131","","",""
"WHS7_150","","PUBLISHED","2001","AFR","WB_UMI","AGO","38.45","38.45271","","",""
"WHS7_150","","PUBLISHED","2003","AFR","WB_UMI","AGO","42.27","42.26876","","",""
"WHS7_150","","PUBLISHED","2008","AFR","WB_UMI","AGO","19.68","19.68276","","",""
"WHS7_150","","PUBLISHED","2009","AFR","WB_UMI","AGO","29.45","29.44873","","",""
"WHS7_150","","PUBLISHED","2010","AFR","WB_UMI","AGO","27.75","27.75426","","",""
"WHS7_150","","PUBLISHED","2011","AFR","WB_UMI","AGO","24.99","24.99215","","",""
"WHS7_150","","PUBLISHED","1996","EUR","WB_UMI","ALB","76.45","76.45073","","",""
"WHS7_150","","PUBLISHED","1999","EUR","WB_UMI","ALB","63.38","63.38370","","",""
"WHS7_150","","PUBLISHED","2005","EUR","WB_UMI","ALB","52.30","52.30131","","",""
"WHS7_150","","PUBLISHED","2006","EUR","WB_UMI","ALB","51.82","51.82090","","",""
"WHS7_150","","PUBLISHED","2014","EUR","WB_UMI","ALB","49.93","49.93165","","",""
"WHS7_150","","PUBLISHED","1995","EUR","WB_HI","AND","22.44","22.44228","","",""
"WHS7_150","","PUBLISHED","2012","EUR","WB_HI","AND","17.31","17.30854","","",""
"WHS7_150","","PUBLISHED","2013","EUR","WB_HI","AND","11.29","11.28880","","",""
"WHS7_150","","PUBLISHED","1999","EMR","WB_HI","ARE","21.89","21.89466","","",""
"WHS7_150","","PUBLISHED","2001","EMR","WB_HI","ARE","15.09","15.08651","","",""
"WHS7_150","","PUBLISHED","2008","EMR","WB_HI","ARE","25.14","25.13602","","",""
"WHS7_150","NHA_ARG","PUBLISHED","1997","AMR","WB_HI","ARG","28.79","28.79079","","",""
"WHS7_150","NHA_ARG","PUBLISHED","1998","AMR","WB_HI","ARG","29.06","29.06184","","",""
