"GHO","PUBLISHSTATE","YEAR","REGION","COUNTRY","RESIDENCEAREATYPE","Display Value","Numeric","Low","High","Comments"
"MALARIA_30517","PUBLISHED","1998","AFR","CIV","TOTL","6","6.00000","","",""
"MALARIA_30517","PUBLISHED","1998","AFR","CIV","RUR","5","5.00000","","",""
"MALARIA_30517","PUBLISHED","1998","AFR","CIV","","6","6.00000","","",""
"MALARIA_30517","PUBLISHED","2001","AFR","ZMB","TOTL","15","15.00000","","",""
"MALARIA_30517","PUBLISHED","2001","AFR","ZMB","RUR","14","14.00000","","",""
"MALARIA_30517","PUBLISHED","2001","AFR","ZMB","","18","18.00000","","",""
"MALARIA_30517","PUBLISHED","2003","AFR","BFA","TOTL","15","15.00000","","",""
"MALARIA_30517","PUBLISHED","2003","AFR","BFA","RUR","12","12.00000","","",""
"MALARIA_30517","PUBLISHED","2003","AFR","BFA","","24","24.00000","","",""
"MALARIA_30517","PUBLISHED","2003","AFR","KEN","TOTL","9","9.00000","","",""
"MALARIA_30517","PUBLISHED","2003","AFR","KEN","RUR","7","7.00000","","",""
"MALARIA_30517","PUBLISHED","2003","AFR","KEN","","15","15.00000","","",""
"MALARIA_30517","PUBLISHED","2003","AFR","NGA","TOTL","3","3.00000","","",""
"MALARIA_30517","PUBLISHED","2003","AFR","NGA","RUR","4","4.00000","","",""
"MALARIA_30517","PUBLISHED","2003","AFR","NGA","","2","2.00000","","",""
"MALARIA_30517","PUBLISHED","2004","AFR","CMR","TOTL","2","2.00000","","",""
"MALARIA_30517","PUBLISHED","2004","AFR","CMR","RUR","1","1.00000","","",""
"MALARIA_30517","PUBLISHED","2004","AFR","CMR","","3","3.00000","","",""
"MALARIA_30517","PUBLISHED","2004","AFR","MWI","TOTL","34","34.00000","","",""
"MALARIA_30517","PUBLISHED","2004","AFR","MWI","RUR","32","32.00000","","",""
"MALARIA_30517","PUBLISHED","2004","AFR","MWI","","47","47.00000","","",""
"MALARIA_30517","PUBLISHED","2004","AFR","TZA","TOTL","29","29.00000","","",""
"MALARIA_30517","PUBLISHED","2004","AFR","TZA","RUR","20","20.00000","","",""
"MALARIA_30517","PUBLISHED","2004","AFR","TZA","","54","54.00000","","",""
"MALARIA_30517","PUBLISHED","2005","WPR","KHM","TOTL","10","10.00000","","",""
"MALARIA_30517","PUBLISHED","2005","WPR","KHM","RUR","10","10.00000","","",""
"MALARIA_30517","PUBLISHED","2005","WPR","KHM","","7","7.00000","","",""
"MALARIA_30517","PUBLISHED","2005","AFR","COG","TOTL","9","9.00000","","",""
"MALARIA_30517","PUBLISHED","2005","AFR","COG","RUR","9","9.00000","","",""
"MALARIA_30517","PUBLISHED","2005","AFR","COG","","9","9.00000","","",""
"MALARIA_30517","PUBLISHED","2005","AFR","ETH","TOTL","4","4.00000","","",""
"MALARIA_30517","PUBLISHED","2005","AFR","ETH","","8","8.00000","","",""
"MALARIA_30517","PUBLISHED","2005","AFR","GIN","TOTL","2","2.00000","","",""
"MALARIA_30517","PUBLISHED","2005","AFR","GIN","RUR","2","2.00000","","",""
"MALARIA_30517","PUBLISHED","2005","AFR","GIN","","2","2.00000","","",""
"MALARIA_30517","PUBLISHED","2005","AFR","RWA","TOTL","18","18.00000","","",""
"MALARIA_30517","PUBLISHED","2005","AFR","RWA","RUR","14","14.00000","","",""
"MALARIA_30517","PUBLISHED","2005","AFR","RWA","","40","40.00000","","",""
"MALARIA_30517","PUBLISHED","2005","AFR","SEN","TOTL","27","27.00000","","",""
"MALARIA_30517","PUBLISHED","2005","AFR","SEN","RUR","29","29.00000","","",""
"MALARIA_30517","PUBLISHED","2005","AFR","SEN","","25","25.00000","","",""
"MALARIA_30517","PUBLISHED","2005","AFR","ZWE","TOTL","10","10.00000","","",""
"MALARIA_30517","PUBLISHED","2005","AFR","ZWE","RUR","8","8.00000","","",""
"MALARIA_30517","PUBLISHED","2005","AFR","ZWE","","14","14.00000","","",""
"MALARIA_30517","PUBLISHED","2006","AFR","NER","TOTL","69","69.00000","","",""
"MALARIA_30517","PUBLISHED","2006","AFR","NER","RUR","67","67.00000","","",""
"MALARIA_30517","PUBLISHED","2006","AFR","NER","","75","75.00000","","",""
"MALARIA_30517","PUBLISHED","2006","AFR","UGA","TOTL","21","21.00000","","",""
"MALARIA_30517","PUBLISHED","2006","AFR","UGA","RUR","19","19.00000","","",""
"MALARIA_30517","PUBLISHED","2006","AFR","UGA","","36","36.00000","","",""
"MALARIA_30517","PUBLISHED","2007","AFR","ETH","TOTL","54","54.00000","","",""
"MALARIA_30517","PUBLISHED","2007","AFR","ETH","RUR","57","57.00000","","",""
"MALARIA_30517","PUBLISHED","2007","AFR","ETH","","40","40.00000","","",""
