"GHO","PUBLISHSTATE","YEAR","REGION","COUNTRY","IHRSPARCAPACITYLEVEL","Display Value","Numeric","Low","High","Comments"
"IHRSPAR_CAPACITY05","PUBLISHED","2018","EMR","AFG","IHRSPARCAPLEVEL05_C_5_1","40","40.00000","","",""
"IHRSPAR_CAPACITY05","PUBLISHED","2018","AFR","AGO","IHRSPARCAPLEVEL05_C_5_1","60","60.00000","","",""
"IHRSPAR_CAPACITY05","PUBLISHED","2018","EUR","ALB","IHRSPARCAPLEVEL05_C_5_1","Other","","","",""
"IHRSPAR_CAPACITY05","PUBLISHED","2018","EUR","AND","IHRSPARCAPLEVEL05_C_5_1","100","100.00000","","",""
"IHRSPAR_CAPACITY05","PUBLISHED","2018","EMR","ARE","IHRSPARCAPLEVEL05_C_5_1","100","100.00000","","",""
"IHRSPAR_CAPACITY05","PUBLISHED","2018","AMR","ARG","IHRSPARCAPLEVEL05_C_5_1","80","80.00000","","",""
"IHRSPAR_CAPACITY05","PUBLISHED","2018","EUR","ARM","IHRSPARCAPLEVEL05_C_5_1","60","60.00000","","",""
"IHRSPAR_CAPACITY05","PUBLISHED","2018","AMR","ATG","IHRSPARCAPLEVEL05_C_5_1","100","100.00000","","",""
"IHRSPAR_CAPACITY05","PUBLISHED","2018","WPR","AUS","IHRSPARCAPLEVEL05_C_5_1","100","100.00000","","",""
"IHRSPAR_CAPACITY05","PUBLISHED","2018","EUR","AUT","IHRSPARCAPLEVEL05_C_5_1","100","100.00000","","",""
"IHRSPAR_CAPACITY05","PUBLISHED","2018","EUR","AZE","IHRSPARCAPLEVEL05_C_5_1","100","100.00000","","",""
"IHRSPAR_CAPACITY05","PUBLISHED","2018","AFR","BDI","IHRSPARCAPLEVEL05_C_5_1","80","80.00000","","",""
"IHRSPAR_CAPACITY05","PUBLISHED","2018","EUR","BEL","IHRSPARCAPLEVEL05_C_5_1","100","100.00000","","",""
"IHRSPAR_CAPACITY05","PUBLISHED","2018","AFR","BEN","IHRSPARCAPLEVEL05_C_5_1","60","60.00000","","",""
"IHRSPAR_CAPACITY05","PUBLISHED","2018","AFR","BFA","IHRSPARCAPLEVEL05_C_5_1","20","20.00000","","",""
"IHRSPAR_CAPACITY05","PUBLISHED","2018","SEAR","BGD","IHRSPARCAPLEVEL05_C_5_1","100","100.00000","","",""
"IHRSPAR_CAPACITY05","PUBLISHED","2018","EUR","BGR","IHRSPARCAPLEVEL05_C_5_1","100","100.00000","","",""
"IHRSPAR_CAPACITY05","PUBLISHED","2018","EMR","BHR","IHRSPARCAPLEVEL05_C_5_1","100","100.00000","","",""
"IHRSPAR_CAPACITY05","PUBLISHED","2018","AMR","BHS","IHRSPARCAPLEVEL05_C_5_1","100","100.00000","","",""
"IHRSPAR_CAPACITY05","PUBLISHED","2018","EUR","BIH","IHRSPARCAPLEVEL05_C_5_1","60","60.00000","","",""
"IHRSPAR_CAPACITY05","PUBLISHED","2018","EUR","BLR","IHRSPARCAPLEVEL05_C_5_1","No data","","","",""
"IHRSPAR_CAPACITY05","PUBLISHED","2018","AMR","BLZ","IHRSPARCAPLEVEL05_C_5_1","100","100.00000","","",""
"IHRSPAR_CAPACITY05","PUBLISHED","2018","AMR","BOL","IHRSPARCAPLEVEL05_C_5_1","Other","","","",""
"IHRSPAR_CAPACITY05","PUBLISHED","2018","AMR","BRA","IHRSPARCAPLEVEL05_C_5_1","100","100.00000","","",""
"IHRSPAR_CAPACITY05","PUBLISHED","2018","AMR","BRB","IHRSPARCAPLEVEL05_C_5_1","No data","","","",""
"IHRSPAR_CAPACITY05","PUBLISHED","2018","WPR","BRN","IHRSPARCAPLEVEL05_C_5_1","No data","","","",""
"IHRSPAR_CAPACITY05","PUBLISHED","2018","SEAR","BTN","IHRSPARCAPLEVEL05_C_5_1","80","80.00000","","",""
"IHRSPAR_CAPACITY05","PUBLISHED","2018","AFR","BWA","IHRSPARCAPLEVEL05_C_5_1","80","80.00000","","",""
"IHRSPAR_CAPACITY05","PUBLISHED","2018","AFR","CAF","IHRSPARCAPLEVEL05_C_5_1","40","40.00000","","",""
"IHRSPAR_CAPACITY05","PUBLISHED","2018","AMR","CAN","IHRSPARCAPLEVEL05_C_5_1","100","100.00000","","",""
"IHRSPAR_CAPACITY05","PUBLISHED","2018","EUR","CHE","IHRSPARCAPLEVEL05_C_5_1","Other","","","",""
"IHRSPAR_CAPACITY05","PUBLISHED","2018","AMR","CHL","IHRSPARCAPLEVEL05_C_5_1","100","100.00000","","",""
"IHRSPAR_CAPACITY05","PUBLISHED","2018","WPR","CHN","IHRSPARCAPLEVEL05_C_5_1","100","100.00000","","",""
"IHRSPAR_CAPACITY05","PUBLISHED","2018","AFR","CIV","IHRSPARCAPLEVEL05_C_5_1","80","80.00000","","",""
"IHRSPAR_CAPACITY05","PUBLISHED","2018","AFR","CMR","IHRSPARCAPLEVEL05_C_5_1","20","20.00000","","",""
"IHRSPAR_CAPACITY05","PUBLISHED","2018","AFR","COD","IHRSPARCAPLEVEL05_C_5_1","40","40.00000","","",""
"IHRSPAR_CAPACITY05","PUBLISHED","2018","AFR","COG","IHRSPARCAPLEVEL05_C_5_1","60","60.00000","","",""
"IHRSPAR_CAPACITY05","PUBLISHED","2018","WPR","COK","IHRSPARCAPLEVEL05_C_5_1","100","100.00000","","",""
"IHRSPAR_CAPACITY05","PUBLISHED","2018","AMR","COL","IHRSPARCAPLEVEL05_C_5_1","100","100.00000","","",""
"IHRSPAR_CAPACITY05","PUBLISHED","2018","AFR","COM","IHRSPARCAPLEVEL05_C_5_1","20","20.00000","","",""
"IHRSPAR_CAPACITY05","PUBLISHED","2018","AFR","CPV","IHRSPARCAPLEVEL05_C_5_1","100","100.00000","","",""
"IHRSPAR_CAPACITY05","PUBLISHED","2018","AMR","CRI","IHRSPARCAPLEVEL05_C_5_1","100","100.00000","","",""
