"GHO","DATASOURCE","PUBLISHSTATE","YEAR","REGION","COUNTRY","Display Value","Numeric","Low","High","Comments"
"SA_0000001470_ARCHIVED","SA_0000001470_BEL","PUBLISHED","1992","EUR","BEL","11.2","11.20000","","",""
"SA_0000001470_ARCHIVED","SA_0000001470_GBR","PUBLISHED","2010","EUR","GBR","13.0","13.00000","","",""
"SA_0000001470_ARCHIVED","SA_0000001470_SRB","PUBLISHED","2005","EUR","SRB","15.0","15.00000","","",""
"SA_0000001470_ARCHIVED","SA_0000001470_GBR","PUBLISHED","2008","EUR","GBR","17.1","17.10000","","",""
"SA_0000001470_ARCHIVED","SA_0000001470_GBR","PUBLISHED","2006","EUR","GBR","18.9","18.90000","","",""
"SA_0000001470_ARCHIVED","SA_0000001470_GBR","PUBLISHED","2005","EUR","GBR","20.4","20.40000","","",""
"SA_0000001470_ARCHIVED","SA_0000001470_SRB","PUBLISHED","2001","EUR","SRB","20.8","20.80000","","",""
"SA_0000001470_ARCHIVED","SA_0000001470_GBR","PUBLISHED","1994","EUR","GBR","21.2","21.20000","","",""
"SA_0000001470_ARCHIVED","SA_0000001470_GBR","PUBLISHED","1998","EUR","GBR","21.4","21.40000","","",""
"SA_0000001470_ARCHIVED","SA_0000001470_GBR","PUBLISHED","1997","EUR","GBR","22.8","22.80000","","",""
"SA_0000001470_ARCHIVED","SA_0000001470_GBR","PUBLISHED","2004","EUR","GBR","22.8","22.80000","","",""
"SA_0000001470_ARCHIVED","SA_0000001470_GBR","PUBLISHED","1992","EUR","GBR","23.2","23.20000","","",""
"SA_0000001470_ARCHIVED","SA_0000001470_GBR","PUBLISHED","1996","EUR","GBR","23.2","23.20000","","",""
"SA_0000001470_ARCHIVED","SA_0000001470_GBR","PUBLISHED","1999","EUR","GBR","23.3","23.30000","","",""
"SA_0000001470_ARCHIVED","SA_0000001470_GBR","PUBLISHED","2000","EUR","GBR","24.7","24.70000","","",""
"SA_0000001470_ARCHIVED","SA_0000001470_GBR","PUBLISHED","1991","EUR","GBR","25.2","25.20000","","",""
"SA_0000001470_ARCHIVED","SA_0000001470_GBR","PUBLISHED","2001","EUR","GBR","25.6","25.60000","","",""
"SA_0000001470_ARCHIVED","SA_0000001470_GBR","PUBLISHED","2002","EUR","GBR","27.2","27.20000","","",""
"SA_0000001470_ARCHIVED","SA_0000001470_GBR","PUBLISHED","1990","EUR","GBR","28.5","28.50000","","",""
"SA_0000001470_ARCHIVED","SA_0000001470_SWZ","PUBLISHED","1991","AFR","SWZ","294.3","294.30000","","",""
"SA_0000001470_ARCHIVED","SA_0000001470_SVK","PUBLISHED","1991","EUR","SVK","","","","","missing data"
"SA_0000001470_ARCHIVED","SA_0000001470_HUN","PUBLISHED","1991","EUR","HUN","34.8","34.80000","","",""
"SA_0000001470_ARCHIVED","SA_0000001470_NLD","PUBLISHED","1990","EUR","NLD","17.5","17.50000","","",""
"SA_0000001470_ARCHIVED","SA_0000001470_HUN","PUBLISHED","1992","EUR","HUN","34","34.00000","","",""
"SA_0000001470_ARCHIVED","SA_0000001470_FIN","PUBLISHED","1992","EUR","FIN","","","","","missing data"
"SA_0000001470_ARCHIVED","SA_0000001470_CHE","PUBLISHED","1991","EUR","CHE","34.2","34.20000","","",""
"SA_0000001470_ARCHIVED","SA_0000001470_ESP","PUBLISHED","1991","EUR","ESP","","","","","missing data"
"SA_0000001470_ARCHIVED","SA_0000001470_SWE","PUBLISHED","1990","EUR","SWE","15.4","15.40000","","",""
"SA_0000001470_ARCHIVED","SA_0000001470_SVK","PUBLISHED","1990","EUR","SVK","59.2","59.20000","","",""
"SA_0000001470_ARCHIVED","SA_0000001470_LUX","PUBLISHED","1990","EUR","LUX","52.1","52.10000","","",""
"SA_0000001470_ARCHIVED","SA_0000001470_SVN","PUBLISHED","1991","EUR","SVN","52.5","52.50000","","",""
"SA_0000001470_ARCHIVED","SA_0000001470_NZL","PUBLISHED","1991","WPR","NZL","76.9","76.90000","","",""
"SA_0000001470_ARCHIVED","SA_0000001470_LUX","PUBLISHED","1991","EUR","LUX","","","","","missing data"
"SA_0000001470_ARCHIVED","SA_0000001470_DEU","PUBLISHED","1991","EUR","DEU","52.4","52.40000","","",""
"SA_0000001470_ARCHIVED","SA_0000001470_FIN","PUBLISHED","1991","EUR","FIN","","","","","missing data"
"SA_0000001470_ARCHIVED","SA_0000001470_ESP","PUBLISHED","1990","EUR","ESP","8.6","8.60000","","",""
"SA_0000001470_ARCHIVED","SA_0000001470_SVN","PUBLISHED","1990","EUR","SVN","43.1","43.10000","","",""
"SA_0000001470_ARCHIVED","SA_0000001470_NZL","PUBLISHED","1990","WPR","NZL","87.9","87.90000","","",""
"SA_0000001470_ARCHIVED","SA_0000001470_LVA","PUBLISHED","1990","EUR","LVA","40.1","40.10000","","",""
"SA_0000001470_ARCHIVED","SA_0000001470_LVA","PUBLISHED","1992","EUR","LVA","38.6","38.60000","","",""
"SA_0000001470_ARCHIVED","SA_0000001470_NLD","PUBLISHED","1992","EUR","NLD","16.2","16.20000","","",""
"SA_0000001470_ARCHIVED","SA_0000001470_EST","PUBLISHED","1993","EUR","EST","32.2","32.20000","","",""
"SA_0000001470_ARCHIVED","SA_0000001470_DNK","PUBLISHED","1993","EUR","DNK","27.5","27.50000","","",""
"SA_0000001470_ARCHIVED","SA_0000001470_BLR","PUBLISHED","1993","EUR","BLR","15","15.00000","","",""
"SA_0000001470_ARCHIVED","SA_0000001470_ARM","PUBLISHED","1993","EUR","ARM","0.8","0.80000","","",""
"SA_0000001470_ARCHIVED","SA_0000001470_SWE","PUBLISHED","1992","EUR","SWE","12","12.00000","","",""
"SA_0000001470_ARCHIVED","SA_0000001470_KGZ","PUBLISHED","1993","EUR","KGZ","8.4","8.40000","","",""
"SA_0000001470_ARCHIVED","SA_0000001470_ITA","PUBLISHED","1993","EUR","ITA","2.3","2.30000","","",""
"SA_0000001470_ARCHIVED","SA_0000001470_ISL","PUBLISHED","1993","EUR","ISL","22.2","22.20000","","",""
"SA_0000001470_ARCHIVED","SA_0000001470_CZE","PUBLISHED","1993","EUR","CZE","38.8","38.80000","","",""
"SA_0000001470_ARCHIVED","SA_0000001470_AUT","PUBLISHED","1993","EUR","AUT","34.5","34.50000","","",""
"SA_0000001470_ARCHIVED","SA_0000001470_RUS","PUBLISHED","1993","EUR","RUS","30.8","30.80000","","",""
"SA_0000001470_ARCHIVED","SA_0000001470_ROU","PUBLISHED","1993","EUR","ROU","3.3","3.30000","","",""
"SA_0000001470_ARCHIVED","SA_0000001470_POL","PUBLISHED","1993","EUR","POL","26.4","26.40000","","",""
"SA_0000001470_ARCHIVED","SA_0000001470_NLD","PUBLISHED","1993","EUR","NLD","6.5","6.50000","","",""
"SA_0000001470_ARCHIVED","SA_0000001470_LUX","PUBLISHED","1993","EUR","LUX","45.9","45.90000","","",""
"SA_0000001470_ARCHIVED","SA_0000001470_KAZ","PUBLISHED","1994","EUR","KAZ","16.2","16.20000","","",""
"SA_0000001470_ARCHIVED","SA_0000001470_ITA","PUBLISHED","1994","EUR","ITA","3.1","3.10000","","",""
"SA_0000001470_ARCHIVED","SA_0000001470_ISL","PUBLISHED","1994","EUR","ISL","24.2","24.20000","","",""
"SA_0000001470_ARCHIVED","SA_0000001470_DEU","PUBLISHED","1994","EUR","DEU","49.2","49.20000","","",""
"SA_0000001470_ARCHIVED","SA_0000001470_FRA","PUBLISHED","1994","EUR","FRA","","","","","missing data"
"SA_0000001470_ARCHIVED","SA_0000001470_FIN","PUBLISHED","1994","EUR","FIN","15.5","15.50000","","",""
"SA_0000001470_ARCHIVED","SA_0000001470_USA","PUBLISHED","1993","AMR","USA","98.2","98.20000","","",""
"SA_0000001470_ARCHIVED","SA_0000001470_UKR","PUBLISHED","1993","EUR","UKR","11.9","11.90000","","",""
"SA_0000001470_ARCHIVED","SA_0000001470_MKD","PUBLISHED","1993","EUR","MKD","20.9","20.90000","","",""
"SA_0000001470_ARCHIVED","SA_0000001470_SWE","PUBLISHED","1993","EUR","SWE","11.2","11.20000","","",""
"SA_0000001470_ARCHIVED","SA_0000001470_SVN","PUBLISHED","1993","EUR","SVN","61.9","61.90000","","",""
"SA_0000001470_ARCHIVED","SA_0000001470_SVK","PUBLISHED","1993","EUR","SVK","27.5","27.50000","","",""
"SA_0000001470_ARCHIVED","SA_0000001470_GEO","PUBLISHED","1994","EUR","GEO","1","1.00000","","",""
"SA_0000001470_ARCHIVED","SA_0000001470_EST","PUBLISHED","1994","EUR","EST","39.3","39.30000","","",""
"SA_0000001470_ARCHIVED","SA_0000001470_BLR","PUBLISHED","1994","EUR","BLR","14.7","14.70000","","",""
"SA_0000001470_ARCHIVED","SA_0000001470_TKM","PUBLISHED","1993","EUR","TKM","","","","","missing data"
"SA_0000001470_ARCHIVED","SA_0000001470_MDA","PUBLISHED","1993","EUR","MDA","5.8","5.80000","","",""
"SA_0000001470_ARCHIVED","SA_0000001470_TKM","PUBLISHED","1992","EUR","TKM","1","1.00000","","",""
"SA_0000001470_ARCHIVED","SA_0000001470_ESP","PUBLISHED","1992","EUR","ESP","10.6","10.60000","","",""
"SA_0000001470_ARCHIVED","SA_0000001470_RUS","PUBLISHED","1992","EUR","RUS","31.6","31.60000","","",""
"SA_0000001470_ARCHIVED","SA_0000001470_PRT","PUBLISHED","1992","EUR","PRT","28.7","28.70000","","",""
"SA_0000001470_ARCHIVED","SA_0000001470_LUX","PUBLISHED","1992","EUR","LUX","","","","","missing data"
"SA_0000001470_ARCHIVED","SA_0000001470_PRT","PUBLISHED","1994","EUR","PRT","24.8","24.80000","","",""
"SA_0000001470_ARCHIVED","SA_0000001470_NLD","PUBLISHED","1994","EUR","NLD","6.6","6.60000","","",""
"SA_0000001470_ARCHIVED","SA_0000001470_LTU","PUBLISHED","1994","EUR","LTU","20.7","20.70000","","",""
"SA_0000001470_ARCHIVED","SA_0000001470_FRA","PUBLISHED","1995","EUR","FRA","","","","","missing data"
"SA_0000001470_ARCHIVED","SA_0000001470_DNK","PUBLISHED","1995","EUR","DNK","24.6","24.60000","","",""
"SA_0000001470_ARCHIVED","SA_0000001470_SVK","PUBLISHED","1995","EUR","SVK","23.9","23.90000","","",""
"SA_0000001470_ARCHIVED","SA_0000001470_POL","PUBLISHED","1995","EUR","POL","28.7","28.70000","","",""
"SA_0000001470_ARCHIVED","SA_0000001470_MLT","PUBLISHED","1995","EUR","MLT","","","","","missing data"
"SA_0000001470_ARCHIVED","SA_0000001470_HUN","PUBLISHED","1995","EUR","HUN","23.6","23.60000","","",""
"SA_0000001470_ARCHIVED","SA_0000001470_KGZ","PUBLISHED","1994","EUR","KGZ","","","","","missing data"
"SA_0000001470_ARCHIVED","SA_0000001470_MDA","PUBLISHED","1994","EUR","MDA","5.9","5.90000","","",""
"SA_0000001470_ARCHIVED","SA_0000001470_KOR","PUBLISHED","1994","WPR","KOR","40.4","40.40000","","",""
"SA_0000001470_ARCHIVED","SA_0000001470_NZL","PUBLISHED","1994","WPR","NZL","61.7","61.70000","","",""
"SA_0000001470_ARCHIVED","SA_0000001470_MLT","PUBLISHED","1994","EUR","MLT","0.9","0.90000","","",""
"SA_0000001470_ARCHIVED","SA_0000001470_LUX","PUBLISHED","1994","EUR","LUX","","","","","missing data"
