"GHO","PUBLISHSTATE","YEAR","REGION","COUNTRY","ADVERTISINGTYPE","Display Value","Numeric","Low","High","Comments"
"SA_0000001515_ARCHIVED","PUBLISHED","2012","SEAR","BGD","SA_WINE_ADS","ban","","","",""
"SA_0000001515_ARCHIVED","PUBLISHED","2012","AFR","BEN","SA_WINE_ADS","no restrictions","","","",""
"SA_0000001515_ARCHIVED","PUBLISHED","2012","WPR","CHN","SA_WINE_ADS","partial restriction content","","","",""
"SA_0000001515_ARCHIVED","PUBLISHED","2012","AFR","GAB","SA_WINE_ADS","no restrictions","","","",""
"SA_0000001515_ARCHIVED","PUBLISHED","2012","AMR","GRD","SA_SPIRITS_ADS","no restrictions","","","",""
"SA_0000001515_ARCHIVED","PUBLISHED","2012","EMR","IRQ","SA_BEER_ADS","no restrictions","","","",""
"SA_0000001515_ARCHIVED","PUBLISHED","2012","EUR","KGZ","SA_WINE_ADS","partial restriction time/place","","","",""
"SA_0000001515_ARCHIVED","PUBLISHED","2012","WPR","MYS","SA_BEER_ADS","partial restriction content","","","",""
"SA_0000001515_ARCHIVED","PUBLISHED","2012","AFR","MRT","SA_SPIRITS_ADS","ban","","","",""
"SA_0000001515_ARCHIVED","PUBLISHED","2012","SEAR","NPL","SA_BEER_ADS","no restrictions","","","",""
"SA_0000001515_ARCHIVED","PUBLISHED","2012","AFR","NGA","SA_BEER_ADS","voluntary/self-restricted","","","",""
"SA_0000001515_ARCHIVED","PUBLISHED","2012","AMR","PAN","SA_WINE_ADS","no restrictions","","","",""
"SA_0000001515_ARCHIVED","PUBLISHED","2012","EUR","ROU","SA_BEER_ADS","no restrictions","","","",""
"SA_0000001515_ARCHIVED","PUBLISHED","2012","AMR","VCT","SA_BEER_ADS","no restrictions","","","",""
"SA_0000001515_ARCHIVED","PUBLISHED","2012","AMR","VCT","SA_SPIRITS_ADS","no restrictions","","","",""
"SA_0000001515_ARCHIVED","PUBLISHED","2012","AFR","SEN","SA_SPIRITS_ADS","ban","","","",""
"SA_0000001515_ARCHIVED","PUBLISHED","2012","EUR","SRB","SA_WINE_ADS","no restrictions","","","",""
"SA_0000001515_ARCHIVED","PUBLISHED","2012","AFR","TGO","SA_SPIRITS_ADS","no restrictions","","","",""
"SA_0000001515_ARCHIVED","PUBLISHED","2012","WPR","TON","SA_BEER_ADS","no restrictions","","","",""
"SA_0000001515_ARCHIVED","PUBLISHED","2012","EUR","TKM","SA_WINE_ADS","ban","","","",""
"SA_0000001515_ARCHIVED","PUBLISHED","2012","WPR","TUV","SA_BEER_ADS","no restrictions","","","",""
