"GHO","PUBLISHSTATE","YEAR","COUNTRY","Display Value","Numeric","Low","High","Comments"
"ITU_IDI","PUBLISHED","2012","AGO","1.683850142","1.68385","","",""
"ITU_IDI","PUBLISHED","2012","ARG","5.364784111","5.36478","","",""
"ITU_IDI","PUBLISHED","2012","BRB","6.653857187","6.65386","","",""
"ITU_IDI","PUBLISHED","2012","BEL","7.162004764","7.16200","","",""
"ITU_IDI","PUBLISHED","2012","BRN","5.06150966","5.06151","","",""
"ITU_IDI","PUBLISHED","2012","BFA","1.179832053","1.17983","","",""
"ITU_IDI","PUBLISHED","2012","CAF","1.003794678","1.00379","","",""
"ITU_IDI","PUBLISHED","2012","CHL","5.456796739","5.45680","","",""
"ITU_IDI","PUBLISHED","2012","CIV","1.703588756","1.70359","","",""
"ITU_IDI","PUBLISHED","2012","CUB","2.721663709","2.72166","","",""
"ITU_IDI","PUBLISHED","2012","EGY","3.846180124","3.84618","","",""
"ITU_IDI","PUBLISHED","2012","ERI","1.195654196","1.19565","","",""
"ITU_IDI","PUBLISHED","2012","FRA","7.529550662","7.52955","","",""
"ITU_IDI","PUBLISHED","2012","GMB","1.881845059","1.88185","","",""
"ITU_IDI","PUBLISHED","2012","GUY","3.08374187","3.08374","","",""
"ITU_IDI","PUBLISHED","2012","ISR","7.112307041","7.11231","","",""
"ITU_IDI","PUBLISHED","2012","JAM","3.680992596","3.68099","","",""
"ITU_IDI","PUBLISHED","2012","PRK","8.570052352","8.57005","","",""
"ITU_IDI","PUBLISHED","2012","LVA","6.363821678","6.36382","","",""
"ITU_IDI","PUBLISHED","2012","MDG","1.283325886","1.28333","","",""
"ITU_IDI","PUBLISHED","2012","MYS","5.042010654","5.04201","","",""
"ITU_IDI","PUBLISHED","2012","MDA","4.738102946","4.73810","","",""
"ITU_IDI","PUBLISHED","2012","MAR","3.788638309","3.78864","","",""
"ITU_IDI","PUBLISHED","2012","NZL","7.637912701","7.63791","","",""
"ITU_IDI","PUBLISHED","2012","NER","0.990504951","0.99050","","",""
"ITU_IDI","PUBLISHED","2012","PER","3.683262456","3.68326","","",""
"ITU_IDI","PUBLISHED","2012","POL","6.314803185","6.31480","","",""
"ITU_IDI","PUBLISHED","2012","SEN","2.022021654","2.02202","","",""
"ITU_IDI","PUBLISHED","2012","SYC","4.745158733","4.74516","","",""
"ITU_IDI","PUBLISHED","2012","ZAF","3.946403542","3.94640","","",""
"ITU_IDI","PUBLISHED","2012","LKA","3.058659146","3.05866","","",""
"ITU_IDI","PUBLISHED","2012","CHE","7.780871252","7.78087","","",""
"ITU_IDI","PUBLISHED","2012","TZA","1.652674397","1.65267","","",""
"ITU_IDI","PUBLISHED","2012","UGA","1.814851864","1.81485","","",""
"ITU_IDI","PUBLISHED","2012","ARE","6.413925779","6.41393","","",""
"ITU_IDI","PUBLISHED","2012","VEN","4.165341931","4.16534","","",""
"ITU_IDI","PUBLISHED","2012","YEM","1.892715913","1.89272","","",""
"ITU_IDI","PUBLISHED","2012","ZWE","2.519524683","2.51952","","",""
"ITU_IDI","PUBLISHED","2011","AUS","7.544003318","7.54400","","",""
"ITU_IDI","PUBLISHED","2011","AZE","4.622638387","4.62264","","",""
"ITU_IDI","PUBLISHED","2011","BTN","2.192288874","2.19229","","",""
"ITU_IDI","PUBLISHED","2011","BIH","4.492819428","4.49282","","",""
"ITU_IDI","PUBLISHED","2011","BFA","1.113817328","1.11382","","",""
"ITU_IDI","PUBLISHED","2011","CMR","1.655637484","1.65564","","",""
"ITU_IDI","PUBLISHED","2011","COL","3.894915529","3.89492","","",""
"ITU_IDI","PUBLISHED","2011","COG","1.579435995","1.57944","","",""
"ITU_IDI","PUBLISHED","2011","CZE","6.301280152","6.30128","","",""
"ITU_IDI","PUBLISHED","2011","DJI","1.712466502","1.71247","","",""
"ITU_IDI","PUBLISHED","2011","ERI","1.150257092","1.15026","","",""
"ITU_IDI","PUBLISHED","2011","ETH","1.219490722","1.21949","","",""
"ITU_IDI","PUBLISHED","2011","DEU","7.328867032","7.32887","","",""
"ITU_IDI","PUBLISHED","2011","GRC","6.209906226","6.20991","","",""
"ITU_IDI","PUBLISHED","2011","ISL","8.116567625","8.11657","","",""
"ITU_IDI","PUBLISHED","2011","IDN","3.142475531","3.14248","","",""
"ITU_IDI","PUBLISHED","2011","JAM","3.541773208","3.54177","","",""
"ITU_IDI","PUBLISHED","2011","JOR","3.900859407","3.90086","","",""
"ITU_IDI","PUBLISHED","2011","LSO","1.840112421","1.84011","","",""
"ITU_IDI","PUBLISHED","2011","LTU","5.791804247","5.79180","","",""
"ITU_IDI","PUBLISHED","2011","MLI","1.428896478","1.42890","","",""
"ITU_IDI","PUBLISHED","2011","MRT","1.697992193","1.69799","","",""
"ITU_IDI","PUBLISHED","2011","MAR","3.594507425","3.59451","","",""
"ITU_IDI","PUBLISHED","2011","MMR","1.701455535","1.70146","","",""
"ITU_IDI","PUBLISHED","2011","NLD","7.850398887","7.85040","","",""
"ITU_IDI","PUBLISHED","2011","NOR","7.97095938","7.97096","","",""
"ITU_IDI","PUBLISHED","2011","PAK","1.775606345","1.77561","","",""
"ITU_IDI","PUBLISHED","2011","QAT","6.414592444","6.41459","","",""
"ITU_IDI","PUBLISHED","2011","RUS","5.936127132","5.93613","","",""
"ITU_IDI","PUBLISHED","2011","SYC","4.363085501","4.36309","","",""
"ITU_IDI","PUBLISHED","2011","SVK","5.84774511","5.84774","","",""
"ITU_IDI","PUBLISHED","2011","SLB","1.905719595","1.90572","","",""
"ITU_IDI","PUBLISHED","2011","VCT","4.71423985","4.71424","","",""
"ITU_IDI","PUBLISHED","2011","SUR","3.727352318","3.72735","","",""
"ITU_IDI","PUBLISHED","2011","THA","3.415529672","3.41553","","",""
"ITU_IDI","PUBLISHED","2011","TTO","4.541324689","4.54132","","",""
"ITU_IDI","PUBLISHED","2011","USA","7.353269639","7.35327","","",""
"ITU_IDI","PUBLISHED","2011","UZB","3.024081442","3.02408","","",""
"ITU_IDI","PUBLISHED","2011","ZWE","2.157260487","2.15726","","",""
"ITU_IDI","PUBLISHED","2012","ATG","5.737554838","5.73756","","",""
"ITU_IDI","PUBLISHED","2012","ARM","4.450191816","4.45019","","",""
"ITU_IDI","PUBLISHED","2012","BGD","1.728664305","1.72866","","",""
"ITU_IDI","PUBLISHED","2012","BLR","6.113171679","6.11317","","",""
"ITU_IDI","PUBLISHED","2012","BRA","4.997372134","4.99737","","",""
"ITU_IDI","PUBLISHED","2012","BGR","5.834087882","5.83409","","",""
"ITU_IDI","PUBLISHED","2012","TCD","1.010038584","1.01004","","",""
"ITU_IDI","PUBLISHED","2012","CHN","4.177683366","4.17768","","",""
"ITU_IDI","PUBLISHED","2012","CRI","5.02999071","5.02999","","",""
"ITU_IDI","PUBLISHED","2012","HRV","6.312926309","6.31293","","",""
"ITU_IDI","PUBLISHED","2012","CYP","5.860817708","5.86082","","",""
"ITU_IDI","PUBLISHED","2012","ECU","4.082263228","4.08226","","",""
"ITU_IDI","PUBLISHED","2012","SLV","3.254503024","3.25450","","",""
"ITU_IDI","PUBLISHED","2012","GAB","2.613548782","2.61355","","",""
"ITU_IDI","PUBLISHED","2012","GEO","4.592961839","4.59296","","",""
"ITU_IDI","PUBLISHED","2012","GNB","1.261181761","1.26118","","",""
"ITU_IDI","PUBLISHED","2012","HND","2.741006846","2.74101","","",""
"ITU_IDI","PUBLISHED","2012","HUN","6.100002733","6.10000","","",""
"ITU_IDI","PUBLISHED","2012","IRL","7.248112689","7.24811","","",""
"ITU_IDI","PUBLISHED","2012","ITA","6.574506858","6.57451","","",""
"ITU_IDI","PUBLISHED","2012","LAO","2.102900433","2.10290","","",""
"ITU_IDI","PUBLISHED","2012","LBN","5.367565978","5.36757","","",""
"ITU_IDI","PUBLISHED","2012","MWI","1.434698412","1.43470","","",""
"ITU_IDI","PUBLISHED","2012","MDV","4.527412675","4.52741","","",""
"ITU_IDI","PUBLISHED","2012","MEX","3.954356897","3.95436","","",""
"ITU_IDI","PUBLISHED","2012","MNG","3.920262167","3.92026","","",""
"ITU_IDI","PUBLISHED","2012","NIC","2.537221381","2.53722","","",""
"ITU_IDI","PUBLISHED","2012","NGA","2.1841881","2.18419","","",""
"ITU_IDI","PUBLISHED","2012","PHL","3.336093071","3.33609","","",""
"ITU_IDI","PUBLISHED","2012","PRT","6.317365507","6.31737","","",""
"ITU_IDI","PUBLISHED","2012","SAU","5.691624081","5.69162","","",""
"ITU_IDI","PUBLISHED","2012","SRB","5.336815875","5.33682","","",""
"ITU_IDI","PUBLISHED","2012","ESP","6.894053136","6.89405","","",""
"ITU_IDI","PUBLISHED","2012","LCA","4.430046455","4.43005","","",""
"ITU_IDI","PUBLISHED","2012","SYR","3.222396402","3.22240","","",""
"ITU_IDI","PUBLISHED","2012","MKD","5.191631363","5.19163","","",""
"ITU_IDI","PUBLISHED","2012","TUR","4.641515769","4.64152","","",""
"ITU_IDI","PUBLISHED","2012","UKR","4.643451765","4.64345","","",""
"ITU_IDI","PUBLISHED","2012","VNM","3.802987383","3.80299","","",""
"ITU_IDI","PUBLISHED","2012","ZMB","1.7679364","1.76794","","",""
"ITU_IDI","PUBLISHED","2011","ALB","3.801560792","3.80156","","",""
"ITU_IDI","PUBLISHED","2011","ARM","4.178429446","4.17843","","",""
"ITU_IDI","PUBLISHED","2011","AUT","7.101930367","7.10193","","",""
"ITU_IDI","PUBLISHED","2011","BHR","5.790237091","5.79024","","",""
"ITU_IDI","PUBLISHED","2011","BEN","1.565814833","1.56581","","",""
"ITU_IDI","PUBLISHED","2011","BOL","3.080644347","3.08064","","",""
"ITU_IDI","PUBLISHED","2011","KHM","2.04529163","2.04529","","",""
"ITU_IDI","PUBLISHED","2011","CAN","7.137292119","7.13729","","",""
"ITU_IDI","PUBLISHED","2011","COM","1.679552681","1.67955","","",""
"ITU_IDI","PUBLISHED","2011","COD","1.303361524","1.30336","","",""
"ITU_IDI","PUBLISHED","2011","CYP","5.707072415","5.70707","","",""
"ITU_IDI","PUBLISHED","2011","DNK","8.184300112","8.18430","","",""
"ITU_IDI","PUBLISHED","2011","EST","6.735642509","6.73564","","",""
"ITU_IDI","PUBLISHED","2011","FJI","3.789805599","3.78981","","",""
"ITU_IDI","PUBLISHED","2011","GHA","2.303854299","2.30385","","",""
"ITU_IDI","PUBLISHED","2011","GIN","1.197196279","1.19720","","",""
"ITU_IDI","PUBLISHED","2011","HUN","5.911479758","5.91148","","",""
"ITU_IDI","PUBLISHED","2011","IND","2.127699692","2.12770","","",""
"ITU_IDI","PUBLISHED","2011","JPN","7.774686569","7.77469","","",""
"ITU_IDI","PUBLISHED","2011","KAZ","5.405492035","5.40549","","",""
"ITU_IDI","PUBLISHED","2011","LBR","1.268463978","1.26846","","",""
"ITU_IDI","PUBLISHED","2011","LUX","7.763803737","7.76380","","",""
"ITU_IDI","PUBLISHED","2011","MDV","4.312030671","4.31203","","",""
"ITU_IDI","PUBLISHED","2011","MLT","6.848066143","6.84807","","",""
"ITU_IDI","PUBLISHED","2011","MOZ","1.258685118","1.25869","","",""
"ITU_IDI","PUBLISHED","2011","NAM","2.599106474","2.59911","","",""
"ITU_IDI","PUBLISHED","2011","OMN","4.799127843","4.79913","","",""
"ITU_IDI","PUBLISHED","2011","PAN","4.382617934","4.38262","","",""
"ITU_IDI","PUBLISHED","2011","PRT","6.069092297","6.06909","","",""
"ITU_IDI","PUBLISHED","2011","ROU","5.046934129","5.04693","","",""
"ITU_IDI","PUBLISHED","2011","SGP","7.554172353","7.55417","","",""
"ITU_IDI","PUBLISHED","2011","SVN","6.599705291","6.59971","","",""
"ITU_IDI","PUBLISHED","2011","SDN","2.187457868","2.18746","","",""
"ITU_IDI","PUBLISHED","2011","SWZ","2.268515315","2.26852","","",""
"ITU_IDI","PUBLISHED","2011","MKD","4.93292004","4.93292","","",""
"ITU_IDI","PUBLISHED","2011","TON","3.088373226","3.08837","","",""
"ITU_IDI","PUBLISHED","2011","GBR","7.626134102","7.62613","","",""
"ITU_IDI","PUBLISHED","2011","URY","5.378870384","5.37887","","",""
"ITU_IDI","PUBLISHED","2012","ALB","4.106720132","4.10672","","",""
"ITU_IDI","PUBLISHED","2012","DZA","3.074404965","3.07440","","",""
"ITU_IDI","PUBLISHED","2012","BEN","1.603905164","1.60391","","",""
"ITU_IDI","PUBLISHED","2012","BTN","2.40435744","2.40436","","",""
"ITU_IDI","PUBLISHED","2012","BOL","3.27989212","3.27989","","",""
"ITU_IDI","PUBLISHED","2012","BIH","4.707703354","4.70770","","",""
"ITU_IDI","PUBLISHED","2012","BWA","2.997342218","2.99734","","",""
