"GHO","PUBLISHSTATE","YEAR","REGION","Display Value","Numeric","Low","High","Comments"
"SA_0000001745_ARCHIVED","PUBLISHED","2010","AFR","3.3","3.30000","","",""
"SA_0000001745_ARCHIVED","PUBLISHED","2010","GLOBAL","4.1","4.10000","","",""
"SA_0000001745_ARCHIVED","PUBLISHED","2010","WPR","4.6","4.60000","","",""
