"GHO","PUBLISHSTATE","YEAR","REGION","COUNTRY","COORDINATINGENTITIES","Display Value","Numeric","Low","High","Comments"
"SA_0000001691","PUBLISHED","2016","WPR","NZL","TRADE_INDUSTRY","No","","","",""
"SA_0000001691","PUBLISHED","2016","EUR","NOR","SOCIAL_AFFAIRS","No","","","",""
"SA_0000001691","PUBLISHED","2016","EUR","NOR","CRIMINAL_JUSTICE","No","","","",""
"SA_0000001691","PUBLISHED","2016","AMR","PRY","TRADE_INDUSTRY","No","","","",""
"SA_0000001691","PUBLISHED","2016","WPR","PHL","HEALTH","No","","","",""
"SA_0000001691","PUBLISHED","2016","EUR","POL","ROAD_SAFETY","No","","","",""
"SA_0000001691","PUBLISHED","2016","EUR","POL","EMPLOYMENT","No","","","",""
"SA_0000001691","PUBLISHED","2016","WPR","WSM","EDUCATION","No","","","",""
"SA_0000001691","PUBLISHED","2016","EUR","ESP","OTHER_COORDINATING_ENTITY","No","","","",""
"SA_0000001691","PUBLISHED","2016","SEAR","LKA","AGRICULTURE","No","","","",""
"SA_0000001691","PUBLISHED","2016","EUR","SWE","SOCIAL_AFFAIRS","No","","","",""
"SA_0000001691","PUBLISHED","2016","WPR","SGP","TRADE_INDUSTRY","Yes","","","",""
"SA_0000001691","PUBLISHED","2016","WPR","KOR","FINANCE_TAXATION","No","","","",""
"SA_0000001691","PUBLISHED","2016","WPR","KOR","OTHER_COORDINATING_ENTITY","No","","","",""
"SA_0000001691","PUBLISHED","2016","EUR","MDA","AGRICULTURE","No","","","",""
"SA_0000001691","PUBLISHED","2016","EUR","RUS","SOCIAL_AFFAIRS","No","","","",""
"SA_0000001691","PUBLISHED","2016","EUR","SVK","HEALTH","No","","","",""
"SA_0000001691","PUBLISHED","2016","EUR","SVN","ROAD_SAFETY","No","","","",""
"SA_0000001691","PUBLISHED","2016","EUR","SVN","EMPLOYMENT","No","","","",""
"SA_0000001691","PUBLISHED","2016","EUR","ESP","FINANCE_TAXATION","No","","","",""
"SA_0000001691","PUBLISHED","2016","EUR","CHE","EDUCATION","No","","","",""
"SA_0000001691","PUBLISHED","2016","EUR","CHE","TRADE_INDUSTRY","No","","","",""
"SA_0000001691","PUBLISHED","2016","SEAR","THA","CRIMINAL_JUSTICE","No","","","",""
"SA_0000001691","PUBLISHED","2016","SEAR","THA","ROAD_SAFETY","No","","","",""
"SA_0000001691","PUBLISHED","2016","EUR","MKD","TRADE_INDUSTRY","No","","","",""
"SA_0000001691","PUBLISHED","2016","WPR","COK","AGRICULTURE","No","","","",""
"SA_0000001691","PUBLISHED","2016","AMR","USA","HEALTH","Yes","","","",""
"SA_0000001691","PUBLISHED","2016","AMR","USA","FINANCE_TAXATION","No","","","",""
"SA_0000001691","PUBLISHED","2016","EUR","UZB","ROAD_SAFETY","No","","","",""
"SA_0000001691","PUBLISHED","2016","EUR","UZB","EMPLOYMENT","No","","","",""
"SA_0000001691","PUBLISHED","2016","WPR","VNM","FINANCE_TAXATION","No","","","",""
"SA_0000001691","PUBLISHED","2016","WPR","VNM","OTHER_COORDINATING_ENTITY","No","","","",""
"SA_0000001691","PUBLISHED","2016","EUR","MNE","AGRICULTURE","No","","","",""
"SA_0000001691","PUBLISHED","2016","AFR","DZA","","Finance/Taxation","","","",""
"SA_0000001691","PUBLISHED","2016","AFR","AGO","","Health","","","",""
"SA_0000001691","PUBLISHED","2016","AMR","COL","","Health","","","",""
"SA_0000001691","PUBLISHED","2016","AMR","MEX","","Health","","","",""
"SA_0000001691","PUBLISHED","2016","EUR","CZE","","Health","","","",""
"SA_0000001691","PUBLISHED","2016","EUR","FRA","","Health","","","",""
"SA_0000001691","PUBLISHED","2016","EUR","PRT","","Health","","","",""
"SA_0000001691","PUBLISHED","2016","EUR","MDA","","Health","","","",""
"SA_0000001691","PUBLISHED","2016","WPR","KHM","","Health","","","",""
"SA_0000001691","PUBLISHED","2016","WPR","JPN","","Cabinet Office","","","",""
"SA_0000001691","PUBLISHED","2016","AMR","ARG","TRADE_INDUSTRY","No","","","",""
"SA_0000001691","PUBLISHED","2016","EUR","HRV","FINANCE_TAXATION","No","","","",""
"SA_0000001691","PUBLISHED","2016","EUR","HRV","CRIMINAL_JUSTICE","No","","","",""
"SA_0000001691","PUBLISHED","2016","EUR","AUT","FINANCE_TAXATION","No","","","",""
"SA_0000001691","PUBLISHED","2016","SEAR","BGD","ROAD_SAFETY","No","","","",""
"SA_0000001691","PUBLISHED","2016","SEAR","BGD","TRADE_INDUSTRY","No","","","",""
"SA_0000001691","PUBLISHED","2016","AFR","BEN","FINANCE_TAXATION","No","","","",""
"SA_0000001691","PUBLISHED","2016","AFR","BEN","CRIMINAL_JUSTICE","No","","","",""
"SA_0000001691","PUBLISHED","2016","AFR","BWA","HEALTH","Yes","","","",""
"SA_0000001691","PUBLISHED","2016","AFR","BWA","SOCIAL_AFFAIRS","No","","","",""
"SA_0000001691","PUBLISHED","2016","AMR","BRA","ROAD_SAFETY","No","","","",""
"SA_0000001691","PUBLISHED","2016","AMR","BRA","TRADE_INDUSTRY","No","","","",""
"SA_0000001691","PUBLISHED","2016","WPR","KHM","FINANCE_TAXATION","No","","","",""
"SA_0000001691","PUBLISHED","2016","WPR","KHM","CRIMINAL_JUSTICE","No","","","",""
"SA_0000001691","PUBLISHED","2016","EUR","AUT","CRIMINAL_JUSTICE","No","","","",""
"SA_0000001691","PUBLISHED","2016","AMR","BHS","HEALTH","No","","","",""
"SA_0000001691","PUBLISHED","2016","AMR","BHS","SOCIAL_AFFAIRS","No","","","",""
"SA_0000001691","PUBLISHED","2016","AFR","CAF","HEALTH","Yes","","","",""
"SA_0000001691","PUBLISHED","2016","AFR","CAF","SOCIAL_AFFAIRS","No","","","",""
"SA_0000001691","PUBLISHED","2016","AMR","CHL","ROAD_SAFETY","No","","","",""
"SA_0000001691","PUBLISHED","2016","AMR","CHL","TRADE_INDUSTRY","No","","","",""
"SA_0000001691","PUBLISHED","2016","AMR","CHL","AGRICULTURE","No","","","",""
"SA_0000001691","PUBLISHED","2016","AFR","DZA","FINANCE_TAXATION","Yes","","","",""
"SA_0000001691","PUBLISHED","2016","AFR","DZA","CRIMINAL_JUSTICE","No","","","",""
"SA_0000001691","PUBLISHED","2016","AFR","AGO","HEALTH","Yes","","","",""
"SA_0000001691","PUBLISHED","2016","AFR","AGO","SOCIAL_AFFAIRS","No","","","",""
"SA_0000001691","PUBLISHED","2016","AMR","ARG","ROAD_SAFETY","No","","","",""
"SA_0000001691","PUBLISHED","2016","EUR","CZE","HEALTH","Yes","","","",""
"SA_0000001691","PUBLISHED","2016","EUR","CZE","SOCIAL_AFFAIRS","No","","","",""
"SA_0000001691","PUBLISHED","2016","AFR","CIV","ROAD_SAFETY","No","","","",""
"SA_0000001691","PUBLISHED","2016","AFR","CIV","TRADE_INDUSTRY","No","","","",""
"SA_0000001691","PUBLISHED","2016","AFR","CIV","AGRICULTURE","No","","","",""
"SA_0000001691","PUBLISHED","2016","EMR","EGY","FINANCE_TAXATION","No","","","",""
"SA_0000001691","PUBLISHED","2016","EMR","EGY","CRIMINAL_JUSTICE","No","","","",""
"SA_0000001691","PUBLISHED","2016","EUR","EST","HEALTH","Yes","","","",""
"SA_0000001691","PUBLISHED","2016","EUR","EST","SOCIAL_AFFAIRS","No","","","",""
"SA_0000001691","PUBLISHED","2016","AFR","GHA","HEALTH","Yes","","","",""
"SA_0000001691","PUBLISHED","2016","AFR","GHA","SOCIAL_AFFAIRS","No","","","",""
"SA_0000001691","PUBLISHED","2016","EUR","ISL","TRADE_INDUSTRY","No","","","",""
"SA_0000001691","PUBLISHED","2016","EUR","ISL","AGRICULTURE","No","","","",""
"SA_0000001691","PUBLISHED","2016","EUR","FIN","TRADE_INDUSTRY","No","","","",""
"SA_0000001691","PUBLISHED","2016","EUR","FIN","AGRICULTURE","No","","","",""
"SA_0000001691","PUBLISHED","2016","EUR","GEO","FINANCE_TAXATION","No","","","",""
"SA_0000001691","PUBLISHED","2016","EUR","GEO","CRIMINAL_JUSTICE","No","","","",""
"SA_0000001691","PUBLISHED","2016","EUR","GEO","EDUCATION","No","","","",""
"SA_0000001691","PUBLISHED","2016","EUR","IRL","FINANCE_TAXATION","No","","","",""
"SA_0000001691","PUBLISHED","2016","EUR","IRL","CRIMINAL_JUSTICE","No","","","",""
"SA_0000001691","PUBLISHED","2016","EUR","IRL","EDUCATION","No","","","",""
"SA_0000001691","PUBLISHED","2016","EUR","ITA","HEALTH","Yes","","","",""
"SA_0000001691","PUBLISHED","2016","EUR","ITA","SOCIAL_AFFAIRS","No","","","",""
"SA_0000001691","PUBLISHED","2016","WPR","LAO","CRIMINAL_JUSTICE","No","","","",""
"SA_0000001691","PUBLISHED","2016","WPR","LAO","EDUCATION","No","","","",""
"SA_0000001691","PUBLISHED","2016","WPR","JPN","TRADE_INDUSTRY","No","","","",""
"SA_0000001691","PUBLISHED","2016","WPR","JPN","AGRICULTURE","No","","","",""
"SA_0000001691","PUBLISHED","2016","EMR","LBN","HEALTH","No","","","",""
"SA_0000001691","PUBLISHED","2016","EMR","LBN","SOCIAL_AFFAIRS","No","","","",""
"SA_0000001691","PUBLISHED","2016","EUR","LTU","TRADE_INDUSTRY","No","","","",""
"SA_0000001691","PUBLISHED","2016","EUR","LTU","AGRICULTURE","No","","","",""
"SA_0000001691","PUBLISHED","2016","EUR","RUS","AGRICULTURE","No","","","",""
"SA_0000001691","PUBLISHED","2016","EUR","SMR","CRIMINAL_JUSTICE","No","","","",""
"SA_0000001691","PUBLISHED","2016","WPR","SGP","SOCIAL_AFFAIRS","No","","","",""
"SA_0000001691","PUBLISHED","2016","AFR","MWI","CRIMINAL_JUSTICE","No","","","",""
"SA_0000001691","PUBLISHED","2016","EUR","SWE","TRADE_INDUSTRY","No","","","",""
"SA_0000001691","PUBLISHED","2016","EUR","SWE","AGRICULTURE","No","","","",""
"SA_0000001691","PUBLISHED","2016","AFR","MWI","EDUCATION","No","","","",""
"SA_0000001691","PUBLISHED","2016","AMR","MEX","HEALTH","Yes","","","",""
"SA_0000001691","PUBLISHED","2016","AFR","NER","EDUCATION","No","","","",""
"SA_0000001691","PUBLISHED","2016","AMR","PRY","HEALTH","Yes","","","",""
"SA_0000001691","PUBLISHED","2016","AMR","PRY","SOCIAL_AFFAIRS","No","","","",""
"SA_0000001691","PUBLISHED","2016","WPR","PHL","TRADE_INDUSTRY","No","","","",""
"SA_0000001691","PUBLISHED","2016","WPR","PHL","AGRICULTURE","No","","","",""
"SA_0000001691","PUBLISHED","2016","AMR","MEX","SOCIAL_AFFAIRS","No","","","",""
"SA_0000001691","PUBLISHED","2016","EUR","NLD","TRADE_INDUSTRY","No","","","",""
"SA_0000001691","PUBLISHED","2016","EUR","NLD","AGRICULTURE","No","","","",""
"SA_0000001691","PUBLISHED","2016","AFR","NER","CRIMINAL_JUSTICE","No","","","",""
"SA_0000001691","PUBLISHED","2016","EUR","PRT","CRIMINAL_JUSTICE","No","","","",""
"SA_0000001691","PUBLISHED","2016","EUR","PRT","EDUCATION","No","","","",""
"SA_0000001691","PUBLISHED","2016","EUR","MDA","HEALTH","Yes","","","",""
"SA_0000001691","PUBLISHED","2016","EUR","MDA","SOCIAL_AFFAIRS","No","","","",""
"SA_0000001691","PUBLISHED","2016","EUR","RUS","TRADE_INDUSTRY","No","","","",""
"SA_0000001691","PUBLISHED","2016","EUR","SMR","EDUCATION","No","","","",""
"SA_0000001691","PUBLISHED","2016","WPR","SGP","HEALTH","No","","","",""
"SA_0000001691","PUBLISHED","2016","AFR","ZAF","EDUCATION","No","","","",""
"SA_0000001691","PUBLISHED","2016","SEAR","LKA","HEALTH","Yes","","","",""
"SA_0000001691","PUBLISHED","2016","SEAR","LKA","SOCIAL_AFFAIRS","No","","","",""
"SA_0000001691","PUBLISHED","2016","EUR","SVK","TRADE_INDUSTRY","No","","","",""
"SA_0000001691","PUBLISHED","2016","EUR","SVK","AGRICULTURE","No","","","",""
"SA_0000001691","PUBLISHED","2016","AFR","ZAF","CRIMINAL_JUSTICE","No","","","",""
"SA_0000001691","PUBLISHED","2016","EUR","TJK","CRIMINAL_JUSTICE","No","","","",""
"SA_0000001691","PUBLISHED","2016","EUR","TJK","EDUCATION","No","","","",""
"SA_0000001691","PUBLISHED","2016","EUR","TJK","EMPLOYMENT","No","","","",""
"SA_0000001691","PUBLISHED","2016","EUR","MKD","HEALTH","Yes","","","",""
"SA_0000001691","PUBLISHED","2016","EUR","MKD","SOCIAL_AFFAIRS","No","","","",""
"SA_0000001691","PUBLISHED","2016","AMR","USA","TRADE_INDUSTRY","No","","","",""
"SA_0000001691","PUBLISHED","2016","AMR","USA","AGRICULTURE","No","","","",""
"SA_0000001691","PUBLISHED","2016","WPR","VUT","EDUCATION","No","","","",""
"SA_0000001691","PUBLISHED","2016","WPR","VUT","EMPLOYMENT","No","","","",""
"SA_0000001691","PUBLISHED","2016","EUR","MNE","HEALTH","Yes","","","",""
"SA_0000001691","PUBLISHED","2016","EUR","MNE","SOCIAL_AFFAIRS","No","","","",""
"SA_0000001691","PUBLISHED","2016","WPR","COK","HEALTH","No","","","",""
"SA_0000001691","PUBLISHED","2016","WPR","COK","CRIMINAL_JUSTICE","No","","","",""
"SA_0000001691","PUBLISHED","2016","WPR","COK","OTHER_COORDINATING_ENTITY","Yes","","","",""
"SA_0000001691","PUBLISHED","2016","EUR","HRV","","Health","","","",""
"SA_0000001691","PUBLISHED","2016","EUR","DEU","","Health","","","",""
"SA_0000001691","PUBLISHED","2016","EUR","POL","","Health","","","",""
"SA_0000001691","PUBLISHED","2016","EUR","ESP","","Health","","","",""
"SA_0000001691","PUBLISHED","2016","SEAR","BTN","","Trade/Industry","","","",""
"SA_0000001691","PUBLISHED","2016","AFR","CIV","","Health","","","",""
"SA_0000001691","PUBLISHED","2016","AFR","ZAF","","Social Affairs","","","",""
"SA_0000001691","PUBLISHED","2016","EMR","LBN","","Inter-Ministerial committee","","","",""
"SA_0000001691","PUBLISHED","2016","WPR","KOR","","Health","","","",""
"SA_0000001691","PUBLISHED","2016","EUR","AND","ROAD_SAFETY","No","","","",""
"SA_0000001691","PUBLISHED","2016","AFR","CAF","EDUCATION","No","","","",""
"SA_0000001691","PUBLISHED","2016","AMR","CHL","CRIMINAL_JUSTICE","No","","","",""
"SA_0000001691","PUBLISHED","2016","AMR","COL","HEALTH","Yes","","","",""
"SA_0000001691","PUBLISHED","2016","EUR","HRV","SOCIAL_AFFAIRS","No","","","",""
"SA_0000001691","PUBLISHED","2016","EUR","HRV","TRADE_INDUSTRY","No","","","",""
"SA_0000001691","PUBLISHED","2016","AFR","AGO","FINANCE_TAXATION","No","","","",""
"SA_0000001691","PUBLISHED","2016","AFR","AGO","EDUCATION","No","","","",""
"SA_0000001691","PUBLISHED","2016","AMR","ARG","CRIMINAL_JUSTICE","No","","","",""
"SA_0000001691","PUBLISHED","2016","WPR","AUS","HEALTH","Yes","","","",""
"SA_0000001691","PUBLISHED","2016","WPR","AUS","EMPLOYMENT","No","","","",""
"SA_0000001691","PUBLISHED","2016","EUR","AUT","SOCIAL_AFFAIRS","No","","","",""
"SA_0000001691","PUBLISHED","2016","AMR","BRA","CRIMINAL_JUSTICE","Yes","","","",""
"SA_0000001691","PUBLISHED","2016","EUR","BGR","HEALTH","No","","","",""
"SA_0000001691","PUBLISHED","2016","WPR","KHM","SOCIAL_AFFAIRS","No","","","",""
"SA_0000001691","PUBLISHED","2016","WPR","KHM","TRADE_INDUSTRY","No","","","",""
"SA_0000001691","PUBLISHED","2016","AFR","CPV","ROAD_SAFETY","No","","","",""
"SA_0000001691","PUBLISHED","2016","EUR","AUT","TRADE_INDUSTRY","No","","","",""
"SA_0000001691","PUBLISHED","2016","EUR","AZE","ROAD_SAFETY","No","","","",""
"SA_0000001691","PUBLISHED","2016","EUR","ALB","HEALTH","Yes","","","",""
"SA_0000001691","PUBLISHED","2016","EUR","ALB","EMPLOYMENT","No","","","",""
"SA_0000001691","PUBLISHED","2016","AFR","DZA","SOCIAL_AFFAIRS","No","","","",""
"SA_0000001691","PUBLISHED","2016","AFR","DZA","TRADE_INDUSTRY","No","","","",""
"SA_0000001691","PUBLISHED","2016","AMR","BHS","EDUCATION","No","","","",""
"SA_0000001691","PUBLISHED","2016","SEAR","BGD","CRIMINAL_JUSTICE","No","","","",""
"SA_0000001691","PUBLISHED","2016","EUR","BLR","HEALTH","Yes","","","",""
"SA_0000001691","PUBLISHED","2016","AFR","BEN","SOCIAL_AFFAIRS","No","","","",""
"SA_0000001691","PUBLISHED","2016","AFR","BEN","TRADE_INDUSTRY","No","","","",""
"SA_0000001691","PUBLISHED","2016","SEAR","BTN","ROAD_SAFETY","No","","","",""
"SA_0000001691","PUBLISHED","2016","AFR","BWA","EDUCATION","No","","","",""
"SA_0000001691","PUBLISHED","2016","EUR","CYP","ROAD_SAFETY","No","","","",""
"SA_0000001691","PUBLISHED","2016","EUR","CZE","EDUCATION","No","","","",""
"SA_0000001691","PUBLISHED","2016","AFR","CIV","CRIMINAL_JUSTICE","No","","","",""
"SA_0000001691","PUBLISHED","2016","EMR","DJI","HEALTH","No","","","",""
"SA_0000001691","PUBLISHED","2016","EMR","LBN","EDUCATION","No","","","",""
"SA_0000001691","PUBLISHED","2016","EUR","LTU","CRIMINAL_JUSTICE","No","","","",""
"SA_0000001691","PUBLISHED","2016","AFR","MDG","HEALTH","Yes","","","",""
"SA_0000001691","PUBLISHED","2016","AFR","MWI","SOCIAL_AFFAIRS","No","","","",""
"SA_0000001691","PUBLISHED","2016","EMR","EGY","SOCIAL_AFFAIRS","No","","","",""
"SA_0000001691","PUBLISHED","2016","EMR","EGY","TRADE_INDUSTRY","No","","","",""
"SA_0000001691","PUBLISHED","2016","AFR","GNQ","ROAD_SAFETY","No","","","",""
"SA_0000001691","PUBLISHED","2016","EUR","EST","EDUCATION","No","","","",""
"SA_0000001691","PUBLISHED","2016","EUR","FIN","CRIMINAL_JUSTICE","No","","","",""
"SA_0000001691","PUBLISHED","2016","EUR","FRA","HEALTH","Yes","","","",""
"SA_0000001691","PUBLISHED","2016","EUR","GEO","SOCIAL_AFFAIRS","No","","","",""
"SA_0000001691","PUBLISHED","2016","EUR","GEO","TRADE_INDUSTRY","No","","","",""
"SA_0000001691","PUBLISHED","2016","EUR","DEU","ROAD_SAFETY","No","","","",""
"SA_0000001691","PUBLISHED","2016","AFR","GHA","EDUCATION","No","","","",""
"SA_0000001691","PUBLISHED","2016","EUR","ISL","CRIMINAL_JUSTICE","No","","","",""
"SA_0000001691","PUBLISHED","2016","SEAR","IDN","HEALTH","No","","","",""
"SA_0000001691","PUBLISHED","2016","EUR","IRL","SOCIAL_AFFAIRS","No","","","",""
"SA_0000001691","PUBLISHED","2016","EUR","IRL","TRADE_INDUSTRY","No","","","",""
"SA_0000001691","PUBLISHED","2016","EUR","ISR","ROAD_SAFETY","No","","","",""
"SA_0000001691","PUBLISHED","2016","EUR","ITA","EDUCATION","No","","","",""
"SA_0000001691","PUBLISHED","2016","WPR","JPN","CRIMINAL_JUSTICE","No","","","",""
"SA_0000001691","PUBLISHED","2016","EUR","KAZ","HEALTH","Yes","","","",""
"SA_0000001691","PUBLISHED","2016","WPR","LAO","SOCIAL_AFFAIRS","No","","","",""
"SA_0000001691","PUBLISHED","2016","WPR","LAO","TRADE_INDUSTRY","No","","","",""
"SA_0000001691","PUBLISHED","2016","EUR","LVA","ROAD_SAFETY","No","","","",""
"SA_0000001691","PUBLISHED","2016","AFR","MWI","TRADE_INDUSTRY","No","","","",""
"SA_0000001691","PUBLISHED","2016","WPR","MYS","ROAD_SAFETY","No","","","",""
"SA_0000001691","PUBLISHED","2016","AMR","MEX","EDUCATION","No","","","",""
"SA_0000001691","PUBLISHED","2016","EUR","NLD","CRIMINAL_JUSTICE","No","","","",""
"SA_0000001691","PUBLISHED","2016","AMR","PRY","EDUCATION","No","","","",""
"SA_0000001691","PUBLISHED","2016","WPR","PHL","CRIMINAL_JUSTICE","No","","","",""
"SA_0000001691","PUBLISHED","2016","EUR","POL","HEALTH","Yes","","","",""
"SA_0000001691","PUBLISHED","2016","EUR","POL","OTHER_COORDINATING_ENTITY","No","","","",""
"SA_0000001691","PUBLISHED","2016","EUR","PRT","SOCIAL_AFFAIRS","No","","","",""
"SA_0000001691","PUBLISHED","2016","WPR","NZL","HEALTH","No","","","",""
"SA_0000001691","PUBLISHED","2016","WPR","NZL","OTHER_COORDINATING_ENTITY","National Anti-Drug Committee","","","",""
"SA_0000001691","PUBLISHED","2016","AFR","NER","SOCIAL_AFFAIRS","No","","","",""
"SA_0000001691","PUBLISHED","2016","AFR","NER","TRADE_INDUSTRY","No","","","",""
"SA_0000001691","PUBLISHED","2016","EUR","NOR","ROAD_SAFETY","No","","","",""
"SA_0000001691","PUBLISHED","2016","EUR","NOR","AGRICULTURE","No","","","",""
"SA_0000001691","PUBLISHED","2016","WPR","WSM","OTHER_COORDINATING_ENTITY","No","","","",""
"SA_0000001691","PUBLISHED","2016","EUR","SMR","SOCIAL_AFFAIRS","No","","","",""
"SA_0000001691","PUBLISHED","2016","EUR","SMR","TRADE_INDUSTRY","No","","","",""
"SA_0000001691","PUBLISHED","2016","AFR","SYC","AGRICULTURE","No","","","",""
"SA_0000001691","PUBLISHED","2016","EUR","ESP","AGRICULTURE","No","","","",""
"SA_0000001691","PUBLISHED","2016","SEAR","LKA","EDUCATION","No","","","",""
"SA_0000001691","PUBLISHED","2016","EUR","SWE","CRIMINAL_JUSTICE","No","","","",""
"SA_0000001691","PUBLISHED","2016","EUR","CHE","OTHER_COORDINATING_ENTITY","No","","","",""
"SA_0000001691","PUBLISHED","2016","EUR","PRT","TRADE_INDUSTRY","No","","","",""
"SA_0000001691","PUBLISHED","2016","WPR","KOR","AGRICULTURE","No","","","",""
"SA_0000001691","PUBLISHED","2016","EUR","MDA","EDUCATION","No","","","",""
"SA_0000001691","PUBLISHED","2016","EUR","RUS","CRIMINAL_JUSTICE","No","","","",""
"SA_0000001691","PUBLISHED","2016","EUR","SVN","OTHER_COORDINATING_ENTITY","No","","","",""
"SA_0000001691","PUBLISHED","2016","AFR","ZAF","SOCIAL_AFFAIRS","Yes","","","",""
"SA_0000001691","PUBLISHED","2016","AFR","ZAF","TRADE_INDUSTRY","No","","","",""
"SA_0000001691","PUBLISHED","2016","WPR","SGP","EDUCATION","No","","","",""
"SA_0000001691","PUBLISHED","2016","EUR","SVK","CRIMINAL_JUSTICE","No","","","",""
"SA_0000001691","PUBLISHED","2016","SEAR","THA","AGRICULTURE","No","","","",""
"SA_0000001691","PUBLISHED","2016","EUR","MKD","EDUCATION","No","","","",""
"SA_0000001691","PUBLISHED","2016","EUR","TJK","SOCIAL_AFFAIRS","No","","","",""
"SA_0000001691","PUBLISHED","2016","EUR","TJK","TRADE_INDUSTRY","No","","","",""
"SA_0000001691","PUBLISHED","2016","AMR","USA","CRIMINAL_JUSTICE","No","","","",""
"SA_0000001691","PUBLISHED","2016","EUR","UZB","OTHER_COORDINATING_ENTITY","No","","","",""
"SA_0000001691","PUBLISHED","2016","WPR","VUT","SOCIAL_AFFAIRS","No","","","",""
"SA_0000001691","PUBLISHED","2016","WPR","VUT","TRADE_INDUSTRY","No","","","",""
"SA_0000001691","PUBLISHED","2016","WPR","VNM","AGRICULTURE","No","","","",""
"SA_0000001691","PUBLISHED","2016","EUR","MNE","EDUCATION","No","","","",""
"SA_0000001691","PUBLISHED","2016","WPR","COK","ROAD_SAFETY","No","","","",""
"SA_0000001691","PUBLISHED","2016","EUR","IRL","","Health","","","",""
"SA_0000001691","PUBLISHED","2016","EUR","NLD","","Health","","","",""
"SA_0000001691","PUBLISHED","2016","EUR","SVK","","Finance/Taxation","","","",""
"SA_0000001691","PUBLISHED","2016","SEAR","LKA","","Health","","","",""
"SA_0000001691","PUBLISHED","2016","AFR","CPV","","Health","","","",""
"SA_0000001691","PUBLISHED","2016","AMR","BHS","","Law enforcement","","","",""
"SA_0000001691","PUBLISHED","2016","EMR","DJI","","Ministry of the Interior","","","",""
"SA_0000001691","PUBLISHED","2016","EUR","BLR","","Health","","","",""
"SA_0000001691","PUBLISHED","2016","WPR","NZL","","National Anti-Drug Committee","","","",""
"SA_0000001691","PUBLISHED","2016","AMR","ARG","SOCIAL_AFFAIRS","No","","","",""
"SA_0000001691","PUBLISHED","2016","AMR","COL","AGRICULTURE","No","","","",""
"SA_0000001691","PUBLISHED","2016","EUR","HRV","EDUCATION","No","","","",""
"SA_0000001691","PUBLISHED","2016","EUR","CYP","EMPLOYMENT","No","","","",""
"SA_0000001691","PUBLISHED","2016","EUR","CZE","OTHER_COORDINATING_ENTITY","No","","","",""
"SA_0000001691","PUBLISHED","2016","AFR","CIV","SOCIAL_AFFAIRS","No","","","",""
"SA_0000001691","PUBLISHED","2016","EMR","DJI","FINANCE_TAXATION","No","","","",""
"SA_0000001691","PUBLISHED","2016","EMR","DJI","AGRICULTURE","No","","","",""
"SA_0000001691","PUBLISHED","2016","EMR","EGY","EDUCATION","No","","","",""
"SA_0000001691","PUBLISHED","2016","AFR","GNQ","HEALTH","Yes","","","",""
"SA_0000001691","PUBLISHED","2016","AFR","GNQ","EMPLOYMENT","No","","","",""
"SA_0000001691","PUBLISHED","2016","EUR","EST","OTHER_COORDINATING_ENTITY","No","","","",""
"SA_0000001691","PUBLISHED","2016","EUR","FIN","SOCIAL_AFFAIRS","No","","","",""
"SA_0000001691","PUBLISHED","2016","EUR","FIN","ROAD_SAFETY","No","","","",""
"SA_0000001691","PUBLISHED","2016","EUR","FRA","FINANCE_TAXATION","No","","","",""
"SA_0000001691","PUBLISHED","2016","EUR","FRA","AGRICULTURE","No","","","",""
"SA_0000001691","PUBLISHED","2016","EUR","DEU","HEALTH","Yes","","","",""
"SA_0000001691","PUBLISHED","2016","EUR","DEU","EMPLOYMENT","No","","","",""
"SA_0000001691","PUBLISHED","2016","AFR","GHA","OTHER_COORDINATING_ENTITY","No","","","",""
"SA_0000001691","PUBLISHED","2016","EUR","ISL","ROAD_SAFETY","No","","","",""
"SA_0000001691","PUBLISHED","2016","SEAR","IDN","FINANCE_TAXATION","No","","","",""
"SA_0000001691","PUBLISHED","2016","SEAR","IDN","AGRICULTURE","No","","","",""
"SA_0000001691","PUBLISHED","2016","EUR","ISR","HEALTH","No","","","",""
"SA_0000001691","PUBLISHED","2016","EUR","ISR","EMPLOYMENT","No","","","",""
"SA_0000001691","PUBLISHED","2016","EUR","ITA","OTHER_COORDINATING_ENTITY","No","","","",""
"SA_0000001691","PUBLISHED","2016","WPR","JPN","ROAD_SAFETY","No","","","",""
"SA_0000001691","PUBLISHED","2016","EUR","KAZ","FINANCE_TAXATION","No","","","",""
"SA_0000001691","PUBLISHED","2016","EUR","KAZ","AGRICULTURE","No","","","",""
"SA_0000001691","PUBLISHED","2016","EUR","LVA","HEALTH","Yes","","","",""
"SA_0000001691","PUBLISHED","2016","EUR","LVA","EMPLOYMENT","No","","","",""
"SA_0000001691","PUBLISHED","2016","EMR","LBN","OTHER_COORDINATING_ENTITY","Inter-Ministerial committee","","","",""
"SA_0000001691","PUBLISHED","2016","EUR","LTU","ROAD_SAFETY","No","","","",""
"SA_0000001691","PUBLISHED","2016","AFR","MDG","FINANCE_TAXATION","No","","","",""
"SA_0000001691","PUBLISHED","2016","WPR","AUS","FINANCE_TAXATION","No","","","",""
"SA_0000001691","PUBLISHED","2016","WPR","AUS","AGRICULTURE","No","","","",""
"SA_0000001691","PUBLISHED","2016","EUR","AUT","EDUCATION","No","","","",""
"SA_0000001691","PUBLISHED","2016","EUR","AZE","EMPLOYMENT","No","","","",""
"SA_0000001691","PUBLISHED","2016","AMR","BHS","OTHER_COORDINATING_ENTITY","No","","","",""
