"GHO","PUBLISHSTATE","YEAR","REGION","COUNTRY","ADVERTISINGTYPE","Display Value","Numeric","Low","High","Comments"
"SA_0000001509_ARCHIVED","PUBLISHED","2012","AMR","BRA","SA_WINE_ADS","partial restriction time/place","","","",""
"SA_0000001509_ARCHIVED","PUBLISHED","2012","AFR","CPV","SA_BEER_ADS","partial restriction time/place","","","",""
"SA_0000001509_ARCHIVED","PUBLISHED","2012","AFR","CIV","SA_SPIRITS_ADS","no restrictions","","","",""
"SA_0000001509_ARCHIVED","PUBLISHED","2012","EUR","CZE","SA_WINE_ADS","partial restriction content","","","",""
"SA_0000001509_ARCHIVED","PUBLISHED","2012","AFR","ERI","SA_BEER_ADS","no restrictions","","","",""
"SA_0000001509_ARCHIVED","PUBLISHED","2012","AFR","ERI","SA_SPIRITS_ADS","no restrictions","","","",""
"SA_0000001509_ARCHIVED","PUBLISHED","2012","EUR","DEU","SA_BEER_ADS","voluntary/self-restrictive","","","",""
"SA_0000001509_ARCHIVED","PUBLISHED","2012","AFR","GHA","SA_SPIRITS_ADS","voluntary/self-restricted","","","",""
"SA_0000001509_ARCHIVED","PUBLISHED","2012","EUR","HUN","SA_SPIRITS_ADS","partial restriction time/place","","","",""
"SA_0000001509_ARCHIVED","PUBLISHED","2012","SEAR","IDN","SA_SPIRITS_ADS","ban","","","",""
"SA_0000001509_ARCHIVED","PUBLISHED","2012","EMR","JOR","SA_WINE_ADS","ban","","","",""
"SA_0000001509_ARCHIVED","PUBLISHED","2012","EUR","KAZ","SA_BEER_ADS","partial restriction time/place","","","",""
"SA_0000001509_ARCHIVED","PUBLISHED","2012","WPR","KIR","SA_WINE_ADS","no restrictions","","","",""
"SA_0000001509_ARCHIVED","PUBLISHED","2012","EUR","LTU","SA_WINE_ADS","partial restriction time/place","","","",""
"SA_0000001509_ARCHIVED","PUBLISHED","2012","AFR","MDG","SA_BEER_ADS","ban","","","",""
"SA_0000001509_ARCHIVED","PUBLISHED","2012","AFR","MUS","SA_WINE_ADS","ban","","","",""
"SA_0000001509_ARCHIVED","PUBLISHED","2012","AMR","MEX","SA_SPIRITS_ADS","partial restriction time/place","","","",""
"SA_0000001509_ARCHIVED","PUBLISHED","2012","WPR","MNG","SA_BEER_ADS","ban","","","",""
"SA_0000001509_ARCHIVED","PUBLISHED","2012","SEAR","NPL","SA_SPIRITS_ADS","ban","","","",""
"SA_0000001509_ARCHIVED","PUBLISHED","2012","AMR","NIC","SA_SPIRITS_ADS","partial restriction time/place","","","",""
"SA_0000001509_ARCHIVED","PUBLISHED","2012","AFR","NER","SA_WINE_ADS","ban","","","",""
"SA_0000001509_ARCHIVED","PUBLISHED","2012","WPR","PNG","SA_BEER_ADS","partial restriction time/place","","","",""
"SA_0000001509_ARCHIVED","PUBLISHED","2012","AMR","KNA","SA_SPIRITS_ADS","no restrictions","","","",""
"SA_0000001509_ARCHIVED","PUBLISHED","2012","EUR","SVK","SA_BEER_ADS","no restrictions","","","",""
"SA_0000001509_ARCHIVED","PUBLISHED","2012","EUR","SVK","SA_SPIRITS_ADS","partial restriction time/place","","","",""
"SA_0000001509_ARCHIVED","PUBLISHED","2012","EUR","CHE","SA_WINE_ADS","no restrictions","","","",""
"SA_0000001509_ARCHIVED","PUBLISHED","2012","WPR","TON","SA_SPIRITS_ADS","no restrictions","","","",""
"SA_0000001509_ARCHIVED","PUBLISHED","2012","AMR","TTO","SA_WINE_ADS","no restrictions","","","",""
"SA_0000001509_ARCHIVED","PUBLISHED","2012","EUR","TUR","SA_SPIRITS_ADS","ban","","","",""
"SA_0000001509_ARCHIVED","PUBLISHED","2012","EUR","TKM","SA_WINE_ADS","ban","","","",""
"SA_0000001509_ARCHIVED","PUBLISHED","2012","EMR","LBN","SA_SPIRITS_ADS","","","","","missing data"
"SA_0000001509_ARCHIVED","PUBLISHED","2012","AMR","BOL","SA_SPIRITS_ADS","","","","","missing data"
"SA_0000001509_ARCHIVED","PUBLISHED","2012","EMR","LBY","SA_WINE_ADS","","","","","missing data"
"SA_0000001509_ARCHIVED","PUBLISHED","2012","EUR","ALB","SA_SPIRITS_ADS","no restrictions","","","",""
"SA_0000001509_ARCHIVED","PUBLISHED","2012","AMR","BRA","SA_SPIRITS_ADS","partial restriction time/place","","","",""
"SA_0000001509_ARCHIVED","PUBLISHED","2012","AMR","CAN","SA_BEER_ADS","partial restriction content","","","",""
"SA_0000001509_ARCHIVED","PUBLISHED","2012","AMR","CRI","SA_SPIRITS_ADS","partial restriction time/place/content","","","",""
"SA_0000001509_ARCHIVED","PUBLISHED","2012","EUR","CZE","SA_SPIRITS_ADS","partial restriction content","","","",""
"SA_0000001509_ARCHIVED","PUBLISHED","2012","AFR","COD","SA_BEER_ADS","partial restriction time/place","","","",""
"SA_0000001509_ARCHIVED","PUBLISHED","2012","AMR","DOM","SA_WINE_ADS","no restrictions","","","",""
"SA_0000001509_ARCHIVED","PUBLISHED","2012","EMR","IRQ","SA_WINE_ADS","no restrictions","","","",""
"SA_0000001509_ARCHIVED","PUBLISHED","2012","AMR","JAM","SA_SPIRITS_ADS","partial restriction content","","","",""
"SA_0000001509_ARCHIVED","PUBLISHED","2012","AFR","MWI","SA_SPIRITS_ADS","no restrictions","","","",""
"SA_0000001509_ARCHIVED","PUBLISHED","2012","WPR","MYS","SA_WINE_ADS","ban","","","",""
"SA_0000001509_ARCHIVED","PUBLISHED","2012","AFR","MRT","SA_WINE_ADS","ban","","","",""
"SA_0000001509_ARCHIVED","PUBLISHED","2012","AFR","MUS","SA_BEER_ADS","ban","","","",""
"SA_0000001509_ARCHIVED","PUBLISHED","2012","EUR","MNE","SA_SPIRITS_ADS","ban","","","",""
"SA_0000001509_ARCHIVED","PUBLISHED","2012","SEAR","NPL","SA_WINE_ADS","ban","","","",""
"SA_0000001509_ARCHIVED","PUBLISHED","2012","WPR","PLW","SA_WINE_ADS","no restrictions","","","",""
"SA_0000001509_ARCHIVED","PUBLISHED","2012","AMR","PAN","SA_BEER_ADS","no restrictions","","","",""
"SA_0000001509_ARCHIVED","PUBLISHED","2012","EUR","POL","SA_BEER_ADS","partial restriction time/place","","","",""
"SA_0000001509_ARCHIVED","PUBLISHED","2012","EUR","POL","SA_SPIRITS_ADS","ban","","","",""
"SA_0000001509_ARCHIVED","PUBLISHED","2012","EUR","ROU","SA_WINE_ADS","partial restriction content","","","",""
"SA_0000001509_ARCHIVED","PUBLISHED","2012","EUR","SVN","SA_SPIRITS_ADS","ban","","","",""
"SA_0000001509_ARCHIVED","PUBLISHED","2012","SEAR","LKA","SA_SPIRITS_ADS","ban","","","",""
"SA_0000001509_ARCHIVED","PUBLISHED","2012","AMR","SUR","SA_BEER_ADS","no restrictions","","","",""
"SA_0000001509_ARCHIVED","PUBLISHED","2012","EUR","TJK","SA_BEER_ADS","ban","","","",""
"SA_0000001509_ARCHIVED","PUBLISHED","2012","EMR","MAR","SA_SPIRITS_ADS","","","","","missing data"
"SA_0000001509_ARCHIVED","PUBLISHED","2012","AMR","HTI","SA_BEER_ADS","","","","","missing data"
"SA_0000001509_ARCHIVED","PUBLISHED","2012","EMR","LBN","SA_BEER_ADS","","","","","missing data"
"SA_0000001509_ARCHIVED","PUBLISHED","2012","EUR","AZE","SA_SPIRITS_ADS","partial restriction time/place/content","","","",""
"SA_0000001509_ARCHIVED","PUBLISHED","2012","AFR","COG","SA_BEER_ADS","no restrictions","","","",""
"SA_0000001509_ARCHIVED","PUBLISHED","2012","AMR","CUB","SA_SPIRITS_ADS","ban","","","",""
"SA_0000001509_ARCHIVED","PUBLISHED","2012","EUR","DNK","SA_SPIRITS_ADS","partial restriction time/place/content","","","",""
"SA_0000001509_ARCHIVED","PUBLISHED","2012","AMR","SLV","SA_WINE_ADS","no restrictions","","","",""
"SA_0000001509_ARCHIVED","PUBLISHED","2012","AFR","GNB","SA_WINE_ADS","no restrictions","","","",""
"SA_0000001509_ARCHIVED","PUBLISHED","2012","EUR","ISR","SA_BEER_ADS","partial restriction time/place/content","","","",""
"SA_0000001509_ARCHIVED","PUBLISHED","2012","EUR","LVA","SA_SPIRITS_ADS","ban","","","",""
"SA_0000001509_ARCHIVED","PUBLISHED","2012","AFR","MLI","SA_WINE_ADS","no restrictions","","","",""
"SA_0000001509_ARCHIVED","PUBLISHED","2012","WPR","FSM","SA_WINE_ADS","partial restriction time/place","","","",""
"SA_0000001509_ARCHIVED","PUBLISHED","2012","WPR","FSM","SA_SPIRITS_ADS","partial restriction time/place","","","",""
"SA_0000001509_ARCHIVED","PUBLISHED","2012","SEAR","MMR","SA_SPIRITS_ADS","ban","","","",""
"SA_0000001509_ARCHIVED","PUBLISHED","2012","WPR","NZL","SA_BEER_ADS","voluntary/self-restricted","","","",""
"SA_0000001509_ARCHIVED","PUBLISHED","2012","WPR","NZL","SA_WINE_ADS","voluntary/self-restricted","","","",""
"SA_0000001509_ARCHIVED","PUBLISHED","2012","EMR","OMN","SA_BEER_ADS","ban","","","",""
"SA_0000001509_ARCHIVED","PUBLISHED","2012","AMR","PRY","SA_BEER_ADS","partial restriction time/place","","","",""
"SA_0000001509_ARCHIVED","PUBLISHED","2012","AFR","STP","SA_SPIRITS_ADS","no restrictions","","","",""
"SA_0000001509_ARCHIVED","PUBLISHED","2012","EMR","SAU","SA_BEER_ADS","ban","","","",""
"SA_0000001509_ARCHIVED","PUBLISHED","2012","AFR","SLE","SA_SPIRITS_ADS","ban","","","",""
"SA_0000001509_ARCHIVED","PUBLISHED","2012","WPR","SGP","SA_SPIRITS_ADS","no restrictions","","","",""
"SA_0000001509_ARCHIVED","PUBLISHED","2012","AFR","ZAF","SA_WINE_ADS","voluntary/self-restricted","","","",""
"SA_0000001509_ARCHIVED","PUBLISHED","2012","AFR","ZAF","SA_SPIRITS_ADS","voluntary/self-restricted","","","",""
"SA_0000001509_ARCHIVED","PUBLISHED","2012","EUR","SWE","SA_WINE_ADS","ban","","","",""
"SA_0000001509_ARCHIVED","PUBLISHED","2012","EUR","SWE","SA_SPIRITS_ADS","ban","","","",""
"SA_0000001509_ARCHIVED","PUBLISHED","2012","EUR","MKD","SA_WINE_ADS","ban","","","",""
"SA_0000001509_ARCHIVED","PUBLISHED","2012","EMR","TUN","SA_WINE_ADS","ban","","","",""
"SA_0000001509_ARCHIVED","PUBLISHED","2012","AFR","ZMB","SA_SPIRITS_ADS","no restrictions","","","",""
"SA_0000001509_ARCHIVED","PUBLISHED","2012","WPR","WSM","SA_WINE_ADS","","","","","missing data"
"SA_0000001509_ARCHIVED","PUBLISHED","2012","EMR","KWT","SA_WINE_ADS","","","","","missing data"
"SA_0000001509_ARCHIVED","PUBLISHED","2012","AMR","BHS","SA_BEER_ADS","no restrictions","","","",""
"SA_0000001509_ARCHIVED","PUBLISHED","2012","SEAR","BTN","SA_WINE_ADS","ban","","","",""
"SA_0000001509_ARCHIVED","PUBLISHED","2012","AMR","BRA","SA_BEER_ADS","partial restriction time/place","","","",""
"SA_0000001509_ARCHIVED","PUBLISHED","2012","AFR","BDI","SA_SPIRITS_ADS","no restrictions","","","",""
