"GHO","PUBLISHSTATE","YEAR","REGION","COUNTRY","AGEGROUP","SEX","Display Value","Numeric","Low","High","Comments"
"VIOLENCE_HOMICIDENUM","PUBLISHED","2012","EUR","ALB","","","159 [130 - 188]","159.00000","130.00000","188.00000",""
"VIOLENCE_HOMICIDENUM","PUBLISHED","2012","EUR","AND","","","1","1.00000","","",""
"VIOLENCE_HOMICIDENUM","PUBLISHED","2012","WPR","AUS","","","254","254.00000","","",""
"VIOLENCE_HOMICIDENUM","PUBLISHED","2012","EUR","AZE","","","225","225.00000","","",""
"VIOLENCE_HOMICIDENUM","PUBLISHED","2012","AMR","BLZ","","","145","145.00000","","",""
"VIOLENCE_HOMICIDENUM","PUBLISHED","2012","SEAR","BTN","","","14","14.00000","","",""
"VIOLENCE_HOMICIDENUM","PUBLISHED","2012","AFR","BFA","","","1613 [404 - 6274]","1613.00000","404.00000","6274.00000",""
"VIOLENCE_HOMICIDENUM","PUBLISHED","2012","AFR","CPV","","","43 [10 - 195]","43.00000","10.00000","195.00000",""
"VIOLENCE_HOMICIDENUM","PUBLISHED","2012","AFR","TCD","","","1168 [257 - 4734]","1168.00000","257.00000","4734.00000",""
"VIOLENCE_HOMICIDENUM","PUBLISHED","2012","WPR","CHN","","","15480","15480.00000","","",""
"VIOLENCE_HOMICIDENUM","PUBLISHED","2012","AFR","COM","","","57 [13 - 220]","57.00000","13.00000","220.00000",""
"VIOLENCE_HOMICIDENUM","PUBLISHED","2012","EUR","HRV","","","54","54.00000","","",""
"VIOLENCE_HOMICIDENUM","PUBLISHED","2012","EUR","CYP","","","23","23.00000","","",""
"VIOLENCE_HOMICIDENUM","PUBLISHED","2012","AMR","DOM","","","2608","2608.00000","","",""
"VIOLENCE_HOMICIDENUM","PUBLISHED","2012","EMR","EGY","","","4101 [956 - 16123]","4101.00000","956.00000","16123.00000",""
"VIOLENCE_HOMICIDENUM","PUBLISHED","2012","AFR","ETH","","","7334 [1644 - 29060]","7334.00000","1644.00000","29060.00000",""
"VIOLENCE_HOMICIDENUM","PUBLISHED","2012","EUR","FIN","","","76","76.00000","","",""
"VIOLENCE_HOMICIDENUM","PUBLISHED","2012","AFR","GAB","","","152 [31 - 785]","152.00000","31.00000","785.00000",""
"VIOLENCE_HOMICIDENUM","PUBLISHED","2012","EUR","GRC","","","180","180.00000","","",""
"VIOLENCE_HOMICIDENUM","PUBLISHED","2012","AMR","GTM","","","6025","6025.00000","","",""
"VIOLENCE_HOMICIDENUM","PUBLISHED","2012","EUR","ISL","","","2","2.00000","","",""
"VIOLENCE_HOMICIDENUM","PUBLISHED","2012","SEAR","IDN","","","11687 [2775 - 46330]","11687.00000","2775.00000","46330.00000",""
"VIOLENCE_HOMICIDENUM","PUBLISHED","2012","EUR","ITA","","","530","530.00000","","",""
"VIOLENCE_HOMICIDENUM","PUBLISHED","2012","WPR","JPN","","","450","450.00000","","",""
"VIOLENCE_HOMICIDENUM","PUBLISHED","2012","EUR","KAZ","","","1499","1499.00000","","",""
"VIOLENCE_HOMICIDENUM","PUBLISHED","2012","WPR","LAO","","","473 [119 - 1919]","473.00000","119.00000","1919.00000",""
"VIOLENCE_HOMICIDENUM","PUBLISHED","2012","EMR","LBN","","","249 [51 - 1339]","249.00000","51.00000","1339.00000",""
"VIOLENCE_HOMICIDENUM","PUBLISHED","2012","AFR","MWI","","","321","321.00000","","",""
"VIOLENCE_HOMICIDENUM","PUBLISHED","2012","SEAR","MDV","","","12 [3 - 50]","12.00000","3.00000","50.00000",""
"VIOLENCE_HOMICIDENUM","PUBLISHED","2012","WPR","FSM","","","5","5.00000","","",""
"VIOLENCE_HOMICIDENUM","PUBLISHED","2012","WPR","MNG","","","283","283.00000","","",""
"VIOLENCE_HOMICIDENUM","PUBLISHED","2012","AFR","NAM","","","446","446.00000","","",""
"VIOLENCE_HOMICIDENUM","PUBLISHED","2012","SEAR","NPL","","","905","905.00000","","",""
"VIOLENCE_HOMICIDENUM","PUBLISHED","2012","EUR","NOR","","","31","31.00000","","",""
"VIOLENCE_HOMICIDENUM","PUBLISHED","2012","EMR","PAK","","","15923","15923.00000","","",""
"VIOLENCE_HOMICIDENUM","PUBLISHED","2012","EUR","POL","","","418","418.00000","","",""
"VIOLENCE_HOMICIDENUM","PUBLISHED","2012","EMR","QAT","","","146 [24 - 1037]","146.00000","24.00000","1037.00000",""
"VIOLENCE_HOMICIDENUM","PUBLISHED","2012","AFR","RWA","","","665 [154 - 2726]","665.00000","154.00000","2726.00000",""
"VIOLENCE_HOMICIDENUM","PUBLISHED","2012","AMR","LCA","","","28","28.00000","","",""
"VIOLENCE_HOMICIDENUM","PUBLISHED","2012","EUR","SRB","","","154","154.00000","","",""
"VIOLENCE_HOMICIDENUM","PUBLISHED","2012","AFR","SLE","","","774 [174 - 3331]","774.00000","174.00000","3331.00000",""
"VIOLENCE_HOMICIDENUM","PUBLISHED","2012","AFR","SSD","","","524 [117 - 2257]","524.00000","117.00000","2257.00000",""
"VIOLENCE_HOMICIDENUM","PUBLISHED","2012","SEAR","LKA","","","795","795.00000","","",""
"VIOLENCE_HOMICIDENUM","PUBLISHED","2012","EUR","CHE","","","46","46.00000","","",""
"VIOLENCE_HOMICIDENUM","PUBLISHED","2012","EUR","TJK","","","145","145.00000","","",""
"VIOLENCE_HOMICIDENUM","PUBLISHED","2012","EMR","TUN","","","199 [47 - 853]","199.00000","47.00000","853.00000",""
"VIOLENCE_HOMICIDENUM","PUBLISHED","2012","EUR","TKM","","","223 [54 - 901]","223.00000","54.00000","901.00000",""
"VIOLENCE_HOMICIDENUM","PUBLISHED","2012","AMR","USA","","","17293","17293.00000","","",""
"VIOLENCE_HOMICIDENUM","PUBLISHED","2012","EUR","UZB","","","920 [767 - 1066]","920.00000","767.00000","1066.00000",""
"VIOLENCE_HOMICIDENUM","PUBLISHED","2012","AFR","ZMB","","","1476 [372 - 5968]","1476.00000","372.00000","5968.00000",""
"VIOLENCE_HOMICIDENUM","PUBLISHED","2012","EMR","BHR","","","10 [7 - 15]","10.00000","7.00000","15.00000",""
"VIOLENCE_HOMICIDENUM","PUBLISHED","2012","SEAR","BGD","","","4794","4794.00000","","",""
"VIOLENCE_HOMICIDENUM","PUBLISHED","2012","AMR","BRB","","","28","28.00000","","",""
"VIOLENCE_HOMICIDENUM","PUBLISHED","2012","EUR","BLR","","","581","581.00000","","",""
"VIOLENCE_HOMICIDENUM","PUBLISHED","2012","EUR","BEL","","","117","117.00000","","",""
"VIOLENCE_HOMICIDENUM","PUBLISHED","2012","WPR","KHM","","","356","356.00000","","",""
"VIOLENCE_HOMICIDENUM","PUBLISHED","2012","AFR","CMR","","","2544 [606 - 11129]","2544.00000","606.00000","11129.00000",""
"VIOLENCE_HOMICIDENUM","PUBLISHED","2012","AMR","CAN","","","614","614.00000","","",""
"VIOLENCE_HOMICIDENUM","PUBLISHED","2012","AFR","CAF","","","610 [140 - 2646]","610.00000","140.00000","2646.00000",""
"VIOLENCE_HOMICIDENUM","PUBLISHED","2012","SEAR","PRK","","","1169 [271 - 5015]","1169.00000","271.00000","5015.00000",""
"VIOLENCE_HOMICIDENUM","PUBLISHED","2012","AFR","COD","","","8755 [1954 - 37066]","8755.00000","1954.00000","37066.00000",""
"VIOLENCE_HOMICIDENUM","PUBLISHED","2012","EUR","DNK","","","50","50.00000","","",""
"VIOLENCE_HOMICIDENUM","PUBLISHED","2012","EMR","DJI","","","60 [12 - 295]","60.00000","12.00000","295.00000",""
