"GHO","PUBLISHSTATE","YEAR","REGION","COUNTRY","AGEGROUP","SEX","INADEQUACY","Display Value","Numeric","Low","High","Comments"
"WSH_20_SAN","PUBLISHED","2016","AFR","AGO","YEARSALL","BTSX","INADEQUATE_SANITATION","0.32 [0.28-0.35]","0.32000","0.28000","0.35000",""
"WSH_20_SAN","PUBLISHED","2016","EUR","BLR","YEARSALL","BTSX","INADEQUATE_SANITATION","0.03 [0.03-0.03]","0.03000","0.03000","0.03000",""
"WSH_20_SAN","PUBLISHED","2016","AFR","COD","YEARSALL","BTSX","INADEQUATE_SANITATION","0.40 [0.34-0.44]","0.40000","0.34000","0.44000",""
"WSH_20_SAN","PUBLISHED","2016","EMR","EGY","YEARSALL","BTSX","INADEQUATE_SANITATION","0.04 [0.03-0.04]","0.04000","0.03000","0.04000",""
"WSH_20_SAN","PUBLISHED","2016","AMR","GTM","YEARSALL","BTSX","INADEQUATE_SANITATION","0.18 [0.13-0.23]","0.18000","0.13000","0.23000",""
"WSH_20_SAN","PUBLISHED","2016","EMR","JOR","YEARSALL","BTSX","INADEQUATE_SANITATION","0.01 [0.01-0.01]","0.01000","0.01000","0.01000",""
"WSH_20_SAN","PUBLISHED","2016","SEAR","LKA","YEARSALL","BTSX","INADEQUATE_SANITATION","0.04 [0.00-0.07]","0.04000","0.00000","0.07000",""
"WSH_20_SAN","PUBLISHED","2016","WPR","MNG","YEARSALL","BTSX","INADEQUATE_SANITATION","0.24 [0.22-0.26]","0.24000","0.22000","0.26000",""
"WSH_20_SAN","PUBLISHED","2016","AFR","MRT","YEARSALL","BTSX","INADEQUATE_SANITATION","0.31 [0.24-0.37]","0.31000","0.24000","0.37000",""
"WSH_20_SAN","PUBLISHED","2016","EMR","PAK","YEARSALL","BTSX","INADEQUATE_SANITATION","0.24 [0.18-0.29]","0.24000","0.18000","0.29000",""
"WSH_20_SAN","PUBLISHED","2016","AMR","PER","YEARSALL","BTSX","INADEQUATE_SANITATION","0.15 [0.12-0.18]","0.15000","0.12000","0.18000",""
"WSH_20_SAN","PUBLISHED","2016","AFR","SLE","YEARSALL","BTSX","INADEQUATE_SANITATION","0.41 [0.40-0.43]","0.41000","0.40000","0.43000",""
"WSH_20_SAN","PUBLISHED","2016","AFR","TGO","YEARSALL","BTSX","INADEQUATE_SANITATION","0.41 [0.40-0.43]","0.41000","0.40000","0.43000",""
"WSH_20_SAN","PUBLISHED","2016","EUR","TJK","YEARSALL","BTSX","INADEQUATE_SANITATION","0.03 [0.01-0.04]","0.03000","0.01000","0.04000",""
"WSH_20_SAN","PUBLISHED","2016","EUR","UZB","YEARSALL","BTSX","INADEQUATE_SANITATION","0.00 [-0.01-0.01]","0.00000","-0.01000","0.01000",""
"WSH_20_SAN","PUBLISHED","2016","AMR","VEN","YEARSALL","BTSX","INADEQUATE_SANITATION","0.04 [-0.05-0.10]","0.04000","-0.05000","0.10000",""
"WSH_20_SAN","PUBLISHED","2016","WPR","VUT","YEARSALL","BTSX","INADEQUATE_SANITATION","0.27 [0.18-0.35]","0.27000","0.18000","0.35000",""
"WSH_20_SAN","PUBLISHED","2016","EUR","AZE","YEARSALL","BTSX","INADEQUATE_SANITATION","0.08 [0.01-0.13]","0.08000","0.01000","0.13000",""
"WSH_20_SAN","PUBLISHED","2016","AFR","BDI","YEARSALL","BTSX","INADEQUATE_SANITATION","0.29 [0.18-0.37]","0.29000","0.18000","0.37000",""
"WSH_20_SAN","PUBLISHED","2016","AFR","CAF","YEARSALL","BTSX","INADEQUATE_SANITATION","0.38 [0.33-0.42]","0.38000","0.33000","0.42000",""
"WSH_20_SAN","PUBLISHED","2016","AMR","CUB","YEARSALL","BTSX","INADEQUATE_SANITATION","0.05 [0.03-0.08]","0.05000","0.03000","0.08000",""
"WSH_20_SAN","PUBLISHED","2016","EMR","DJI","YEARSALL","BTSX","INADEQUATE_SANITATION","0.26 [0.13-0.36]","0.26000","0.13000","0.36000",""
"WSH_20_SAN","PUBLISHED","2016","WPR","FSM","YEARSALL","BTSX","INADEQUATE_SANITATION","0.21 [0.01-0.34]","0.21000","0.01000","0.34000",""
"WSH_20_SAN","PUBLISHED","2016","AFR","GAB","YEARSALL","BTSX","INADEQUATE_SANITATION","0.32 [0.28-0.36]","0.32000","0.28000","0.36000",""
"WSH_20_SAN","PUBLISHED","2016","SEAR","IND","YEARSALL","BTSX","INADEQUATE_SANITATION","0.31 [0.25-0.36]","0.31000","0.25000","0.36000",""
"WSH_20_SAN","PUBLISHED","2016","WPR","LAO","YEARSALL","BTSX","INADEQUATE_SANITATION","0.17 [0.08-0.25]","0.17000","0.08000","0.25000",""
"WSH_20_SAN","PUBLISHED","2016","SEAR","MDV","YEARSALL","BTSX","INADEQUATE_SANITATION","0.02 [-0.08-0.07]","0.02000","-0.08000","0.07000",""
"WSH_20_SAN","PUBLISHED","2016","AMR","MEX","YEARSALL","BTSX","INADEQUATE_SANITATION","0.05 [0.04-0.06]","0.05000","0.04000","0.06000",""
"WSH_20_SAN","PUBLISHED","2016","EUR","ROU","YEARSALL","BTSX","INADEQUATE_SANITATION","0.09 [0.04-0.12]","0.09000","0.04000","0.12000",""
"WSH_20_SAN","PUBLISHED","2016","AFR","STP","YEARSALL","BTSX","INADEQUATE_SANITATION","0.33 [0.24-0.39]","0.33000","0.24000","0.39000",""
"WSH_20_SAN","PUBLISHED","2016","AMR","SUR","YEARSALL","BTSX","INADEQUATE_SANITATION","0.12 [0.06-0.17]","0.12000","0.06000","0.17000",""
"WSH_20_SAN","PUBLISHED","2016","AFR","TZA","YEARSALL","BTSX","INADEQUATE_SANITATION","0.38 [0.36-0.41]","0.38000","0.36000","0.41000",""
"WSH_20_SAN","PUBLISHED","2016","AFR","ZWE","YEARSALL","BTSX","INADEQUATE_SANITATION","0.33 [0.30-0.36]","0.33000","0.30000","0.36000",""
"WSH_20_SAN","PUBLISHED","2016","EMR","AFG","YEARSALL","BTSX","INADEQUATE_SANITATION","0.33 [0.27-0.38]","0.33000","0.27000","0.38000",""
"WSH_20_SAN","PUBLISHED","2016","AFR","BFA","YEARSALL","BTSX","INADEQUATE_SANITATION","0.39 [0.36-0.41]","0.39000","0.36000","0.41000",""
"WSH_20_SAN","PUBLISHED","2016","WPR","CHN","YEARSALL","BTSX","INADEQUATE_SANITATION","0.15 [0.09-0.20]","0.15000","0.09000","0.20000",""
"WSH_20_SAN","PUBLISHED","2016","AFR","COM","YEARSALL","BTSX","INADEQUATE_SANITATION","0.35 [0.24-0.43]","0.35000","0.24000","0.43000",""
"WSH_20_SAN","PUBLISHED","2016","AFR","DZA","YEARSALL","BTSX","INADEQUATE_SANITATION","0.07 [0.04-0.10]","0.07000","0.04000","0.10000",""
"WSH_20_SAN","PUBLISHED","2016","AFR","GHA","YEARSALL","BTSX","INADEQUATE_SANITATION","0.41 [0.40-0.42]","0.41000","0.40000","0.42000",""
"WSH_20_SAN","PUBLISHED","2016","AMR","HTI","YEARSALL","BTSX","INADEQUATE_SANITATION","0.36 [0.32-0.40]","0.36000","0.32000","0.40000",""
"WSH_20_SAN","PUBLISHED","2016","AFR","KEN","YEARSALL","BTSX","INADEQUATE_SANITATION","0.36 [0.33-0.39]","0.36000","0.33000","0.39000",""
"WSH_20_SAN","PUBLISHED","2016","AMR","LCA","YEARSALL","BTSX","INADEQUATE_SANITATION","0.05 [0.03-0.07]","0.05000","0.03000","0.07000",""
"WSH_20_SAN","PUBLISHED","2016","AFR","MLI","YEARSALL","BTSX","INADEQUATE_SANITATION","0.36 [0.34-0.38]","0.36000","0.34000","0.38000",""
"WSH_20_SAN","PUBLISHED","2016","AFR","NER","YEARSALL","BTSX","INADEQUATE_SANITATION","0.42 [0.40-0.43]","0.42000","0.40000","0.43000",""
"WSH_20_SAN","PUBLISHED","2016","EMR","SDN","YEARSALL","BTSX","INADEQUATE_SANITATION","0.34 [0.26-0.41]","0.34000","0.26000","0.41000",""
"WSH_20_SAN","PUBLISHED","2016","EMR","SOM","YEARSALL","BTSX","INADEQUATE_SANITATION","0.41 [0.37-0.44]","0.41000","0.37000","0.44000",""
"WSH_20_SAN","PUBLISHED","2016","WPR","WSM","YEARSALL","BTSX","INADEQUATE_SANITATION","0.03 [0.00-0.05]","0.03000","0.00000","0.05000",""
"WSH_20_SAN","PUBLISHED","2016","EUR","ARM","YEARSALL","BTSX","INADEQUATE_SANITATION","0.06 [0.03-0.08]","0.06000","0.03000","0.08000",""
"WSH_20_SAN","PUBLISHED","2016","AFR","BEN","YEARSALL","BTSX","INADEQUATE_SANITATION","0.41 [0.39-0.43]","0.41000","0.39000","0.43000",""
"WSH_20_SAN","PUBLISHED","2016","SEAR","BGD","YEARSALL","BTSX","INADEQUATE_SANITATION","0.30 [0.26-0.34]","0.30000","0.26000","0.34000",""
"WSH_20_SAN","PUBLISHED","2016","AMR","COL","YEARSALL","BTSX","INADEQUATE_SANITATION","0.09 [0.08-0.10]","0.09000","0.08000","0.10000",""
"WSH_20_SAN","PUBLISHED","2016","AFR","CPV","YEARSALL","BTSX","INADEQUATE_SANITATION","0.22 [0.14-0.28]","0.22000","0.14000","0.28000",""
"WSH_20_SAN","PUBLISHED","2016","AMR","DOM","YEARSALL","BTSX","INADEQUATE_SANITATION","0.10 [0.09-0.12]","0.10000","0.09000","0.12000",""
"WSH_20_SAN","PUBLISHED","2016","AMR","GUY","YEARSALL","BTSX","INADEQUATE_SANITATION","0.07 [0.04-0.10]","0.07000","0.04000","0.10000",""
"WSH_20_SAN","PUBLISHED","2016","EMR","IRQ","YEARSALL","BTSX","INADEQUATE_SANITATION","0.06 [0.04-0.08]","0.06000","0.04000","0.08000",""
"WSH_20_SAN","PUBLISHED","2016","EMR","MAR","YEARSALL","BTSX","INADEQUATE_SANITATION","0.11 [0.06-0.15]","0.11000","0.06000","0.15000",""
"WSH_20_SAN","PUBLISHED","2016","EUR","MDA","YEARSALL","BTSX","INADEQUATE_SANITATION","0.13 [-0.01-0.23]","0.13000","-0.01000","0.23000",""
"WSH_20_SAN","PUBLISHED","2016","EUR","MKD","YEARSALL","BTSX","INADEQUATE_SANITATION","0.04 [0.04-0.05]","0.04000","0.04000","0.05000",""
"WSH_20_SAN","PUBLISHED","2016","EUR","MNE","YEARSALL","BTSX","INADEQUATE_SANITATION","0.02 [-0.06-0.05]","0.02000","-0.06000","0.05000",""
"WSH_20_SAN","PUBLISHED","2016","WPR","PNG","YEARSALL","BTSX","INADEQUATE_SANITATION","0.38 [0.31-0.43]","0.38000","0.31000","0.43000",""
"WSH_20_SAN","PUBLISHED","2016","SEAR","PRK","YEARSALL","BTSX","INADEQUATE_SANITATION","0.15 [0.01-0.25]","0.15000","0.01000","0.25000",""
"WSH_20_SAN","PUBLISHED","2016","EUR","RUS","YEARSALL","BTSX","INADEQUATE_SANITATION","0.06 [0.03-0.09]","0.06000","0.03000","0.09000",""
"WSH_20_SAN","PUBLISHED","2016","EUR","TKM","YEARSALL","BTSX","INADEQUATE_SANITATION","0.01 [0.01-0.01]","0.01000","0.01000","0.01000",""
"WSH_20_SAN","PUBLISHED","2016","WPR","TON","YEARSALL","BTSX","INADEQUATE_SANITATION","0.05 [-0.02-0.11]","0.05000","-0.02000","0.11000",""
"WSH_20_SAN","PUBLISHED","2016","EUR","UKR","YEARSALL","BTSX","INADEQUATE_SANITATION","0.02 [0.01-0.03]","0.02000","0.01000","0.03000",""
"WSH_20_SAN","PUBLISHED","2016","AMR","BOL","YEARSALL","BTSX","INADEQUATE_SANITATION","0.28 [0.25-0.31]","0.28000","0.25000","0.31000",""
"WSH_20_SAN","PUBLISHED","2016","AFR","CIV","YEARSALL","BTSX","INADEQUATE_SANITATION","0.36 [0.33-0.39]","0.36000","0.33000","0.39000",""
"WSH_20_SAN","PUBLISHED","2016","AFR","ETH","YEARSALL","BTSX","INADEQUATE_SANITATION","0.43 [0.42-0.44]","0.43000","0.42000","0.44000",""
"WSH_20_SAN","PUBLISHED","2016","WPR","FJI","YEARSALL","BTSX","INADEQUATE_SANITATION","0.03 [-0.01-0.07]","0.03000","-0.01000","0.07000",""
"WSH_20_SAN","PUBLISHED","2016","EUR","GEO","YEARSALL","BTSX","INADEQUATE_SANITATION","0.07 [0.03-0.10]","0.07000","0.03000","0.10000",""
"WSH_20_SAN","PUBLISHED","2016","AFR","GIN","YEARSALL","BTSX","INADEQUATE_SANITATION","0.39 [0.37-0.41]","0.39000","0.37000","0.41000",""
"WSH_20_SAN","PUBLISHED","2016","AFR","GNB","YEARSALL","BTSX","INADEQUATE_SANITATION","0.39 [0.36-0.42]","0.39000","0.36000","0.42000",""
"WSH_20_SAN","PUBLISHED","2016","EUR","KAZ","YEARSALL","BTSX","INADEQUATE_SANITATION","0.01 [0.01-0.01]","0.01000","0.01000","0.01000",""
"WSH_20_SAN","PUBLISHED","2016","EUR","KGZ","YEARSALL","BTSX","INADEQUATE_SANITATION","0.02 [0.01-0.02]","0.02000","0.01000","0.02000",""
"WSH_20_SAN","PUBLISHED","2016","WPR","KIR","YEARSALL","BTSX","INADEQUATE_SANITATION","0.31 [0.22-0.38]","0.31000","0.22000","0.38000",""
"WSH_20_SAN","PUBLISHED","2016","EMR","LBN","YEARSALL","BTSX","INADEQUATE_SANITATION","0.03 [0.00-0.06]","0.03000","0.00000","0.06000",""
"WSH_20_SAN","PUBLISHED","2016","EMR","LBY","YEARSALL","BTSX","INADEQUATE_SANITATION","0.01 [-0.18-0.13]","0.01000","-0.18000","0.13000",""
"WSH_20_SAN","PUBLISHED","2016","AFR","MWI","YEARSALL","BTSX","INADEQUATE_SANITATION","0.31 [0.28-0.34]","0.31000","0.28000","0.34000",""
"WSH_20_SAN","PUBLISHED","2016","AFR","NAM","YEARSALL","BTSX","INADEQUATE_SANITATION","0.34 [0.29-0.39]","0.34000","0.29000","0.39000",""
