"GHO","PUBLISHSTATE","YEAR","REGION","COUNTRY","ADVERTISINGTYPE","Display Value","Numeric","Low","High","Comments"
"SA_0000001719_ARCHIVED","PUBLISHED","2012","AFR","DZA","SA_BEER_ADS","ban","","","",""
"SA_0000001719_ARCHIVED","PUBLISHED","2012","AFR","DZA","SA_WINE_ADS","ban","","","",""
"SA_0000001719_ARCHIVED","PUBLISHED","2012","EUR","AND","SA_BEER_ADS","no restrictions","","","",""
"SA_0000001719_ARCHIVED","PUBLISHED","2012","EUR","AND","SA_WINE_ADS","no restrictions","","","",""
"SA_0000001719_ARCHIVED","PUBLISHED","2012","EUR","AND","SA_SPIRITS_ADS","no restrictions","","","",""
"SA_0000001719_ARCHIVED","PUBLISHED","2012","AFR","AGO","SA_BEER_ADS","no restrictions","","","",""
"SA_0000001719_ARCHIVED","PUBLISHED","2012","AFR","AGO","SA_WINE_ADS","no restrictions","","","",""
"SA_0000001719_ARCHIVED","PUBLISHED","2012","AMR","ARG","SA_SPIRITS_ADS","no restrictions","","","",""
"SA_0000001719_ARCHIVED","PUBLISHED","2012","AFR","BEN","SA_BEER_ADS","no restrictions","","","",""
"SA_0000001719_ARCHIVED","PUBLISHED","2012","AMR","BOL","SA_SPIRITS_ADS","no restrictions","","","",""
"SA_0000001719_ARCHIVED","PUBLISHED","2012","AFR","BWA","SA_SPIRITS_ADS","no restrictions","","","",""
"SA_0000001719_ARCHIVED","PUBLISHED","2012","WPR","BRN","SA_SPIRITS_ADS","ban","","","",""
"SA_0000001719_ARCHIVED","PUBLISHED","2012","EUR","BGR","SA_WINE_ADS","partial restriction content ","","","",""
"SA_0000001719_ARCHIVED","PUBLISHED","2012","AFR","BDI","SA_SPIRITS_ADS","no restrictions","","","",""
"SA_0000001719_ARCHIVED","PUBLISHED","2012","WPR","KHM","SA_BEER_ADS","no restrictions","","","",""
"SA_0000001719_ARCHIVED","PUBLISHED","2012","AFR","CMR","SA_BEER_ADS","no restrictions","","","",""
"SA_0000001719_ARCHIVED","PUBLISHED","2012","AFR","CPV","SA_WINE_ADS","no restrictions","","","",""
"SA_0000001719_ARCHIVED","PUBLISHED","2012","AMR","CHL","SA_SPIRITS_ADS","no restrictions","","","",""
"SA_0000001719_ARCHIVED","PUBLISHED","2012","WPR","CHN","SA_SPIRITS_ADS","partial restriction content ","","","",""
"SA_0000001719_ARCHIVED","PUBLISHED","2012","AFR","COM","SA_WINE_ADS","no restrictions","","","",""
"SA_0000001719_ARCHIVED","PUBLISHED","2012","AFR","COG","SA_BEER_ADS","no restrictions","","","",""
"SA_0000001719_ARCHIVED","PUBLISHED","2012","AMR","CRI","SA_SPIRITS_ADS","partial restriction time/place/content","","","",""
"SA_0000001719_ARCHIVED","PUBLISHED","2012","EUR","CYP","SA_BEER_ADS","voluntary/self-restricted","","","",""
"SA_0000001719_ARCHIVED","PUBLISHED","2012","EUR","CZE","SA_BEER_ADS","partial restriction content ","","","",""
"SA_0000001719_ARCHIVED","PUBLISHED","2012","EUR","CZE","SA_WINE_ADS","partial restriction content ","","","",""
"SA_0000001719_ARCHIVED","PUBLISHED","2012","AFR","COD","SA_WINE_ADS","no restrictions","","","",""
"SA_0000001719_ARCHIVED","PUBLISHED","2012","AMR","DOM","SA_WINE_ADS","no restrictions","","","",""
"SA_0000001719_ARCHIVED","PUBLISHED","2012","AMR","ECU","SA_BEER_ADS","no restrictions","","","",""
"SA_0000001719_ARCHIVED","PUBLISHED","2012","EUR","EST","SA_SPIRITS_ADS","no restrictions","","","",""
"SA_0000001719_ARCHIVED","PUBLISHED","2012","WPR","FJI","SA_SPIRITS_ADS","no restrictions","","","",""
"SA_0000001719_ARCHIVED","PUBLISHED","2012","EUR","FRA","SA_SPIRITS_ADS","partial restriction time/place","","","",""
"SA_0000001719_ARCHIVED","PUBLISHED","2012","AFR","GAB","SA_BEER_ADS","no restrictions","","","",""
"SA_0000001719_ARCHIVED","PUBLISHED","2012","AFR","GAB","SA_WINE_ADS","no restrictions","","","",""
"SA_0000001719_ARCHIVED","PUBLISHED","2012","AFR","GMB","SA_BEER_ADS","no restrictions","","","",""
"SA_0000001719_ARCHIVED","PUBLISHED","2012","EUR","GRC","SA_WINE_ADS","no restrictions","","","",""
"SA_0000001719_ARCHIVED","PUBLISHED","2012","AMR","GRD","SA_WINE_ADS","no restrictions","","","",""
"SA_0000001719_ARCHIVED","PUBLISHED","2012","AMR","GTM","SA_WINE_ADS","no restrictions","","","",""
"SA_0000001719_ARCHIVED","PUBLISHED","2012","EUR","ISL","SA_WINE_ADS","no restrictions","","","",""
"SA_0000001719_ARCHIVED","PUBLISHED","2012","EUR","ISL","SA_SPIRITS_ADS","no restrictions","","","",""
"SA_0000001719_ARCHIVED","PUBLISHED","2012","SEAR","IND","SA_BEER_ADS","voluntary/self-restricted","","","",""
"SA_0000001719_ARCHIVED","PUBLISHED","2012","SEAR","IND","SA_WINE_ADS","voluntary/self-restricted","","","",""
"SA_0000001719_ARCHIVED","PUBLISHED","2012","SEAR","IDN","SA_BEER_ADS","ban","","","",""
"SA_0000001719_ARCHIVED","PUBLISHED","2012","EMR","IRN","SA_WINE_ADS","ban","","","",""
"SA_0000001719_ARCHIVED","PUBLISHED","2012","EMR","IRN","SA_SPIRITS_ADS","ban","","","",""
"SA_0000001719_ARCHIVED","PUBLISHED","2012","EMR","IRQ","SA_SPIRITS_ADS","no restrictions","","","",""
"SA_0000001719_ARCHIVED","PUBLISHED","2012","EUR","IRL","SA_BEER_ADS","voluntary/self-restricted","","","",""
"SA_0000001719_ARCHIVED","PUBLISHED","2012","EUR","ISR","SA_WINE_ADS","partial restriction content ","","","",""
"SA_0000001719_ARCHIVED","PUBLISHED","2012","EUR","ISR","SA_SPIRITS_ADS","partial restriction content ","","","",""
"SA_0000001719_ARCHIVED","PUBLISHED","2012","EUR","ITA","SA_SPIRITS_ADS","partial restriction time/place/content","","","",""
"SA_0000001719_ARCHIVED","PUBLISHED","2012","WPR","JPN","SA_WINE_ADS","no restrictions","","","",""
"SA_0000001719_ARCHIVED","PUBLISHED","2012","WPR","JPN","SA_SPIRITS_ADS","no restrictions","","","",""
