"GHO","PUBLISHSTATE","YEAR","REGION","COUNTRY","PENALTYTYPE","Display Value","Numeric","Low","High","Comments"
"SA_0000001793","PUBLISHED","2016","EUR","BLR","SA_MANDATORY_TREATMENT_EDUCATION_COUNSELLING","No","","","",""
"SA_0000001793","PUBLISHED","2016","EUR","BEL","SA_LICENSE_SUSPENDED_REVOKED","Yes","","","",""
"SA_0000001793","PUBLISHED","2016","AFR","ETH","SA_LICENSE_SUSPENDED_REVOKED","No","","","",""
"SA_0000001793","PUBLISHED","2016","AMR","COL","SA_IGNITION_INTERLOCKS","No","","","",""
"SA_0000001793","PUBLISHED","2016","AFR","CIV","SA_PENALTY_POINTS","No","","","",""
"SA_0000001793","PUBLISHED","2016","EUR","KAZ","SA_VEHICLE_IMPOUNDED","No","","","",""
"SA_0000001793","PUBLISHED","2016","AMR","GTM","SA_MANDATORY_TREATMENT_EDUCATION_COUNSELLING","No","","","",""
"SA_0000001793","PUBLISHED","2016","EUR","ITA","SA_FINES","Yes","","","",""
"SA_0000001793","PUBLISHED","2016","AFR","LSO","SA_FINES","Yes","","","",""
"SA_0000001793","PUBLISHED","2016","AFR","NAM","SA_VEHICLE_IMPOUNDED","No","","","",""
"SA_0000001793","PUBLISHED","2016","AFR","MUS","SA_IGNITION_INTERLOCKS","No","","","",""
"SA_0000001793","PUBLISHED","2016","AFR","MUS","SA_MANDATORY_TREATMENT_EDUCATION_COUNSELLING","No","","","",""
"SA_0000001793","PUBLISHED","2016","WPR","KOR","SA_VEHICLE_IMPOUNDED","Yes","","","",""
"SA_0000001793","PUBLISHED","2016","WPR","SGP","SA_MANDATORY_TREATMENT_EDUCATION_COUNSELLING","No","","","",""
"SA_0000001793","PUBLISHED","2016","WPR","SGP","SA_VEHICLE_IMPOUNDED","No","","","",""
"SA_0000001793","PUBLISHED","2016","EUR","TJK","SA_FINES","Yes","","","",""
"SA_0000001793","PUBLISHED","2016","SEAR","TLS","SA_DETENTION_SHORT_LONG_TERM","Yes","","","",""
"SA_0000001793","PUBLISHED","2016","AMR","VEN","SA_DETENTION_SHORT_LONG_TERM","No","","","",""
"SA_0000001793","PUBLISHED","2016","AFR","CMR","SA_LICENSE_SUSPENDED_REVOKED","Yes","","","",""
"SA_0000001793","PUBLISHED","2016","AFR","CMR","SA_PENALTY_POINTS","No","","","",""
"SA_0000001793","PUBLISHED","2016","AFR","COG","SA_COMMUNITY_PUBLIC_SERVICE","No","","","",""
"SA_0000001793","PUBLISHED","2016","AMR","CRI","SA_DETENTION_SHORT_LONG_TERM","Yes","","","",""
"SA_0000001793","PUBLISHED","2016","AFR","GMB","SA_COMMUNITY_PUBLIC_SERVICE","No","","","",""
"SA_0000001793","PUBLISHED","2016","AFR","GMB","SA_FINES","Yes","","","",""
"SA_0000001793","PUBLISHED","2016","EMR","JOR","SA_COMMUNITY_PUBLIC_SERVICE","No","","","",""
"SA_0000001793","PUBLISHED","2016","EUR","LTU","SA_PENALTY_POINTS","No","","","",""
"SA_0000001793","PUBLISHED","2016","AFR","MDG","SA_MANDATORY_TREATMENT_EDUCATION_COUNSELLING","Yes","","","",""
"SA_0000001793","PUBLISHED","2016","EMR","MAR","SA_IGNITION_INTERLOCKS","No","","","",""
"SA_0000001793","PUBLISHED","2016","SEAR","MMR","SA_FINES","Yes","","","",""
"SA_0000001793","PUBLISHED","2016","AMR","PER","SA_FINES","Yes","","","",""
"SA_0000001793","PUBLISHED","2016","EUR","POL","SA_DETENTION_SHORT_LONG_TERM","Yes","","","",""
"SA_0000001793","PUBLISHED","2016","AFR","SYC","SA_COMMUNITY_PUBLIC_SERVICE","No","","","",""
"SA_0000001793","PUBLISHED","2016","AFR","SYC","SA_FINES","Yes","","","",""
"SA_0000001793","PUBLISHED","2016","EUR","MKD","SA_MANDATORY_TREATMENT_EDUCATION_COUNSELLING","Yes","","","",""
"SA_0000001793","PUBLISHED","2016","EUR","MKD","SA_VEHICLE_IMPOUNDED","Yes","","","",""
"SA_0000001793","PUBLISHED","2016","AMR","TTO","SA_VEHICLE_IMPOUNDED","No","","","",""
"SA_0000001793","PUBLISHED","2016","AMR","URY","SA_LICENSE_SUSPENDED_REVOKED","Yes","","","",""
"SA_0000001793","PUBLISHED","2016","WPR","VUT","SA_IGNITION_INTERLOCKS","Yes","","","",""
"SA_0000001793","PUBLISHED","2016","EUR","BIH","SA_IGNITION_INTERLOCKS","No","","","",""
"SA_0000001793","PUBLISHED","2016","EUR","BIH","SA_DETENTION_SHORT_LONG_TERM","No","","","",""
"SA_0000001793","PUBLISHED","2016","WPR","CHN","SA_PENALTY_POINTS","Yes","","","",""
"SA_0000001793","PUBLISHED","2016","AMR","COL","SA_COMMUNITY_PUBLIC_SERVICE","Yes","","","",""
"SA_0000001793","PUBLISHED","2016","EUR","FRA","SA_COMMUNITY_PUBLIC_SERVICE","No","","","",""
"SA_0000001793","PUBLISHED","2016","AFR","GAB","SA_VEHICLE_IMPOUNDED","No","","","",""
"SA_0000001793","PUBLISHED","2016","EUR","HUN","SA_MANDATORY_TREATMENT_EDUCATION_COUNSELLING","Yes","","","",""
"SA_0000001793","PUBLISHED","2016","WPR","LAO","SA_FINES","Yes","","","",""
"SA_0000001793","PUBLISHED","2016","WPR","LAO","SA_LICENSE_SUSPENDED_REVOKED","Yes","","","",""
"SA_0000001793","PUBLISHED","2016","AFR","MDG","SA_PENALTY_POINTS","No","","","",""
"SA_0000001793","PUBLISHED","2016","AFR","MWI","SA_COMMUNITY_PUBLIC_SERVICE","No","","","",""
"SA_0000001793","PUBLISHED","2016","AMR","PER","SA_DETENTION_SHORT_LONG_TERM","Yes","","","",""
"SA_0000001793","PUBLISHED","2016","EUR","RUS","SA_MANDATORY_TREATMENT_EDUCATION_COUNSELLING","No","","","",""
"SA_0000001793","PUBLISHED","2016","AMR","KNA","SA_LICENSE_SUSPENDED_REVOKED","Yes","","","",""
"SA_0000001793","PUBLISHED","2016","AFR","SWZ","SA_MANDATORY_TREATMENT_EDUCATION_COUNSELLING","Yes","","","",""
"SA_0000001793","PUBLISHED","2016","AMR","URY","SA_MANDATORY_TREATMENT_EDUCATION_COUNSELLING","Yes","","","",""
"SA_0000001793","PUBLISHED","2016","AFR","UGA","SA_COMMUNITY_PUBLIC_SERVICE","No","","","",""
"SA_0000001793","PUBLISHED","2016","AFR","TZA","SA_FINES","Yes","","","",""
"SA_0000001793","PUBLISHED","2016","WPR","CHN","SA_FINES","Yes","","","",""
"SA_0000001793","PUBLISHED","2016","WPR","CHN","SA_LICENSE_SUSPENDED_REVOKED","Yes","","","",""
"SA_0000001793","PUBLISHED","2016","AMR","ECU","SA_FINES","Yes","","","",""
"SA_0000001793","PUBLISHED","2016","EUR","GRC","SA_VEHICLE_IMPOUNDED","Yes","","","",""
"SA_0000001793","PUBLISHED","2016","AMR","GRD","SA_PENALTY_POINTS","Yes","","","",""
"SA_0000001793","PUBLISHED","2016","WPR","KIR","SA_VEHICLE_IMPOUNDED","Yes","","","",""
"SA_0000001793","PUBLISHED","2016","WPR","LAO","SA_PENALTY_POINTS","No","","","",""
"SA_0000001793","PUBLISHED","2016","AFR","MWI","SA_LICENSE_SUSPENDED_REVOKED","No","","","",""
"SA_0000001793","PUBLISHED","2016","EUR","PRT","SA_VEHICLE_IMPOUNDED","Yes","","","",""
"SA_0000001793","PUBLISHED","2016","EUR","MDA","SA_PENALTY_POINTS","Yes","","","",""
"SA_0000001793","PUBLISHED","2016","EUR","SVN","SA_VEHICLE_IMPOUNDED","Yes","","","",""
"SA_0000001793","PUBLISHED","2016","SEAR","LKA","SA_PENALTY_POINTS","No","","","",""
"SA_0000001793","PUBLISHED","2016","AMR","BOL","SA_DETENTION_SHORT_LONG_TERM","No data","","","",""
"SA_0000001793","PUBLISHED","2016","AMR","BOL","SA_FINES","No data","","","",""
"SA_0000001793","PUBLISHED","2016","EMR","SAU","SA_DETENTION_SHORT_LONG_TERM","No data","","","",""
"SA_0000001793","PUBLISHED","2016","EMR","TUN","SA_VEHICLE_IMPOUNDED","No data","","","",""
"SA_0000001793","PUBLISHED","2016","EMR","KWT","SA_MANDATORY_TREATMENT_EDUCATION_COUNSELLING","No data","","","",""
"SA_0000001793","PUBLISHED","2016","WPR","NIU","SA_DETENTION_SHORT_LONG_TERM","No data","","","",""
"SA_0000001793","PUBLISHED","2016","SEAR","NPL","SA_IGNITION_INTERLOCKS","No data","","","",""
"SA_0000001793","PUBLISHED","2016","SEAR","NPL","SA_PENALTY_POINTS","No data","","","",""
"SA_0000001793","PUBLISHED","2016","WPR","TUV","SA_MANDATORY_TREATMENT_EDUCATION_COUNSELLING","No data","","","",""
"SA_0000001793","PUBLISHED","2016","WPR","SLB","SA_MANDATORY_TREATMENT_EDUCATION_COUNSELLING","No data","","","",""
"SA_0000001793","PUBLISHED","2016","AMR","HTI","SA_VEHICLE_IMPOUNDED","No data","","","",""
"SA_0000001793","PUBLISHED","2016","EMR","KWT","SA_PENALTY_POINTS","No data","","","",""
"SA_0000001793","PUBLISHED","2016","SEAR","PRK","SA_LICENSE_SUSPENDED_REVOKED","No data","","","",""
"SA_0000001793","PUBLISHED","2016","AMR","HTI","SA_IGNITION_INTERLOCKS","No data","","","",""
"SA_0000001793","PUBLISHED","2016","EMR","TUN","SA_DETENTION_SHORT_LONG_TERM","No data","","","",""
"SA_0000001793","PUBLISHED","2016","WPR","TON","SA_COMMUNITY_PUBLIC_SERVICE","No data","","","",""
"SA_0000001793","PUBLISHED","2016","SEAR","PRK","SA_IGNITION_INTERLOCKS","No data","","","",""
"SA_0000001793","PUBLISHED","2016","AMR","HTI","SA_FINES","No data","","","",""
"SA_0000001793","PUBLISHED","2016","EMR","TUN","SA_FINES","No data","","","",""
"SA_0000001793","PUBLISHED","2016","SEAR","PRK","SA_VEHICLE_IMPOUNDED","No data","","","",""
"SA_0000001793","PUBLISHED","2016","WPR","FJI","SA_DETENTION_SHORT_LONG_TERM","No data","","","",""
"SA_0000001793","PUBLISHED","2016","EMR","ARE","SA_MANDATORY_TREATMENT_EDUCATION_COUNSELLING","No data","","","",""
"SA_0000001793","PUBLISHED","2016","EMR","ARE","SA_VEHICLE_IMPOUNDED","No data","","","",""
"SA_0000001793","PUBLISHED","2016","AFR","ERI","SA_MANDATORY_TREATMENT_EDUCATION_COUNSELLING","No","","","",""
"SA_0000001793","PUBLISHED","2016","AFR","ERI","SA_VEHICLE_IMPOUNDED","No","","","",""
"SA_0000001793","PUBLISHED","2016","AFR","MRT","SA_FINES","Yes","","","",""
"SA_0000001793","PUBLISHED","2016","AFR","NGA","SA_PENALTY_POINTS","No","","","",""
"SA_0000001793","PUBLISHED","2016","AFR","ZMB","SA_MANDATORY_TREATMENT_EDUCATION_COUNSELLING","No","","","",""
"SA_0000001793","PUBLISHED","2016","AFR","ZMB","SA_VEHICLE_IMPOUNDED","Yes","","","",""
"SA_0000001793","PUBLISHED","2016","AFR","DZA","SA_MANDATORY_TREATMENT_EDUCATION_COUNSELLING","Yes","","","",""
"SA_0000001793","PUBLISHED","2016","AFR","AGO","SA_COMMUNITY_PUBLIC_SERVICE","No","","","",""
"SA_0000001793","PUBLISHED","2016","AFR","ERI","SA_IGNITION_INTERLOCKS","No","","","",""
"SA_0000001793","PUBLISHED","2016","AFR","ETH","SA_DETENTION_SHORT_LONG_TERM","No","","","",""
"SA_0000001793","PUBLISHED","2016","AFR","SEN","SA_LICENSE_SUSPENDED_REVOKED","Yes","","","",""
"SA_0000001793","PUBLISHED","2016","AFR","ZAF","SA_COMMUNITY_PUBLIC_SERVICE","Yes","","","",""
"SA_0000001793","PUBLISHED","2016","AFR","BFA","SA_LICENSE_SUSPENDED_REVOKED","No","","","",""
"SA_0000001793","PUBLISHED","2016","AFR","BEN","SA_COMMUNITY_PUBLIC_SERVICE","No","","","",""
"SA_0000001793","PUBLISHED","2016","AFR","CAF","SA_MANDATORY_TREATMENT_EDUCATION_COUNSELLING","No","","","",""
"SA_0000001793","PUBLISHED","2016","AFR","GIN","SA_DETENTION_SHORT_LONG_TERM","Yes","","","",""
"SA_0000001793","PUBLISHED","2016","AFR","SEN","SA_VEHICLE_IMPOUNDED","Yes","","","",""
"SA_0000001793","PUBLISHED","2016","AFR","SLE","SA_DETENTION_SHORT_LONG_TERM","Yes","","","",""
"SA_0000001793","PUBLISHED","2016","AFR","ETH","SA_FINES","Yes","","","",""
"SA_0000001793","PUBLISHED","2016","AFR","GAB","SA_PENALTY_POINTS","No","","","",""
"SA_0000001793","PUBLISHED","2016","AFR","MRT","SA_PENALTY_POINTS","Yes","","","",""
"SA_0000001793","PUBLISHED","2016","AFR","ZWE","SA_IGNITION_INTERLOCKS","No","","","",""
"SA_0000001793","PUBLISHED","2016","AFR","CPV","SA_LICENSE_SUSPENDED_REVOKED","No","","","",""
"SA_0000001793","PUBLISHED","2016","AFR","TCD","SA_VEHICLE_IMPOUNDED","Yes","","","",""
"SA_0000001793","PUBLISHED","2016","AFR","UGA","SA_FINES","Yes","","","",""
"SA_0000001793","PUBLISHED","2016","AFR","BWA","SA_PENALTY_POINTS","No","","","",""
"SA_0000001793","PUBLISHED","2016","AFR","BDI","SA_FINES","Yes","","","",""
"SA_0000001793","PUBLISHED","2016","AFR","GMB","SA_IGNITION_INTERLOCKS","No","","","",""
"SA_0000001793","PUBLISHED","2016","AFR","MWI","SA_FINES","Yes","","","",""
"SA_0000001793","PUBLISHED","2016","AFR","SLE","SA_LICENSE_SUSPENDED_REVOKED","Yes","","","",""
"SA_0000001793","PUBLISHED","2016","AFR","SLE","SA_PENALTY_POINTS","Yes","","","",""
"SA_0000001793","PUBLISHED","2016","AFR","BDI","SA_DETENTION_SHORT_LONG_TERM","Yes","","","",""
"SA_0000001793","PUBLISHED","2016","AFR","CPV","SA_DETENTION_SHORT_LONG_TERM","Yes","","","",""
"SA_0000001793","PUBLISHED","2016","AFR","GHA","SA_VEHICLE_IMPOUNDED","Yes","","","",""
"SA_0000001793","PUBLISHED","2016","AFR","MDG","SA_COMMUNITY_PUBLIC_SERVICE","No","","","",""
"SA_0000001793","PUBLISHED","2016","AFR","MDG","SA_LICENSE_SUSPENDED_REVOKED","Yes","","","",""
"SA_0000001793","PUBLISHED","2016","AFR","TGO","SA_MANDATORY_TREATMENT_EDUCATION_COUNSELLING","Yes","","","",""
"SA_0000001793","PUBLISHED","2016","AFR","BFA","SA_FINES","Yes","","","",""
"SA_0000001793","PUBLISHED","2016","AFR","BFA","SA_MANDATORY_TREATMENT_EDUCATION_COUNSELLING","Yes","","","",""
"SA_0000001793","PUBLISHED","2016","AFR","GAB","SA_COMMUNITY_PUBLIC_SERVICE","No","","","",""
"SA_0000001793","PUBLISHED","2016","AFR","GHA","SA_COMMUNITY_PUBLIC_SERVICE","No","","","",""
"SA_0000001793","PUBLISHED","2016","AFR","RWA","SA_LICENSE_SUSPENDED_REVOKED","Yes","","","",""
"SA_0000001793","PUBLISHED","2016","AMR","ARG","SA_FINES","Yes","","","",""
"SA_0000001793","PUBLISHED","2016","AMR","SLV","SA_LICENSE_SUSPENDED_REVOKED","Yes","","","",""
"SA_0000001793","PUBLISHED","2016","AMR","SLV","SA_PENALTY_POINTS","No","","","",""
"SA_0000001793","PUBLISHED","2016","AMR","KNA","SA_MANDATORY_TREATMENT_EDUCATION_COUNSELLING","No","","","",""
"SA_0000001793","PUBLISHED","2016","AMR","BRA","SA_PENALTY_POINTS","Yes","","","",""
"SA_0000001793","PUBLISHED","2016","AMR","COL","SA_FINES","Yes","","","",""
"SA_0000001793","PUBLISHED","2016","AMR","MEX","SA_MANDATORY_TREATMENT_EDUCATION_COUNSELLING","Subnational","","","",""
"SA_0000001793","PUBLISHED","2016","AMR","USA","SA_VEHICLE_IMPOUNDED","Yes","","","",""
"SA_0000001793","PUBLISHED","2016","AMR","CAN","SA_LICENSE_SUSPENDED_REVOKED","Yes","","","",""
"SA_0000001793","PUBLISHED","2016","AMR","PRY","SA_COMMUNITY_PUBLIC_SERVICE","No","","","",""
"SA_0000001793","PUBLISHED","2016","AMR","LCA","SA_MANDATORY_TREATMENT_EDUCATION_COUNSELLING","No","","","",""
"SA_0000001793","PUBLISHED","2016","AMR","BHS","SA_DETENTION_SHORT_LONG_TERM","Yes","","","",""
"SA_0000001793","PUBLISHED","2016","AMR","BOL","SA_PENALTY_POINTS","No data","","","",""
"SA_0000001793","PUBLISHED","2016","AMR","HND","SA_DETENTION_SHORT_LONG_TERM","Yes","","","",""
"SA_0000001793","PUBLISHED","2016","AMR","NIC","SA_DETENTION_SHORT_LONG_TERM","Yes","","","",""
"SA_0000001793","PUBLISHED","2016","AMR","BRA","SA_LICENSE_SUSPENDED_REVOKED","Yes","","","",""
"SA_0000001793","PUBLISHED","2016","AMR","MEX","SA_COMMUNITY_PUBLIC_SERVICE","No","","","",""
"SA_0000001793","PUBLISHED","2016","AMR","NIC","SA_LICENSE_SUSPENDED_REVOKED","Yes","","","",""
"SA_0000001793","PUBLISHED","2016","AMR","DOM","SA_DETENTION_SHORT_LONG_TERM","Yes","","","",""
"SA_0000001793","PUBLISHED","2016","AMR","ECU","SA_COMMUNITY_PUBLIC_SERVICE","No","","","",""
"SA_0000001793","PUBLISHED","2016","AMR","LCA","SA_COMMUNITY_PUBLIC_SERVICE","Yes","","","",""
"SA_0000001793","PUBLISHED","2016","AMR","LCA","SA_FINES","Yes","","","",""
"SA_0000001793","PUBLISHED","2016","AMR","BOL","SA_VEHICLE_IMPOUNDED","No data","","","",""
"SA_0000001793","PUBLISHED","2016","AMR","CAN","SA_FINES","Yes","","","",""
"SA_0000001793","PUBLISHED","2016","AMR","CRI","SA_LICENSE_SUSPENDED_REVOKED","Yes","","","",""
"SA_0000001793","PUBLISHED","2016","AMR","CRI","SA_VEHICLE_IMPOUNDED","Yes","","","",""
"SA_0000001793","PUBLISHED","2016","AMR","DOM","SA_MANDATORY_TREATMENT_EDUCATION_COUNSELLING","No","","","",""
