"GHO","DATASOURCE","PUBLISHSTATE","YEAR","REGION","COUNTRY","Display Value","Numeric","Low","High","Comments"
"SA_0000001829","SA_0000001829_COD","PUBLISHED","2016","AFR","COD","0.51","0.51000","","",""
"SA_0000001829","SA_0000001829_MWI","PUBLISHED","2016","AFR","MWI","1.17","1.17000","","",""
"SA_0000001829","SA_0000001829_MLI","PUBLISHED","2016","AFR","MLI","0.87","0.87000","","",""
"SA_0000001829","SA_0000001829_ZMB","PUBLISHED","2016","AFR","ZMB","1.08","1.08000","","",""
"SA_0000001829","SA_0000001829_ZWE","PUBLISHED","2016","AFR","ZWE","1.08","1.08000","","",""
"SA_0000001829","SA_0000001829_DOM","PUBLISHED","2016","AMR","DOM","1.06","1.06000","","",""
"SA_0000001829","SA_0000001829_GRD","PUBLISHED","2016","AMR","GRD","1.74","1.74000","","",""
"SA_0000001829","SA_0000001829_SUR","PUBLISHED","2016","AMR","SUR","0.87","0.87000","","",""
"SA_0000001829","SA_0000001829_QAT","PUBLISHED","2016","EMR","QAT","7.39","7.39000","","",""
"SA_0000001829","SA_0000001829_SAU","PUBLISHED","2016","EMR","SAU","1.27","1.27000","","",""
"SA_0000001829","SA_0000001829_BIH","PUBLISHED","2016","EUR","BIH","0.98","0.98000","","",""
"SA_0000001829","SA_0000001829_CYP","PUBLISHED","2016","EUR","CYP","2.49","2.49000","","",""
"SA_0000001829","SA_0000001829_CZE","PUBLISHED","2016","EUR","CZE","0.86","0.86000","","",""
"SA_0000001829","SA_0000001829_KAZ","PUBLISHED","2016","EUR","KAZ","0.56","0.56000","","",""
"SA_0000001829","SA_0000001829_KGZ","PUBLISHED","2016","EUR","KGZ","1.17","1.17000","","",""
"SA_0000001829","SA_0000001829_SVN","PUBLISHED","2016","EUR","SVN","1.96","1.96000","","",""
"SA_0000001829","SA_0000001829_NPL","PUBLISHED","2016","SEAR","NPL","1.86","1.86000","","",""
"SA_0000001829","SA_0000001829_FSM","PUBLISHED","2016","WPR","FSM","2.57","2.57000","","",""
"SA_0000001829","SA_0000001829_CPV","PUBLISHED","2016","AFR","CPV","3.02","3.02000","","",""
"SA_0000001829","SA_0000001829_ETH","PUBLISHED","2016","AFR","ETH","0.5","0.50000","","",""
"SA_0000001829","SA_0000001829_LSO","PUBLISHED","2016","AFR","LSO","0.83","0.83000","","",""
"SA_0000001829","SA_0000001829_MOZ","PUBLISHED","2016","AFR","MOZ","0.69","0.69000","","",""
