"GHO","PUBLISHSTATE","REGION","AGEGROUP","SEX","Display Value","Numeric","Low","High","Comments"
"VIOLENCE_CHILD_NEGLECT","PUBLISHED","GLOBAL","YEARSLESS18","BTSX","16.3","16.30000","","",""
