"GHO","PUBLISHSTATE","YEAR","REGION","COUNTRY","RESIDENCEAREATYPE","Display Value","Numeric","Low","High","Comments"
"WSH_SANITATION_OD","PUBLISHED","2000","EMR","AFG","RUR","31","31.36838","","",""
"WSH_SANITATION_OD","PUBLISHED","2000","EMR","AFG","TOTL","26","26.01966","","",""
"WSH_SANITATION_OD","PUBLISHED","2000","EMR","AFG","URB","7","7.14190","","",""
"WSH_SANITATION_OD","PUBLISHED","2001","EMR","AFG","RUR","31","31.36838","","",""
"WSH_SANITATION_OD","PUBLISHED","2001","EMR","AFG","TOTL","26","25.99761","","",""
"WSH_SANITATION_OD","PUBLISHED","2001","EMR","AFG","URB","7","7.14190","","",""
"WSH_SANITATION_OD","PUBLISHED","2002","EMR","AFG","RUR","30","30.47309","","",""
"WSH_SANITATION_OD","PUBLISHED","2002","EMR","AFG","TOTL","25","25.16708","","",""
"WSH_SANITATION_OD","PUBLISHED","2002","EMR","AFG","URB","7","6.63766","","",""
"WSH_SANITATION_OD","PUBLISHED","2003","EMR","AFG","RUR","30","29.57780","","",""
"WSH_SANITATION_OD","PUBLISHED","2003","EMR","AFG","TOTL","24","24.33728","","",""
"WSH_SANITATION_OD","PUBLISHED","2003","EMR","AFG","URB","6","6.13341","","",""
"WSH_SANITATION_OD","PUBLISHED","2004","EMR","AFG","RUR","29","28.68251","","",""
"WSH_SANITATION_OD","PUBLISHED","2004","EMR","AFG","TOTL","23","23.49551","","",""
"WSH_SANITATION_OD","PUBLISHED","2004","EMR","AFG","URB","6","5.62917","","",""
"WSH_SANITATION_OD","PUBLISHED","2005","EMR","AFG","RUR","28","27.78722","","",""
"WSH_SANITATION_OD","PUBLISHED","2005","EMR","AFG","TOTL","23","22.64220","","",""
"WSH_SANITATION_OD","PUBLISHED","2005","EMR","AFG","URB","5","5.12493","","",""
"WSH_SANITATION_OD","PUBLISHED","2006","EMR","AFG","RUR","27","26.89193","","",""
"WSH_SANITATION_OD","PUBLISHED","2006","EMR","AFG","TOTL","22","21.79025","","",""
"WSH_SANITATION_OD","PUBLISHED","2006","EMR","AFG","URB","5","4.62068","","",""
"WSH_SANITATION_OD","PUBLISHED","2007","EMR","AFG","RUR","26","25.99664","","",""
"WSH_SANITATION_OD","PUBLISHED","2007","EMR","AFG","TOTL","21","20.93946","","",""
"WSH_SANITATION_OD","PUBLISHED","2007","EMR","AFG","URB","4","4.11644","","",""
"WSH_SANITATION_OD","PUBLISHED","2008","EMR","AFG","RUR","25","25.10135","","",""
"WSH_SANITATION_OD","PUBLISHED","2008","EMR","AFG","TOTL","20","20.09007","","",""
"WSH_SANITATION_OD","PUBLISHED","2008","EMR","AFG","URB","4","3.61219","","",""
"WSH_SANITATION_OD","PUBLISHED","2009","EMR","AFG","RUR","24","24.20605","","",""
"WSH_SANITATION_OD","PUBLISHED","2009","EMR","AFG","TOTL","19","19.24209","","",""
"WSH_SANITATION_OD","PUBLISHED","2009","EMR","AFG","URB","3","3.10795","","",""
"WSH_SANITATION_OD","PUBLISHED","2010","EMR","AFG","RUR","23","23.31076","","",""
"WSH_SANITATION_OD","PUBLISHED","2010","EMR","AFG","TOTL","18","18.39553","","",""
"WSH_SANITATION_OD","PUBLISHED","2010","EMR","AFG","URB","3","2.60371","","",""
"WSH_SANITATION_OD","PUBLISHED","2011","EMR","AFG","RUR","22","22.41547","","",""
"WSH_SANITATION_OD","PUBLISHED","2011","EMR","AFG","TOTL","18","17.55019","","",""
"WSH_SANITATION_OD","PUBLISHED","2011","EMR","AFG","URB","2","2.09946","","",""
"WSH_SANITATION_OD","PUBLISHED","2012","EMR","AFG","RUR","22","21.52018","","",""
"WSH_SANITATION_OD","PUBLISHED","2012","EMR","AFG","TOTL","17","16.70631","","",""
"WSH_SANITATION_OD","PUBLISHED","2012","EMR","AFG","URB","2","1.59522","","",""
"WSH_SANITATION_OD","PUBLISHED","2013","EMR","AFG","RUR","21","20.62489","","",""
"WSH_SANITATION_OD","PUBLISHED","2013","EMR","AFG","TOTL","16","15.86389","","",""
"WSH_SANITATION_OD","PUBLISHED","2013","EMR","AFG","URB","1","1.09098","","",""
"WSH_SANITATION_OD","PUBLISHED","2014","EMR","AFG","RUR","20","19.72960","","",""
"WSH_SANITATION_OD","PUBLISHED","2014","EMR","AFG","TOTL","15","15.02294","","",""
"WSH_SANITATION_OD","PUBLISHED","2014","EMR","AFG","URB","1","0.58673","","",""
"WSH_SANITATION_OD","PUBLISHED","2015","EMR","AFG","RUR","19","18.83431","","",""
"WSH_SANITATION_OD","PUBLISHED","2015","EMR","AFG","TOTL","14","14.18329","","",""
"WSH_SANITATION_OD","PUBLISHED","2015","EMR","AFG","URB","0","0.08249","","",""
"WSH_SANITATION_OD","PUBLISHED","2016","EMR","AFG","RUR","18","17.93902","","",""
"WSH_SANITATION_OD","PUBLISHED","2016","EMR","AFG","TOTL","13","13.45068","","",""
"WSH_SANITATION_OD","PUBLISHED","2016","EMR","AFG","URB","0","0.00000","","",""
"WSH_SANITATION_OD","PUBLISHED","2017","EMR","AFG","RUR","17","17.04373","","",""
"WSH_SANITATION_OD","PUBLISHED","2017","EMR","AFG","TOTL","13","12.74019","","",""
"WSH_SANITATION_OD","PUBLISHED","2017","EMR","AFG","URB","0","0.00000","","",""
"WSH_SANITATION_OD","PUBLISHED","2000","EUR","ALB","RUR","1","1.15130","","",""
"WSH_SANITATION_OD","PUBLISHED","2000","EUR","ALB","TOTL","1","0.86468","","",""
"WSH_SANITATION_OD","PUBLISHED","2000","EUR","ALB","URB","0","0.46463","","",""
"WSH_SANITATION_OD","PUBLISHED","2001","EUR","ALB","RUR","1","1.09898","","",""
"WSH_SANITATION_OD","PUBLISHED","2001","EUR","ALB","TOTL","1","0.81726","","",""
"WSH_SANITATION_OD","PUBLISHED","2001","EUR","ALB","URB","0","0.43511","","",""
"WSH_SANITATION_OD","PUBLISHED","2002","EUR","ALB","RUR","1","1.04665","","",""
"WSH_SANITATION_OD","PUBLISHED","2002","EUR","ALB","TOTL","1","0.76778","","",""
"WSH_SANITATION_OD","PUBLISHED","2002","EUR","ALB","URB","0","0.40558","","",""
"WSH_SANITATION_OD","PUBLISHED","2003","EUR","ALB","RUR","1","0.99432","","",""
"WSH_SANITATION_OD","PUBLISHED","2003","EUR","ALB","TOTL","1","0.71874","","",""
"WSH_SANITATION_OD","PUBLISHED","2003","EUR","ALB","URB","0","0.37606","","",""
"WSH_SANITATION_OD","PUBLISHED","2004","EUR","ALB","RUR","1","0.94200","","",""
"WSH_SANITATION_OD","PUBLISHED","2004","EUR","ALB","TOTL","1","0.67016","","",""
"WSH_SANITATION_OD","PUBLISHED","2004","EUR","ALB","URB","0","0.34654","","",""
"WSH_SANITATION_OD","PUBLISHED","2005","EUR","ALB","RUR","1","0.88967","","",""
"WSH_SANITATION_OD","PUBLISHED","2005","EUR","ALB","TOTL","1","0.62206","","",""
"WSH_SANITATION_OD","PUBLISHED","2005","EUR","ALB","URB","0","0.31701","","",""
"WSH_SANITATION_OD","PUBLISHED","2006","EUR","ALB","RUR","1","0.83734","","",""
"WSH_SANITATION_OD","PUBLISHED","2006","EUR","ALB","TOTL","1","0.57443","","",""
"WSH_SANITATION_OD","PUBLISHED","2006","EUR","ALB","URB","0","0.28749","","",""
"WSH_SANITATION_OD","PUBLISHED","2007","EUR","ALB","RUR","1","0.78502","","",""
"WSH_SANITATION_OD","PUBLISHED","2007","EUR","ALB","TOTL","1","0.52728","","",""
"WSH_SANITATION_OD","PUBLISHED","2007","EUR","ALB","URB","0","0.25796","","",""
"WSH_SANITATION_OD","PUBLISHED","2008","EUR","ALB","RUR","1","0.73269","","",""
"WSH_SANITATION_OD","PUBLISHED","2008","EUR","ALB","TOTL","0","0.48061","","",""
"WSH_SANITATION_OD","PUBLISHED","2008","EUR","ALB","URB","0","0.22844","","",""
"WSH_SANITATION_OD","PUBLISHED","2009","EUR","ALB","RUR","1","0.68036","","",""
"WSH_SANITATION_OD","PUBLISHED","2009","EUR","ALB","TOTL","0","0.33286","","",""
"WSH_SANITATION_OD","PUBLISHED","2009","EUR","ALB","URB","0","0.00000","","",""
"WSH_SANITATION_OD","PUBLISHED","2010","EUR","ALB","RUR","1","0.62804","","",""
"WSH_SANITATION_OD","PUBLISHED","2010","EUR","ALB","TOTL","0","0.30043","","",""
"WSH_SANITATION_OD","PUBLISHED","2010","EUR","ALB","URB","0","0.00000","","",""
"WSH_SANITATION_OD","PUBLISHED","2011","EUR","ALB","RUR","1","0.57571","","",""
"WSH_SANITATION_OD","PUBLISHED","2011","EUR","ALB","TOTL","0","0.26916","","",""
"WSH_SANITATION_OD","PUBLISHED","2011","EUR","ALB","URB","0","0.00000","","",""
"WSH_SANITATION_OD","PUBLISHED","2012","EUR","ALB","RUR","1","0.52338","","",""
"WSH_SANITATION_OD","PUBLISHED","2012","EUR","ALB","TOTL","0","0.23903","","",""
"WSH_SANITATION_OD","PUBLISHED","2012","EUR","ALB","URB","0","0.00000","","",""
"WSH_SANITATION_OD","PUBLISHED","2013","EUR","ALB","RUR","0","0.47106","","",""
"WSH_SANITATION_OD","PUBLISHED","2013","EUR","ALB","TOTL","0","0.21015","","",""
"WSH_SANITATION_OD","PUBLISHED","2013","EUR","ALB","URB","0","0.00000","","",""
"WSH_SANITATION_OD","PUBLISHED","2014","EUR","ALB","RUR","0","0.00000","","",""
