"GHO","PUBLISHSTATE","YEAR","REGION","COUNTRY","SEX","ENVCAUSE","Display Value","Numeric","Low","High","Comments"
"AIR_17","PUBLISHED","2016","EMR","AFG","BTSX","ENVCAUSE068","40 [29–49]","39.62178","28.74318","49.43740",""
"AIR_17","PUBLISHED","2016","EMR","AFG","FMLE","ENVCAUSE118","158 [106–198]","157.78223","105.85525","197.66595",""
"AIR_17","PUBLISHED","2016","EMR","AFG","FMLE","ENVCAUSE068","26 [20–32]","26.34189","20.15421","31.99953",""
"AIR_17","PUBLISHED","2016","EMR","AFG","MLE","ENVCAUSE118","131 [34–217]","130.76523","33.81266","217.07466",""
"AIR_17","PUBLISHED","2016","EMR","AFG","MLE","ENVCAUSE114","259 [204–322]","259.19067","204.11108","321.52872",""
"AIR_17","PUBLISHED","2016","AFR","AGO","MLE","ENVCAUSE068","8 [5–10]","7.90142","5.35687","10.38727",""
"AIR_17","PUBLISHED","2016","EUR","ALB","BTSX","ENVCAUSE068","179 [51–342]","178.52696","51.23273","342.30966",""
"AIR_17","PUBLISHED","2016","EUR","ALB","FMLE","ENVCAUSE068","141 [43–265]","141.27335","43.48013","264.51834",""
"AIR_17","PUBLISHED","2016","EUR","ALB","FMLE","ENVCAUSE113","311 [84–633]","311.02988","84.23997","632.72736",""
"AIR_17","PUBLISHED","2016","EMR","ARE","FMLE","ENVCAUSE113","5 [0–37]","5.39414","0.00000","37.40697",""
"AIR_17","PUBLISHED","2016","EMR","ARE","MLE","ENVCAUSE113","16 [0–110]","15.51837","0.00000","110.15202",""
"AIR_17","PUBLISHED","2016","AMR","ARG","BTSX","ENVCAUSE113","14 [0–47]","14.01602","0.46400","47.35738",""
"AIR_17","PUBLISHED","2016","AMR","ARG","BTSX","ENVCAUSE039","24 [1–79]","24.34762","0.76137","78.65856",""
"AIR_17","PUBLISHED","2016","EUR","ARM","FMLE","ENVCAUSE000","105 [4–428]","105.41384","4.06160","427.52234",""
"AIR_17","PUBLISHED","2016","EUR","ARM","FMLE","ENVCAUSE068","13 [0–53]","13.13023","0.45255","52.76361",""
"AIR_17","PUBLISHED","2016","EUR","ARM","MLE","ENVCAUSE039","15 [0–62]","15.00713","0.49991","62.07217",""
"AIR_17","PUBLISHED","2016","EUR","ARM","MLE","ENVCAUSE000","192 [7–771]","191.98399","6.81646","771.38831",""
"AIR_17","PUBLISHED","2016","AMR","ATG","MLE","ENVCAUSE114","5 [0–16]","5.41045","0.40325","16.48935",""
"AIR_17","PUBLISHED","2016","WPR","AUS","BTSX","ENVCAUSE000","0","0.00000","0.00000","0.00000",""
"AIR_17","PUBLISHED","2016","WPR","AUS","FMLE","ENVCAUSE000","0","0.00000","0.00000","0.00000",""
"AIR_17","PUBLISHED","2016","WPR","AUS","FMLE","ENVCAUSE104","0","0.00000","0.00000","0.00000",""
"AIR_17","PUBLISHED","2016","EUR","AUT","FMLE","ENVCAUSE114","0","0.00000","0.00000","0.00000",""
"AIR_17","PUBLISHED","2016","EUR","AUT","MLE","ENVCAUSE000","0","0.00000","0.00000","0.00000",""
"AIR_17","PUBLISHED","2016","EUR","AZE","BTSX","ENVCAUSE118","18 [0–67]","18.16100","0.29553","66.74380",""
"AIR_17","PUBLISHED","2016","EUR","AZE","BTSX","ENVCAUSE000","222 [3–793]","221.72098","3.07830","793.48810",""
"AIR_17","PUBLISHED","2016","AFR","BDI","FMLE","ENVCAUSE068","14 [11–16]","13.92545","11.49420","15.98831",""
"AIR_17","PUBLISHED","2016","AFR","BDI","FMLE","ENVCAUSE113","303 [271–336]","302.78006","270.79471","335.54587",""
"AIR_17","PUBLISHED","2016","AFR","BDI","MLE","ENVCAUSE068","12 [9–15]","12.40255","9.26973","14.97469",""
