"GHO","DATASOURCE","PUBLISHSTATE","YEAR","REGION","COUNTRY","Display Value","Numeric","Low","High","Comments"
"SA_0000001831","SA_0000001831_ZMB","PUBLISHED","2016","AFR","ZMB","5.11","5.11000","","",""
"SA_0000001831","SA_0000001831_COL","PUBLISHED","2016","AMR","COL","15.48","15.48000","","",""
"SA_0000001831","SA_0000001831_NIC","PUBLISHED","2016","AMR","NIC","19.82","19.82000","","",""
"SA_0000001831","SA_0000001831_AUT","PUBLISHED","2016","EUR","AUT","15.77","15.77000","","",""
"SA_0000001831","SA_0000001831_CYP","PUBLISHED","2016","EUR","CYP","13.43","13.43000","","",""
"SA_0000001831","SA_0000001831_DEU","PUBLISHED","2016","EUR","DEU","12.97","12.97000","","",""
"SA_0000001831","SA_0000001831_LUX","PUBLISHED","2016","EUR","LUX","11.95","11.95000","","",""
"SA_0000001831","SA_0000001831_PRT","PUBLISHED","2016","EUR","PRT","13.32","13.32000","","",""
"SA_0000001831","SA_0000001831_SVN","PUBLISHED","2016","EUR","SVN","14.89","14.89000","","",""
"SA_0000001831","SA_0000001831_CHN","PUBLISHED","2016","WPR","CHN","11.71","11.71000","","",""
"SA_0000001831","SA_0000001831_NZL","PUBLISHED","2016","WPR","NZL","24.6","24.60000","","",""
"SA_0000001831","SA_0000001831_SGP","PUBLISHED","2016","WPR","SGP","39.31","39.31000","","",""
"SA_0000001831","SA_0000001831_ARG","PUBLISHED","2016","AMR","ARG","14.18","14.18000","","",""
"SA_0000001831","SA_0000001831_EST","PUBLISHED","2016","EUR","EST","19.77","19.77000","","",""
"SA_0000001831","SA_0000001831_FRA","PUBLISHED","2016","EUR","FRA","17.61","17.61000","","",""
"SA_0000001831","SA_0000001831_NLD","PUBLISHED","2016","EUR","NLD","13.06","13.06000","","",""
"SA_0000001831","SA_0000001831_MKD","PUBLISHED","2016","EUR","MKD","13.85","13.85000","","",""
"SA_0000001831","SA_0000001831_THA","PUBLISHED","2016","SEAR","THA","17.22","17.22000","","",""
"SA_0000001831","SA_0000001831_AUS","PUBLISHED","2016","WPR","AUS","25.9","25.90000","","",""
"SA_0000001831","SA_0000001831_NGA","PUBLISHED","2016","AFR","NGA","8.5","8.50000","","",""
"SA_0000001831","SA_0000001831_DNK","PUBLISHED","2016","EUR","DNK","19.24","19.24000","","",""
"SA_0000001831","SA_0000001831_FIN","PUBLISHED","2016","EUR","FIN","27.63","27.63000","","",""
"SA_0000001831","SA_0000001831_MLT","PUBLISHED","2016","EUR","MLT","11.54","11.54000","","",""
"SA_0000001831","SA_0000001831_MNE","PUBLISHED","2016","EUR","MNE","13.65","13.65000","","",""
"SA_0000001831","SA_0000001831_TUR","PUBLISHED","2016","EUR","TUR","25.72","25.72000","","",""
"SA_0000001831","SA_0000001831_MEX","PUBLISHED","2016","AMR","MEX","10.96","10.96000","","",""
"SA_0000001831","SA_0000001831_TTO","PUBLISHED","2016","AMR","TTO","24.46","24.46000","","",""
"SA_0000001831","SA_0000001831_ALB","PUBLISHED","2016","EUR","ALB","9.59","9.59000","","",""
"SA_0000001831","SA_0000001831_ARM","PUBLISHED","2016","EUR","ARM","15.89","15.89000","","",""
"SA_0000001831","SA_0000001831_HRV","PUBLISHED","2016","EUR","HRV","10.17","10.17000","","",""
"SA_0000001831","SA_0000001831_CZE","PUBLISHED","2016","EUR","CZE","16.7","16.70000","","",""
"SA_0000001831","SA_0000001831_POL","PUBLISHED","2016","EUR","POL","11.38","11.38000","","",""
"SA_0000001831","SA_0000001831_SVK","PUBLISHED","2016","EUR","SVK","15.39","15.39000","","",""
"SA_0000001831","SA_0000001831_ESP","PUBLISHED","2016","EUR","ESP","11.86","11.86000","","",""
"SA_0000001831","SA_0000001831_CHE","PUBLISHED","2016","EUR","CHE","19.96","19.96000","","",""
"SA_0000001831","SA_0000001831_BRA","PUBLISHED","2016","AMR","BRA","11.65","11.65000","","",""
"SA_0000001831","SA_0000001831_CHL","PUBLISHED","2016","AMR","CHL","14.27","14.27000","","",""
"SA_0000001831","SA_0000001831_GEO","PUBLISHED","2016","EUR","GEO","10.1","10.10000","","",""
"SA_0000001831","SA_0000001831_GRC","PUBLISHED","2016","EUR","GRC","17.63","17.63000","","",""
"SA_0000001831","SA_0000001831_ISL","PUBLISHED","2016","EUR","ISL","43.38","43.38000","","",""
"SA_0000001831","SA_0000001831_LTU","PUBLISHED","2016","EUR","LTU","17.13","17.13000","","",""
"SA_0000001831","SA_0000001831_UKR","PUBLISHED","2016","EUR","UKR","13.96","13.96000","","",""
"SA_0000001831","SA_0000001831_ZAF","PUBLISHED","2016","AFR","ZAF","11.58","11.58000","","",""
"SA_0000001831","SA_0000001831_CRI","PUBLISHED","2016","AMR","CRI","5.86","5.86000","","",""
"SA_0000001831","SA_0000001831_AZE","PUBLISHED","2016","EUR","AZE","13.44","13.44000","","",""
"SA_0000001831","SA_0000001831_BLR","PUBLISHED","2016","EUR","BLR","18.85","18.85000","","",""
"SA_0000001831","SA_0000001831_ISR","PUBLISHED","2016","EUR","ISR","19.13","19.13000","","",""
"SA_0000001831","SA_0000001831_ITA","PUBLISHED","2016","EUR","ITA","12.35","12.35000","","",""
"SA_0000001831","SA_0000001831_ROU","PUBLISHED","2016","EUR","ROU","13.42","13.42000","","",""
"SA_0000001831","SA_0000001831_SRB","PUBLISHED","2016","EUR","SRB","10.87","10.87000","","",""
"SA_0000001831","SA_0000001831_CAN","PUBLISHED","2016","AMR","CAN","20.8","20.80000","","",""
"SA_0000001831","SA_0000001831_PRY","PUBLISHED","2016","AMR","PRY","12.42","12.42000","","",""
"SA_0000001831","SA_0000001831_USA","PUBLISHED","2016","AMR","USA","25.35","25.35000","","",""
"SA_0000001831","SA_0000001831_BGR","PUBLISHED","2016","EUR","BGR","12.92","12.92000","","",""
"SA_0000001831","SA_0000001831_HUN","PUBLISHED","2016","EUR","HUN","13.93","13.93000","","",""
"SA_0000001831","SA_0000001831_LVA","PUBLISHED","2016","EUR","LVA","19.79","19.79000","","",""
"SA_0000001831","SA_0000001831_NOR","PUBLISHED","2016","EUR","NOR","37.27","37.27000","","",""
"SA_0000001831","SA_0000001831_SWE","PUBLISHED","2016","EUR","SWE","27.25","27.25000","","",""
"SA_0000001831","SA_0000001831_KEN","PUBLISHED","2016","AFR","KEN","11.82","11.82000","","",""
"SA_0000001831","SA_0000001831_DOM","PUBLISHED","2016","AMR","DOM","14.55","14.55000","","",""
"SA_0000001831","SA_0000001831_PER","PUBLISHED","2016","AMR","PER","11.61","11.61000","","",""
"SA_0000001831","SA_0000001831_BEL","PUBLISHED","2016","EUR","BEL","15.75","15.75000","","",""
"SA_0000001831","SA_0000001831_BIH","PUBLISHED","2016","EUR","BIH","13.23","13.23000","","",""
"SA_0000001831","SA_0000001831_IRL","PUBLISHED","2016","EUR","IRL","28.82","28.82000","","",""
"SA_0000001831","SA_0000001831_KAZ","PUBLISHED","2016","EUR","KAZ","8.68","8.68000","","",""
"SA_0000001831","SA_0000001831_RUS","PUBLISHED","2016","EUR","RUS","18.11","18.11000","","",""
"SA_0000001831","SA_0000001831_IDN","PUBLISHED","2016","SEAR","IDN","23.3","23.30000","","",""
