"GHO","DATASOURCE","PUBLISHSTATE","YEAR","REGION","COUNTRY","AGEGROUP","EDUCATIONLEVEL","RESIDENCEAREATYPE","WEALTHQUINTILE","DHSMICSGEOREGION","WEALTHDECILE","Display Value","Numeric","Low","High","Comments"
"cpmt","EQ_MICS","PUBLISHED","2000","AFR","CAF","","","","","CAFMICS200008","","No data","","","","Not available."
"cpmt","EQ_MICS","PUBLISHED","2006","AFR","CAF","","","","","CAFMICS200603","","No data","","","","Not available."
"cpmt","EQ_MICS","PUBLISHED","2006","AFR","CAF","","","","","CAFMICS200603","","14.3 [9.3-21.3]","14.00000","9.00000","21.00000",""
"cpmt","EQ_MICS","PUBLISHED","2006","AFR","CAF","","","","","CAFMICS200611","","No data","","","","Not available."
"cpmt","EQ_MICS","PUBLISHED","2006","AFR","CAF","","","","","CAFMICS200612","","No data","","","","Not available."
"cpmt","EQ_MICS","PUBLISHED","2006","AFR","CAF","","","","","CAFMICS200612","","8.9 [6.6-12.0]","9.00000","7.00000","12.00000",""
"cpmt","EQ_MICS","PUBLISHED","2010","AFR","CAF","","","","","CAFMICS201007","","No data","","","","Not available."
"cpmt","EQ_MICS","PUBLISHED","2010","AFR","CAF","","","","","CAFMICS201008","","12.4 [8.0-18.7]","12.00000","8.00000","19.00000",""
"cpmt","EQ_MICS","PUBLISHED","2010","AFR","CAF","","","","","CAFMICS201008","","No data","","","","Not available."
"cpmt","EQ_MICS","PUBLISHED","2010","AFR","CAF","","","","","CAFMICS201015","","No data","","","","Not available."
"cpmt","EQ_MICS","PUBLISHED","2010","AFR","CAF","","","","","CAFMICS201016","","7.8 [4.5-13.0]","8.00000","5.00000","13.00000",""
"cpmt","EQ_MICS","PUBLISHED","2010","AFR","CAF","","","","","CAFMICS201017","","34.4 [29.6-39.6]","34.00000","30.00000","40.00000",""
"cpmt","EQ_DHS","PUBLISHED","1996","AFR","TCD","","","","","TCDDHS199601","","0.2 [0.0-1.7]","0.00000","0.00000","2.00000",""
"cpmt","EQ_DHS","PUBLISHED","1996","AFR","TCD","","","","","TCDDHS199603","","0.8 [0.1-5.8]","1.00000","0.00000","6.00000",""
"cpmt","EQ_DHS","PUBLISHED","2004","AFR","TCD","","","","","TCDDHS200402","","10.7 [6.4-17.4]","11.00000","6.00000","17.00000",""
"cpmt","EQ_DHS","PUBLISHED","2004","AFR","TCD","","","","","TCDDHS200404","","24.8 [20.0-30.4]","25.00000","20.00000","30.00000",""
"cpmt","EQ_DHS","PUBLISHED","2004","AFR","TCD","","","","","TCDDHS200405","","5.5 [4.1-7.4]","6.00000","4.00000","7.00000",""
"cpmt","EQ_MICS","PUBLISHED","2010","AFR","TCD","","","","","TCDMICS201004","","4.3 [2.0-8.9]","4.00000","2.00000","9.00000",""
"cpmt","EQ_MICS","PUBLISHED","2010","AFR","TCD","","","","","TCDMICS201005","","4.9 [2.5-9.7]","5.00000","2.00000","10.00000",""
"cpmt","EQ_MICS","PUBLISHED","2010","AFR","TCD","","","","","TCDMICS201019","","3.4 [1.5-7.7]","3.00000","1.00000","8.00000",""
"cpmt","EQ_DHS","PUBLISHED","2014","AFR","TCD","","","","","TCDDHS201406","","0.4 [0.1-1.2]","0.00000","0.00000","1.00000",""
"cpmt","EQ_DHS","PUBLISHED","2014","AFR","TCD","","","","","TCDDHS201408","","11.9 [7.8-17.7]","12.00000","8.00000","18.00000",""
"cpmt","EQ_DHS","PUBLISHED","2014","AFR","TCD","","","","","TCDDHS201409","","12.8 [9.0-17.9]","13.00000","9.00000","18.00000",""
"cpmt","EQ_DHS","PUBLISHED","2000","AMR","COL","","","","","COLDHS200001","","70.8 [68.7-72.8]","71.00000","69.00000","73.00000",""
"cpmt","EQ_DHS","PUBLISHED","2000","AMR","COL","","","","","COLDHS200002","","82.5 [79.8-84.9]","82.00000","80.00000","85.00000",""
"cpmt","EQ_DHS","PUBLISHED","2000","AMR","COL","","","","","COLDHS200004","","76.2 [72.9-79.2]","76.00000","73.00000","79.00000",""
"cpmt","EQ_DHS","PUBLISHED","2000","AMR","COL","","","","","COLDHS200005","","80.7 [77.5-83.5]","81.00000","77.00000","83.00000",""
"cpmt","EQ_DHS","PUBLISHED","2005","AFR","COG","","","","","COGDHS200504","","39.1 [33.7-44.8]","39.00000","34.00000","45.00000",""
"cpmt","EQ_DHS","PUBLISHED","2005","AFR","COG","","","","","COGDHS200504","","No data","","","","Not available."
"cpmt","EQ_DHS","PUBLISHED","2011","AFR","COG","","","","","COGDHS201103","","46.2 [41.1-51.3]","46.00000","41.00000","51.00000",""
"cpmt","EQ_DHS","PUBLISHED","2011","AFR","COG","","","","","COGDHS201103","","No data","","","","Not available."
"cpmt","EQ_DHS","PUBLISHED","2011","AFR","COG","","","","","COGDHS201104","","No data","","","","Not available."
"cpmt","EQ_DHS","PUBLISHED","2011","AFR","COG","","","","","COGDHS201111","","No data","","","","Not available."
"cpmt","EQ_DHS","PUBLISHED","2011","AFR","COG","","","","","COGDHS201112","","No data","","","","Not available."
"cpmt","EQ_MICS","PUBLISHED","2014","AFR","COG","","","","","COGMICS201404","","36.1 [31.0-41.5]","36.00000","31.00000","42.00000",""
"cpmt","EQ_MICS","PUBLISHED","2014","AFR","COG","","","","","COGMICS201405","","38.5 [33.5-43.7]","38.00000","34.00000","44.00000",""
"cpmt","EQ_MICS","PUBLISHED","2014","AFR","COG","","","","","COGMICS201412","","No data","","","","Not available."
"cpmt","EQ_MICS","PUBLISHED","2010","AMR","CUB","","","","","CUBMICS201002","","78.0 [73.3-82.2]","78.00000","73.00000","82.00000",""
"cpmt","EQ_MICS","PUBLISHED","2014","AMR","CUB","","","","","CUBMICS201402","","73.8 [66.9-79.7]","74.00000","67.00000","80.00000",""
"cpmt","EQ_MICS","PUBLISHED","2014","AMR","CUB","","","","","CUBMICS201404","","68.0 [62.6-73.0]","68.00000","63.00000","73.00000",""
"cpmt","EQ_DHS","PUBLISHED","1994","AFR","CIV","","","","","CIVDHS199401","","9.8 [6.7-14.1]","10.00000","7.00000","14.00000",""
"cpmt","EQ_DHS","PUBLISHED","1994","AFR","CIV","","","","","CIVDHS199402","","13.8 [9.7-19.4]","14.00000","10.00000","19.00000",""
"cpmt","EQ_DHS","PUBLISHED","1994","AFR","CIV","","","","","CIVDHS199403","","9.9 [7.2-13.5]","10.00000","7.00000","13.00000",""
"cpmt","EQ_MICS","PUBLISHED","2006","AFR","CIV","","","","","CIVMICS200601","","16.3 [12.9-20.3]","16.00000","13.00000","20.00000",""
"cpmt","EQ_MICS","PUBLISHED","2006","AFR","CIV","","","","","CIVMICS200602","","No data","","","","Not available."
"cpmt","EQ_MICS","PUBLISHED","2006","AFR","CIV","","","","","CIVMICS200603","","No data","","","","Not available."
"cpmt","EQ_MICS","PUBLISHED","2006","AFR","CIV","","","","","CIVMICS200610","","9.3 [5.4-15.4]","9.00000","5.00000","15.00000",""
"cpmt","EQ_MICS","PUBLISHED","2006","AFR","CIV","","","","","CIVMICS200611","","21.5 [16.6-27.3]","21.00000","17.00000","27.00000",""
"cpmt","EQ_DHS","PUBLISHED","2011","AFR","CIV","","","","","CIVDHS201102","","22.3 [18.4-26.7]","22.00000","18.00000","27.00000",""
"cpmt","EQ_DHS","PUBLISHED","2011","AFR","CIV","","","","","CIVDHS201102","","No data","","","","Not available."
"cpmt","EQ_DHS","PUBLISHED","2011","AFR","CIV","","","","","CIVDHS201103","","No data","","","","Not available."
"cpmt","EQ_DHS","PUBLISHED","2011","AFR","CIV","","","","","CIVDHS201110","","10.0 [7.1-14.1]","10.00000","7.00000","14.00000",""
"cpmt","EQ_DHS","PUBLISHED","2011","AFR","CIV","","","","","CIVDHS201111","","29.2 [24.8-33.9]","29.00000","25.00000","34.00000",""
"cpmt","EQ_DHS","PUBLISHED","2011","AFR","CIV","","","","","CIVDHS201111","","No data","","","","Not available."
"cpmt","EQ_MICS","PUBLISHED","2016","AFR","CIV","","","","","CIVMICS201602","","15.3 [11.8-19.7]","15.00000","12.00000","20.00000",""
"cpmt","EQ_MICS","PUBLISHED","2016","AFR","CIV","","","","","CIVMICS201602","","No data","","","","Not available."
"cpmt","EQ_MICS","PUBLISHED","2016","AFR","CIV","","","","","CIVMICS201603","","No data","","","","Not available."
