"GHO","DATASOURCE","PUBLISHSTATE","YEAR","REGION","WORLDBANKINCOMEGROUP","COUNTRY","Display Value","Numeric","Low","High","Comments"
"WHS7_113","NHA_AFG","PUBLISHED","2003","EMR","WB_LI","AFG","5.58","5.57518","","",""
"WHS7_113","NHA_AFG","PUBLISHED","2005","EMR","WB_LI","AFG","5.49","5.49062","","",""
"WHS7_113","NHA_AFG","PUBLISHED","2006","EMR","WB_LI","AFG","6.30","6.29711","","",""
"WHS7_113","","PUBLISHED","1999","AFR","WB_UMI","AGO","2.62","2.61570","","",""
"WHS7_113","","PUBLISHED","2002","AFR","WB_UMI","AGO","3.38","3.37719","","",""
"WHS7_113","","PUBLISHED","1996","EUR","WB_UMI","ALB","6.63","6.62760","","",""
"WHS7_113","","PUBLISHED","1997","EUR","WB_UMI","ALB","6.75","6.75492","","",""
"WHS7_113","","PUBLISHED","1999","EUR","WB_UMI","ALB","7.19","7.18863","","",""
"WHS7_113","","PUBLISHED","2013","EUR","WB_UMI","ALB","9.76","9.76242","","",""
"WHS7_113","","PUBLISHED","2014","EUR","WB_UMI","ALB","9.37","9.36900","","",""
"WHS7_113","","PUBLISHED","1995","EUR","WB_HI","AND","23.56","23.56391","","",""
"WHS7_113","","PUBLISHED","1996","EUR","WB_HI","AND","23.84","23.83743","","",""
"WHS7_113","","PUBLISHED","2011","EUR","WB_HI","AND","19.31","19.30886","","",""
"WHS7_113","","PUBLISHED","2013","EUR","WB_HI","AND","22.32","22.32499","","",""
"WHS7_113","","PUBLISHED","2006","EMR","WB_HI","ARE","8.85","8.84678","","",""
"WHS7_113","","PUBLISHED","2008","EMR","WB_HI","ARE","8.75","8.75461","","",""
"WHS7_113","NHA_ARG","PUBLISHED","2005","AMR","WB_HI","ARG","16.67","16.67159","","",""
"WHS7_113","NHA_ARG","PUBLISHED","2006","AMR","WB_HI","ARG","16.35","16.35093","","",""
"WHS7_113","","PUBLISHED","2000","EUR","WB_LMI","ARM","5.26","5.26358","","",""
"WHS7_113","","PUBLISHED","2002","EUR","WB_LMI","ARM","7.03","7.02800","","",""
"WHS7_113","","PUBLISHED","2003","EUR","WB_LMI","ARM","7.88","7.87953","","",""
"WHS7_113","NHA_ATG","PUBLISHED","1996","AMR","WB_HI","ATG","12.00","12.00000","","",""
"WHS7_113","NHA_ATG","PUBLISHED","1997","AMR","WB_HI","ATG","12.00","12.00000","","",""
"WHS7_113","NHA_ATG","PUBLISHED","1999","AMR","WB_HI","ATG","11.85","11.84539","","",""
"WHS7_113","NHA_ATG","PUBLISHED","2014","AMR","WB_HI","ATG","18.08","18.08452","","",""
"WHS7_113","NHA_AUS","PUBLISHED","1996","WPR","WB_HI","AUS","15.11","15.11368","","",""
"WHS7_113","NHA_AUS","PUBLISHED","2011","WPR","WB_HI","AUS","17.65","17.65066","","",""
"WHS7_113","","PUBLISHED","2006","EUR","WB_HI","AUT","15.75","15.74625","","",""
"WHS7_113","","PUBLISHED","2008","EUR","WB_HI","AUT","16.21","16.20703","","",""
"WHS7_113","NHA_AZE","PUBLISHED","2003","EUR","WB_UMI","AZE","4.80","4.80266","","",""
"WHS7_113","NHA_AZE","PUBLISHED","2005","EUR","WB_UMI","AZE","5.15","5.15285","","",""
"WHS7_113","NHA_AZE","PUBLISHED","2006","EUR","WB_UMI","AZE","4.27","4.27429","","",""
"WHS7_113","NHA_BDI","PUBLISHED","2000","AFR","WB_LI","BDI","7.13","7.13329","","",""
"WHS7_113","NHA_BDI","PUBLISHED","2002","AFR","WB_LI","BDI","7.89","7.88586","","",""
"WHS7_113","NHA_BDI","PUBLISHED","2003","AFR","WB_LI","BDI","5.08","5.08413","","",""
"WHS7_113","","PUBLISHED","1997","EUR","WB_HI","BEL","11.44","11.44124","","",""
"WHS7_113","","PUBLISHED","1999","EUR","WB_HI","BEL","12.02","12.01890","","",""
"WHS7_113","","PUBLISHED","2000","EUR","WB_HI","BEL","12.34","12.34436","","",""
"WHS7_113","","PUBLISHED","2014","EUR","WB_HI","BEL","15.10","15.09731","","",""
"WHS7_113","","PUBLISHED","1995","AFR","WB_LI","BEN","10.44","10.44261","","",""
"WHS7_113","","PUBLISHED","2011","AFR","WB_LI","BEN","13.35","13.34995","","",""
"WHS7_113","","PUBLISHED","2008","AFR","WB_LI","BFA","18.92","18.91959","","",""
"WHS7_113","","PUBLISHED","2009","AFR","WB_LI","BFA","14.68","14.67738","","",""
"WHS7_113","NHA_BGD","PUBLISHED","2003","SEAR","WB_LMI","BGD","8.02","8.02160","","",""
"WHS7_113","NHA_BGD","PUBLISHED","2005","SEAR","WB_LMI","BGD","7.86","7.86422","","",""
"WHS7_113","NHA_BGD","PUBLISHED","2006","SEAR","WB_LMI","BGD","8.56","8.56333","","",""
"WHS7_113","","PUBLISHED","2000","EUR","WB_UMI","BGR","9.00","9.00031","","",""
"WHS7_113","","PUBLISHED","2002","EUR","WB_UMI","BGR","11.57","11.57060","","",""
"WHS7_113","","PUBLISHED","2003","EUR","WB_UMI","BGR","11.93","11.93290","","",""
"WHS7_113","NHA_BHR","PUBLISHED","1997","EMR","WB_HI","BHR","9.43","9.42993","","",""
"WHS7_113","NHA_BHR","PUBLISHED","2000","EMR","WB_HI","BHR","10.23","10.22910","","",""
"WHS7_113","NHA_BHR","PUBLISHED","2014","EMR","WB_HI","BHR","10.47","10.46993","","",""
"WHS7_113","","PUBLISHED","1995","AMR","WB_HI","BHS","14.24","14.24007","","",""
"WHS7_113","","PUBLISHED","1997","AMR","WB_HI","BHS","14.10","14.10201","","",""
"WHS7_113","","PUBLISHED","2011","AMR","WB_HI","BHS","16.30","16.29669","","",""
"WHS7_113","","PUBLISHED","2012","AMR","WB_HI","BHS","15.13","15.13047","","",""
"WHS7_113","","PUBLISHED","2007","EUR","WB_UMI","BIH","10.97","10.96869","","",""
"WHS7_113","","PUBLISHED","2008","EUR","WB_UMI","BIH","11.48","11.47895","","",""
"WHS7_113","","PUBLISHED","2009","EUR","WB_UMI","BIH","13.73","13.73440","","",""
"WHS7_113","","PUBLISHED","2005","EUR","WB_UMI","BLR","10.46","10.45574","","",""
"WHS7_113","","PUBLISHED","2006","EUR","WB_UMI","BLR","9.47","9.46881","","",""
"WHS7_113","NHA_BLZ","PUBLISHED","2000","AMR","WB_UMI","BLZ","6.51","6.50624","","",""
"WHS7_113","NHA_BLZ","PUBLISHED","2003","AMR","WB_UMI","BLZ","8.50","8.50127","","",""
"WHS7_113","NHA_BLZ","PUBLISHED","2004","AMR","WB_UMI","BLZ","8.05","8.04554","","",""
"WHS7_113","NHA_BOL","PUBLISHED","1997","AMR","WB_LMI","BOL","8.27","8.26784","","",""
"WHS7_113","NHA_BOL","PUBLISHED","2000","AMR","WB_LMI","BOL","8.67","8.67152","","",""
"WHS7_113","NHA_BOL","PUBLISHED","2014","AMR","WB_LMI","BOL","11.75","11.75193","","",""
"WHS7_113","","PUBLISHED","1995","AMR","WB_UMI","BRA","8.36","8.36047","","",""
"WHS7_113","","PUBLISHED","1997","AMR","WB_UMI","BRA","7.03","7.03161","","",""
"WHS7_113","","PUBLISHED","2011","AMR","WB_UMI","BRA","8.24","8.23754","","",""
"WHS7_113","","PUBLISHED","2012","AMR","WB_UMI","BRA","6.86","6.86251","","",""
"WHS7_113","","PUBLISHED","2014","AMR","WB_UMI","BRA","6.78","6.78192","","",""
"WHS7_113","","PUBLISHED","2008","AMR","WB_HI","BRB","10.54","10.53930","","",""
"WHS7_113","","PUBLISHED","2009","AMR","WB_HI","BRB","10.98","10.97848","","",""
"WHS7_113","","PUBLISHED","2010","AMR","WB_HI","BRB","9.71","9.71187","","",""
"WHS7_113","NHA_BRN","PUBLISHED","2006","WPR","WB_HI","BRN","6.26","6.26392","","",""
"WHS7_113","NHA_BTN","PUBLISHED","2003","SEAR","WB_LMI","BTN","10.92","10.92247","","",""
"WHS7_113","NHA_BTN","PUBLISHED","2004","SEAR","WB_LMI","BTN","10.31","10.30922","","",""
"WHS7_113","","PUBLISHED","1997","AFR","WB_UMI","BWA","6.36","6.36140","","",""
"WHS7_113","","PUBLISHED","1998","AFR","WB_UMI","BWA","5.69","5.68966","","",""
"WHS7_113","","PUBLISHED","2000","AFR","WB_UMI","BWA","7.49","7.48890","","",""
"WHS7_113","","PUBLISHED","2014","AFR","WB_UMI","BWA","8.84","8.83910","","",""
"WHS7_113","NHA_CAF","PUBLISHED","1995","AFR","WB_LI","CAF","8.04","8.03694","","",""
"WHS7_113","NHA_CAF","PUBLISHED","1997","AFR","WB_LI","CAF","9.18","9.17841","","",""
"WHS7_113","NHA_CAF","PUBLISHED","2012","AFR","WB_LI","CAF","10.51","10.50663","","",""
"WHS7_113","NHA_CAF","PUBLISHED","2014","AFR","WB_LI","CAF","14.17","14.16569","","",""
"WHS7_113","","PUBLISHED","2007","AMR","WB_HI","CAN","17.84","17.84465","","",""
"WHS7_113","","PUBLISHED","2009","AMR","WB_HI","CAN","18.12","18.12344","","",""
"WHS7_113","","PUBLISHED","2010","AMR","WB_HI","CAN","18.23","18.22610","","",""
"WHS7_113","","PUBLISHED","2004","EUR","WB_HI","CHE","17.83","17.83015","","",""
"WHS7_113","","PUBLISHED","2006","EUR","WB_HI","CHE","18.48","18.47676","","",""
"WHS7_113","","PUBLISHED","2001","AMR","WB_HI","CHL","14.96","14.96380","","",""
"WHS7_113","","PUBLISHED","2003","AMR","WB_HI","CHL","12.02","12.01585","","",""
"WHS7_113","","PUBLISHED","2004","AMR","WB_HI","CHL","12.67","12.67176","","",""
"WHS7_113","NHA_CHN","PUBLISHED","1998","WPR","WB_UMI","CHN","14.24","14.24459","","",""
"WHS7_113","NHA_CHN","PUBLISHED","2000","WPR","WB_UMI","CHN","10.82","10.81523","","",""
"WHS7_113","NHA_CHN","PUBLISHED","2001","WPR","WB_UMI","CHN","9.29","9.28649","","",""
"WHS7_113","","PUBLISHED","1995","AFR","WB_LMI","CIV","6.83","6.83274","","",""
"WHS7_113","","PUBLISHED","1997","AFR","WB_LMI","CIV","9.17","9.17111","","",""
"WHS7_113","","PUBLISHED","1998","AFR","WB_LMI","CIV","9.02","9.02382","","",""
"WHS7_113","","PUBLISHED","2012","AFR","WB_LMI","CIV","8.52","8.52094","","",""
"WHS7_113","","PUBLISHED","2013","AFR","WB_LMI","CIV","8.20","8.20382","","",""
"WHS7_113","NHA_CMR","PUBLISHED","2009","AFR","WB_LMI","CMR","7.34","7.33615","","",""
"WHS7_113","NHA_COD","PUBLISHED","2004","AFR","WB_LI","COD","4.95","4.95197","","",""
"WHS7_113","NHA_COD","PUBLISHED","2006","AFR","WB_LI","COD","8.32","8.32080","","",""
"WHS7_113","","PUBLISHED","2001","AFR","WB_LMI","COG","4.23","4.23146","","",""
"WHS7_113","","PUBLISHED","2003","AFR","WB_LMI","COG","4.36","4.36429","","",""
"WHS7_113","","PUBLISHED","2004","AFR","WB_LMI","COG","5.13","5.12517","","",""
