"GHO","PUBLISHSTATE","YEAR","REGION","COUNTRY","RESIDENCEAREATYPE","Display Value","Numeric","Low","High","Comments"
"MALARIA_30545","PUBLISHED","2004","AFR","MWI","TOTL","","","","",""
"MALARIA_30545","PUBLISHED","2004","AFR","MWI","RUR","","","","",""
"MALARIA_30545","PUBLISHED","2004","AFR","MWI","","","","","",""
"MALARIA_30545","PUBLISHED","2004","AFR","TZA","TOTL","4","4.00000","","",""
"MALARIA_30545","PUBLISHED","2004","AFR","TZA","RUR","5","5.00000","","",""
"MALARIA_30545","PUBLISHED","2004","AFR","TZA","","2","2.00000","","",""
"MALARIA_30545","PUBLISHED","2005","AFR","COG","TOTL","4","4.00000","","",""
"MALARIA_30545","PUBLISHED","2005","AFR","COG","RUR","1","1.00000","","",""
"MALARIA_30545","PUBLISHED","2005","AFR","COG","","3","3.00000","","",""
"MALARIA_30545","PUBLISHED","2006","AFR","UGA","TOTL","1","1.00000","","",""
"MALARIA_30545","PUBLISHED","2006","AFR","UGA","RUR","1","1.00000","","",""
"MALARIA_30545","PUBLISHED","2006","AFR","UGA","","0","0.00000","","",""
