"GHO","DATASOURCE","PUBLISHSTATE","YEAR","REGION","COUNTRY","EDUCATIONLEVEL","SEX","RESIDENCEAREATYPE","WEALTHQUINTILE","DHSMICSGEOREGION","WEALTHDECILE","Display Value","Numeric","Low","High","Comments"
"ors","EQ_MICS","PUBLISHED","2010","EMR","AFG","","","","","AFGMICS201007","","60.5 [40.7-77.3]","60.00000","41.00000","77.00000",""
"ors","EQ_DHS","PUBLISHED","2015","EMR","AFG","","","","","AFGDHS201517","","80.8 [72.5-87.1]","81.00000","72.00000","87.00000",""
"ors","EQ_DHS","PUBLISHED","2015","EMR","AFG","","","","","AFGDHS201526","","No data","","","","Not reported - Estimate is based on fewer than 25 cases."
"ors","EQ_MICS","PUBLISHED","2005","EUR","ALB","","","","","ALBMICS200503","","No data","","","","Not reported - Estimate is based on fewer than 25 cases."
"ors","EQ_DHS","PUBLISHED","2017","EUR","ALB","","","","","ALBDHS201709","","No data","","","","Not reported - Estimate is based on fewer than 25 cases."
"ors","EQ_MICS","PUBLISHED","1996","AFR","AGO","","","","","AGOMICS199608","","No data","","","","Not available."
"ors","EQ_MICS","PUBLISHED","1996","AFR","AGO","","","","","AGOMICS199617","","No data","","","","Not available."
"ors","EQ_DHS","PUBLISHED","2015","AFR","AGO","","","","","AGODHS201505","","50.0 [39.1-60.9]","50.00000","39.00000","61.00000",""
"ors","EQ_DHS","PUBLISHED","2015","AFR","AGO","","","","","AGODHS201514","","42.6 [34.8-50.7]","43.00000","35.00000","51.00000",""
"ors","EQ_MICS","PUBLISHED","2011","AMR","ARG","","","","","ARGMICS201102","","31.9 [23.3-41.9]","32.00000","23.00000","42.00000",""
"ors","EQ_MICS","PUBLISHED","2011","AMR","ARG","","","","","ARGMICS201104","","8.5 [3.4-20.0]","9.00000","3.00000","20.00000",""
"ors","EQ_DHS","PUBLISHED","2000","EUR","ARM","","","","","ARMDHS200004","","No data","","","","Not reported - Estimate is based on fewer than 25 cases."
"ors","EQ_DHS","PUBLISHED","2005","EUR","ARM","","","","","ARMDHS200503","","23.6 [10.0-46.3]","24.00000","10.00000","46.00000","Attention - Estimate is based on 25-49 cases."
"ors","EQ_DHS","PUBLISHED","2010","EUR","ARM","","","","","ARMDHS201009","","No data","","","","Not reported - Estimate is based on fewer than 25 cases."
"ors","EQ_DHS","PUBLISHED","2015","EUR","ARM","","","","","ARMDHS201510","","No data","","","","Not reported - Estimate is based on fewer than 25 cases."
"ors","EQ_DHS","PUBLISHED","2006","EUR","AZE","","","","","AZEDHS200609","","5.7 [1.9-16.1]","6.00000","2.00000","16.00000",""
"ors","EQ_DHS","PUBLISHED","1996","SEAR","BGD","","","","","BGDDHS199602","","48.2 [32.9-63.9]","48.00000","33.00000","64.00000",""
"ors","EQ_DHS","PUBLISHED","2004","SEAR","BGD","","","","","BGDDHS200403","","63.7 [51.8-74.0]","64.00000","52.00000","74.00000",""
"ors","EQ_DHS","PUBLISHED","2004","SEAR","BGD","","","","","BGDDHS200405","","60.7 [49.3-71.0]","61.00000","49.00000","71.00000",""
"ors","EQ_DHS","PUBLISHED","2007","SEAR","BGD","","","","","BGDDHS200706","","65.1 [54.1-74.7]","65.00000","54.00000","75.00000",""
"ors","EQ_DHS","PUBLISHED","2011","SEAR","BGD","","","","","BGDDHS201103","","87.6 [76.1-94.0]","88.00000","76.00000","94.00000",""
"ors","EQ_MICS","PUBLISHED","2012","SEAR","BGD","","","","","BGDMICS201202","","68.9 [58.3-77.8]","69.00000","58.00000","78.00000",""
"ors","EQ_MICS","PUBLISHED","2012","AMR","BRB","","","","","BRBMICS201204","","No data","","","","Not reported - Estimate is based on fewer than 25 cases."
"ors","EQ_MICS","PUBLISHED","2012","EUR","BLR","","","","","BLRMICS201202","","No data","","","","Not reported - Estimate is based on fewer than 25 cases."
"ors","EQ_MICS","PUBLISHED","2006","AMR","BLZ","","","","","BLZMICS200601","","No data","","","","Not reported - Estimate is based on fewer than 25 cases."
"ors","EQ_MICS","PUBLISHED","2011","AMR","BLZ","","","","","BLZMICS201107","","No data","","","","Not reported - Estimate is based on fewer than 25 cases."
"ors","EQ_MICS","PUBLISHED","2015","AMR","BLZ","","","","","BLZMICS201504","","No data","","","","Not reported - Estimate is based on fewer than 25 cases."
"ors","EQ_DHS","PUBLISHED","1996","AFR","BEN","","","","","BENDHS199606","","19.3 [12.6-28.5]","19.00000","13.00000","28.00000",""
"ors","EQ_DHS","PUBLISHED","2001","AFR","BEN","","","","","BENDHS200103","","22.1 [15.2-30.9]","22.00000","15.00000","31.00000",""
"ors","EQ_DHS","PUBLISHED","2006","AFR","BEN","","","","","BENDHS200603","","20.0 [14.4-27.2]","20.00000","14.00000","27.00000",""
"ors","EQ_DHS","PUBLISHED","2006","AFR","BEN","","","","","BENDHS200605","","30.5 [22.2-40.1]","30.00000","22.00000","40.00000",""
"ors","EQ_DHS","PUBLISHED","2006","AFR","BEN","","","","","BENDHS200612","","19.8 [11.4-32.1]","20.00000","11.00000","32.00000",""
"ors","EQ_DHS","PUBLISHED","2011","AFR","BEN","","","","","BENDHS201106","","41.3 [31.7-51.5]","41.00000","32.00000","52.00000",""
"ors","EQ_DHS","PUBLISHED","2011","AFR","BEN","","","","","BENDHS201111","","No data","","","","Not reported - Estimate is based on fewer than 25 cases."
"ors","EQ_MICS","PUBLISHED","2014","AFR","BEN","","","","","BENMICS201403","","16.2 [9.2-27.0]","16.00000","9.00000","27.00000",""
"ors","EQ_MICS","PUBLISHED","2014","AFR","BEN","","","","","BENMICS201407","","41.5 [27.6-56.9]","41.00000","28.00000","57.00000",""
"ors","EQ_MICS","PUBLISHED","2014","AFR","BEN","","","","","BENMICS201412","","20.4 [10.6-35.6]","20.00000","11.00000","36.00000",""
"ors","EQ_DHS","PUBLISHED","2017","AFR","BEN","","","","","BENDHS201706","","17.0 [11.1-25.2]","17.00000","11.00000","25.00000",""
"ors","EQ_MICS","PUBLISHED","2010","SEAR","BTN","","","","","BTNMICS201009","","54.4 [41.2-67.1]","54.00000","41.00000","67.00000","Attention - Estimate is based on 25-49 cases."
"ors","EQ_DHS","PUBLISHED","1994","AMR","BOL","","","","","BOLDHS199403","","35.9 [30.1-42.2]","36.00000","30.00000","42.00000",""
"ors","EQ_DHS","PUBLISHED","1998","AMR","BOL","","","","","BOLDHS199803","","16.8 [12.4-22.3]","17.00000","12.00000","22.00000",""
"ors","EQ_DHS","PUBLISHED","1998","AMR","BOL","","","","","BOLDHS199807","","No data","","","","Not available."
"ors","EQ_DHS","PUBLISHED","2003","AMR","BOL","","","","","BOLDHS200304","","17.6 [12.0-25.1]","18.00000","12.00000","25.00000",""
"ors","EQ_DHS","PUBLISHED","2003","AMR","BOL","","","","","BOLDHS200309","","No data","","","","Not available."
"ors","EQ_DHS","PUBLISHED","2008","AMR","BOL","","","","","BOLDHS200803","","35.4 [28.8-42.7]","35.00000","29.00000","43.00000",""
"ors","EQ_DHS","PUBLISHED","2008","AMR","BOL","","","","","BOLDHS200808","","No data","","","","Not available."
"ors","EQ_DHS","PUBLISHED","2008","AMR","BOL","","","","","BOLDHS200809","","39.0 [26.2-53.5]","39.00000","26.00000","53.00000",""
"ors","EQ_MICS","PUBLISHED","2011","EUR","BIH","","","","","BIHMICS201102","","No data","","","","Not available."
"ors","EQ_MICS","PUBLISHED","2000","AFR","BWA","","","","","BWAMICS200006","","No data","","","","Not available."
"ors","EQ_MICS","PUBLISHED","2000","AFR","BWA","","","","","BWAMICS200008","","No data","","","","Not available."
"ors","EQ_DHS","PUBLISHED","1996","AMR","BRA","","","","","BRADHS199602","","42.2 [36.2-48.6]","42.00000","36.00000","49.00000",""
"ors","EQ_DHS","PUBLISHED","1992","AFR","BFA","","","","","BFADHS199204","","No data","","","","Not available."
"ors","EQ_DHS","PUBLISHED","2003","AFR","BFA","","","","","BFADHS200303","","18.2 [8.7-34.3]","18.00000","9.00000","34.00000",""
"ors","EQ_DHS","PUBLISHED","2003","AFR","BFA","","","","","BFADHS200307","","No data","","","","Not available."
"ors","EQ_DHS","PUBLISHED","2003","AFR","BFA","","","","","BFADHS200308","","23.5 [17.6-30.5]","23.00000","18.00000","31.00000",""
"ors","EQ_DHS","PUBLISHED","2003","AFR","BFA","","","","","BFADHS200312","","No data","","","","Not available."
"ors","EQ_MICS","PUBLISHED","2006","AFR","BFA","","","","","BFAMICS200603","","No data","","","","Not available."
"ors","EQ_MICS","PUBLISHED","2006","AFR","BFA","","","","","BFAMICS200608","","No data","","","","Not available."
"ors","EQ_MICS","PUBLISHED","2006","AFR","BFA","","","","","BFAMICS200609","","No data","","","","Not available."
"ors","EQ_MICS","PUBLISHED","2006","AFR","BFA","","","","","BFAMICS200613","","11.0 [6.1-19.2]","11.00000","6.00000","19.00000",""
"ors","EQ_DHS","PUBLISHED","2010","AFR","BFA","","","","","BFADHS201003","","31.3 [21.5-43.1]","31.00000","22.00000","43.00000",""
"ors","EQ_DHS","PUBLISHED","2010","AFR","BFA","","","","","BFADHS201010","","12.5 [6.8-21.9]","12.00000","7.00000","22.00000",""
"ors","EQ_DHS","PUBLISHED","2010","AFR","BDI","","","","","BDIDHS201002","","37.4 [32.4-42.6]","37.00000","32.00000","43.00000",""
"ors","EQ_DHS","PUBLISHED","2010","AFR","BDI","","","","","BDIDHS201004","","37.5 [31.3-44.2]","38.00000","31.00000","44.00000",""
"ors","EQ_DHS","PUBLISHED","2016","AFR","BDI","","","","","BDIDHS201618","","33.4 [22.1-47.0]","33.00000","22.00000","47.00000",""
"ors","EQ_DHS","PUBLISHED","2000","WPR","KHM","","","","","KHMDHS200002","","38.0 [21.1-58.3]","38.00000","21.00000","58.00000","Attention - Estimate is based on 25-49 cases."
"ors","EQ_DHS","PUBLISHED","2000","WPR","KHM","","","","","KHMDHS200016","","19.9 [10.5-34.6]","20.00000","10.00000","35.00000",""
"ors","EQ_DHS","PUBLISHED","2005","WPR","KHM","","","","","KHMDHS200515","","30.8 [19.0-45.9]","31.00000","19.00000","46.00000",""
"ors","EQ_DHS","PUBLISHED","2010","WPR","KHM","","","","","KHMDHS201006","","35.2 [24.0-48.2]","35.00000","24.00000","48.00000","Attention - Estimate is based on 25-49 cases."
"ors","EQ_DHS","PUBLISHED","2010","WPR","KHM","","","","","KHMDHS201017","","44.5 [33.7-55.8]","44.00000","34.00000","56.00000",""
"ors","EQ_DHS","PUBLISHED","2014","WPR","KHM","","","","","KHMDHS201406","","No data","","","","Not reported - Estimate is based on fewer than 25 cases."
"ors","EQ_DHS","PUBLISHED","2014","WPR","KHM","","","","","KHMDHS201411","","54.4 [41.9-66.3]","54.00000","42.00000","66.00000",""
"ors","EQ_DHS","PUBLISHED","2004","AFR","CMR","","","","","CMRDHS200403","","34.8 [22.4-49.6]","35.00000","22.00000","50.00000","Attention - Estimate is based on 25-49 cases."
"ors","EQ_MICS","PUBLISHED","2006","AFR","CMR","","","","","CMRMICS200606","","7.6 [3.6-15.2]","8.00000","4.00000","15.00000",""
"ors","EQ_DHS","PUBLISHED","2018","AFR","CMR","","","","","CMRDHS201807","","No data","","","","Not available."
"ors","EQ_DHS","PUBLISHED","1994","AFR","CAF","","","","","CAFDHS199403","","25.0 [17.3-34.7]","25.00000","17.00000","35.00000",""
"ors","EQ_DHS","PUBLISHED","1994","AFR","CAF","","","","","CAFDHS199405","","23.5 [17.1-31.5]","24.00000","17.00000","32.00000",""
"ors","EQ_MICS","PUBLISHED","2006","AFR","CAF","","","","","CAFMICS200603","","No data","","","","Not available."
"ors","EQ_MICS","PUBLISHED","2006","AFR","CAF","","","","","CAFMICS200604","","No data","","","","Not available."
"ors","EQ_MICS","PUBLISHED","2006","AFR","CAF","","","","","CAFMICS200616","","21.8 [15.3-30.0]","22.00000","15.00000","30.00000",""
"ors","EQ_MICS","PUBLISHED","2010","AFR","CAF","","","","","CAFMICS201002","","No data","","","","Not available."
"ors","EQ_MICS","PUBLISHED","2010","AFR","CAF","","","","","CAFMICS201003","","No data","","","","Not available."
"ors","EQ_MICS","PUBLISHED","2010","AFR","CAF","","","","","CAFMICS201010","","No data","","","","Not available."
"ors","EQ_MICS","PUBLISHED","2010","AFR","CAF","","","","","CAFMICS201014","","No data","","","","Not available."
"ors","EQ_DHS","PUBLISHED","1996","AFR","TCD","","","","","TCDDHS199607","","6.4 [3.0-13.5]","6.00000","3.00000","14.00000","Attention - Estimate is based on 25-49 cases."
"ors","EQ_DHS","PUBLISHED","2004","AFR","TCD","","","","","TCDDHS200402","","12.9 [4.1-34.0]","13.00000","4.00000","34.00000",""
"ors","EQ_MICS","PUBLISHED","2010","AFR","TCD","","","","","TCDMICS201005","","8.0 [3.2-18.4]","8.00000","3.00000","18.00000",""
"ors","EQ_MICS","PUBLISHED","2010","AFR","TCD","","","","","TCDMICS201007","","12.9 [6.9-23.1]","13.00000","7.00000","23.00000",""
"ors","EQ_MICS","PUBLISHED","2010","AFR","TCD","","","","","TCDMICS201016","","7.7 [4.4-13.3]","8.00000","4.00000","13.00000",""
"ors","EQ_DHS","PUBLISHED","2014","AFR","TCD","","","","","TCDDHS201414","","9.3 [3.6-22.2]","9.00000","4.00000","22.00000",""
"ors","EQ_DHS","PUBLISHED","1995","AMR","COL","","","","","COLDHS199505","","43.2 [33.7-53.3]","43.00000","34.00000","53.00000",""
"ors","EQ_DHS","PUBLISHED","2005","AMR","COL","","","","","COLDHS200501","","53.5 [49.0-58.0]","54.00000","49.00000","58.00000",""
"ors","EQ_DHS","PUBLISHED","2010","AMR","COL","","","","","COLDHS201005","","54.1 [42.4-65.4]","54.00000","42.00000","65.00000",""
"ors","EQ_DHS","PUBLISHED","2015","AMR","COL","","","","","COLDHS201502","","No data","","","","Not available."
"ors","EQ_MICS","PUBLISHED","2000","AFR","COM","","","","","COMMICS200002","","No data","","","","Not available."
"ors","EQ_DHS","PUBLISHED","2005","AFR","COG","","","","","COGDHS200501","","No data","","","","Not available."
"ors","EQ_DHS","PUBLISHED","2011","AFR","COG","","","","","COGDHS201102","","17.4 [11.4-25.5]","17.00000","11.00000","26.00000",""
"ors","EQ_DHS","PUBLISHED","2011","AFR","COG","","","","","COGDHS201107","","23.8 [15.2-35.3]","24.00000","15.00000","35.00000",""
"ors","EQ_DHS","PUBLISHED","2011","AFR","COG","","","","","COGDHS201112","","No data","","","","Not available."
"ors","EQ_MICS","PUBLISHED","2014","AFR","COG","","","","","COGMICS201404","","No data","","","","Not available."
"ors","EQ_MICS","PUBLISHED","2014","AFR","COG","","","","","COGMICS201409","","25.6 [16.0-38.3]","26.00000","16.00000","38.00000",""
"ors","EQ_MICS","PUBLISHED","2006","AMR","CUB","","","","","CUBMICS200601","","No data","","","","Not available."
"ors","EQ_MICS","PUBLISHED","2010","AMR","CUB","","","","","CUBMICS201003","","34.1 [12.8-64.8]","34.00000","13.00000","65.00000",""
"ors","EQ_DHS","PUBLISHED","2011","AFR","CIV","","","","","CIVDHS201101","","No data","","","","Not available."
"ors","EQ_DHS","PUBLISHED","2011","AFR","CIV","","","","","CIVDHS201108","","No data","","","","Not available."
"ors","EQ_MICS","PUBLISHED","2016","AFR","CIV","","","","","CIVMICS201606","","20.2 [14.4-27.6]","20.00000","14.00000","28.00000",""
"ors","EQ_MICS","PUBLISHED","2016","AFR","CIV","","","","","CIVMICS201608","","No data","","","","Not available."
"ors","EQ_MICS","PUBLISHED","2001","AFR","COD","","","","","CODMICS200105","","No data","","","","Not available."
"ors","EQ_DHS","PUBLISHED","2007","AFR","COD","","","","","CODDHS200702","","44.0 [29.9-59.2]","44.00000","30.00000","59.00000",""
"ors","EQ_DHS","PUBLISHED","2007","AFR","COD","","","","","CODDHS200704","","No data","","","","Not available."
"ors","EQ_DHS","PUBLISHED","2007","AFR","COD","","","","","CODDHS200706","","46.2 [27.7-65.7]","46.00000","28.00000","66.00000",""
"ors","EQ_DHS","PUBLISHED","2007","AFR","COD","","","","","CODDHS200709","","No data","","","","Not available."
"ors","EQ_MICS","PUBLISHED","2010","AFR","COD","","","","","CODMICS201010","","20.0 [15.0-26.1]","20.00000","15.00000","26.00000",""
"ors","EQ_DHS","PUBLISHED","2013","AFR","COD","","","","","CODDHS201305","","No data","","","","Not available."
"ors","EQ_DHS","PUBLISHED","2013","AFR","COD","","","","","CODDHS201310","","32.1 [23.2-42.6]","32.00000","23.00000","43.00000",""
"ors","EQ_DHS","PUBLISHED","1991","AMR","DOM","","","","","DOMDHS199102","","No data","","","","Not available."
"ors","EQ_DHS","PUBLISHED","1991","AMR","DOM","","","","","DOMDHS199107","","No data","","","","Not available."
"ors","EQ_DHS","PUBLISHED","1996","AMR","DOM","","","","","DOMDHS199604","","15.6 [10.4-22.7]","16.00000","10.00000","23.00000",""
"ors","EQ_DHS","PUBLISHED","1999","AMR","DOM","","","","","DOMDHS199902","","No data","","","","Not reported - Estimate is based on fewer than 25 cases."
"ors","EQ_DHS","PUBLISHED","2002","AMR","DOM","","","","","DOMDHS200204","","No data","","","","Not available."
"ors","EQ_DHS","PUBLISHED","2002","AMR","DOM","","","","","DOMDHS200211","","No data","","","","Not available."
"ors","EQ_DHS","PUBLISHED","2002","AMR","DOM","","","","","DOMDHS200215","","No data","","","","Not available."
"ors","EQ_DHS","PUBLISHED","2002","AMR","DOM","","","","","DOMDHS200220","","No data","","","","Not available."
"ors","EQ_DHS","PUBLISHED","2002","AMR","DOM","","","","","DOMDHS200221","","No data","","","","Not available."
"ors","EQ_DHS","PUBLISHED","2002","AMR","DOM","","","","","DOMDHS200232","","No data","","","","Not available."
"ors","EQ_DHS","PUBLISHED","2007","AMR","DOM","","","","","DOMDHS200703","","51.4 [37.1-65.5]","51.00000","37.00000","66.00000",""
"ors","EQ_DHS","PUBLISHED","2007","AMR","DOM","","","","","DOMDHS200719","","No data","","","","Not available."
"ors","EQ_DHS","PUBLISHED","2007","AMR","DOM","","","","","DOMDHS200720","","No data","","","","Not available."
"ors","EQ_DHS","PUBLISHED","2007","AMR","DOM","","","","","DOMDHS200723","","No data","","","","Not available."
"ors","EQ_DHS","PUBLISHED","2007","AMR","DOM","","","","","DOMDHS200724","","21.3 [14.2-30.6]","21.00000","14.00000","31.00000",""
"ors","EQ_DHS","PUBLISHED","2007","AMR","DOM","","","","","DOMDHS200729","","41.6 [23.2-62.7]","42.00000","23.00000","63.00000","Attention - Estimate is based on 25-49 cases."
"ors","EQ_DHS","PUBLISHED","2007","AMR","DOM","","","","","DOMDHS200731","","50.0 [28.2-71.8]","50.00000","28.00000","72.00000","Attention - Estimate is based on 25-49 cases."
"ors","EQ_DHS","PUBLISHED","2013","AMR","DOM","","","","","DOMDHS201301","","No data","","","","Not available."
"ors","EQ_MICS","PUBLISHED","2014","AMR","DOM","","","","","DOMMICS201407","","51.3 [42.0-60.5]","51.00000","42.00000","60.00000",""
"ors","EQ_MICS","PUBLISHED","2014","AMR","DOM","","","","","DOMMICS201409","","35.6 [29.5-42.3]","36.00000","29.00000","42.00000",""
"ors","EQ_RHS","PUBLISHED","1994","AMR","ECU","","","","","ECURHS199402","","24.7 [10.9-47.0]","25.00000","11.00000","47.00000",""
