"GHO","DATASOURCE","PUBLISHSTATE","YEAR","REGION","COUNTRY","RESIDENCEAREATYPE","Display Value","Numeric","Low","High","Comments"
"FINPROTECTION_CATA_TOT_25_POP","FPAFG2007","PUBLISHED","2007","EMR","AFG","TOTL","0.07","0.07000","","",""
"FINPROTECTION_CATA_TOT_25_POP","FPAFG2007","PUBLISHED","2007","EMR","AFG","RUR","0.08","0.08000","","",""
"FINPROTECTION_CATA_TOT_25_POP","FPAFG2007","PUBLISHED","2007","EMR","AFG","URB","0.00","0.00000","","",""
"FINPROTECTION_CATA_TOT_25_POP","FPAFG2013","PUBLISHED","2013","EMR","AFG","TOTL","2.01","2.01000","","",""
"FINPROTECTION_CATA_TOT_25_POP","FPAFG2013","PUBLISHED","2013","EMR","AFG","RUR","2.18","2.18000","","",""
"FINPROTECTION_CATA_TOT_25_POP","FPAFG2013","PUBLISHED","2013","EMR","AFG","URB","1.49","1.49000","","",""
"FINPROTECTION_CATA_TOT_25_POP","FPAGO2008","PUBLISHED","2008","AFR","AGO","TOTL","4.54","4.54000","","",""
"FINPROTECTION_CATA_TOT_25_POP","FPAGO2008","PUBLISHED","2008","AFR","AGO","RUR","3.90","3.90000","","",""
"FINPROTECTION_CATA_TOT_25_POP","FPAGO2008","PUBLISHED","2008","AFR","AGO","URB","5.25","5.25000","","",""
"FINPROTECTION_CATA_TOT_25_POP","FPALB1996","PUBLISHED","1996","EUR","ALB","TOTL","2.91","2.91000","","",""
"FINPROTECTION_CATA_TOT_25_POP","FPALB1996","PUBLISHED","1996","EUR","ALB","RUR","2.68","2.68000","","",""
"FINPROTECTION_CATA_TOT_25_POP","FPALB1996","PUBLISHED","1996","EUR","ALB","URB","3.36","3.36000","","",""
"FINPROTECTION_CATA_TOT_25_POP","FPALB2002","PUBLISHED","2002","EUR","ALB","TOTL","5.64","5.64000","","",""
"FINPROTECTION_CATA_TOT_25_POP","FPALB2002","PUBLISHED","2002","EUR","ALB","RUR","6.42","6.42000","","",""
"FINPROTECTION_CATA_TOT_25_POP","FPALB2002","PUBLISHED","2002","EUR","ALB","URB","4.54","4.54000","","",""
"FINPROTECTION_CATA_TOT_25_POP","FPALB2005","PUBLISHED","2005","EUR","ALB","TOTL","4.50","4.50000","","",""
"FINPROTECTION_CATA_TOT_25_POP","FPALB2005","PUBLISHED","2005","EUR","ALB","RUR","2.82","2.82000","","",""
"FINPROTECTION_CATA_TOT_25_POP","FPALB2005","PUBLISHED","2005","EUR","ALB","URB","5.81","5.81000","","",""
"FINPROTECTION_CATA_TOT_25_POP","FPALB2008","PUBLISHED","2008","EUR","ALB","TOTL","4.08","4.08000","","",""
"FINPROTECTION_CATA_TOT_25_POP","FPALB2008","PUBLISHED","2008","EUR","ALB","RUR","2.92","2.92000","","",""
"FINPROTECTION_CATA_TOT_25_POP","FPALB2008","PUBLISHED","2008","EUR","ALB","URB","5.21","5.21000","","",""
"FINPROTECTION_CATA_TOT_25_POP","FPALB2012","PUBLISHED","2012","EUR","ALB","TOTL","4.95","4.95000","","",""
"FINPROTECTION_CATA_TOT_25_POP","FPALB2012","PUBLISHED","2012","EUR","ALB","RUR","5.89","5.89000","","",""
"FINPROTECTION_CATA_TOT_25_POP","FPALB2012","PUBLISHED","2012","EUR","ALB","URB","4.14","4.14000","","",""
"FINPROTECTION_CATA_TOT_25_POP","FPARG1996","PUBLISHED","1996","AMR","ARG","TOTL","1.03","1.03000","","",""
"FINPROTECTION_CATA_TOT_25_POP","FPARG2004","PUBLISHED","2004","AMR","ARG","TOTL","4.70","4.70000","","",""
"FINPROTECTION_CATA_TOT_25_POP","FPARG2004","PUBLISHED","2004","AMR","ARG","RUR","2.97","2.97000","","",""
"FINPROTECTION_CATA_TOT_25_POP","FPARG2004","PUBLISHED","2004","AMR","ARG","URB","4.84","4.84000","","",""
"FINPROTECTION_CATA_TOT_25_POP","FPARM1999","PUBLISHED","1999","EUR","ARM","TOTL","6.88","6.88000","","",""
"FINPROTECTION_CATA_TOT_25_POP","FPARM1999","PUBLISHED","1999","EUR","ARM","RUR","7.21","7.21000","","",""
"FINPROTECTION_CATA_TOT_25_POP","FPARM1999","PUBLISHED","1999","EUR","ARM","URB","6.64","6.64000","","",""
"FINPROTECTION_CATA_TOT_25_POP","FPARM2001","PUBLISHED","2001","EUR","ARM","TOTL","5.92","5.92000","","",""
"FINPROTECTION_CATA_TOT_25_POP","FPARM2001","PUBLISHED","2001","EUR","ARM","RUR","5.14","5.14000","","",""
"FINPROTECTION_CATA_TOT_25_POP","FPARM2001","PUBLISHED","2001","EUR","ARM","URB","6.50","6.50000","","",""
"FINPROTECTION_CATA_TOT_25_POP","FPARM2002","PUBLISHED","2002","EUR","ARM","TOTL","5.96","5.96000","","",""
"FINPROTECTION_CATA_TOT_25_POP","FPARM2002","PUBLISHED","2002","EUR","ARM","RUR","6.31","6.31000","","",""
"FINPROTECTION_CATA_TOT_25_POP","FPARM2002","PUBLISHED","2002","EUR","ARM","URB","5.72","5.72000","","",""
"FINPROTECTION_CATA_TOT_25_POP","FPARM2003","PUBLISHED","2003","EUR","ARM","TOTL","5.57","5.57000","","",""
"FINPROTECTION_CATA_TOT_25_POP","FPARM2003","PUBLISHED","2003","EUR","ARM","RUR","5.92","5.92000","","",""
"FINPROTECTION_CATA_TOT_25_POP","FPARM2003","PUBLISHED","2003","EUR","ARM","URB","5.34","5.34000","","",""
"FINPROTECTION_CATA_TOT_25_POP","FPARM2004","PUBLISHED","2004","EUR","ARM","TOTL","7.50","7.50000","","",""
"FINPROTECTION_CATA_TOT_25_POP","FPARM2004","PUBLISHED","2004","EUR","ARM","RUR","6.67","6.67000","","",""
"FINPROTECTION_CATA_TOT_25_POP","FPARM2004","PUBLISHED","2004","EUR","ARM","URB","7.82","7.82000","","",""
"FINPROTECTION_CATA_TOT_25_POP","FPARM2005","PUBLISHED","2005","EUR","ARM","TOTL","6.18","6.18000","","",""
"FINPROTECTION_CATA_TOT_25_POP","FPARM2005","PUBLISHED","2005","EUR","ARM","RUR","5.85","5.85000","","",""
"FINPROTECTION_CATA_TOT_25_POP","FPARM2005","PUBLISHED","2005","EUR","ARM","URB","6.38","6.38000","","",""
"FINPROTECTION_CATA_TOT_25_POP","FPARM2006","PUBLISHED","2006","EUR","ARM","TOTL","5.91","5.91000","","",""
"FINPROTECTION_CATA_TOT_25_POP","FPARM2006","PUBLISHED","2006","EUR","ARM","RUR","5.15","5.15000","","",""
"FINPROTECTION_CATA_TOT_25_POP","FPARM2006","PUBLISHED","2006","EUR","ARM","URB","6.35","6.35000","","",""
"FINPROTECTION_CATA_TOT_25_POP","FPARM2007","PUBLISHED","2007","EUR","ARM","TOTL","1.75","1.75000","","",""
"FINPROTECTION_CATA_TOT_25_POP","FPARM2007","PUBLISHED","2007","EUR","ARM","RUR","1.80","1.80000","","",""
"FINPROTECTION_CATA_TOT_25_POP","FPARM2007","PUBLISHED","2007","EUR","ARM","URB","1.72","1.72000","","",""
"FINPROTECTION_CATA_TOT_25_POP","FPARM2008","PUBLISHED","2008","EUR","ARM","TOTL","2.76","2.76000","","",""
"FINPROTECTION_CATA_TOT_25_POP","FPARM2008","PUBLISHED","2008","EUR","ARM","RUR","3.05","3.05000","","",""
"FINPROTECTION_CATA_TOT_25_POP","FPARM2008","PUBLISHED","2008","EUR","ARM","URB","2.60","2.60000","","",""
"FINPROTECTION_CATA_TOT_25_POP","FPARM2009","PUBLISHED","2009","EUR","ARM","TOTL","2.39","2.39000","","",""
