"GHO","PUBLISHSTATE","YEAR","REGION","COUNTRY","RSUDTREATMENTLOCATION","Display Value","Numeric","Low","High","Comments"
"RSUD_650","PUBLISHED","2014","AFR","MWI","IN_OTHER_AREAS","No","","","",""
"RSUD_650","PUBLISHED","2014","WPR","MYS","IN_THE_CAPITAL_CITY","No","","","",""
"RSUD_650","PUBLISHED","2014","WPR","MYS","IN_OTHER_MAJOR_CITIES","No","","","",""
"RSUD_650","PUBLISHED","2014","WPR","MYS","IN_OTHER_AREAS","No","","","",""
"RSUD_650","PUBLISHED","2014","AFR","NAM","IN_THE_CAPITAL_CITY","No","","","",""
"RSUD_650","PUBLISHED","2014","AFR","NAM","IN_OTHER_MAJOR_CITIES","No","","","",""
"RSUD_650","PUBLISHED","2014","AFR","NAM","IN_OTHER_AREAS","No","","","",""
"RSUD_650","PUBLISHED","2014","AFR","NER","IN_THE_CAPITAL_CITY","No","","","",""
"RSUD_650","PUBLISHED","2014","AFR","NER","IN_OTHER_MAJOR_CITIES","No","","","",""
"RSUD_650","PUBLISHED","2014","AFR","NER","IN_OTHER_AREAS","No","","","",""
"RSUD_650","PUBLISHED","2014","AFR","NGA","IN_THE_CAPITAL_CITY","No","","","",""
"RSUD_650","PUBLISHED","2014","AFR","NGA","IN_OTHER_MAJOR_CITIES","No","","","",""
"RSUD_650","PUBLISHED","2014","AFR","NGA","IN_OTHER_AREAS","No","","","",""
"RSUD_650","PUBLISHED","2014","EUR","NLD","IN_THE_CAPITAL_CITY","Yes","","","",""
"RSUD_650","PUBLISHED","2014","EUR","NLD","IN_OTHER_MAJOR_CITIES","Yes","","","",""
"RSUD_650","PUBLISHED","2014","EUR","NLD","IN_OTHER_AREAS","Yes","","","",""
"RSUD_650","PUBLISHED","2014","EUR","NOR","IN_THE_CAPITAL_CITY","No","","","",""
"RSUD_650","PUBLISHED","2014","EUR","NOR","IN_OTHER_MAJOR_CITIES","No","","","",""
"RSUD_650","PUBLISHED","2014","EUR","NOR","IN_OTHER_AREAS","No","","","",""
"RSUD_650","PUBLISHED","2014","SEAR","NPL","IN_THE_CAPITAL_CITY","No","","","",""
"RSUD_650","PUBLISHED","2014","SEAR","NPL","IN_OTHER_MAJOR_CITIES","No","","","",""
"RSUD_650","PUBLISHED","2014","SEAR","NPL","IN_OTHER_AREAS","No","","","",""
"RSUD_650","PUBLISHED","2014","WPR","NZL","IN_THE_CAPITAL_CITY","Yes","","","",""
"RSUD_650","PUBLISHED","2014","WPR","NZL","IN_OTHER_MAJOR_CITIES","Yes","","","",""
"RSUD_650","PUBLISHED","2014","WPR","NZL","IN_OTHER_AREAS","Yes","","","",""
"RSUD_650","PUBLISHED","2014","EMR","OMN","IN_THE_CAPITAL_CITY","No","","","",""
"RSUD_650","PUBLISHED","2014","EMR","OMN","IN_OTHER_MAJOR_CITIES","No","","","",""
"RSUD_650","PUBLISHED","2014","EMR","OMN","IN_OTHER_AREAS","No","","","",""
"RSUD_650","PUBLISHED","2014","EMR","PAK","IN_THE_CAPITAL_CITY","No","","","",""
"RSUD_650","PUBLISHED","2014","EMR","PAK","IN_OTHER_MAJOR_CITIES","No","","","",""
"RSUD_650","PUBLISHED","2014","EMR","PAK","IN_OTHER_AREAS","No","","","",""
"RSUD_650","PUBLISHED","2014","AMR","PER","IN_THE_CAPITAL_CITY","No","","","",""
"RSUD_650","PUBLISHED","2014","AMR","PER","IN_OTHER_MAJOR_CITIES","No","","","",""
"RSUD_650","PUBLISHED","2014","AMR","PER","IN_OTHER_AREAS","No","","","",""
"RSUD_650","PUBLISHED","2014","WPR","PHL","IN_OTHER_MAJOR_CITIES","Yes","","","",""
"RSUD_650","PUBLISHED","2014","WPR","PNG","IN_THE_CAPITAL_CITY","No","","","",""
"RSUD_650","PUBLISHED","2014","WPR","PNG","IN_OTHER_MAJOR_CITIES","No","","","",""
"RSUD_650","PUBLISHED","2014","WPR","PNG","IN_OTHER_AREAS","No","","","",""
"RSUD_650","PUBLISHED","2014","EUR","POL","IN_THE_CAPITAL_CITY","Yes","","","",""
"RSUD_650","PUBLISHED","2014","EUR","POL","IN_OTHER_MAJOR_CITIES","Yes","","","",""
"RSUD_650","PUBLISHED","2014","EUR","PRT","IN_THE_CAPITAL_CITY","Yes","","","",""
"RSUD_650","PUBLISHED","2014","AMR","PRY","IN_THE_CAPITAL_CITY","Yes","","","",""
"RSUD_650","PUBLISHED","2014","EMR","QAT","IN_THE_CAPITAL_CITY","No","","","",""
"RSUD_650","PUBLISHED","2014","EMR","QAT","IN_OTHER_MAJOR_CITIES","No","","","",""
"RSUD_650","PUBLISHED","2014","EMR","QAT","IN_OTHER_AREAS","No","","","",""
"RSUD_650","PUBLISHED","2014","EUR","ROU","IN_THE_CAPITAL_CITY","No","","","",""
"RSUD_650","PUBLISHED","2014","EUR","ROU","IN_OTHER_MAJOR_CITIES","No","","","",""
"RSUD_650","PUBLISHED","2014","EUR","ROU","IN_OTHER_AREAS","No","","","",""
"RSUD_650","PUBLISHED","2014","EUR","RUS","IN_THE_CAPITAL_CITY","No","","","",""
"RSUD_650","PUBLISHED","2014","EUR","RUS","IN_OTHER_MAJOR_CITIES","No","","","",""
"RSUD_650","PUBLISHED","2014","EUR","RUS","IN_OTHER_AREAS","No","","","",""
"RSUD_650","PUBLISHED","2014","AFR","RWA","IN_THE_CAPITAL_CITY","No","","","",""
"RSUD_650","PUBLISHED","2014","AFR","RWA","IN_OTHER_MAJOR_CITIES","No","","","",""
"RSUD_650","PUBLISHED","2014","AFR","RWA","IN_OTHER_AREAS","No","","","",""
"RSUD_650","PUBLISHED","2014","EMR","SAU","IN_THE_CAPITAL_CITY","No","","","",""
"RSUD_650","PUBLISHED","2014","EMR","SAU","IN_OTHER_MAJOR_CITIES","No","","","",""
"RSUD_650","PUBLISHED","2014","EMR","SAU","IN_OTHER_AREAS","No","","","",""
"RSUD_650","PUBLISHED","2014","EMR","SDN","IN_THE_CAPITAL_CITY","No","","","",""
"RSUD_650","PUBLISHED","2014","EMR","SDN","IN_OTHER_MAJOR_CITIES","No","","","",""
"RSUD_650","PUBLISHED","2014","EMR","SDN","IN_OTHER_AREAS","No","","","",""
"RSUD_650","PUBLISHED","2014","AFR","SEN","IN_THE_CAPITAL_CITY","No","","","",""
"RSUD_650","PUBLISHED","2014","AFR","SEN","IN_OTHER_MAJOR_CITIES","No","","","",""
"RSUD_650","PUBLISHED","2014","AFR","SEN","IN_OTHER_AREAS","No","","","",""
"RSUD_650","PUBLISHED","2014","WPR","SGP","IN_THE_CAPITAL_CITY","Yes","","","",""
"RSUD_650","PUBLISHED","2014","WPR","SLB","IN_THE_CAPITAL_CITY","No","","","",""
"RSUD_650","PUBLISHED","2014","WPR","SLB","IN_OTHER_MAJOR_CITIES","No","","","",""
"RSUD_650","PUBLISHED","2014","WPR","SLB","IN_OTHER_AREAS","No","","","",""
"RSUD_650","PUBLISHED","2014","AFR","SLE","IN_THE_CAPITAL_CITY","No","","","",""
"RSUD_650","PUBLISHED","2014","AFR","SLE","IN_OTHER_MAJOR_CITIES","No","","","",""
"RSUD_650","PUBLISHED","2014","AFR","SLE","IN_OTHER_AREAS","No","","","",""
"RSUD_650","PUBLISHED","2014","AMR","SLV","IN_THE_CAPITAL_CITY","No","","","",""
"RSUD_650","PUBLISHED","2014","AMR","SLV","IN_OTHER_MAJOR_CITIES","No","","","",""
"RSUD_650","PUBLISHED","2014","AMR","SLV","IN_OTHER_AREAS","No","","","",""
"RSUD_650","PUBLISHED","2014","EMR","SOM","IN_THE_CAPITAL_CITY","No","","","",""
"RSUD_650","PUBLISHED","2014","EMR","SOM","IN_OTHER_MAJOR_CITIES","No","","","",""
"RSUD_650","PUBLISHED","2014","EMR","SOM","IN_OTHER_AREAS","No","","","",""
"RSUD_650","PUBLISHED","2014","EUR","SRB","IN_THE_CAPITAL_CITY","No","","","",""
"RSUD_650","PUBLISHED","2014","EUR","SRB","IN_OTHER_MAJOR_CITIES","No","","","",""
"RSUD_650","PUBLISHED","2014","EUR","SRB","IN_OTHER_AREAS","No","","","",""
"RSUD_650","PUBLISHED","2014","AMR","SUR","IN_THE_CAPITAL_CITY","No","","","",""
"RSUD_650","PUBLISHED","2014","AMR","SUR","IN_OTHER_MAJOR_CITIES","No","","","",""
"RSUD_650","PUBLISHED","2014","AMR","SUR","IN_OTHER_AREAS","No","","","",""
"RSUD_650","PUBLISHED","2014","EUR","SVK","IN_THE_CAPITAL_CITY","Yes","","","",""
"RSUD_650","PUBLISHED","2014","EUR","SVK","IN_OTHER_AREAS","Yes","","","",""
"RSUD_650","PUBLISHED","2014","EUR","SVN","IN_THE_CAPITAL_CITY","No","","","",""
"RSUD_650","PUBLISHED","2014","EUR","SVN","IN_OTHER_MAJOR_CITIES","No","","","",""
"RSUD_650","PUBLISHED","2014","EUR","SVN","IN_OTHER_AREAS","No","","","",""
"RSUD_650","PUBLISHED","2014","EUR","SWE","IN_THE_CAPITAL_CITY","Yes","","","",""
"RSUD_650","PUBLISHED","2014","EUR","SWE","IN_OTHER_MAJOR_CITIES","Yes","","","",""
"RSUD_650","PUBLISHED","2014","AFR","SWZ","IN_THE_CAPITAL_CITY","No","","","",""
"RSUD_650","PUBLISHED","2014","AFR","SWZ","IN_OTHER_MAJOR_CITIES","No","","","",""
"RSUD_650","PUBLISHED","2014","AFR","SWZ","IN_OTHER_AREAS","No","","","",""
"RSUD_650","PUBLISHED","2014","AFR","SYC","IN_THE_CAPITAL_CITY","No","","","",""
"RSUD_650","PUBLISHED","2014","AFR","SYC","IN_OTHER_MAJOR_CITIES","No","","","",""
"RSUD_650","PUBLISHED","2014","AFR","SYC","IN_OTHER_AREAS","No","","","",""
"RSUD_650","PUBLISHED","2014","EMR","SYR","IN_THE_CAPITAL_CITY","No","","","",""
"RSUD_650","PUBLISHED","2014","EMR","SYR","IN_OTHER_MAJOR_CITIES","No","","","",""
"RSUD_650","PUBLISHED","2014","EMR","SYR","IN_OTHER_AREAS","No","","","",""
"RSUD_650","PUBLISHED","2014","AFR","TCD","IN_THE_CAPITAL_CITY","No","","","",""
"RSUD_650","PUBLISHED","2014","AFR","TCD","IN_OTHER_MAJOR_CITIES","No","","","",""
"RSUD_650","PUBLISHED","2014","AFR","TCD","IN_OTHER_AREAS","No","","","",""
"RSUD_650","PUBLISHED","2014","AFR","TGO","IN_THE_CAPITAL_CITY","No","","","",""
"RSUD_650","PUBLISHED","2014","AFR","TGO","IN_OTHER_MAJOR_CITIES","No","","","",""
"RSUD_650","PUBLISHED","2014","AFR","TGO","IN_OTHER_AREAS","No","","","",""
"RSUD_650","PUBLISHED","2014","SEAR","THA","IN_THE_CAPITAL_CITY","No","","","",""
"RSUD_650","PUBLISHED","2014","SEAR","THA","IN_OTHER_MAJOR_CITIES","No","","","",""
"RSUD_650","PUBLISHED","2014","SEAR","THA","IN_OTHER_AREAS","No","","","",""
"RSUD_650","PUBLISHED","2014","EUR","TJK","IN_THE_CAPITAL_CITY","Yes","","","",""
"RSUD_650","PUBLISHED","2014","AMR","TTO","IN_THE_CAPITAL_CITY","No","","","",""
"RSUD_650","PUBLISHED","2014","AMR","TTO","IN_OTHER_MAJOR_CITIES","No","","","",""
"RSUD_650","PUBLISHED","2014","AMR","TTO","IN_OTHER_AREAS","No","","","",""
"RSUD_650","PUBLISHED","2014","EMR","TUN","IN_THE_CAPITAL_CITY","No","","","",""
"RSUD_650","PUBLISHED","2014","EMR","TUN","IN_OTHER_MAJOR_CITIES","No","","","",""
"RSUD_650","PUBLISHED","2014","EMR","TUN","IN_OTHER_AREAS","No","","","",""
"RSUD_650","PUBLISHED","2014","EUR","TUR","IN_THE_CAPITAL_CITY","No","","","",""
"RSUD_650","PUBLISHED","2014","EUR","TUR","IN_OTHER_MAJOR_CITIES","No","","","",""
"RSUD_650","PUBLISHED","2014","EUR","TUR","IN_OTHER_AREAS","No","","","",""
"RSUD_650","PUBLISHED","2014","AFR","TZA","IN_THE_CAPITAL_CITY","No","","","",""
"RSUD_650","PUBLISHED","2014","AFR","TZA","IN_OTHER_MAJOR_CITIES","No","","","",""
"RSUD_650","PUBLISHED","2014","AFR","TZA","IN_OTHER_AREAS","No","","","",""
"RSUD_650","PUBLISHED","2014","AFR","UGA","IN_THE_CAPITAL_CITY","No","","","",""
"RSUD_650","PUBLISHED","2014","AFR","UGA","IN_OTHER_MAJOR_CITIES","No","","","",""
"RSUD_650","PUBLISHED","2014","AFR","UGA","IN_OTHER_AREAS","No","","","",""
"RSUD_650","PUBLISHED","2014","EUR","UKR","IN_THE_CAPITAL_CITY","No","","","",""
"RSUD_650","PUBLISHED","2014","EUR","UKR","IN_OTHER_MAJOR_CITIES","No","","","",""
"RSUD_650","PUBLISHED","2014","EUR","UKR","IN_OTHER_AREAS","No","","","",""
"RSUD_650","PUBLISHED","2014","AMR","URY","IN_THE_CAPITAL_CITY","Yes","","","",""
"RSUD_650","PUBLISHED","2014","AMR","USA","IN_THE_CAPITAL_CITY","Yes","","","",""
"RSUD_650","PUBLISHED","2014","AMR","USA","IN_OTHER_MAJOR_CITIES","Yes","","","",""
"RSUD_650","PUBLISHED","2014","AMR","USA","IN_OTHER_AREAS","Yes","","","",""
"RSUD_650","PUBLISHED","2014","EUR","UZB","IN_THE_CAPITAL_CITY","No","","","",""
"RSUD_650","PUBLISHED","2014","EUR","UZB","IN_OTHER_MAJOR_CITIES","No","","","",""
"RSUD_650","PUBLISHED","2014","EUR","UZB","IN_OTHER_AREAS","No","","","",""
"RSUD_650","PUBLISHED","2014","WPR","VNM","IN_THE_CAPITAL_CITY","No","","","",""
"RSUD_650","PUBLISHED","2014","WPR","VNM","IN_OTHER_MAJOR_CITIES","No","","","",""
"RSUD_650","PUBLISHED","2014","WPR","VNM","IN_OTHER_AREAS","No","","","",""
"RSUD_650","PUBLISHED","2014","WPR","VUT","IN_THE_CAPITAL_CITY","No","","","",""
"RSUD_650","PUBLISHED","2014","WPR","VUT","IN_OTHER_MAJOR_CITIES","No","","","",""
"RSUD_650","PUBLISHED","2014","WPR","VUT","IN_OTHER_AREAS","No","","","",""
"RSUD_650","PUBLISHED","2014","EMR","YEM","IN_THE_CAPITAL_CITY","No","","","",""
"RSUD_650","PUBLISHED","2014","EMR","YEM","IN_OTHER_MAJOR_CITIES","No","","","",""
"RSUD_650","PUBLISHED","2014","EMR","YEM","IN_OTHER_AREAS","No","","","",""
"RSUD_650","PUBLISHED","2014","AFR","ZAF","IN_THE_CAPITAL_CITY","Yes","","","",""
"RSUD_650","PUBLISHED","2014","AFR","ZAF","IN_OTHER_MAJOR_CITIES","Yes","","","",""
"RSUD_650","PUBLISHED","2014","AFR","ZAF","IN_OTHER_AREAS","Yes","","","",""
"RSUD_650","PUBLISHED","2014","AFR","ZMB","IN_THE_CAPITAL_CITY","No","","","",""
"RSUD_650","PUBLISHED","2014","AFR","ZMB","IN_OTHER_MAJOR_CITIES","No","","","",""
"RSUD_650","PUBLISHED","2014","AFR","ZMB","IN_OTHER_AREAS","No","","","",""
"RSUD_650","PUBLISHED","2014","AFR","ZWE","IN_THE_CAPITAL_CITY","No","","","",""
"RSUD_650","PUBLISHED","2014","AFR","ZWE","IN_OTHER_MAJOR_CITIES","No","","","",""
"RSUD_650","PUBLISHED","2014","AFR","ZWE","IN_OTHER_AREAS","No","","","",""
"RSUD_650","PUBLISHED","2014","AFR","AGO","IN_THE_CAPITAL_CITY","No data","","","",""
"RSUD_650","PUBLISHED","2014","AFR","AGO","IN_OTHER_MAJOR_CITIES","No data","","","",""
"RSUD_650","PUBLISHED","2014","AFR","AGO","IN_OTHER_AREAS","No data","","","",""
"RSUD_650","PUBLISHED","2014","EUR","AND","IN_OTHER_MAJOR_CITIES","No data","","","",""
"RSUD_650","PUBLISHED","2014","EUR","AND","IN_OTHER_AREAS","No data","","","",""
"RSUD_650","PUBLISHED","2014","AMR","ATG","IN_THE_CAPITAL_CITY","No data","","","",""
"RSUD_650","PUBLISHED","2014","AMR","ATG","IN_OTHER_MAJOR_CITIES","No data","","","",""
"RSUD_650","PUBLISHED","2014","AMR","ATG","IN_OTHER_AREAS","No data","","","",""
"RSUD_650","PUBLISHED","2014","EUR","BEL","IN_THE_CAPITAL_CITY","No data","","","",""
"RSUD_650","PUBLISHED","2014","EUR","BEL","IN_OTHER_AREAS","No data","","","",""
"RSUD_650","PUBLISHED","2014","EUR","BGR","IN_THE_CAPITAL_CITY","No data","","","",""
"RSUD_650","PUBLISHED","2014","EUR","BGR","IN_OTHER_MAJOR_CITIES","No data","","","",""
"RSUD_650","PUBLISHED","2014","EUR","BGR","IN_OTHER_AREAS","No data","","","",""
"RSUD_650","PUBLISHED","2014","AMR","BHS","IN_THE_CAPITAL_CITY","No data","","","",""
"RSUD_650","PUBLISHED","2014","AMR","BHS","IN_OTHER_MAJOR_CITIES","No data","","","",""
"RSUD_650","PUBLISHED","2014","AMR","BHS","IN_OTHER_AREAS","No data","","","",""
"RSUD_650","PUBLISHED","2014","EUR","BIH","IN_THE_CAPITAL_CITY","No data","","","",""
"RSUD_650","PUBLISHED","2014","EUR","BIH","IN_OTHER_AREAS","No data","","","",""
"RSUD_650","PUBLISHED","2014","SEAR","BTN","IN_THE_CAPITAL_CITY","No data","","","",""
"RSUD_650","PUBLISHED","2014","SEAR","BTN","IN_OTHER_MAJOR_CITIES","No data","","","",""
"RSUD_650","PUBLISHED","2014","SEAR","BTN","IN_OTHER_AREAS","No data","","","",""
"RSUD_650","PUBLISHED","2014","EUR","CHE","IN_OTHER_AREAS","No data","","","",""
"RSUD_650","PUBLISHED","2014","WPR","CHN","IN_OTHER_MAJOR_CITIES","No data","","","",""
"RSUD_650","PUBLISHED","2014","WPR","CHN","IN_OTHER_AREAS","No data","","","",""
"RSUD_650","PUBLISHED","2014","AFR","CMR","IN_THE_CAPITAL_CITY","No data","","","",""
"RSUD_650","PUBLISHED","2014","AFR","CMR","IN_OTHER_MAJOR_CITIES","No data","","","",""
"RSUD_650","PUBLISHED","2014","AFR","CMR","IN_OTHER_AREAS","No data","","","",""
"RSUD_650","PUBLISHED","2014","WPR","COK","IN_THE_CAPITAL_CITY","No data","","","",""
"RSUD_650","PUBLISHED","2014","WPR","COK","IN_OTHER_MAJOR_CITIES","No data","","","",""
"RSUD_650","PUBLISHED","2014","WPR","COK","IN_OTHER_AREAS","No data","","","",""
"RSUD_650","PUBLISHED","2014","AMR","COL","IN_OTHER_AREAS","No data","","","",""
"RSUD_650","PUBLISHED","2014","AFR","CPV","IN_THE_CAPITAL_CITY","No data","","","",""
"RSUD_650","PUBLISHED","2014","AFR","CPV","IN_OTHER_MAJOR_CITIES","No data","","","",""
"RSUD_650","PUBLISHED","2014","AFR","CPV","IN_OTHER_AREAS","No data","","","",""
"RSUD_650","PUBLISHED","2014","AMR","CUB","IN_OTHER_AREAS","No data","","","",""
"RSUD_650","PUBLISHED","2014","EUR","CYP","IN_OTHER_AREAS","No data","","","",""
"RSUD_650","PUBLISHED","2014","EUR","CZE","IN_OTHER_AREAS","No data","","","",""
"RSUD_650","PUBLISHED","2014","AMR","DMA","IN_THE_CAPITAL_CITY","No data","","","",""
"RSUD_650","PUBLISHED","2014","AMR","DMA","IN_OTHER_MAJOR_CITIES","No data","","","",""
"RSUD_650","PUBLISHED","2014","AMR","DMA","IN_OTHER_AREAS","No data","","","",""
"RSUD_650","PUBLISHED","2014","AMR","DOM","IN_OTHER_MAJOR_CITIES","No data","","","",""
"RSUD_650","PUBLISHED","2014","AMR","DOM","IN_OTHER_AREAS","No data","","","",""
"RSUD_650","PUBLISHED","2014","AFR","ERI","IN_THE_CAPITAL_CITY","No data","","","",""
"RSUD_650","PUBLISHED","2014","AFR","ERI","IN_OTHER_MAJOR_CITIES","No data","","","",""
"RSUD_650","PUBLISHED","2014","AFR","ERI","IN_OTHER_AREAS","No data","","","",""
"RSUD_650","PUBLISHED","2014","EUR","ESP","IN_OTHER_AREAS","No data","","","",""
"RSUD_650","PUBLISHED","2014","EUR","EST","IN_THE_CAPITAL_CITY","No data","","","",""
"RSUD_650","PUBLISHED","2014","EUR","EST","IN_OTHER_AREAS","No data","","","",""
"RSUD_650","PUBLISHED","2014","EUR","FIN","IN_OTHER_AREAS","No data","","","",""
"RSUD_650","PUBLISHED","2014","EUR","FRA","IN_THE_CAPITAL_CITY","No data","","","",""
"RSUD_650","PUBLISHED","2014","EUR","FRA","IN_OTHER_MAJOR_CITIES","No data","","","",""
"RSUD_650","PUBLISHED","2014","EUR","GBR","IN_OTHER_MAJOR_CITIES","No data","","","",""
"RSUD_650","PUBLISHED","2014","EUR","GBR","IN_OTHER_AREAS","No data","","","",""
"RSUD_650","PUBLISHED","2014","AFR","GIN","IN_THE_CAPITAL_CITY","No data","","","",""
"RSUD_650","PUBLISHED","2014","AFR","GIN","IN_OTHER_MAJOR_CITIES","No data","","","",""
"RSUD_650","PUBLISHED","2014","AFR","GIN","IN_OTHER_AREAS","No data","","","",""
"RSUD_650","PUBLISHED","2014","AFR","GMB","IN_THE_CAPITAL_CITY","No data","","","",""
"RSUD_650","PUBLISHED","2014","AFR","GMB","IN_OTHER_MAJOR_CITIES","No data","","","",""
"RSUD_650","PUBLISHED","2014","AFR","GMB","IN_OTHER_AREAS","No data","","","",""
"RSUD_650","PUBLISHED","2014","AFR","GNB","IN_THE_CAPITAL_CITY","No data","","","",""
"RSUD_650","PUBLISHED","2014","AFR","GNB","IN_OTHER_MAJOR_CITIES","No data","","","",""
"RSUD_650","PUBLISHED","2014","AFR","GNB","IN_OTHER_AREAS","No data","","","",""
"RSUD_650","PUBLISHED","2014","AFR","GNQ","IN_THE_CAPITAL_CITY","No data","","","",""
"RSUD_650","PUBLISHED","2014","AFR","GNQ","IN_OTHER_MAJOR_CITIES","No data","","","",""
"RSUD_650","PUBLISHED","2014","AFR","GNQ","IN_OTHER_AREAS","No data","","","",""
"RSUD_650","PUBLISHED","2014","EUR","GRC","IN_OTHER_AREAS","No data","","","",""
"RSUD_650","PUBLISHED","2014","EUR","HRV","IN_OTHER_AREAS","No data","","","",""
"RSUD_650","PUBLISHED","2014","EUR","HUN","IN_OTHER_MAJOR_CITIES","No data","","","",""
"RSUD_650","PUBLISHED","2014","EUR","HUN","IN_OTHER_AREAS","No data","","","",""
"RSUD_650","PUBLISHED","2014","EUR","IRL","IN_OTHER_MAJOR_CITIES","No data","","","",""
"RSUD_650","PUBLISHED","2014","EUR","ISL","IN_OTHER_MAJOR_CITIES","No data","","","",""
"RSUD_650","PUBLISHED","2014","EUR","ISL","IN_OTHER_AREAS","No data","","","",""
"RSUD_650","PUBLISHED","2014","EUR","ITA","IN_OTHER_AREAS","No data","","","",""
"RSUD_650","PUBLISHED","2014","AMR","JAM","IN_OTHER_MAJOR_CITIES","No data","","","",""
"RSUD_650","PUBLISHED","2014","AMR","JAM","IN_OTHER_AREAS","No data","","","",""
"RSUD_650","PUBLISHED","2014","EUR","KAZ","IN_OTHER_AREAS","No data","","","",""
"RSUD_650","PUBLISHED","2014","AMR","KNA","IN_THE_CAPITAL_CITY","No data","","","",""
"RSUD_650","PUBLISHED","2014","AMR","KNA","IN_OTHER_MAJOR_CITIES","No data","","","",""
"RSUD_650","PUBLISHED","2014","AMR","KNA","IN_OTHER_AREAS","No data","","","",""
"RSUD_650","PUBLISHED","2014","WPR","KOR","IN_OTHER_AREAS","No data","","","",""
"RSUD_650","PUBLISHED","2014","AFR","LBR","IN_THE_CAPITAL_CITY","No data","","","",""
"RSUD_650","PUBLISHED","2014","AFR","LBR","IN_OTHER_MAJOR_CITIES","No data","","","",""
"RSUD_650","PUBLISHED","2014","AFR","LBR","IN_OTHER_AREAS","No data","","","",""
"RSUD_650","PUBLISHED","2014","AFR","LSO","IN_THE_CAPITAL_CITY","No data","","","",""
"RSUD_650","PUBLISHED","2014","AFR","LSO","IN_OTHER_MAJOR_CITIES","No data","","","",""
"RSUD_650","PUBLISHED","2014","AFR","LSO","IN_OTHER_AREAS","No data","","","",""
"RSUD_650","PUBLISHED","2014","EUR","LUX","IN_THE_CAPITAL_CITY","No data","","","",""
"RSUD_650","PUBLISHED","2014","EUR","LUX","IN_OTHER_MAJOR_CITIES","No data","","","",""
"RSUD_650","PUBLISHED","2014","EUR","LUX","IN_OTHER_AREAS","No data","","","",""
"RSUD_650","PUBLISHED","2014","EUR","MCO","IN_THE_CAPITAL_CITY","No data","","","",""
"RSUD_650","PUBLISHED","2014","EUR","MCO","IN_OTHER_MAJOR_CITIES","No data","","","",""
"RSUD_650","PUBLISHED","2014","EUR","MCO","IN_OTHER_AREAS","No data","","","",""
"RSUD_650","PUBLISHED","2014","SEAR","MDV","IN_THE_CAPITAL_CITY","No data","","","",""
"RSUD_650","PUBLISHED","2014","SEAR","MDV","IN_OTHER_MAJOR_CITIES","No data","","","",""
"RSUD_650","PUBLISHED","2014","SEAR","MDV","IN_OTHER_AREAS","No data","","","",""
"RSUD_650","PUBLISHED","2014","AMR","MEX","IN_OTHER_AREAS","No data","","","",""
"RSUD_650","PUBLISHED","2014","WPR","MHL","IN_THE_CAPITAL_CITY","No data","","","",""
"RSUD_650","PUBLISHED","2014","WPR","MHL","IN_OTHER_MAJOR_CITIES","No data","","","",""
"RSUD_650","PUBLISHED","2014","WPR","MHL","IN_OTHER_AREAS","No data","","","",""
"RSUD_650","PUBLISHED","2014","EUR","MLT","IN_THE_CAPITAL_CITY","No data","","","",""
"RSUD_650","PUBLISHED","2014","EUR","MLT","IN_OTHER_MAJOR_CITIES","No data","","","",""
"RSUD_650","PUBLISHED","2014","AMR","NIC","IN_THE_CAPITAL_CITY","No data","","","",""
"RSUD_650","PUBLISHED","2014","AMR","NIC","IN_OTHER_MAJOR_CITIES","No data","","","",""
"RSUD_650","PUBLISHED","2014","AMR","NIC","IN_OTHER_AREAS","No data","","","",""
"RSUD_650","PUBLISHED","2014","WPR","NIU","IN_THE_CAPITAL_CITY","No data","","","",""
"RSUD_650","PUBLISHED","2014","WPR","NIU","IN_OTHER_MAJOR_CITIES","No data","","","",""
"RSUD_650","PUBLISHED","2014","WPR","NIU","IN_OTHER_AREAS","No data","","","",""
"RSUD_650","PUBLISHED","2014","WPR","NRU","IN_THE_CAPITAL_CITY","No data","","","",""
"RSUD_650","PUBLISHED","2014","WPR","NRU","IN_OTHER_MAJOR_CITIES","No data","","","",""
"RSUD_650","PUBLISHED","2014","WPR","NRU","IN_OTHER_AREAS","No data","","","",""
"RSUD_650","PUBLISHED","2014","AMR","PAN","IN_THE_CAPITAL_CITY","No data","","","",""
"RSUD_650","PUBLISHED","2014","AMR","PAN","IN_OTHER_MAJOR_CITIES","No data","","","",""
"RSUD_650","PUBLISHED","2014","AMR","PAN","IN_OTHER_AREAS","No data","","","",""
"RSUD_650","PUBLISHED","2014","WPR","PHL","IN_THE_CAPITAL_CITY","No data","","","",""
"RSUD_650","PUBLISHED","2014","WPR","PHL","IN_OTHER_AREAS","No data","","","",""
"RSUD_650","PUBLISHED","2014","WPR","PLW","IN_THE_CAPITAL_CITY","No data","","","",""
"RSUD_650","PUBLISHED","2014","WPR","PLW","IN_OTHER_MAJOR_CITIES","No data","","","",""
"RSUD_650","PUBLISHED","2014","WPR","PLW","IN_OTHER_AREAS","No data","","","",""
"RSUD_650","PUBLISHED","2014","EUR","POL","IN_OTHER_AREAS","No data","","","",""
"RSUD_650","PUBLISHED","2014","SEAR","PRK","IN_THE_CAPITAL_CITY","No data","","","",""
"RSUD_650","PUBLISHED","2014","SEAR","PRK","IN_OTHER_MAJOR_CITIES","No data","","","",""
"RSUD_650","PUBLISHED","2014","SEAR","PRK","IN_OTHER_AREAS","No data","","","",""
"RSUD_650","PUBLISHED","2014","EUR","PRT","IN_OTHER_MAJOR_CITIES","No data","","","",""
