"GHO","PUBLISHSTATE","YEAR","REGION","COUNTRY","ALCOHOLTYPE","Display Value","Numeric","Low","High","Comments"
"SA_0000001549_ARCHIVED","PUBLISHED","2012","AFR","MLI","SA_WINE","","","","","missing data"
"SA_0000001549_ARCHIVED","PUBLISHED","2012","AMR","ATG","SA_BEER","","","","","missing data"
"SA_0000001549_ARCHIVED","PUBLISHED","2012","AMR","CUB","SA_WINE","","","","","missing data"
"SA_0000001549_ARCHIVED","PUBLISHED","2012","AMR","HTI","SA_SPIRITS","","","","","missing data"
"SA_0000001549_ARCHIVED","PUBLISHED","2012","AMR","URY","SA_WINE","","","","","missing data"
"SA_0000001549_ARCHIVED","PUBLISHED","2012","EMR","IRN","SA_WINE","","","","","missing data"
"SA_0000001549_ARCHIVED","PUBLISHED","2012","EMR","KWT","SA_SPIRITS","","","","","missing data"
"SA_0000001549_ARCHIVED","PUBLISHED","2012","EMR","MAR","SA_BEER","","","","","missing data"
"SA_0000001549_ARCHIVED","PUBLISHED","2012","EMR","SAU","SA_SPIRITS","","","","","missing data"
"SA_0000001549_ARCHIVED","PUBLISHED","2012","EMR","ARE","SA_BEER","","","","","missing data"
"SA_0000001549_ARCHIVED","PUBLISHED","2012","EUR","HRV","SA_WINE","","","","","missing data"
"SA_0000001549_ARCHIVED","PUBLISHED","2012","EUR","CHE","SA_WINE","","","","","missing data"
"SA_0000001549_ARCHIVED","PUBLISHED","2012","SEAR","MDV","SA_BEER","","","","","missing data"
"SA_0000001549_ARCHIVED","PUBLISHED","2012","WPR","KHM","SA_BEER","","","","","missing data"
"SA_0000001549_ARCHIVED","PUBLISHED","2012","WPR","FSM","SA_BEER","","","","","missing data"
"SA_0000001549_ARCHIVED","PUBLISHED","2012","WPR","NIU","SA_WINE","","","","","missing data"
"SA_0000001549_ARCHIVED","PUBLISHED","2012","WPR","WSM","SA_SPIRITS","","","","","missing data"
"SA_0000001549_ARCHIVED","PUBLISHED","2012","AFR","AGO","SA_WINE","No","","","",""
"SA_0000001549_ARCHIVED","PUBLISHED","2012","AFR","BFA","SA_BEER","No","","","",""
"SA_0000001549_ARCHIVED","PUBLISHED","2012","AFR","TCD","SA_BEER","No","","","",""
"SA_0000001549_ARCHIVED","PUBLISHED","2012","AFR","COD","SA_BEER","No","","","",""
