"GHO","PUBLISHSTATE","REGION","COUNTRY","SEX","Display Value","Numeric","Low","High","Comments"
"M_smkless_prev_adult","PUBLISHED","SEAR","BGD","BTSX","31.7","31.70000","","",""
"M_smkless_prev_adult","PUBLISHED","EMR","DJI","MLE","Not available","","","","Data not reported / not available"
"M_smkless_prev_adult","PUBLISHED","EUR","LUX","FMLE","Not available","","","","Data not reported / not available"
"M_smkless_prev_adult","PUBLISHED","EUR","GBR","FMLE","Not available","","","","Data not reported / not available"
"M_smkless_prev_adult","PUBLISHED","WPR","PNG","MLE","Not available","","","","Data not reported / not available"
"M_smkless_prev_adult","PUBLISHED","AFR","COD","FMLE","Not available","","","","Data not reported / not available"
"M_smkless_prev_adult","PUBLISHED","AFR","RWA","BTSX","Not available","","","","Data not reported / not available"
"M_smkless_prev_adult","PUBLISHED","AFR","ZMB","BTSX","Not available","","","","Data not reported / not available"
"M_smkless_prev_adult","PUBLISHED","AMR","SLV","MLE","Not available","","","","Data not reported / not available"
"M_smkless_prev_adult","PUBLISHED","EMR","OMN","MLE","Not available","","","","Data not reported / not available"
"M_smkless_prev_adult","PUBLISHED","EMR","OMN","FMLE","Not available","","","","Data not reported / not available"
"M_smkless_prev_adult","PUBLISHED","EUR","BEL","FMLE","Not available","","","","Data not reported / not available"
"M_smkless_prev_adult","PUBLISHED","EUR","BGR","MLE","Not available","","","","Data not reported / not available"
"M_smkless_prev_adult","PUBLISHED","AFR","GAB","FMLE","Not available","","","","Data not reported / not available"
"M_smkless_prev_adult","PUBLISHED","AMR","ATG","FMLE","Not available","","","","Data not reported / not available"
"M_smkless_prev_adult","PUBLISHED","AMR","SUR","MLE","Not available","","","","Data not reported / not available"
"M_smkless_prev_adult","PUBLISHED","EMR","LBN","MLE","Not available","","","","Data not reported / not available"
"M_smkless_prev_adult","PUBLISHED","EMR","SOM","BTSX","Not available","","","","Data not reported / not available"
"M_smkless_prev_adult","PUBLISHED","EMR","SDN","FMLE","Not available","","","","Data not reported / not available"
"M_smkless_prev_adult","PUBLISHED","EUR","SRB","MLE","Not available","","","","Data not reported / not available"
"M_smkless_prev_adult","PUBLISHED","WPR","COK","BTSX","Not available","","","","Data not reported / not available"
"M_smkless_prev_adult","PUBLISHED","WPR","FJI","FMLE","Not available","","","","Data not reported / not available"
"M_smkless_prev_adult","PUBLISHED","AFR","BWA","BTSX","Not available","","","","Data not reported / not available"
"M_smkless_prev_adult","PUBLISHED","AFR","CAF","BTSX","Not available","","","","Data not reported / not available"
"M_smkless_prev_adult","PUBLISHED","EUR","AZE","FMLE","Not available","","","","Data not reported / not available"
"M_smkless_prev_adult","PUBLISHED","EUR","MKD","BTSX","Not available","","","","Data not reported / not available"
"M_smkless_prev_adult","PUBLISHED","WPR","COK","MLE","Not available","","","","Data not reported / not available"
"M_smkless_prev_adult","PUBLISHED","AFR","AGO","FMLE","Not available","","","","Data not reported / not available"
"M_smkless_prev_adult","PUBLISHED","AFR","ERI","MLE","Not available","","","","Data not reported / not available"
"M_smkless_prev_adult","PUBLISHED","AFR","GIN","FMLE","Not available","","","","Data not reported / not available"
"M_smkless_prev_adult","PUBLISHED","AMR","COL","MLE","Not available","","","","Data not reported / not available"
"M_smkless_prev_adult","PUBLISHED","EUR","ALB","BTSX","Not available","","","","Data not reported / not available"
"M_smkless_prev_adult","PUBLISHED","EUR","BLR","MLE","Not available","","","","Data not reported / not available"
"M_smkless_prev_adult","PUBLISHED","EUR","ROU","BTSX","Not available","","","","Data not reported / not available"
"M_smkless_prev_adult","PUBLISHED","EUR","SVK","MLE","Not available","","","","Data not reported / not available"
"M_smkless_prev_adult","PUBLISHED","WPR","JPN","FMLE","Not available","","","","Data not reported / not available"
"M_smkless_prev_adult","PUBLISHED","AFR","MOZ","BTSX","Not available","","","","Data not reported / not available"
"M_smkless_prev_adult","PUBLISHED","AMR","SUR","FMLE","Not available","","","","Data not reported / not available"
"M_smkless_prev_adult","PUBLISHED","EUR","ARM","FMLE","Not available","","","","Data not reported / not available"
"M_smkless_prev_adult","PUBLISHED","EUR","HUN","MLE","Not available","","","","Data not reported / not available"
"M_smkless_prev_adult","PUBLISHED","EUR","ITA","FMLE","Not available","","","","Data not reported / not available"
"M_smkless_prev_adult","PUBLISHED","EUR","ESP","FMLE","Not available","","","","Data not reported / not available"
"M_smkless_prev_adult","PUBLISHED","AMR","BHS","FMLE","0.1","0.10000","","",""
"M_smkless_prev_adult","PUBLISHED","EUR","NLD","BTSX","0.2","0.20000","","",""
"M_smkless_prev_adult","PUBLISHED","AMR","CRI","FMLE","0.3","0.30000","","",""
"M_smkless_prev_adult","PUBLISHED","AFR","SYC","MLE","0.3","0.30000","","",""
"M_smkless_prev_adult","PUBLISHED","AMR","BRB","BTSX","0.3","0.30000","","",""
"M_smkless_prev_adult","PUBLISHED","AMR","TTO","FMLE","0.3","0.30000","","",""
"M_smkless_prev_adult","PUBLISHED","AFR","SYC","FMLE","0.4","0.40000","","",""
"M_smkless_prev_adult","PUBLISHED","EUR","DNK","FMLE","0.4","0.40000","","",""
"M_smkless_prev_adult","PUBLISHED","AFR","CMR","FMLE","0.5","0.50000","","",""
"M_smkless_prev_adult","PUBLISHED","AMR","BHS","BTSX","0.5","0.50000","","",""
"M_smkless_prev_adult","PUBLISHED","EMR","QAT","BTSX","0.7","0.70000","","",""
"M_smkless_prev_adult","PUBLISHED","AFR","GMB","MLE","0.8","0.80000","","",""
"M_smkless_prev_adult","PUBLISHED","AMR","BHS","MLE","0.9","0.90000","","",""
"M_smkless_prev_adult","PUBLISHED","AMR","VEN","FMLE","0.9","0.90000","","",""
"M_smkless_prev_adult","PUBLISHED","EMR","IRQ","BTSX","0.9","0.90000","","",""
"M_smkless_prev_adult","PUBLISHED","EUR","GEO","MLE","1.0","1.00000","","",""
"M_smkless_prev_adult","PUBLISHED","WPR","LAO","MLE","1.1","1.10000","","",""
"M_smkless_prev_adult","PUBLISHED","EMR","LBY","BTSX","1.2","1.20000","","",""
"M_smkless_prev_adult","PUBLISHED","EMR","SAU","MLE","1.3","1.30000","","",""
"M_smkless_prev_adult","PUBLISHED","AFR","ZAF","MLE","1.4","1.40000","","",""
"M_smkless_prev_adult","PUBLISHED","AMR","PRY","FMLE","1.6","1.60000","","",""
"M_smkless_prev_adult","PUBLISHED","EMR","IRQ","MLE","1.6","1.60000","","",""
"M_smkless_prev_adult","PUBLISHED","AFR","TGO","FMLE","2.2","2.20000","","",""
"M_smkless_prev_adult","PUBLISHED","AMR","PRY","BTSX","2.3","2.30000","","",""
"M_smkless_prev_adult","PUBLISHED","AFR","SWZ","MLE","2.6","2.60000","","",""
"M_smkless_prev_adult","PUBLISHED","EUR","CZE","MLE","2.8","2.80000","","",""
"M_smkless_prev_adult","PUBLISHED","AFR","TZA","MLE","2.9","2.90000","","",""
"M_smkless_prev_adult","PUBLISHED","AFR","UGA","FMLE","3.0","3.00000","","",""
"M_smkless_prev_adult","PUBLISHED","AFR","MWI","BTSX","3.5","3.50000","","",""
"M_smkless_prev_adult","PUBLISHED","AMR","VEN","BTSX","3.5","3.50000","","",""
"M_smkless_prev_adult","PUBLISHED","EMR","PAK","FMLE","3.7","3.70000","","",""
"M_smkless_prev_adult","PUBLISHED","AFR","CPV","FMLE","5.8","5.80000","","",""
"M_smkless_prev_adult","PUBLISHED","WPR","LAO","FMLE","8.0","8.00000","","",""
"M_smkless_prev_adult","PUBLISHED","EMR","TUN","MLE","8.6","8.60000","","",""
"M_smkless_prev_adult","PUBLISHED","AFR","BFA","FMLE","11.7","11.70000","","",""
"M_smkless_prev_adult","PUBLISHED","AFR","BEN","MLE","12.7","12.70000","","",""
"M_smkless_prev_adult","PUBLISHED","EUR","SWE","MLE","23.0","23.00000","","",""
"M_smkless_prev_adult","PUBLISHED","AFR","MDG","MLE","24.6","24.60000","","",""
"M_smkless_prev_adult","PUBLISHED","SEAR","NPL","MLE","31.1","31.10000","","",""
"M_smkless_prev_adult","PUBLISHED","WPR","PLW","FMLE","65.9","65.90000","","",""
"M_smkless_prev_adult","PUBLISHED","AFR","GNB","FMLE","Not available","","","","Data not reported / not available"
"M_smkless_prev_adult","PUBLISHED","AFR","MLI","MLE","Not available","","","","Data not reported / not available"
"M_smkless_prev_adult","PUBLISHED","AMR","CUB","BTSX","Not available","","","","Data not reported / not available"
"M_smkless_prev_adult","PUBLISHED","AMR","HTI","BTSX","Not available","","","","Data not reported / not available"
"M_smkless_prev_adult","PUBLISHED","EMR","BHR","FMLE","Not available","","","","Data not reported / not available"
"M_smkless_prev_adult","PUBLISHED","EMR","MAR","BTSX","Not available","","","","Data not reported / not available"
"M_smkless_prev_adult","PUBLISHED","EUR","MCO","BTSX","Not available","","","","Data not reported / not available"
"M_smkless_prev_adult","PUBLISHED","EUR","SVK","BTSX","Not available","","","","Data not reported / not available"
"M_smkless_prev_adult","PUBLISHED","EUR","TJK","FMLE","Not available","","","","Data not reported / not available"
"M_smkless_prev_adult","PUBLISHED","AFR","GIN","BTSX","Not available","","","","Data not reported / not available"
"M_smkless_prev_adult","PUBLISHED","AMR","BOL","FMLE","Not available","","","","Data not reported / not available"
"M_smkless_prev_adult","PUBLISHED","AMR","GUY","FMLE","Not available","","","","Data not reported / not available"
"M_smkless_prev_adult","PUBLISHED","EMR","BHR","BTSX","Not available","","","","Data not reported / not available"
"M_smkless_prev_adult","PUBLISHED","EUR","PRT","BTSX","Not available","","","","Data not reported / not available"
"M_smkless_prev_adult","PUBLISHED","AFR","AGO","BTSX","Not available","","","","Data not reported / not available"
"M_smkless_prev_adult","PUBLISHED","AFR","BDI","MLE","Not available","","","","Data not reported / not available"
"M_smkless_prev_adult","PUBLISHED","AFR","SEN","BTSX","Not available","","","","Data not reported / not available"
"M_smkless_prev_adult","PUBLISHED","AMR","CHL","FMLE","Not available","","","","Data not reported / not available"
"M_smkless_prev_adult","PUBLISHED","AMR","CHL","BTSX","Not available","","","","Data not reported / not available"
"M_smkless_prev_adult","PUBLISHED","AMR","COL","FMLE","Not available","","","","Data not reported / not available"
"M_smkless_prev_adult","PUBLISHED","AMR","JAM","MLE","Not available","","","","Data not reported / not available"
"M_smkless_prev_adult","PUBLISHED","AMR","JAM","FMLE","Not available","","","","Data not reported / not available"
"M_smkless_prev_adult","PUBLISHED","EMR","SDN","BTSX","Not available","","","","Data not reported / not available"
"M_smkless_prev_adult","PUBLISHED","EMR","ARE","MLE","Not available","","","","Data not reported / not available"
"M_smkless_prev_adult","PUBLISHED","WPR","AUS","MLE","Not available","","","","Data not reported / not available"
"M_smkless_prev_adult","PUBLISHED","WPR","BRN","FMLE","Not available","","","","Data not reported / not available"
"M_smkless_prev_adult","PUBLISHED","WPR","KIR","FMLE","Not available","","","","Data not reported / not available"
"M_smkless_prev_adult","PUBLISHED","WPR","MHL","FMLE","Not available","","","","Data not reported / not available"
"M_smkless_prev_adult","PUBLISHED","AFR","GAB","BTSX","Not available","","","","Data not reported / not available"
"M_smkless_prev_adult","PUBLISHED","AMR","ATG","MLE","Not available","","","","Data not reported / not available"
"M_smkless_prev_adult","PUBLISHED","EMR","LBN","FMLE","Not available","","","","Data not reported / not available"
"M_smkless_prev_adult","PUBLISHED","EMR","SDN","MLE","Not available","","","","Data not reported / not available"
"M_smkless_prev_adult","PUBLISHED","EUR","GBR","BTSX","Not available","","","","Data not reported / not available"
"M_smkless_prev_adult","PUBLISHED","WPR","BRN","MLE","Not available","","","","Data not reported / not available"
"M_smkless_prev_adult","PUBLISHED","EUR","BGR","FMLE","Not available","","","","Data not reported / not available"
"M_smkless_prev_adult","PUBLISHED","WPR","VUT","FMLE","Not available","","","","Data not reported / not available"
"M_smkless_prev_adult","PUBLISHED","AFR","BDI","BTSX","Not available","","","","Data not reported / not available"
"M_smkless_prev_adult","PUBLISHED","AMR","HND","FMLE","Not available","","","","Data not reported / not available"
"M_smkless_prev_adult","PUBLISHED","EMR","DJI","FMLE","Not available","","","","Data not reported / not available"
"M_smkless_prev_adult","PUBLISHED","EMR","DJI","BTSX","Not available","","","","Data not reported / not available"
"M_smkless_prev_adult","PUBLISHED","EMR","KWT","MLE","Not available","","","","Data not reported / not available"
"M_smkless_prev_adult","PUBLISHED","EUR","LTU","FMLE","Not available","","","","Data not reported / not available"
"M_smkless_prev_adult","PUBLISHED","EUR","PRT","MLE","Not available","","","","Data not reported / not available"
"M_smkless_prev_adult","PUBLISHED","EUR","MDA","MLE","Not available","","","","Data not reported / not available"
"M_smkless_prev_adult","PUBLISHED","AFR","GNB","MLE","Not available","","","","Data not reported / not available"
"M_smkless_prev_adult","PUBLISHED","EUR","AZE","MLE","Not available","","","","Data not reported / not available"
"M_smkless_prev_adult","PUBLISHED","AFR","SSD","MLE","Not available","","","","Data not reported / not available"
"M_smkless_prev_adult","PUBLISHED","AFR","BWA","FMLE","Not available","","","","Data not reported / not available"
"M_smkless_prev_adult","PUBLISHED","EUR","SRB","FMLE","Not available","","","","Data not reported / not available"
"M_smkless_prev_adult","PUBLISHED","EUR","MNE","BTSX","Not available","","","","Data not reported / not available"
"M_smkless_prev_adult","PUBLISHED","EUR","IRL","BTSX","Not available","","","","Data not reported / not available"
"M_smkless_prev_adult","PUBLISHED","EUR","FRA","BTSX","Not available","","","","Data not reported / not available"
"M_smkless_prev_adult","PUBLISHED","EUR","BGR","BTSX","Not available","","","","Data not reported / not available"
"M_smkless_prev_adult","PUBLISHED","AMR","CHL","MLE","Not available","","","","Data not reported / not available"
"M_smkless_prev_adult","PUBLISHED","EUR","PRT","FMLE","Not available","","","","Data not reported / not available"
"M_smkless_prev_adult","PUBLISHED","AMR","DMA","FMLE","0.0","0.00000","","",""
"M_smkless_prev_adult","PUBLISHED","EMR","QAT","FMLE","0.0","0.00000","","",""
"M_smkless_prev_adult","PUBLISHED","AMR","URY","MLE","0.0","0.00000","","",""
"M_smkless_prev_adult","PUBLISHED","AMR","KNA","BTSX","0.2","0.20000","","",""
"M_smkless_prev_adult","PUBLISHED","WPR","VNM","MLE","0.3","0.30000","","",""
"M_smkless_prev_adult","PUBLISHED","AMR","MEX","FMLE","0.3","0.30000","","",""
"M_smkless_prev_adult","PUBLISHED","AMR","BRA","MLE","0.5","0.50000","","",""
"M_smkless_prev_adult","PUBLISHED","EUR","POL","BTSX","0.5","0.50000","","",""
"M_smkless_prev_adult","PUBLISHED","EUR","UKR","MLE","0.5","0.50000","","",""
"M_smkless_prev_adult","PUBLISHED","AMR","CAN","BTSX","0.5","0.50000","","",""
"M_smkless_prev_adult","PUBLISHED","WPR","MYS","FMLE","0.6","0.60000","","",""
"M_smkless_prev_adult","PUBLISHED","AFR","GMB","BTSX","1.1","1.10000","","",""
"M_smkless_prev_adult","PUBLISHED","AMR","GRD","BTSX","1.2","1.20000","","",""
"M_smkless_prev_adult","PUBLISHED","AFR","UGA","MLE","1.7","1.70000","","",""
"M_smkless_prev_adult","PUBLISHED","AFR","TCD","MLE","1.9","1.90000","","",""
"M_smkless_prev_adult","PUBLISHED","AFR","TZA","FMLE","2.2","2.20000","","",""
"M_smkless_prev_adult","PUBLISHED","EMR","LBY","MLE","2.2","2.20000","","",""
"M_smkless_prev_adult","PUBLISHED","EMR","TUN","FMLE","2.2","2.20000","","",""
"M_smkless_prev_adult","PUBLISHED","AFR","UGA","BTSX","2.4","2.40000","","",""
"M_smkless_prev_adult","PUBLISHED","SEAR","TLS","MLE","2.5","2.50000","","",""
"M_smkless_prev_adult","PUBLISHED","AFR","CMR","MLE","2.7","2.70000","","",""
"M_smkless_prev_adult","PUBLISHED","AFR","STP","BTSX","2.8","2.80000","","",""
"M_smkless_prev_adult","PUBLISHED","EUR","KAZ","MLE","2.8","2.80000","","",""
"M_smkless_prev_adult","PUBLISHED","AMR","PRY","MLE","3.0","3.00000","","",""
"M_smkless_prev_adult","PUBLISHED","EUR","EST","FMLE","3.1","3.10000","","",""
"M_smkless_prev_adult","PUBLISHED","SEAR","MDV","MLE","3.9","3.90000","","",""
"M_smkless_prev_adult","PUBLISHED","AMR","USA","MLE","4.8","4.80000","","",""
"M_smkless_prev_adult","PUBLISHED","SEAR","NPL","FMLE","4.8","4.80000","","",""
"M_smkless_prev_adult","PUBLISHED","AFR","BFA","MLE","5.6","5.60000","","",""
"M_smkless_prev_adult","PUBLISHED","EUR","EST","BTSX","6.8","6.80000","","",""
"M_smkless_prev_adult","PUBLISHED","EUR","NOR","FMLE","7.0","7.00000","","",""
"M_smkless_prev_adult","PUBLISHED","EUR","ISL","MLE","7.3","7.30000","","",""
"M_smkless_prev_adult","PUBLISHED","WPR","KHM","BTSX","7.3","7.30000","","",""
"M_smkless_prev_adult","PUBLISHED","AFR","LSO","BTSX","10.5","10.50000","","",""
"M_smkless_prev_adult","PUBLISHED","SEAR","LKA","BTSX","15.8","15.80000","","",""
"M_smkless_prev_adult","PUBLISHED","SEAR","NPL","BTSX","17.8","17.80000","","",""
"M_smkless_prev_adult","PUBLISHED","SEAR","IND","FMLE","18.4","18.40000","","",""
"M_smkless_prev_adult","PUBLISHED","SEAR","LKA","MLE","24.9","24.90000","","",""
"M_smkless_prev_adult","PUBLISHED","SEAR","MMR","BTSX","29.7","29.70000","","",""
"M_smkless_prev_adult","PUBLISHED","SEAR","IND","MLE","32.9","32.90000","","",""
"M_smkless_prev_adult","PUBLISHED","AMR","HTI","FMLE","Not available","","","","Data not reported / not available"
"M_smkless_prev_adult","PUBLISHED","EMR","AFG","BTSX","Not available","","","","Data not reported / not available"
"M_smkless_prev_adult","PUBLISHED","EMR","OMN","BTSX","Not available","","","","Data not reported / not available"
"M_smkless_prev_adult","PUBLISHED","EUR","CYP","MLE","Not available","","","","Data not reported / not available"
"M_smkless_prev_adult","PUBLISHED","EUR","HUN","FMLE","Not available","","","","Data not reported / not available"
"M_smkless_prev_adult","PUBLISHED","EUR","MCO","FMLE","Not available","","","","Data not reported / not available"
"M_smkless_prev_adult","PUBLISHED","WPR","CHN","FMLE","Not available","","","","Data not reported / not available"
"M_smkless_prev_adult","PUBLISHED","WPR","NIU","MLE","Not available","","","","Data not reported / not available"
"M_smkless_prev_adult","PUBLISHED","EUR","BIH","BTSX","Not available","","","","Data not reported / not available"
"M_smkless_prev_adult","PUBLISHED","AFR","CAF","FMLE","Not available","","","","Data not reported / not available"
"M_smkless_prev_adult","PUBLISHED","AFR","GNQ","FMLE","Not available","","","","Data not reported / not available"
"M_smkless_prev_adult","PUBLISHED","AFR","GAB","MLE","Not available","","","","Data not reported / not available"
"M_smkless_prev_adult","PUBLISHED","AMR","GTM","FMLE","Not available","","","","Data not reported / not available"
"M_smkless_prev_adult","PUBLISHED","AMR","GUY","MLE","Not available","","","","Data not reported / not available"
"M_smkless_prev_adult","PUBLISHED","EMR","MAR","MLE","Not available","","","","Data not reported / not available"
"M_smkless_prev_adult","PUBLISHED","EUR","ARM","BTSX","Not available","","","","Data not reported / not available"
"M_smkless_prev_adult","PUBLISHED","EUR","LTU","MLE","Not available","","","","Data not reported / not available"
"M_smkless_prev_adult","PUBLISHED","AFR","COM","BTSX","Not available","","","","Data not reported / not available"
"M_smkless_prev_adult","PUBLISHED","AFR","MUS","MLE","Not available","","","","Data not reported / not available"
"M_smkless_prev_adult","PUBLISHED","EMR","IRN","BTSX","Not available","","","","Data not reported / not available"
"M_smkless_prev_adult","PUBLISHED","EMR","KWT","FMLE","Not available","","","","Data not reported / not available"
"M_smkless_prev_adult","PUBLISHED","EMR","KWT","BTSX","Not available","","","","Data not reported / not available"
"M_smkless_prev_adult","PUBLISHED","EUR","FRA","FMLE","Not available","","","","Data not reported / not available"
"M_smkless_prev_adult","PUBLISHED","WPR","AUS","BTSX","Not available","","","","Data not reported / not available"
"M_smkless_prev_adult","PUBLISHED","WPR","JPN","BTSX","Not available","","","","Data not reported / not available"
"M_smkless_prev_adult","PUBLISHED","WPR","NZL","MLE","Not available","","","","Data not reported / not available"
"M_smkless_prev_adult","PUBLISHED","WPR","NIU","BTSX","Not available","","","","Data not reported / not available"
"M_smkless_prev_adult","PUBLISHED","WPR","KOR","FMLE","Not available","","","","Data not reported / not available"
"M_smkless_prev_adult","PUBLISHED","WPR","SGP","MLE","Not available","","","","Data not reported / not available"
"M_smkless_prev_adult","PUBLISHED","AFR","ETH","MLE","Not available","","","","Data not reported / not available"
"M_smkless_prev_adult","PUBLISHED","AMR","DOM","BTSX","Not available","","","","Data not reported / not available"
"M_smkless_prev_adult","PUBLISHED","EUR","AZE","BTSX","Not available","","","","Data not reported / not available"
"M_smkless_prev_adult","PUBLISHED","EUR","BEL","BTSX","Not available","","","","Data not reported / not available"
"M_smkless_prev_adult","PUBLISHED","EUR","FRA","MLE","Not available","","","","Data not reported / not available"
"M_smkless_prev_adult","PUBLISHED","EUR","MDA","FMLE","Not available","","","","Data not reported / not available"
"M_smkless_prev_adult","PUBLISHED","WPR","AUS","FMLE","Not available","","","","Data not reported / not available"
"M_smkless_prev_adult","PUBLISHED","WPR","PNG","BTSX","Not available","","","","Data not reported / not available"
"M_smkless_prev_adult","PUBLISHED","WPR","KOR","MLE","Not available","","","","Data not reported / not available"
"M_smkless_prev_adult","PUBLISHED","WPR","WSM","BTSX","Not available","","","","Data not reported / not available"
"M_smkless_prev_adult","PUBLISHED","AFR","BDI","FMLE","Not available","","","","Data not reported / not available"
"M_smkless_prev_adult","PUBLISHED","AFR","COM","FMLE","Not available","","","","Data not reported / not available"
"M_smkless_prev_adult","PUBLISHED","AFR","MLI","BTSX","Not available","","","","Data not reported / not available"
"M_smkless_prev_adult","PUBLISHED","AFR","NAM","FMLE","Not available","","","","Data not reported / not available"
"M_smkless_prev_adult","PUBLISHED","AMR","PER","FMLE","Not available","","","","Data not reported / not available"
"M_smkless_prev_adult","PUBLISHED","EUR","AUT","FMLE","Not available","","","","Data not reported / not available"
"M_smkless_prev_adult","PUBLISHED","EUR","MDA","BTSX","Not available","","","","Data not reported / not available"
"M_smkless_prev_adult","PUBLISHED","EUR","TUR","MLE","Not available","","","","Data not reported / not available"
"M_smkless_prev_adult","PUBLISHED","WPR","KIR","BTSX","Not available","","","","Data not reported / not available"
"M_smkless_prev_adult","PUBLISHED","WPR","MHL","MLE","Not available","","","","Data not reported / not available"
"M_smkless_prev_adult","PUBLISHED","AFR","CAF","MLE","Not available","","","","Data not reported / not available"
"M_smkless_prev_adult","PUBLISHED","AFR","NAM","MLE","Not available","","","","Data not reported / not available"
"M_smkless_prev_adult","PUBLISHED","AMR","NIC","MLE","Not available","","","","Data not reported / not available"
"M_smkless_prev_adult","PUBLISHED","EMR","SYR","FMLE","Not available","","","","Data not reported / not available"
"M_smkless_prev_adult","PUBLISHED","EUR","HRV","BTSX","Not available","","","","Data not reported / not available"
"M_smkless_prev_adult","PUBLISHED","EUR","CYP","FMLE","Not available","","","","Data not reported / not available"
"M_smkless_prev_adult","PUBLISHED","EUR","LVA","FMLE","Not available","","","","Data not reported / not available"
"M_smkless_prev_adult","PUBLISHED","EUR","SVK","FMLE","Not available","","","","Data not reported / not available"
"M_smkless_prev_adult","PUBLISHED","EUR","GBR","MLE","Not available","","","","Data not reported / not available"
"M_smkless_prev_adult","PUBLISHED","SEAR","PRK","FMLE","Not available","","","","Data not reported / not available"
