"GHO","PUBLISHSTATE","YEAR","REGION","COUNTRY","SEX","ENVCAUSE","Display Value","Numeric","Low","High","Comments"
"AIR_7","PUBLISHED","2016","AFR","AGO","BTSX","ENVCAUSE113","43715 [36633–50551]","43715.32227","36633.45703","50551.14063",""
"AIR_7","PUBLISHED","2016","AFR","AGO","FMLE","ENVCAUSE114","16158 [13340–19264]","16158.02289","13339.74512","19263.86523",""
"AIR_7","PUBLISHED","2016","EUR","ALB","BTSX","ENVCAUSE104","0 [0–0]","0.00000","0.00000","0.00000",""
"AIR_7","PUBLISHED","2016","EMR","ARE","FMLE","ENVCAUSE039","980 [721–1254]","979.61960","720.89764","1253.95630",""
"AIR_7","PUBLISHED","2016","EMR","ARE","FMLE","ENVCAUSE113","3466 [2909–4034]","3465.84229","2909.21411","4034.45532",""
"AIR_7","PUBLISHED","2016","AMR","ARG","BTSX","ENVCAUSE114","43909 [32424–59747]","43909.20435","32424.39453","59747.17969",""
"AIR_7","PUBLISHED","2016","EUR","ARM","BTSX","ENVCAUSE113","26654 [21608–31338]","26653.65166","21607.81250","31337.55469",""
"AIR_7","PUBLISHED","2016","EUR","ARM","FMLE","ENVCAUSE114","2943 [2253–3909]","2942.58277","2253.37647","3908.91040",""
"AIR_7","PUBLISHED","2016","AMR","ATG","BTSX","ENVCAUSE104","0 [0–0]","0.00000","0.00000","0.00000",""
"AIR_7","PUBLISHED","2016","WPR","AUS","BTSX","ENVCAUSE068","7986 [3253–15112]","7985.67839","3253.01538","15111.98340",""
"AIR_7","PUBLISHED","2016","EUR","AUT","FMLE","ENVCAUSE039","884 [319–1643]","884.16431","319.17828","1643.29187",""
"AIR_7","PUBLISHED","2016","EUR","AUT","FMLE","ENVCAUSE113","12209 [8011–16788]","12209.38552","8011.42139","16788.27539",""
"AIR_7","PUBLISHED","2016","EUR","AZE","BTSX","ENVCAUSE114","19691 [14991–24726]","19691.12679","14990.71777","24725.66602",""
"AIR_7","PUBLISHED","2016","EUR","BEL","BTSX","ENVCAUSE104","0 [0–0]","0.00000","0.00000","0.00000",""
"AIR_7","PUBLISHED","2016","AFR","BFA","FMLE","ENVCAUSE039","131429 [95496–169090]","131428.63290","95496.39844","169089.60940",""
"AIR_7","PUBLISHED","2016","AFR","BFA","FMLE","ENVCAUSE113","22198 [18669–25610]","22197.77246","18669.34570","25609.79102",""
"AIR_7","PUBLISHED","2016","AFR","BFA","MLE","ENVCAUSE114","11799 [9794–13813]","11799.44730","9794.28320","13812.52246",""
"AIR_7","PUBLISHED","2016","SEAR","BGD","BTSX","ENVCAUSE114","612177 [522831–703475]","612176.86520","522831.43750","703475.25000",""
"AIR_7","PUBLISHED","2016","EMR","BHR","MLE","ENVCAUSE039","530 [423–641]","530.36008","422.63251","641.29730",""
"AIR_7","PUBLISHED","2016","EMR","BHR","BTSX","ENVCAUSE104","0 [0–0]","0.00000","0.00000","0.00000",""
"AIR_7","PUBLISHED","2016","EMR","BHR","MLE","ENVCAUSE068","357 [243–468]","356.75144","243.15727","467.67322",""
"AIR_7","PUBLISHED","2016","EUR","BIH","FMLE","ENVCAUSE039","779 [504–1083]","779.23397","503.59860","1082.50928",""
"AIR_7","PUBLISHED","2016","EUR","BIH","FMLE","ENVCAUSE113","12520 [9645–15365]","12519.88874","9644.53320","15364.82324",""
"AIR_7","PUBLISHED","2016","EUR","BIH","MLE","ENVCAUSE114","8122 [6397–10191]","8122.10295","6396.99072","10191.06152",""
"AIR_7","PUBLISHED","2016","AMR","BOL","MLE","ENVCAUSE039","24773 [13610–37791]","24772.91785","13610.15820","37790.96094",""
"AIR_7","PUBLISHED","2016","AMR","BOL","BTSX","ENVCAUSE104","0 [0–0]","0.00000","0.00000","0.00000",""
"AIR_7","PUBLISHED","2016","AMR","BRB","FMLE","ENVCAUSE039","404 [231–595]","404.21979","231.47778","594.59222",""
"AIR_7","PUBLISHED","2016","AMR","BRB","FMLE","ENVCAUSE113","407 [311–499]","407.42234","310.78693","498.79956",""
"AIR_7","PUBLISHED","2016","AFR","BWA","BTSX","ENVCAUSE104","0 [0–0]","0.00000","0.00000","0.00000",""
"AIR_7","PUBLISHED","2016","AFR","BWA","MLE","ENVCAUSE068","158 [87–242]","158.26537","86.91377","242.04050",""
"AIR_7","PUBLISHED","2016","AMR","CAN","FMLE","ENVCAUSE039","2339 [273–6286]","2339.39900","273.44516","6285.61865",""
"AIR_7","PUBLISHED","2016","AMR","CAN","FMLE","ENVCAUSE113","16763 [10559–23739]","16762.90765","10559.33203","23738.83984",""
"AIR_7","PUBLISHED","2016","EUR","CHE","FMLE","ENVCAUSE104","0 [0–0]","0.00000","0.00000","0.00000",""
"AIR_7","PUBLISHED","2016","AMR","CHL","BTSX","ENVCAUSE113","40016 [32906–46965]","40016.22324","32906.19922","46965.23828",""
"AIR_7","PUBLISHED","2016","AMR","CHL","FMLE","ENVCAUSE068","3643 [1976–5634]","3642.69865","1975.56238","5634.35938",""
"AIR_7","PUBLISHED","2016","WPR","CHN","MLE","ENVCAUSE039","824943 [638024–1021728]","824942.68040","638024.18750","1021728.12500",""
"AIR_7","PUBLISHED","2016","WPR","CHN","BTSX","ENVCAUSE104","0 [0–0]","0.00000","0.00000","0.00000",""
"AIR_7","PUBLISHED","2016","AFR","CIV","BTSX","ENVCAUSE068","893 [498–1354]","893.41133","497.60406","1354.00684",""
"AIR_7","PUBLISHED","2016","AFR","CMR","FMLE","ENVCAUSE113","27872 [24113–31774]","27871.97424","24112.80078","31774.27930",""
"AIR_7","PUBLISHED","2016","AFR","CMR","MLE","ENVCAUSE114","30491 [26406–34714]","30490.88489","26406.04297","34713.73438",""
"AIR_7","PUBLISHED","2016","AFR","COD","FMLE","ENVCAUSE104","0 [0–0]","0.00000","0.00000","0.00000",""
"AIR_7","PUBLISHED","2016","AFR","COG","FMLE","ENVCAUSE068","89 [55–126]","88.71601","54.57597","126.22293",""
"AIR_7","PUBLISHED","2016","AMR","COL","BTSX","ENVCAUSE068","15484 [8012–24875]","15484.24519","8011.79932","24874.53906",""
"AIR_7","PUBLISHED","2016","AFR","COM","MLE","ENVCAUSE114","553 [436–673]","552.95530","436.37634","673.01740",""
"AIR_7","PUBLISHED","2016","AFR","CPV","FMLE","ENVCAUSE104","0 [0–0]","0.00000","0.00000","0.00000",""
"AIR_7","PUBLISHED","2016","AFR","CPV","BTSX","ENVCAUSE114","832 [667–1026]","832.41198","666.69165","1026.08057",""
"AIR_7","PUBLISHED","2016","AMR","CUB","MLE","ENVCAUSE039","9607 [5043–15148]","9606.91350","5042.93750","15148.17773",""
"AIR_7","PUBLISHED","2016","EUR","CYP","BTSX","ENVCAUSE039","262 [127–423]","261.50357","126.62243","423.12219",""
"AIR_7","PUBLISHED","2016","EUR","CYP","BTSX","ENVCAUSE068","859 [450–1370]","859.29335","449.94882","1369.81055",""
"AIR_7","PUBLISHED","2016","EUR","CZE","MLE","ENVCAUSE114","8400 [6209–11278]","8399.59689","6209.49951","11277.60449",""
"AIR_7","PUBLISHED","2016","EUR","DEU","FMLE","ENVCAUSE104","0 [0–0]","0.00000","0.00000","0.00000",""
"AIR_7","PUBLISHED","2016","EUR","DEU","BTSX","ENVCAUSE114","84682 [54191–144220]","84681.89279","54190.61328","144219.98440",""
"AIR_7","PUBLISHED","2016","EUR","DNK","BTSX","ENVCAUSE039","2524 [735–5153]","2523.61298","734.86505","5153.02832",""
"AIR_7","PUBLISHED","2016","EUR","DNK","BTSX","ENVCAUSE068","5060 [2275–8871]","5059.57507","2274.83838","8871.01660",""
"AIR_7","PUBLISHED","2016","AMR","DOM","MLE","ENVCAUSE114","9621 [7356–12057]","9621.14099","7356.08887","12056.71875",""
"AIR_7","PUBLISHED","2016","AFR","DZA","FMLE","ENVCAUSE104","0 [0–0]","0.00000","0.00000","0.00000",""
"AIR_7","PUBLISHED","2016","AFR","DZA","BTSX","ENVCAUSE114","57173 [47688–68221]","57173.37769","47687.92969","68220.72656",""
"AIR_7","PUBLISHED","2016","EMR","EGY","MLE","ENVCAUSE039","273653 [217543–328108]","273652.66460","217543.48440","328108.43750",""
"AIR_7","PUBLISHED","2016","EMR","EGY","BTSX","ENVCAUSE104","0 [0–0]","0.00000","0.00000","0.00000",""
"AIR_7","PUBLISHED","2016","AFR","ERI","BTSX","ENVCAUSE039","60092 [45501–75660]","60091.54449","45501.21094","75659.60156",""
"AIR_7","PUBLISHED","2016","AFR","ERI","BTSX","ENVCAUSE068","463 [289–650]","462.70331","289.35010","649.51331",""
"AIR_7","PUBLISHED","2016","EUR","ESP","MLE","ENVCAUSE114","16636 [10823–28321]","16636.44184","10822.92285","28320.82031",""
"AIR_7","PUBLISHED","2016","EUR","EST","FMLE","ENVCAUSE104","0 [0–0]","0.00000","0.00000","0.00000",""
"AIR_7","PUBLISHED","2016","EUR","EST","BTSX","ENVCAUSE114","1285 [792–2300]","1284.77282","792.37292","2300.10718",""
"AIR_7","PUBLISHED","2016","EUR","FIN","MLE","ENVCAUSE039","109 [8–328]","109.04237","7.83934","328.40332",""
"AIR_7","PUBLISHED","2016","EUR","FIN","MLE","ENVCAUSE113","7339 [4747–10278]","7339.10740","4747.29150","10277.76563",""
"AIR_7","PUBLISHED","2016","WPR","FJI","BTSX","ENVCAUSE039","1054 [332–2080]","1053.69824","331.67831","2079.93530",""
"AIR_7","PUBLISHED","2016","EUR","FRA","FMLE","ENVCAUSE113","35717 [22980–49677]","35717.22902","22980.08008","49677.06641",""
"AIR_7","PUBLISHED","2016","WPR","FSM","BTSX","ENVCAUSE114","172 [126–223]","171.60335","126.04520","222.63730",""
"AIR_7","PUBLISHED","2016","AFR","GAB","FMLE","ENVCAUSE068","137 [84–196]","137.41702","84.15257","196.19923",""
"AIR_7","PUBLISHED","2016","EUR","GBR","MLE","ENVCAUSE039","21453 [6482–43374]","21453.00450","6482.04199","43374.00391",""
"AIR_7","PUBLISHED","2016","EUR","GBR","MLE","ENVCAUSE113","101524 [78788–123825]","101523.59890","78788.17188","123825.12500",""
"AIR_7","PUBLISHED","2016","EUR","GEO","BTSX","ENVCAUSE039","3068 [1733–4602]","3067.77562","1732.82690","4602.45361",""
"AIR_7","PUBLISHED","2016","EUR","GEO","FMLE","ENVCAUSE114","11210 [8070–15817]","11209.97916","8069.50635","15817.05078",""
"AIR_7","PUBLISHED","2016","AFR","GHA","FMLE","ENVCAUSE113","49745 [42152–57261]","49744.80878","42151.89453","57260.56250",""
"AIR_7","PUBLISHED","2016","AFR","GIN","BTSX","ENVCAUSE114","24353 [19583–29338]","24352.93945","19582.68555","29337.84570",""
"AIR_7","PUBLISHED","2016","AFR","GMB","FMLE","ENVCAUSE068","25 [14–36]","24.51503","14.38540","35.89814",""
