"GHO","PUBLISHSTATE","YEAR","REGION","COUNTRY","SEX","ENVCAUSE","Display Value","Numeric","Low","High","Comments"
"AIR_11","PUBLISHED","2016","EMR","AFG","BTSX","ENVCAUSE113","7899 [6275–9483]","7898.80386","6275.02344","9483.33106",""
"AIR_11","PUBLISHED","2016","EMR","AFG","BTSX","ENVCAUSE068","414 [300–518]","414.40803","300.24280","517.98480",""
"AIR_11","PUBLISHED","2016","EMR","AFG","BTSX","ENVCAUSE114","3359 [2647–4116]","3359.34339","2647.01563","4115.60352",""
"AIR_11","PUBLISHED","2016","EMR","AFG","BTSX","ENVCAUSE039","7789 [5587–9560]","7788.50188","5586.95117","9560.36035",""
"AIR_11","PUBLISHED","2016","EMR","AFG","BTSX","ENVCAUSE000","21141 [17400–24673]","21140.72425","17399.77930","24672.51953",""
"AIR_11","PUBLISHED","2016","EMR","AFG","BTSX","ENVCAUSE118","1680 [1001–2273]","1679.66709","1001.25305","2273.32617",""
"AIR_11","PUBLISHED","2016","EMR","AFG","FMLE","ENVCAUSE113","3530 [2837–4193]","3529.58521","2836.99878","4192.92773",""
"AIR_11","PUBLISHED","2016","EMR","AFG","FMLE","ENVCAUSE039","4042 [2892–4948]","4041.65587","2892.27881","4947.51856",""
"AIR_11","PUBLISHED","2016","EMR","AFG","FMLE","ENVCAUSE114","1876 [1474–2292]","1876.49917","1473.76099","2292.39697",""
"AIR_11","PUBLISHED","2016","EMR","AFG","FMLE","ENVCAUSE068","126 [96–153]","125.83481","96.27637","152.86124",""
"AIR_11","PUBLISHED","2016","EMR","AFG","FMLE","ENVCAUSE118","889 [596–1113]","888.79739","596.28937","1113.46484",""
"AIR_11","PUBLISHED","2016","EMR","AFG","FMLE","ENVCAUSE000","10462 [8624–12100]","10462.37245","8624.18066","12100.21191",""
"AIR_11","PUBLISHED","2016","EMR","AFG","MLE","ENVCAUSE113","4369 [3453–5312]","4369.21844","3453.36060","5312.16699",""
"AIR_11","PUBLISHED","2016","EMR","AFG","MLE","ENVCAUSE068","289 [200–371]","288.57322","199.66637","370.57684",""
"AIR_11","PUBLISHED","2016","EMR","AFG","MLE","ENVCAUSE039","3747 [2698–4611]","3746.84600","2697.72754","4611.06250",""
"AIR_11","PUBLISHED","2016","EMR","AFG","MLE","ENVCAUSE114","1483 [1164–1844]","1482.84428","1164.34924","1844.11108",""
"AIR_11","PUBLISHED","2016","EMR","AFG","MLE","ENVCAUSE118","791 [204–1313]","790.86969","204.49936","1312.87012",""
"AIR_11","PUBLISHED","2016","EMR","AFG","MLE","ENVCAUSE000","10678 [8731–12547]","10678.35162","8731.17188","12546.90918",""
"AIR_11","PUBLISHED","2016","AFR","AGO","BTSX","ENVCAUSE039","9474 [6548–12003]","9473.83435","6548.36231","12002.96777",""
"AIR_11","PUBLISHED","2016","AFR","AGO","BTSX","ENVCAUSE114","1332 [1026–1711]","1331.76350","1025.55347","1711.42700",""
"AIR_11","PUBLISHED","2016","AFR","AGO","BTSX","ENVCAUSE113","1726 [1380–2137]","1726.10394","1379.81311","2136.73560",""
"AIR_11","PUBLISHED","2016","AFR","AGO","BTSX","ENVCAUSE068","69 [50–87]","68.50005","49.60644","87.05853",""
"AIR_11","PUBLISHED","2016","AFR","AGO","BTSX","ENVCAUSE000","13384 [10200–16377]","13384.09527","10199.83594","16377.44824",""
"AIR_11","PUBLISHED","2016","AFR","AGO","BTSX","ENVCAUSE118","784 [489–1073]","783.89342","489.48843","1072.94849",""
"AIR_11","PUBLISHED","2016","AFR","AGO","FMLE","ENVCAUSE068","31 [23–38]","30.51631","22.65619","38.05038",""
