"GHO","PUBLISHSTATE","YEAR","REGION","COUNTRY","RESIDENCEAREATYPE","Display Value","Numeric","Low","High","Comments"
"EQ_URBSLUM","PUBLISHED","1990","EMR","AFG","TOTL","98","","","",""
"EQ_URBSLUM","PUBLISHED","1990","AFR","DZA","TOTL","12","","","",""
"EQ_URBSLUM","PUBLISHED","1990","AFR","AGO","TOTL","83","","","",""
"EQ_URBSLUM","PUBLISHED","2005","AFR","AGO","TOTL","86.5","","","",""
"EQ_URBSLUM","PUBLISHED","1990","AMR","ATG","TOTL","7","","","",""
"EQ_URBSLUM","PUBLISHED","2005","AMR","ATG","TOTL","4.8","","","",""
"EQ_URBSLUM","PUBLISHED","1990","AMR","ARG","TOTL","30","","","",""
"EQ_URBSLUM","PUBLISHED","2005","AMR","ARG","TOTL","26.2","","","",""
"EQ_URBSLUM","PUBLISHED","1990","SEAR","BGD","TOTL","87","","","",""
"EQ_URBSLUM","PUBLISHED","2005","SEAR","BGD","TOTL","70.8","","","",""
"EQ_URBSLUM","PUBLISHED","1990","AMR","BLZ","TOTL","54","","","",""
"EQ_URBSLUM","PUBLISHED","2005","AMR","BLZ","TOTL","47.3","","","",""
"EQ_URBSLUM","PUBLISHED","1990","AFR","BEN","TOTL","80","","","",""
"EQ_URBSLUM","PUBLISHED","2005","AFR","BEN","TOTL","71.7","","","",""
"EQ_URBSLUM","PUBLISHED","1990","SEAR","BTN","TOTL","70","","","",""
"EQ_URBSLUM","PUBLISHED","1990","AMR","BOL","TOTL","70","","","",""
"EQ_URBSLUM","PUBLISHED","2005","AMR","BOL","TOTL","50.4","","","",""
"EQ_URBSLUM","PUBLISHED","1990","AFR","BWA","TOTL","59","","","",""
"EQ_URBSLUM","PUBLISHED","1990","AMR","BRA","TOTL","45","","","",""
"EQ_URBSLUM","PUBLISHED","2005","AMR","BRA","TOTL","28.9","","","",""
"EQ_URBSLUM","PUBLISHED","1990","AFR","BFA","TOTL","81","","","",""
"EQ_URBSLUM","PUBLISHED","2005","AFR","BFA","TOTL","59.4","","","",""
"EQ_URBSLUM","PUBLISHED","1990","AFR","BDI","TOTL","83","","","",""
"EQ_URBSLUM","PUBLISHED","2005","AFR","BDI","TOTL","64.3","","","",""
"EQ_URBSLUM","PUBLISHED","1990","WPR","KHM","TOTL","72","","","",""
"EQ_URBSLUM","PUBLISHED","2005","WPR","KHM","TOTL","78.9","","","",""
"EQ_URBSLUM","PUBLISHED","1990","AFR","CMR","TOTL","62","","","",""
"EQ_URBSLUM","PUBLISHED","2005","AFR","CMR","TOTL","47.4","","","",""
"EQ_URBSLUM","PUBLISHED","1990","AFR","CPV","TOTL","70","","","",""
"EQ_URBSLUM","PUBLISHED","1990","AFR","CAF","TOTL","94","","","",""
"EQ_URBSLUM","PUBLISHED","2005","AFR","CAF","TOTL","94.1","","","",""
"EQ_URBSLUM","PUBLISHED","1990","AFR","TCD","TOTL","99","","","",""
"EQ_URBSLUM","PUBLISHED","2005","AFR","TCD","TOTL","91.3","","","",""
"EQ_URBSLUM","PUBLISHED","1990","AMR","CHL","TOTL","4","","","",""
"EQ_URBSLUM","PUBLISHED","2005","AMR","CHL","TOTL","9","","","",""
"EQ_URBSLUM","PUBLISHED","1990","WPR","CHN","TOTL","44","","","",""
"EQ_URBSLUM","PUBLISHED","2005","WPR","CHN","TOTL","32.8","","","",""
"EQ_URBSLUM","PUBLISHED","1990","AMR","COL","TOTL","26","","","",""
"EQ_URBSLUM","PUBLISHED","2005","AMR","COL","TOTL","17.9","","","",""
"EQ_URBSLUM","PUBLISHED","1990","AFR","COM","TOTL","62","","","",""
"EQ_URBSLUM","PUBLISHED","2005","AFR","COM","TOTL","68.9","","","",""
"EQ_URBSLUM","PUBLISHED","1990","AFR","COG","TOTL","84","","","",""
"EQ_URBSLUM","PUBLISHED","2005","AFR","COG","TOTL","53.4","","","",""
"EQ_URBSLUM","PUBLISHED","1990","AMR","CRI","TOTL","12","","","",""
