"GHO","PUBLISHSTATE","YEAR","REGION","Display Value","Numeric","Low","High","Comments"
"SHS_9","PUBLISHED","2004","WHO_LMI_AFR","36","36.08000","","",""
"SHS_9","PUBLISHED","2004","WHO_LMI_AMR","11","10.51000","","",""
"SHS_9","PUBLISHED","2004","WHO_LMI_EMR","50","49.63000","","",""
"SHS_9","PUBLISHED","2004","WHO_LMI_EUR","23","22.82000","","",""
"SHS_9","PUBLISHED","2004","WHO_LMI_SEAR","33","33.04000","","",""
"SHS_9","PUBLISHED","2004","WHO_LMI_WPR","15","15.28000","","",""
"SHS_9","PUBLISHED","2004","WHO_LMI_HIC","1","0.67000","","",""
"SHS_9","PUBLISHED","2004","WHO_LMI_WORLD","27","26.58000","","",""
