"GHO","PUBLISHSTATE","YEAR","REGION","UNREGION","WORLDBANKINCOMEGROUP","UNSDGREGION","Display Value","Numeric","Low","High","Comments"
"NUTSEVWASTINGNUM","PUBLISHED","2019","","","","UNSDG_WESTERNAFR","1.1 [0.9-1.4]","1.10000","0.90000","1.40000",""
"NUTSEVWASTINGNUM","PUBLISHED","2019","","","","UNSDG_SOUTHAMR","0.1 [0.0-0.2]","0.10000","0.00000","0.20000","Consecutive Low Population Coverage"
"NUTSEVWASTINGNUM","PUBLISHED","2019","","","","UNSDG_CENTRALASIASOUTHERNASIA","7.9 [5.2-10.5]","7.90000","5.20000","10.50000",""
"NUTSEVWASTINGNUM","PUBLISHED","2019","","","","UNSDG_OCEANIAexAUSNZL","0.1 [0.0-0.1]","0.10000","0.00000","0.10000",""
"NUTSEVWASTINGNUM","PUBLISHED","2019","","","","UNSDG_WESTERNASIA","0.3 [0.1-0.8]","0.30000","0.10000","0.80000",""
"NUTSEVWASTINGNUM","PUBLISHED","2019","","","","UNSDG_LDC","4.4 [2.4-7.8]","4.40000","2.40000","7.80000",""
"NUTSEVWASTINGNUM","PUBLISHED","2019","","","","UNSDG_WESTERNASIANORTHERNAFR","1.2 [0.5-1.9]","1.20000","0.50000","1.90000",""
"NUTSEVWASTINGNUM","PUBLISHED","2019","","","","UNSDG_NORTHERNAMR","0.0","0.00000","","","regional average is based only on United States data, hence confidence intervals are not provided"
"NUTSEVWASTINGNUM","PUBLISHED","2019","","","","UNSDG_SOUTHEASTERNASIA","2.0 [0.9-4.3]","2.00000","0.90000","4.30000",""
"NUTSEVWASTINGNUM","PUBLISHED","2019","","","","UNSDG_SOUTHASIA","7.8 [5.5-11.0]","7.80000","5.50000","11.00000",""
"NUTSEVWASTINGNUM","PUBLISHED","2019","","","","UNSDG_LAC","0.1 [0.1-0.2]","0.10000","0.10000","0.20000",""
"NUTSEVWASTINGNUM","PUBLISHED","2019","","","","UNSDG_EASTERNASIASOUTHEASTERNASIA","2.4 [0.8-3.9]","2.40000","0.80000","3.90000","excluding Japan"
"NUTSEVWASTINGNUM","PUBLISHED","2019","","","","UNSDG_SOUTHERNAFR","0.1 [0.0-0.1]","0.10000","0.00000","0.10000",""
"NUTSEVWASTINGNUM","PUBLISHED","2019","","","","UNSDG_CENTRALAMR","0.0 [0.0-0.0]","0.00000","0.00000","0.00000",""
"NUTSEVWASTINGNUM","PUBLISHED","2019","","","","UNSDG_SUBSAHARANAFRICA","2.6 [2.2-3.0]","2.60000","2.20000","3.00000",""
"NUTSEVWASTINGNUM","PUBLISHED","2019","","","","UNSDG_LLDC","1.1 [0.8-1.4]","1.10000","0.80000","1.40000",""
"NUTSEVWASTINGNUM","PUBLISHED","2019","","","","UNSDG_EASTERNASIA","0.4 [0.3-0.4]","0.40000","0.30000","0.40000","excluding Japan"
"NUTSEVWASTINGNUM","PUBLISHED","2019","","","","UNSDG_EASTERNAFR","0.7 [0.5-1.0]","0.70000","0.50000","1.00000",""
"NUTSEVWASTINGNUM","PUBLISHED","2019","","","","UNSDG_NORTHAFR","0.9 [0.5-1.8]","0.90000","0.50000","1.80000",""
"NUTSEVWASTINGNUM","PUBLISHED","2019","","","","UNSDG_CARIBBEAN","0.0 [0.0-0.0]","0.00000","0.00000","0.00000",""
"NUTSEVWASTINGNUM","PUBLISHED","2019","","","","UNSDG_CENTRALASIA","0.1 [0.0-0.1]","0.10000","0.00000","0.10000",""
"NUTSEVWASTINGNUM","PUBLISHED","2019","","","","UNSDG_MIDDLEAFR","0.7 [0.5-0.9]","0.70000","0.50000","0.90000",""
"NUTSEVWASTINGNUM","PUBLISHED","2019","","11","","","1.1 [0.9-1.4]","1.10000","0.90000","1.40000",""
"NUTSEVWASTINGNUM","PUBLISHED","2019","","35","","","2.0 [0.9-4.3]","2.00000","0.90000","4.30000",""
"NUTSEVWASTINGNUM","PUBLISHED","2019","","5","","","0.1 [0.0-0.2]","0.10000","0.00000","0.20000","Consecutive Low Population Coverage"
"NUTSEVWASTINGNUM","PUBLISHED","2019","","64","","","7.9 [5.2-10.5]","7.90000","5.20000","10.50000",""
"NUTSEVWASTINGNUM","PUBLISHED","2019","","29","","","0.0 [0.0-0.0]","0.00000","0.00000","0.00000",""
"NUTSEVWASTINGNUM","PUBLISHED","2019","","2","","","3.5 [2.8-4.2]","3.50000","2.80000","4.20000",""
"NUTSEVWASTINGNUM","PUBLISHED","2019","","14","","","0.7 [0.5-1.0]","0.70000","0.50000","1.00000",""
"NUTSEVWASTINGNUM","PUBLISHED","2019","","197","","","14.2 [11.1-17.4]","14.20000","11.10000","17.40000","Only Less Developed Regions are displayed, while the aggregates of the More Developed Regions are not displayed due to insufficient population coverage"
