"GHO","PUBLISHSTATE","YEAR","REGION","COUNTRY","ADVERTISINGTYPE","Display Value","Numeric","Low","High","Comments"
"SA_0000001516_ARCHIVED","PUBLISHED","2012","EMR","AFG","SA_WINE_ADS","ban","","","",""
"SA_0000001516_ARCHIVED","PUBLISHED","2012","AFR","DZA","SA_SPIRITS_ADS","ban","","","",""
"SA_0000001516_ARCHIVED","PUBLISHED","2012","AMR","ARG","SA_WINE_ADS","no restrictions","","","",""
"SA_0000001516_ARCHIVED","PUBLISHED","2012","WPR","AUS","SA_SPIRITS_ADS","no restrictions","","","",""
"SA_0000001516_ARCHIVED","PUBLISHED","2012","AMR","BHS","SA_BEER_ADS","ban","","","",""
"SA_0000001516_ARCHIVED","PUBLISHED","2012","AFR","CPV","SA_WINE_ADS","no restrictions","","","",""
"SA_0000001516_ARCHIVED","PUBLISHED","2012","AFR","TCD","SA_SPIRITS_ADS","voluntary/self-restricted","","","",""
"SA_0000001516_ARCHIVED","PUBLISHED","2012","WPR","COK","SA_SPIRITS_ADS","ban","","","",""
"SA_0000001516_ARCHIVED","PUBLISHED","2012","EUR","DNK","SA_BEER_ADS","partial restriction time/place/place","","","",""
"SA_0000001516_ARCHIVED","PUBLISHED","2012","AMR","DMA","SA_WINE_ADS","no restrictions","","","",""
"SA_0000001516_ARCHIVED","PUBLISHED","2012","AMR","ECU","SA_SPIRITS_ADS","ban","","","",""
"SA_0000001516_ARCHIVED","PUBLISHED","2012","AFR","ERI","SA_WINE_ADS","no restrictions","","","",""
"SA_0000001516_ARCHIVED","PUBLISHED","2012","EUR","GEO","SA_SPIRITS_ADS","partial restrictions","","","",""
"SA_0000001516_ARCHIVED","PUBLISHED","2012","EUR","GRC","SA_BEER_ADS","no restrictions","","","",""
"SA_0000001516_ARCHIVED","PUBLISHED","2012","AMR","GTM","SA_WINE_ADS","no restrictions","","","",""
"SA_0000001516_ARCHIVED","PUBLISHED","2012","EUR","HUN","SA_WINE_ADS","partial restriction time/place","","","",""
"SA_0000001516_ARCHIVED","PUBLISHED","2012","SEAR","IND","SA_SPIRITS_ADS","ban","","","",""
"SA_0000001516_ARCHIVED","PUBLISHED","2012","EUR","IRL","SA_WINE_ADS","partial restriction time/place","","","",""
"SA_0000001516_ARCHIVED","PUBLISHED","2012","EMR","JOR","SA_BEER_ADS","ban","","","",""
"SA_0000001516_ARCHIVED","PUBLISHED","2012","EUR","LTU","SA_BEER_ADS","partial restriction time/place","","","",""
"SA_0000001516_ARCHIVED","PUBLISHED","2012","EUR","TKM","SA_WINE_ADS","ban","","","",""
"SA_0000001516_ARCHIVED","PUBLISHED","2012","AMR","URY","SA_SPIRITS_ADS","no restrictions","","","",""
"SA_0000001516_ARCHIVED","PUBLISHED","2012","AMR","VEN","SA_BEER_ADS","ban","","","",""
"SA_0000001516_ARCHIVED","PUBLISHED","2012","EUR","ALB","SA_WINE_ADS","no restrictions","","","",""
"SA_0000001516_ARCHIVED","PUBLISHED","2012","AFR","DZA","SA_BEER_ADS","ban","","","",""
"SA_0000001516_ARCHIVED","PUBLISHED","2012","EUR","ARM","SA_SPIRITS_ADS","no restrictions","","","",""
"SA_0000001516_ARCHIVED","PUBLISHED","2012","SEAR","BGD","SA_WINE_ADS","ban","","","",""
"SA_0000001516_ARCHIVED","PUBLISHED","2012","AMR","BLZ","SA_SPIRITS_ADS","no restrictions","","","",""
"SA_0000001516_ARCHIVED","PUBLISHED","2012","AFR","BEN","SA_WINE_ADS","no restrictions","","","",""
"SA_0000001516_ARCHIVED","PUBLISHED","2012","SEAR","BTN","SA_BEER_ADS","ban","","","",""
"SA_0000001516_ARCHIVED","PUBLISHED","2012","AMR","BRA","SA_WINE_ADS","partial restriction time/place/place","","","",""
"SA_0000001516_ARCHIVED","PUBLISHED","2012","WPR","BRN","SA_BEER_ADS","ban","","","",""
"SA_0000001516_ARCHIVED","PUBLISHED","2012","AFR","CMR","SA_SPIRITS_ADS","no restrictions","","","",""
"SA_0000001516_ARCHIVED","PUBLISHED","2012","AMR","CRI","SA_WINE_ADS","partial restrictions","","","",""
"SA_0000001516_ARCHIVED","PUBLISHED","2012","AMR","DOM","SA_SPIRITS_ADS","no restrictions","","","",""
"SA_0000001516_ARCHIVED","PUBLISHED","2012","AMR","ECU","SA_WINE_ADS","ban","","","",""
"SA_0000001516_ARCHIVED","PUBLISHED","2012","AFR","ETH","SA_BEER_ADS","no restrictions","","","",""
"SA_0000001516_ARCHIVED","PUBLISHED","2012","AFR","GAB","SA_WINE_ADS","no restrictions","","","",""
"SA_0000001516_ARCHIVED","PUBLISHED","2012","AFR","GMB","SA_BEER_ADS","ban","","","",""
"SA_0000001516_ARCHIVED","PUBLISHED","2012","AMR","GRD","SA_BEER_ADS","no restrictions","","","",""
"SA_0000001516_ARCHIVED","PUBLISHED","2012","EMR","IRN","SA_WINE_ADS","ban","","","",""
"SA_0000001516_ARCHIVED","PUBLISHED","2012","EMR","IRQ","SA_BEER_ADS","no restrictions","","","",""
"SA_0000001516_ARCHIVED","PUBLISHED","2012","WPR","JPN","SA_BEER_ADS","no restrictions","","","",""
"SA_0000001516_ARCHIVED","PUBLISHED","2012","AFR","LBR","SA_WINE_ADS","no restrictions","","","",""
"SA_0000001516_ARCHIVED","PUBLISHED","2012","AFR","MWI","SA_WINE_ADS","no restrictions","","","",""
"SA_0000001516_ARCHIVED","PUBLISHED","2012","AFR","MRT","SA_BEER_ADS","ban","","","",""
"SA_0000001516_ARCHIVED","PUBLISHED","2012","EMR","AFG","SA_BEER_ADS","ban","","","",""
