"GHO","DATASOURCE","PUBLISHSTATE","YEAR","REGION","COUNTRY","SEX","Display Value","Numeric","Low","High","Comments"
"SA_0000001786","SA_0000001786_BRB","PUBLISHED","2011","AMR","BRB","MLE","48","","","",""
"SA_0000001786","SA_0000001786_BLZ","PUBLISHED","2011","AMR","BLZ","BTSX","27.9","","","",""
"SA_0000001786","SA_0000001786_COK","PUBLISHED","2011","WPR","COK","MLE","29.4","","","",""
"SA_0000001786","SA_0000001786_CRI","PUBLISHED","2009","AMR","CRI","BTSX","23.6","","","",""
"SA_0000001786","SA_0000001786_DMA","PUBLISHED","2009","AMR","DMA","FMLE","54","","","",""
"SA_0000001786","SA_0000001786_SLV","PUBLISHED","2013","AMR","SLV","MLE","19.1","","","",""
"SA_0000001786","SA_0000001786_HND","PUBLISHED","2012","AMR","HND","BTSX","15.8","","","",""
"SA_0000001786","SA_0000001786_HND","PUBLISHED","2012","AMR","HND","FMLE","18.5","","","",""
"SA_0000001786","SA_0000001786_KEN","PUBLISHED","2003","AFR","KEN","BTSX","14.6","","","",""
"SA_0000001786","SA_0000001786_KEN","PUBLISHED","2003","AFR","KEN","FMLE","12.3","","","",""
"SA_0000001786","SA_0000001786_MUS","PUBLISHED","2011","AFR","MUS","MLE","28.1","","","",""
"SA_0000001786","SA_0000001786_MAR","PUBLISHED","2006","EMR","MAR","BTSX","3.7","","","",""
"SA_0000001786","SA_0000001786_PHL","PUBLISHED","2011","WPR","PHL","FMLE","15.4","","","",""
"SA_0000001786","SA_0000001786_LCA","PUBLISHED","2007","AMR","LCA","MLE","59.2","","","",""
"SA_0000001786","SA_0000001786_WSM","PUBLISHED","2011","WPR","WSM","BTSX","34.2","","","",""
"SA_0000001786","SA_0000001786_WSM","PUBLISHED","2011","WPR","WSM","FMLE","25.4","","","",""
"SA_0000001786","SA_0000001786_MKD","PUBLISHED","2007","EUR","MKD","MLE","40.8","","","",""
"SA_0000001786","SA_0000001786_THA","PUBLISHED","2008","SEAR","THA","BTSX","15.6","","","",""
"SA_0000001786","SA_0000001786_TTO","PUBLISHED","2011","AMR","TTO","BTSX","36.4","","","",""
"SA_0000001786","SA_0000001786_GHA","PUBLISHED","2007","AFR","GHA","MLE","26.4","","","",""
"SA_0000001786","SA_0000001786_LBN","PUBLISHED","2005","EMR","LBN","BTSX","19.5","","","",""
"SA_0000001786","SA_0000001786_LBN","PUBLISHED","2005","EMR","LBN","FMLE","12.2","","","",""
"SA_0000001786","SA_0000001786_BGD","PUBLISHED","2014","SEAR","BGD","MLE","2.1","","","",""
"SA_0000001786","SA_0000001786_BEN","PUBLISHED","2016","AFR","BEN","BTSX","39.3","","","",""
"SA_0000001786","SA_0000001786_CHL","PUBLISHED","2013","AMR","CHL","MLE","24.7","","","",""
"SA_0000001786","SA_0000001786_COK","PUBLISHED","2010","WPR","COK","BTSX","29.1","","","",""
"SA_0000001786","SA_0000001786_IDN","PUBLISHED","2015","SEAR","IDN","FMLE","1.4","","","",""
"SA_0000001786","SA_0000001786_JAM","PUBLISHED","2017","AMR","JAM","MLE","54.8","","","",""
"SA_0000001786","SA_0000001786_LBN","PUBLISHED","2017","EMR","LBN","FMLE","14.7","","","",""
"SA_0000001786","SA_0000001786_LBR","PUBLISHED","2017","AFR","LBR","MLE","16.4","","","",""
"SA_0000001786","SA_0000001786_SYC","PUBLISHED","2015","AFR","SYC","BTSX","47.9","","","",""
"SA_0000001786","SA_0000001786_SYC","PUBLISHED","2015","AFR","SYC","FMLE","49.3","","","",""
"SA_0000001786","SA_0000001786_LKA","PUBLISHED","2016","SEAR","LKA","MLE","3.2","","","",""
"SA_0000001786","SA_0000001786_SUR","PUBLISHED","2016","AMR","SUR","BTSX","36.1","","","",""
"SA_0000001786","SA_0000001786_TZA","PUBLISHED","2014","AFR","TZA","FMLE","3.5","","","",""
"SA_0000001786","SA_0000001786_VUT","PUBLISHED","2016","WPR","VUT","MLE","15.4","","","",""
"SA_0000001786","SA_0000001786_ATG","PUBLISHED","2009","AMR","ATG","MLE","43.8","","","",""
"SA_0000001786","SA_0000001786_BLZ","PUBLISHED","2011","AMR","BLZ","FMLE","26.6","","","",""
"SA_0000001786","SA_0000001786_BEN","PUBLISHED","2009","AFR","BEN","MLE","18.2","","","",""
"SA_0000001786","SA_0000001786_BOL","PUBLISHED","2012","AMR","BOL","BTSX","15.1","","","",""
"SA_0000001786","SA_0000001786_KHM","PUBLISHED","2013","WPR","KHM","MLE","7.7","","","",""
"SA_0000001786","SA_0000001786_FJI","PUBLISHED","2010","WPR","FJI","BTSX","16.4","","","",""
"SA_0000001786","SA_0000001786_FJI","PUBLISHED","2010","WPR","FJI","FMLE","11.1","","","",""
