"GHO","DATASOURCE","PUBLISHSTATE","YEAR","REGION","COUNTRY","Display Value","Numeric","Low","High","Comments"
"SA_0000001471","SA_0000001471_ALB","PUBLISHED","2001","EUR","ALB","3.8","","","",""
"SA_0000001471","SA_0000001471_ALB","PUBLISHED","2012","EUR","ALB","1","","","",""
"SA_0000001471","SA_0000001471_ALB","PUBLISHED","1996","EUR","ALB","1.8","","","",""
"SA_0000001471","SA_0000001471_ALB","PUBLISHED","1999","EUR","ALB","1.9","","","",""
"SA_0000001471","SA_0000001471_ALB","PUBLISHED","2013","EUR","ALB","1.8","","","",""
"SA_0000001471","SA_0000001471_ALB","PUBLISHED","2014","EUR","ALB","6.4","","","",""
"SA_0000001471","SA_0000001471_ALB","PUBLISHED","1995","EUR","ALB","3.3","","","",""
"SA_0000001471","SA_0000001471_ALB","PUBLISHED","2000","EUR","ALB","1.6","","","",""
"SA_0000001471","SA_0000001471_ALB","PUBLISHED","2002","EUR","ALB","4.6","","","",""
"SA_0000001471","SA_0000001471_ALB","PUBLISHED","2004","EUR","ALB","3.3","","","",""
"SA_0000001471","SA_0000001471_ALB","PUBLISHED","2009","EUR","ALB","7.4","","","",""
"SA_0000001471","SA_0000001471_ALB","PUBLISHED","2011","EUR","ALB","0.9","","","",""
"SA_0000001471","SA_0000001471_ALB","PUBLISHED","2006","EUR","ALB","8","","","",""
"SA_0000001471","SA_0000001471_ALB","PUBLISHED","2008","EUR","ALB","5.5","","","",""
"SA_0000001471","SA_0000001471_ALB","PUBLISHED","2003","EUR","ALB","4.4","","","",""
"SA_0000001471","SA_0000001471_ALB","PUBLISHED","2010","EUR","ALB","2.7","","","",""
"SA_0000001471","SA_0000001471_ALB","PUBLISHED","2005","EUR","ALB","2.1","","","",""
"SA_0000001471","SA_0000001471_ALB","PUBLISHED","2007","EUR","ALB","4.7","","","",""
"SA_0000001471","SA_0000001471_ALB","PUBLISHED","1997","EUR","ALB","3.5","","","",""
"SA_0000001471","SA_0000001471_ALB","PUBLISHED","1998","EUR","ALB","0.9","","","",""
"SA_0000001471","SA_0000001471_ALB","PUBLISHED","2015","EUR","ALB","4.9","","","",""
"SA_0000001471","SA_0000001471_ARM","PUBLISHED","2008","EUR","ARM","3.4","","","",""
"SA_0000001471","SA_0000001471_AUS","PUBLISHED","1995","WPR","AUS","30","","","",""
"SA_0000001471","SA_0000001471_AUT","PUBLISHED","1994","EUR","AUT","6.8","","","",""
"SA_0000001471","SA_0000001471_AUT","PUBLISHED","2001","EUR","AUT","5.9","","","",""
"SA_0000001471","SA_0000001471_AUT","PUBLISHED","2012","EUR","AUT","6.6","","","",""
"SA_0000001471","SA_0000001471_AUT","PUBLISHED","2006","EUR","AUT","6.5","","","",""
"SA_0000001471","SA_0000001471_AUT","PUBLISHED","2007","EUR","AUT","6.6","","","",""
"SA_0000001471","SA_0000001471_AUT","PUBLISHED","2002","EUR","AUT","6.3","","","",""
"SA_0000001471","SA_0000001471_AUT","PUBLISHED","2004","EUR","AUT","6.6","","","",""
