"GHO","DATASOURCE","PUBLISHSTATE","YEAR","REGION","COUNTRY","RESIDENCEAREATYPE","WEALTHQUINTILE","Display Value","Numeric","Low","High","Comments"
"EQ_ADOBIRTH","EQ_MICS","PUBLISHED","2006","AFR","MWI","","WQ3","196.0","196.00000","","",""
"EQ_ADOBIRTH","EQ_MICS","PUBLISHED","2006","AFR","MWI","","WQ4","169.0","169.00000","","",""
"EQ_ADOBIRTH","EQ_MICS","PUBLISHED","2006","AFR","MWI","","WQ5","173.0","173.00000","","",""
"EQ_ADOBIRTH","EQ_DHS","PUBLISHED","2010","AFR","MWI","","","157.1","157.10000","","",""
"EQ_ADOBIRTH","EQ_DHS","PUBLISHED","2009","AFR","MDV","","WQ3","39.7","39.70000","","",""
"EQ_ADOBIRTH","EQ_DHS","PUBLISHED","2009","AFR","MDV","","WQ4","21.4","21.40000","","",""
"EQ_ADOBIRTH","EQ_DHS","PUBLISHED","2009","AFR","MDV","","WQ5","39.5","39.50000","","",""
"EQ_ADOBIRTH","EQ_DHS","PUBLISHED","1997","AFR","MDG","RUR","","193.7","193.70000","","",""
"EQ_ADOBIRTH","EQ_DHS","PUBLISHED","1997","AFR","MDG","","WQ1","187.5","187.50000","","",""
"EQ_ADOBIRTH","EQ_DHS","PUBLISHED","1997","AFR","MDG","","WQ2","113.2","113.20000","","",""
"EQ_ADOBIRTH","EQ_DHS","PUBLISHED","1997","AFR","MDG","","WQ3","103.2","103.20000","","",""
"EQ_ADOBIRTH","EQ_DHS","PUBLISHED","1997","AFR","MDG","","WQ4","52.3","52.30000","","",""
"EQ_ADOBIRTH","EQ_DHS","PUBLISHED","2008","AFR","MDG","","WQ1","173.1","173.10000","","",""
"EQ_ADOBIRTH","EQ_DHS","PUBLISHED","2008","AFR","MDG","","WQ2","121.8","121.80000","","",""
"EQ_ADOBIRTH","EQ_DHS","PUBLISHED","2008","AFR","MDG","","WQ3","75.2","75.20000","","",""
"EQ_ADOBIRTH","EQ_DHS","PUBLISHED","2008","AFR","MDG","","WQ4","58.9","58.90000","","",""
"EQ_ADOBIRTH","EQ_DHS","PUBLISHED","1997","AFR","MOZ","","","173.1","173.10000","","",""
"EQ_ADOBIRTH","EQ_DHS","PUBLISHED","1997","AFR","MOZ","URB","","174.7","174.70000","","",""
"EQ_ADOBIRTH","EQ_DHS","PUBLISHED","1997","AFR","MOZ","RUR","","172.6","172.60000","","",""
"EQ_ADOBIRTH","EQ_DHS","PUBLISHED","1997","AFR","MOZ","","WQ1","196.4","196.40000","","",""
"EQ_ADOBIRTH","EQ_DHS","PUBLISHED","2011","AFR","MOZ","URB","","140.1","140.10000","","",""
"EQ_ADOBIRTH","EQ_DHS","PUBLISHED","2011","AFR","MOZ","RUR","","181.3","181.30000","","",""
"EQ_ADOBIRTH","EQ_DHS","PUBLISHED","2011","AFR","MOZ","","WQ1","180.6","180.60000","","",""
"EQ_ADOBIRTH","EQ_DHS","PUBLISHED","2012","AFR","MLI","","WQ5","79.0","79.00000","","",""
"EQ_ADOBIRTH","EQ_DHS","PUBLISHED","2005","EUR","MDA","","","34.2","34.20000","","",""
"EQ_ADOBIRTH","EQ_DHS","PUBLISHED","2005","EUR","MDA","URB","","22.8","22.80000","","",""
"EQ_ADOBIRTH","EQ_DHS","PUBLISHED","2005","EUR","MDA","RUR","","43.0","43.00000","","",""
"EQ_ADOBIRTH","EQ_MICS","PUBLISHED","2012","EUR","MDA","","WQ5","31.0","31.00000","","",""
"EQ_ADOBIRTH","EQ_DHS","PUBLISHED","2011","AFR","MOZ","","WQ2","179.8","179.80000","","",""
"EQ_ADOBIRTH","EQ_DHS","PUBLISHED","2000","AFR","NAM","RUR","","92.0","92.00000","","",""
"EQ_ADOBIRTH","EQ_DHS","PUBLISHED","2000","AFR","NAM","","WQ1","122.1","122.10000","","",""
"EQ_ADOBIRTH","EQ_DHS","PUBLISHED","2000","AFR","NAM","","WQ2","93.2","93.20000","","",""
"EQ_ADOBIRTH","EQ_DHS","PUBLISHED","2000","AFR","NAM","","WQ3","83.9","83.90000","","",""
"EQ_ADOBIRTH","EQ_DHS","PUBLISHED","2013","AFR","NAM","RUR","","100.9","100.90000","","",""
"EQ_ADOBIRTH","EQ_DHS","PUBLISHED","2013","AFR","NAM","","WQ1","115.3","115.30000","","",""
"EQ_ADOBIRTH","EQ_DHS","PUBLISHED","2013","AFR","NAM","","WQ2","83.5","83.50000","","",""
"EQ_ADOBIRTH","EQ_DHS","PUBLISHED","2013","AFR","NAM","","WQ3","57.8","57.80000","","",""
"EQ_ADOBIRTH","EQ_DHS","PUBLISHED","1992","EMR","MAR","","","44.6","44.60000","","",""
"EQ_ADOBIRTH","EQ_DHS","PUBLISHED","1992","EMR","MAR","URB","","30.4","30.40000","","",""
"EQ_ADOBIRTH","EQ_DHS","PUBLISHED","1992","EMR","MAR","RUR","","57.4","57.40000","","",""
"EQ_ADOBIRTH","EQ_DHS","PUBLISHED","1992","EMR","MAR","","WQ1","49.3","49.30000","","",""
"EQ_ADOBIRTH","EQ_DHS","PUBLISHED","2001","SEAR","NPL","","WQ1","187.3","187.30000","","",""
"EQ_ADOBIRTH","EQ_DHS","PUBLISHED","2001","SEAR","NPL","","WQ2","214.2","214.20000","","",""
"EQ_ADOBIRTH","EQ_DHS","PUBLISHED","2001","SEAR","NPL","","WQ3","177.5","177.50000","","",""
"EQ_ADOBIRTH","EQ_DHS","PUBLISHED","2001","SEAR","NPL","","WQ4","146.6","146.60000","","",""
"EQ_ADOBIRTH","EQ_DHS","PUBLISHED","1990","EMR","PAK","","WQ5","163.5","163.50000","","",""
"EQ_ADOBIRTH","EQ_DHS","PUBLISHED","2006","EMR","PAK","","","173.5","173.50000","","",""
"EQ_ADOBIRTH","EQ_DHS","PUBLISHED","2006","EMR","PAK","URB","","178.3","178.30000","","",""
"EQ_ADOBIRTH","EQ_DHS","PUBLISHED","2006","EMR","PAK","RUR","","171.7","171.70000","","",""
"EQ_ADOBIRTH","EQ_DHS","PUBLISHED","2011","SEAR","NPL","","WQ2","103.6","103.60000","","",""
"EQ_ADOBIRTH","EQ_DHS","PUBLISHED","2011","SEAR","NPL","","WQ3","77.6","77.60000","","",""
"EQ_ADOBIRTH","EQ_DHS","PUBLISHED","2011","SEAR","NPL","","WQ4","47.6","47.60000","","",""
"EQ_ADOBIRTH","EQ_DHS","PUBLISHED","2011","SEAR","NPL","","WQ5","16.3","16.30000","","",""
"EQ_ADOBIRTH","EQ_DHS","PUBLISHED","2001","AMR","NIC","","WQ2","116.0","116.00000","","",""
"EQ_ADOBIRTH","EQ_DHS","PUBLISHED","2001","AMR","NIC","","WQ3","101.9","101.90000","","",""
"EQ_ADOBIRTH","EQ_DHS","PUBLISHED","2001","AMR","NIC","","WQ4","85.4","85.40000","","",""
"EQ_ADOBIRTH","EQ_DHS","PUBLISHED","2001","AMR","NIC","","WQ5","57.3","57.30000","","",""
"EQ_ADOBIRTH","EQ_DHS","PUBLISHED","1998","AFR","NER","","","215.8","215.80000","","",""
"EQ_ADOBIRTH","EQ_DHS","PUBLISHED","2006","AFR","NER","","WQ3","161.1","161.10000","","",""
"EQ_ADOBIRTH","EQ_DHS","PUBLISHED","2006","AFR","NER","","WQ4","73.6","73.60000","","",""
"EQ_ADOBIRTH","EQ_DHS","PUBLISHED","2006","AFR","NER","","WQ5","74.3","74.30000","","",""
"EQ_ADOBIRTH","EQ_DHS","PUBLISHED","2012","AFR","NER","","","209.9","209.90000","","",""
"EQ_ADOBIRTH","EQ_DHS","PUBLISHED","1990","AMR","PRY","","","97.5","97.50000","","",""
"EQ_ADOBIRTH","EQ_DHS","PUBLISHED","1990","AMR","PRY","URB","","76.8","76.80000","","",""
"EQ_ADOBIRTH","EQ_DHS","PUBLISHED","1990","AMR","PRY","RUR","","121.5","121.50000","","",""
"EQ_ADOBIRTH","EQ_DHS","PUBLISHED","1990","AMR","PRY","","WQ1","113.0","113.00000","","",""
"EQ_ADOBIRTH","EQ_DHS","PUBLISHED","1996","AMR","PER","URB","","56.2","56.20000","","",""
"EQ_ADOBIRTH","EQ_DHS","PUBLISHED","1996","AMR","PER","RUR","","141.0","141.00000","","",""
"EQ_ADOBIRTH","EQ_DHS","PUBLISHED","1996","AMR","PER","","WQ1","129.5","129.50000","","",""
"EQ_ADOBIRTH","EQ_DHS","PUBLISHED","1996","AMR","PER","","WQ2","84.6","84.60000","","",""
"EQ_ADOBIRTH","EQ_DHS","PUBLISHED","1990","AFR","NGA","","WQ4","116.4","116.40000","","",""
"EQ_ADOBIRTH","EQ_DHS","PUBLISHED","1990","AFR","NGA","","WQ5","58.9","58.90000","","",""
"EQ_ADOBIRTH","EQ_DHS","PUBLISHED","2003","AFR","NGA","","","125.6","125.60000","","",""
"EQ_ADOBIRTH","EQ_DHS","PUBLISHED","2003","AFR","NGA","URB","","84.7","84.70000","","",""
"EQ_ADOBIRTH","EQ_DHS","PUBLISHED","2008","AFR","NGA","","WQ5","25.7","25.70000","","",""
"EQ_ADOBIRTH","EQ_DHS","PUBLISHED","2013","AFR","NGA","","","123.1","123.10000","","",""
