"GHO","PUBLISHSTATE","REGION","COUNTRY","Display Value","Numeric","Low","High","Comments"
"M_smkless_age_range_adult","PUBLISHED","EMR","YEM","10+","","","",""
"M_smkless_age_range_adult","PUBLISHED","SEAR","IDN","10+","","","",""
"M_smkless_age_range_adult","PUBLISHED","AFR","KEN","15+","","","",""
"M_smkless_age_range_adult","PUBLISHED","AFR","NGA","15+","","","",""
"M_smkless_age_range_adult","PUBLISHED","AFR","UGA","15+","","","",""
"M_smkless_age_range_adult","PUBLISHED","AMR","ARG","15+","","","",""
"M_smkless_age_range_adult","PUBLISHED","AMR","CAN","15+","","","",""
"M_smkless_age_range_adult","PUBLISHED","AMR","MEX","15+","","","",""
"M_smkless_age_range_adult","PUBLISHED","AMR","PAN","15+","","","",""
"M_smkless_age_range_adult","PUBLISHED","AMR","USA","15+","","","",""
"M_smkless_age_range_adult","PUBLISHED","AMR","URY","15+","","","",""
"M_smkless_age_range_adult","PUBLISHED","EMR","PAK","15+","","","",""
"M_smkless_age_range_adult","PUBLISHED","EMR","QAT","15+","","","",""
"M_smkless_age_range_adult","PUBLISHED","EUR","CZE","15+","","","",""
"M_smkless_age_range_adult","PUBLISHED","EUR","DNK","15+","","","",""
"M_smkless_age_range_adult","PUBLISHED","EUR","GRC","15+","","","",""
"M_smkless_age_range_adult","PUBLISHED","EUR","KAZ","15+","","","",""
"M_smkless_age_range_adult","PUBLISHED","EUR","NLD","15+","","","",""
"M_smkless_age_range_adult","PUBLISHED","EUR","POL","15+","","","",""
"M_smkless_age_range_adult","PUBLISHED","EUR","RUS","15+","","","",""
"M_smkless_age_range_adult","PUBLISHED","EUR","CHE","15+","","","",""
"M_smkless_age_range_adult","PUBLISHED","EUR","UKR","15+","","","",""
"M_smkless_age_range_adult","PUBLISHED","EUR","UZB","15+","","","",""
"M_smkless_age_range_adult","PUBLISHED","SEAR","IND","15+","","","",""
"M_smkless_age_range_adult","PUBLISHED","SEAR","THA","15+","","","",""
"M_smkless_age_range_adult","PUBLISHED","WPR","KHM","15+","","","",""
"M_smkless_age_range_adult","PUBLISHED","WPR","LAO","15+","","","",""
"M_smkless_age_range_adult","PUBLISHED","WPR","MYS","15+","","","",""
"M_smkless_age_range_adult","PUBLISHED","WPR","PHL","15+","","","",""
"M_smkless_age_range_adult","PUBLISHED","WPR","VNM","15+","","","",""
"M_smkless_age_range_adult","PUBLISHED","AFR","LBR","15-49","","","",""
"M_smkless_age_range_adult","PUBLISHED","EUR","KGZ","15-49","","","",""
"M_smkless_age_range_adult","PUBLISHED","SEAR","TLS","15-49","","","",""
"M_smkless_age_range_adult","PUBLISHED","AFR","ZWE","15-54","","","",""
"M_smkless_age_range_adult","PUBLISHED","AFR","CMR","15-59","","","",""
"M_smkless_age_range_adult","PUBLISHED","AFR","GHA","15-59","","","",""
"M_smkless_age_range_adult","PUBLISHED","AFR","MDG","15-59","","","",""
"M_smkless_age_range_adult","PUBLISHED","AFR","NER","15-59","","","",""
"M_smkless_age_range_adult","PUBLISHED","AFR","MRT","15-64","","","",""
"M_smkless_age_range_adult","PUBLISHED","AFR","TGO","15-64","","","",""
"M_smkless_age_range_adult","PUBLISHED","AMR","DMA","15-64","","","",""
"M_smkless_age_range_adult","PUBLISHED","AMR","TTO","15-64","","","",""
"M_smkless_age_range_adult","PUBLISHED","EMR","SAU","15-64","","","",""
"M_smkless_age_range_adult","PUBLISHED","EUR","FIN","15-64","","","",""
"M_smkless_age_range_adult","PUBLISHED","SEAR","MDV","15-64","","","",""
"M_smkless_age_range_adult","PUBLISHED","SEAR","MMR","15-64","","","",""
"M_smkless_age_range_adult","PUBLISHED","SEAR","LKA","15-64","","","",""
"M_smkless_age_range_adult","PUBLISHED","WPR","MNG","15-64","","","",""
"M_smkless_age_range_adult","PUBLISHED","SEAR","NPL","15-69","","","",""
"M_smkless_age_range_adult","PUBLISHED","AFR","DZA","15-74","","","",""
"M_smkless_age_range_adult","PUBLISHED","AMR","PRY","15-74","","","",""
"M_smkless_age_range_adult","PUBLISHED","AFR","ZAF","16+","","","",""
"M_smkless_age_range_adult","PUBLISHED","EUR","EST","16-64","","","",""
"M_smkless_age_range_adult","PUBLISHED","EUR","NOR","16-74","","","",""
"M_smkless_age_range_adult","PUBLISHED","EUR","SWE","16-84","","","",""
"M_smkless_age_range_adult","PUBLISHED","AMR","BRA","18+","","","",""
"M_smkless_age_range_adult","PUBLISHED","EUR","ISL","18+","","","",""
"M_smkless_age_range_adult","PUBLISHED","EUR","GEO","18-64","","","",""
"M_smkless_age_range_adult","PUBLISHED","EUR","DEU","18-64","","","",""
"M_smkless_age_range_adult","PUBLISHED","EUR","TKM","18-64","","","",""
"M_smkless_age_range_adult","PUBLISHED","AMR","VEN","18-65","","","",""
"M_smkless_age_range_adult","PUBLISHED","SEAR","BTN","18-69","","","",""
"M_smkless_age_range_adult","PUBLISHED","AMR","BRB","25+","","","",""
"M_smkless_age_range_adult","PUBLISHED","SEAR","BGD","25+","","","",""
"M_smkless_age_range_adult","PUBLISHED","AFR","BEN","25-64","","","",""
"M_smkless_age_range_adult","PUBLISHED","AFR","BFA","25-64","","","",""
"M_smkless_age_range_adult","PUBLISHED","AFR","CPV","25-64","","","",""
"M_smkless_age_range_adult","PUBLISHED","AFR","TCD","25-64","","","",""
"M_smkless_age_range_adult","PUBLISHED","AFR","GMB","25-64","","","",""
