"GHO","PUBLISHSTATE","REGION","COUNTRY","Display Value","Numeric","Low","High","Comments"
"M_smkless_age_range_adult","PUBLISHED","AFR","LSO","25-64","","","",""
"M_smkless_age_range_adult","PUBLISHED","AFR","MWI","25-64","","","",""
"M_smkless_age_range_adult","PUBLISHED","AFR","STP","25-64","","","",""
"M_smkless_age_range_adult","PUBLISHED","AFR","SYC","25-64","","","",""
"M_smkless_age_range_adult","PUBLISHED","AFR","SLE","25-64","","","",""
"M_smkless_age_range_adult","PUBLISHED","AFR","SWZ","25-64","","","",""
"M_smkless_age_range_adult","PUBLISHED","AFR","TZA","25-64","","","",""
"M_smkless_age_range_adult","PUBLISHED","AMR","BHS","25-64","","","",""
"M_smkless_age_range_adult","PUBLISHED","AMR","GRD","25-64","","","",""
"M_smkless_age_range_adult","PUBLISHED","AMR","KNA","25-64","","","",""
"M_smkless_age_range_adult","PUBLISHED","EMR","EGY","25-64","","","",""
"M_smkless_age_range_adult","PUBLISHED","EMR","LBY","25-64","","","",""
"M_smkless_age_range_adult","PUBLISHED","WPR","PLW","25-64","","","",""
"M_smkless_age_range_adult","PUBLISHED","EMR","IRQ","25-65","","","",""
"M_smkless_age_range_adult","PUBLISHED","EMR","TUN","35-70","","","",""
"M_smkless_age_range_adult","PUBLISHED","AMR","CRI","12-70","","","",""
