"GHO","PUBLISHSTATE","YEAR","REGION","COUNTRY","IHRSPARCAPACITYLEVEL","Display Value","Numeric","Low","High","Comments"
"IHRSPAR_CAPACITY11","PUBLISHED","2018","EMR","AFG","IHRSPARCAPLEVEL11_C_11_1","20","20.00000","","",""
"IHRSPAR_CAPACITY11","PUBLISHED","2018","AFR","AGO","IHRSPARCAPLEVEL11_C_11_1","40","40.00000","","",""
"IHRSPAR_CAPACITY11","PUBLISHED","2018","EUR","ALB","IHRSPARCAPLEVEL11_C_11_1","Other","","","",""
"IHRSPAR_CAPACITY11","PUBLISHED","2018","EUR","AND","IHRSPARCAPLEVEL11_C_11_1","20","20.00000","","",""
"IHRSPAR_CAPACITY11","PUBLISHED","2018","EMR","ARE","IHRSPARCAPLEVEL11_C_11_1","80","80.00000","","",""
"IHRSPAR_CAPACITY11","PUBLISHED","2018","AMR","ARG","IHRSPARCAPLEVEL11_C_11_1","100","100.00000","","",""
"IHRSPAR_CAPACITY11","PUBLISHED","2018","EUR","ARM","IHRSPARCAPLEVEL11_C_11_1","80","80.00000","","",""
"IHRSPAR_CAPACITY11","PUBLISHED","2018","AMR","ATG","IHRSPARCAPLEVEL11_C_11_1","20","20.00000","","",""
"IHRSPAR_CAPACITY11","PUBLISHED","2018","WPR","AUS","IHRSPARCAPLEVEL11_C_11_1","100","100.00000","","",""
"IHRSPAR_CAPACITY11","PUBLISHED","2018","EUR","AUT","IHRSPARCAPLEVEL11_C_11_1","0","0.00000","","",""
"IHRSPAR_CAPACITY11","PUBLISHED","2018","EUR","AZE","IHRSPARCAPLEVEL11_C_11_1","80","80.00000","","",""
"IHRSPAR_CAPACITY11","PUBLISHED","2018","AFR","BDI","IHRSPARCAPLEVEL11_C_11_1","20","20.00000","","",""
"IHRSPAR_CAPACITY11","PUBLISHED","2018","EUR","BEL","IHRSPARCAPLEVEL11_C_11_1","80","80.00000","","",""
"IHRSPAR_CAPACITY11","PUBLISHED","2018","AFR","BEN","IHRSPARCAPLEVEL11_C_11_1","0","0.00000","","",""
"IHRSPAR_CAPACITY11","PUBLISHED","2018","AFR","BFA","IHRSPARCAPLEVEL11_C_11_1","20","20.00000","","",""
"IHRSPAR_CAPACITY11","PUBLISHED","2018","SEAR","BGD","IHRSPARCAPLEVEL11_C_11_1","60","60.00000","","",""
"IHRSPAR_CAPACITY11","PUBLISHED","2018","EUR","BGR","IHRSPARCAPLEVEL11_C_11_1","60","60.00000","","",""
"IHRSPAR_CAPACITY11","PUBLISHED","2018","EMR","BHR","IHRSPARCAPLEVEL11_C_11_1","100","100.00000","","",""
"IHRSPAR_CAPACITY11","PUBLISHED","2018","AMR","BHS","IHRSPARCAPLEVEL11_C_11_1","40","40.00000","","",""
"IHRSPAR_CAPACITY11","PUBLISHED","2018","EUR","BIH","IHRSPARCAPLEVEL11_C_11_1","0","0.00000","","",""
"IHRSPAR_CAPACITY11","PUBLISHED","2018","EUR","BLR","IHRSPARCAPLEVEL11_C_11_1","No data","","","",""
"IHRSPAR_CAPACITY11","PUBLISHED","2018","AMR","BLZ","IHRSPARCAPLEVEL11_C_11_1","20","20.00000","","",""
"IHRSPAR_CAPACITY11","PUBLISHED","2018","AMR","BOL","IHRSPARCAPLEVEL11_C_11_1","Other","","","",""
"IHRSPAR_CAPACITY11","PUBLISHED","2018","AMR","BRA","IHRSPARCAPLEVEL11_C_11_1","60","60.00000","","",""
"IHRSPAR_CAPACITY11","PUBLISHED","2018","AMR","BRB","IHRSPARCAPLEVEL11_C_11_1","No data","","","",""
"IHRSPAR_CAPACITY11","PUBLISHED","2018","WPR","BRN","IHRSPARCAPLEVEL11_C_11_1","No data","","","",""
"IHRSPAR_CAPACITY11","PUBLISHED","2018","SEAR","BTN","IHRSPARCAPLEVEL11_C_11_1","60","60.00000","","",""
"IHRSPAR_CAPACITY11","PUBLISHED","2018","AFR","BWA","IHRSPARCAPLEVEL11_C_11_1","0","0.00000","","",""
"IHRSPAR_CAPACITY11","PUBLISHED","2018","AFR","CAF","IHRSPARCAPLEVEL11_C_11_1","0","0.00000","","",""
"IHRSPAR_CAPACITY11","PUBLISHED","2018","AMR","CAN","IHRSPARCAPLEVEL11_C_11_1","100","100.00000","","",""
"IHRSPAR_CAPACITY11","PUBLISHED","2018","EUR","CHE","IHRSPARCAPLEVEL11_C_11_1","Other","","","",""
"IHRSPAR_CAPACITY11","PUBLISHED","2018","AMR","CHL","IHRSPARCAPLEVEL11_C_11_1","100","100.00000","","",""
"IHRSPAR_CAPACITY11","PUBLISHED","2018","WPR","CHN","IHRSPARCAPLEVEL11_C_11_1","100","100.00000","","",""
"IHRSPAR_CAPACITY11","PUBLISHED","2018","AFR","CIV","IHRSPARCAPLEVEL11_C_11_1","40","40.00000","","",""
"IHRSPAR_CAPACITY11","PUBLISHED","2018","AFR","CMR","IHRSPARCAPLEVEL11_C_11_1","20","20.00000","","",""
"IHRSPAR_CAPACITY11","PUBLISHED","2018","AFR","COD","IHRSPARCAPLEVEL11_C_11_1","40","40.00000","","",""
"IHRSPAR_CAPACITY11","PUBLISHED","2018","AFR","COG","IHRSPARCAPLEVEL11_C_11_1","40","40.00000","","",""
"IHRSPAR_CAPACITY11","PUBLISHED","2018","WPR","COK","IHRSPARCAPLEVEL11_C_11_1","80","80.00000","","",""
"IHRSPAR_CAPACITY11","PUBLISHED","2018","AMR","COL","IHRSPARCAPLEVEL11_C_11_1","80","80.00000","","",""
"IHRSPAR_CAPACITY11","PUBLISHED","2018","AFR","COM","IHRSPARCAPLEVEL11_C_11_1","0","0.00000","","",""
"IHRSPAR_CAPACITY11","PUBLISHED","2018","AFR","CPV","IHRSPARCAPLEVEL11_C_11_1","40","40.00000","","",""
"IHRSPAR_CAPACITY11","PUBLISHED","2018","AMR","CRI","IHRSPARCAPLEVEL11_C_11_1","60","60.00000","","",""
"IHRSPAR_CAPACITY11","PUBLISHED","2018","AMR","CUB","IHRSPARCAPLEVEL11_C_11_1","100","100.00000","","",""
"IHRSPAR_CAPACITY11","PUBLISHED","2018","EUR","CYP","IHRSPARCAPLEVEL11_C_11_1","60","60.00000","","",""
"IHRSPAR_CAPACITY11","PUBLISHED","2018","EUR","CZE","IHRSPARCAPLEVEL11_C_11_1","40","40.00000","","",""
"IHRSPAR_CAPACITY11","PUBLISHED","2018","EUR","DEU","IHRSPARCAPLEVEL11_C_11_1","80","80.00000","","",""
"IHRSPAR_CAPACITY11","PUBLISHED","2018","EMR","DJI","IHRSPARCAPLEVEL11_C_11_1","40","40.00000","","",""
"IHRSPAR_CAPACITY11","PUBLISHED","2018","AMR","DMA","IHRSPARCAPLEVEL11_C_11_1","100","100.00000","","",""
"IHRSPAR_CAPACITY11","PUBLISHED","2018","EUR","DNK","IHRSPARCAPLEVEL11_C_11_1","100","100.00000","","",""
"IHRSPAR_CAPACITY11","PUBLISHED","2018","AMR","DOM","IHRSPARCAPLEVEL11_C_11_1","60","60.00000","","",""
"IHRSPAR_CAPACITY11","PUBLISHED","2018","AFR","DZA","IHRSPARCAPLEVEL11_C_11_1","80","80.00000","","",""
"IHRSPAR_CAPACITY11","PUBLISHED","2018","AMR","ECU","IHRSPARCAPLEVEL11_C_11_1","80","80.00000","","",""
"IHRSPAR_CAPACITY11","PUBLISHED","2018","EMR","EGY","IHRSPARCAPLEVEL11_C_11_1","100","100.00000","","",""
"IHRSPAR_CAPACITY11","PUBLISHED","2018","AFR","ERI","IHRSPARCAPLEVEL11_C_11_1","60","60.00000","","",""
"IHRSPAR_CAPACITY11","PUBLISHED","2018","EUR","ESP","IHRSPARCAPLEVEL11_C_11_1","80","80.00000","","",""
"IHRSPAR_CAPACITY11","PUBLISHED","2018","EUR","EST","IHRSPARCAPLEVEL11_C_11_1","60","60.00000","","",""
"IHRSPAR_CAPACITY11","PUBLISHED","2018","AFR","ETH","IHRSPARCAPLEVEL11_C_11_1","40","40.00000","","",""
"IHRSPAR_CAPACITY11","PUBLISHED","2018","EUR","FIN","IHRSPARCAPLEVEL11_C_11_1","100","100.00000","","",""
"IHRSPAR_CAPACITY11","PUBLISHED","2018","WPR","FJI","IHRSPARCAPLEVEL11_C_11_1","80","80.00000","","",""
"IHRSPAR_CAPACITY11","PUBLISHED","2018","EUR","FRA","IHRSPARCAPLEVEL11_C_11_1","40","40.00000","","",""
"IHRSPAR_CAPACITY11","PUBLISHED","2018","WPR","FSM","IHRSPARCAPLEVEL11_C_11_1","Other","","","",""
"IHRSPAR_CAPACITY11","PUBLISHED","2018","AFR","GAB","IHRSPARCAPLEVEL11_C_11_1","20","20.00000","","",""
"IHRSPAR_CAPACITY11","PUBLISHED","2018","EUR","GBR","IHRSPARCAPLEVEL11_C_11_1","40","40.00000","","",""
"IHRSPAR_CAPACITY11","PUBLISHED","2018","EUR","GEO","IHRSPARCAPLEVEL11_C_11_1","40","40.00000","","",""
"IHRSPAR_CAPACITY11","PUBLISHED","2018","AFR","GHA","IHRSPARCAPLEVEL11_C_11_1","40","40.00000","","",""
"IHRSPAR_CAPACITY11","PUBLISHED","2018","AFR","GIN","IHRSPARCAPLEVEL11_C_11_1","80","80.00000","","",""
"IHRSPAR_CAPACITY11","PUBLISHED","2018","AFR","GMB","IHRSPARCAPLEVEL11_C_11_1","40","40.00000","","",""
"IHRSPAR_CAPACITY11","PUBLISHED","2018","AFR","GNB","IHRSPARCAPLEVEL11_C_11_1","20","20.00000","","",""
"IHRSPAR_CAPACITY11","PUBLISHED","2018","AFR","GNQ","IHRSPARCAPLEVEL11_C_11_1","40","40.00000","","",""
"IHRSPAR_CAPACITY11","PUBLISHED","2018","EUR","GRC","IHRSPARCAPLEVEL11_C_11_1","No data","","","",""
"IHRSPAR_CAPACITY11","PUBLISHED","2018","AMR","GRD","IHRSPARCAPLEVEL11_C_11_1","No data","","","",""
"IHRSPAR_CAPACITY11","PUBLISHED","2018","AMR","GTM","IHRSPARCAPLEVEL11_C_11_1","60","60.00000","","",""
"IHRSPAR_CAPACITY11","PUBLISHED","2018","AMR","GUY","IHRSPARCAPLEVEL11_C_11_1","Other","","","",""
"IHRSPAR_CAPACITY11","PUBLISHED","2018","AMR","HND","IHRSPARCAPLEVEL11_C_11_1","40","40.00000","","",""
"IHRSPAR_CAPACITY11","PUBLISHED","2018","EUR","HRV","IHRSPARCAPLEVEL11_C_11_1","80","80.00000","","",""
