"GHO","PUBLISHSTATE","YEAR","REGION","WORLDBANKINCOMEGROUP","COUNTRY","RESIDENCEAREATYPE","Display Value","Numeric","Low","High","Comments"
"WHS9_CS","PUBLISHED","2013","AMR","WB_HI","CAN","","78","78.00000","","",""
"WHS9_CS","PUBLISHED","2013","EUR","WB_HI","AND","","81","81.00000","","",""
"WHS9_CS","PUBLISHED","2013","EMR","WB_UMI","LBN","","81","81.00000","","",""
"WHS9_CS","PUBLISHED","2013","EMR","WB_UMI","IRN","","84","84.00000","","",""
"WHS9_CS","PUBLISHED","2013","","WB_LMI","","","85","85.00000","","",""
"WHS9_CS","PUBLISHED","2013","AFR","WB_LMI","LSO","","86","86.00000","","",""
"WHS9_CS","PUBLISHED","2013","AMR","WB_UMI","MEX","","86","86.00000","","",""
"WHS9_CS","PUBLISHED","2013","AMR","WB_UMI","DOM","","88","88.00000","","",""
"WHS9_CS","PUBLISHED","2013","WPR","WB_UMI","CHN","","89","89.00000","","",""
"WHS9_CS","PUBLISHED","2013","WPR","WB_UMI","PLW","","90","90.00000","","",""
"WHS9_CS","PUBLISHED","2013","EUR","WB_UMI","BIH","","91","91.00000","","",""
"WHS9_CS","PUBLISHED","2013","EUR","WB_LI","TJK","","92","92.00000","","",""
"WHS9_CS","PUBLISHED","2013","GLOBAL","WB_WORLD_INCOME","","","92","92.00000","","",""
"WHS9_CS","PUBLISHED","2013","AFR","WB_LI","BEN","","93","93.00000","","",""
"WHS9_CS","PUBLISHED","2013","AFR","WB_LMI","SEN","","93","93.00000","","",""
"WHS9_CS","PUBLISHED","2013","EUR","WB_UMI","TUR","","93","93.00000","","",""
"WHS9_CS","PUBLISHED","2013","EUR","WB_HI","MCO","","94","94.00000","","",""
"WHS9_CS","PUBLISHED","2013","EUR","WB_HI","CYP","","95","95.00000","","",""
"WHS9_CS","PUBLISHED","2013","AFR","WB_LMI","CIV","","95","95.00000","","",""
"WHS9_CS","PUBLISHED","2013","AMR","WB_HI","USA","","96","96.00000","","",""
"WHS9_CS","PUBLISHED","2013","AFR","WB_LI","ZWE","","96","96.00000","","",""
"WHS9_CS","PUBLISHED","2013","AMR","WB_LMI","HND","","96","96.00000","","",""
"WHS9_CS","PUBLISHED","2013","SEAR","WB_LMI","LKA","","96","96.00000","","",""
"WHS9_CS","PUBLISHED","2013","EMR","WB_UMI","IRQ","","96","96.00000","","",""
"WHS9_CS","PUBLISHED","2013","WPR","","","","96","96.00000","","",""
"WHS9_CS","PUBLISHED","2013","AMR","WB_LMI","BOL","","98","98.00000","","",""
"WHS9_CS","PUBLISHED","2013","AMR","WB_UMI","PER","","98","98.00000","","",""
"WHS9_CS","PUBLISHED","2013","EUR","WB_HI","FRA","","99","99.00000","","",""
"WHS9_CS","PUBLISHED","2013","AFR","WB_LI","GMB","","100","100.00000","","",""
"WHS9_CS","PUBLISHED","2013","AMR","WB_UMI","JAM","","100","100.00000","","",""
"WHS9_CS","PUBLISHED","2013","","WB_UMI","","","100","100.00000","","",""
"WHS9_CS","PUBLISHED","2013","WPR","WB_UMI","FJI","","101","101.00000","","",""
"WHS9_CS","PUBLISHED","2013","AFR","WB_UMI","DZA","","102","102.00000","","",""
"WHS9_CS","PUBLISHED","2013","AMR","WB_UMI","VEN","","102","102.00000","","",""
"WHS9_CS","PUBLISHED","2013","EUR","WB_HI","IRL","","103","103.00000","","",""
"WHS9_CS","PUBLISHED","2013","AFR","WB_LMI","MRT","","103","103.00000","","",""
"WHS9_CS","PUBLISHED","2013","AMR","WB_LMI","PRY","","104","104.00000","","",""
"WHS9_CS","PUBLISHED","2013","AMR","WB_UMI","COL","","104","104.00000","","",""
"WHS9_CS","PUBLISHED","2013","AFR","WB_LMI","COG","","105","105.00000","","",""
"WHS9_CS","PUBLISHED","2013","WPR","WB_LMI","PHL","","105","105.00000","","",""
"WHS9_CS","PUBLISHED","2013","WPR","WB_HI","NZL","","106","106.00000","","",""
"WHS9_CS","PUBLISHED","2013","EUR","WB_LMI","MDA","","106","106.00000","","",""
"WHS9_CS","PUBLISHED","2013","EUR","WB_UMI","MKD","","106","106.00000","","",""
"WHS9_CS","PUBLISHED","2013","EUR","WB_UMI","ROU","","106","106.00000","","",""
"WHS9_CS","PUBLISHED","2013","WPR","WB_HI","AUS","","107","107.00000","","",""
"WHS9_CS","PUBLISHED","2013","EUR","WB_HI","ESP","","107","107.00000","","",""
"WHS9_CS","PUBLISHED","2013","AMR","","","","107","107.00000","","",""
"WHS9_CS","PUBLISHED","2013","AMR","WB_HI","BRB","","108","108.00000","","",""
"WHS9_CS","PUBLISHED","2013","EUR","WB_HI","ISL","","108","108.00000","","",""
"WHS9_CS","PUBLISHED","2013","AFR","WB_LMI","GHA","","108","108.00000","","",""
"WHS9_CS","PUBLISHED","2013","EUR","WB_UMI","AZE","","108","108.00000","","",""
"WHS9_CS","PUBLISHED","2013","EUR","WB_HI","SVN","","110","110.00000","","",""
"WHS9_CS","PUBLISHED","2013","AFR","WB_UMI","NAM","","110","110.00000","","",""
"WHS9_CS","PUBLISHED","2013","EUR","WB_HI","BEL","","111","111.00000","","",""
"WHS9_CS","PUBLISHED","2013","WPR","WB_HI","KOR","","111","111.00000","","",""
"WHS9_CS","PUBLISHED","2013","WPR","WB_HI","BRN","","112","112.00000","","",""
"WHS9_CS","PUBLISHED","2013","EUR","WB_LMI","ARM","","112","112.00000","","",""
"WHS9_CS","PUBLISHED","2013","AMR","WB_LMI","NIC","","112","112.00000","","",""
"WHS9_CS","PUBLISHED","2013","AMR","WB_UMI","ECU","","112","112.00000","","",""
"WHS9_CS","PUBLISHED","2013","EUR","WB_HI","PRT","","113","113.00000","","",""
"WHS9_CS","PUBLISHED","2013","EUR","WB_HI","NLD","","114","114.00000","","",""
"WHS9_CS","PUBLISHED","2013","EUR","WB_HI","SVK","","114","114.00000","","",""
"WHS9_CS","PUBLISHED","2013","EUR","WB_HI","HRV","","115","115.00000","","",""
"WHS9_CS","PUBLISHED","2013","WPR","WB_HI","JPN","","115","115.00000","","",""
"WHS9_CS","PUBLISHED","2013","EUR","WB_LMI","GEO","","115","115.00000","","",""
"WHS9_CS","PUBLISHED","2013","AMR","WB_UMI","VCT","","115","115.00000","","",""
"WHS9_CS","PUBLISHED","2013","EUR","WB_UMI","ALB","","116","116.00000","","",""
"WHS9_CS","PUBLISHED","2013","EUR","WB_UMI","HUN","","116","116.00000","","",""
"WHS9_CS","PUBLISHED","2013","AMR","WB_UMI","LCA","","116","116.00000","","",""
"WHS9_CS","PUBLISHED","2013","EMR","WB_UMI","TUN","","116","116.00000","","",""
"WHS9_CS","PUBLISHED","2013","EUR","WB_HI","GRC","","117","117.00000","","",""
"WHS9_CS","PUBLISHED","2013","EUR","WB_HI","NOR","","117","117.00000","","",""
"WHS9_CS","PUBLISHED","2013","EUR","WB_HI","SMR","","117","117.00000","","",""
"WHS9_CS","PUBLISHED","2013","EUR","WB_UMI","TKM","","117","117.00000","","",""
"WHS9_CS","PUBLISHED","2013","EUR","WB_HI","DEU","","119","119.00000","","",""
"WHS9_CS","PUBLISHED","2013","EUR","WB_UMI","BLR","","119","119.00000","","",""
"WHS9_CS","PUBLISHED","2013","EUR","WB_UMI","SRB","","119","119.00000","","",""
"WHS9_CS","PUBLISHED","2013","","WB_HI","","","120","120.00000","","",""
"WHS9_CS","PUBLISHED","2013","EUR","WB_LMI","KGZ","","121","121.00000","","",""
"WHS9_CS","PUBLISHED","2013","EMR","WB_LMI","EGY","","122","122.00000","","",""
"WHS9_CS","PUBLISHED","2013","SEAR","WB_LMI","IDN","","122","122.00000","","",""
"WHS9_CS","PUBLISHED","2013","EUR","WB_HI","ISR","","123","123.00000","","",""
"WHS9_CS","PUBLISHED","2013","AFR","WB_UMI","MUS","","123","123.00000","","",""
"WHS9_CS","PUBLISHED","2013","EUR","WB_HI","GBR","","124","124.00000","","",""
"WHS9_CS","PUBLISHED","2013","EUR","WB_HI","SWE","","124","124.00000","","",""
"WHS9_CS","PUBLISHED","2013","WPR","WB_LMI","MNG","","124","124.00000","","",""
"WHS9_CS","PUBLISHED","2013","EUR","","","","125","125.00000","","",""
"WHS9_CS","PUBLISHED","2013","AMR","WB_UMI","GRD","","126","126.00000","","",""
"WHS9_CS","PUBLISHED","2013","AMR","WB_UMI","SUR","","127","127.00000","","",""
"WHS9_CS","PUBLISHED","2013","EUR","WB_HI","DNK","","128","128.00000","","",""
"WHS9_CS","PUBLISHED","2013","AFR","WB_LI","MLI","","129","129.00000","","",""
"WHS9_CS","PUBLISHED","2013","EMR","WB_LMI","MAR","","129","129.00000","","",""
"WHS9_CS","PUBLISHED","2013","EUR","WB_HI","MLT","","130","130.00000","","",""
"WHS9_CS","PUBLISHED","2013","AMR","WB_UMI","DMA","","130","130.00000","","",""
"WHS9_CS","PUBLISHED","2013","EUR","WB_HI","CZE","","131","131.00000","","",""
"WHS9_CS","PUBLISHED","2013","WPR","WB_LMI","VNM","","131","131.00000","","",""
"WHS9_CS","PUBLISHED","2013","EUR","WB_HI","CHE","","134","134.00000","","",""
"WHS9_CS","PUBLISHED","2013","AMR","WB_HI","CHL","","134","134.00000","","",""
"WHS9_CS","PUBLISHED","2013","WPR","WB_LI","KHM","","134","134.00000","","",""
"WHS9_CS","PUBLISHED","2013","AMR","WB_UMI","BRA","","135","135.00000","","",""
"WHS9_CS","PUBLISHED","2013","AMR","WB_LMI","SLV","","136","136.00000","","",""
"WHS9_CS","PUBLISHED","2013","EUR","WB_HI","LVA","","137","137.00000","","",""
"WHS9_CS","PUBLISHED","2013","EUR","WB_LMI","UKR","","138","138.00000","","",""
"WHS9_CS","PUBLISHED","2013","SEAR","WB_UMI","THA","","138","138.00000","","",""
"WHS9_CS","PUBLISHED","2013","AMR","WB_LMI","GTM","","140","140.00000","","",""
"WHS9_CS","PUBLISHED","2013","AMR","WB_HI","KNA","","142","142.00000","","",""
"WHS9_CS","PUBLISHED","2013","EMR","WB_UMI","JOR","","142","142.00000","","",""
"WHS9_CS","PUBLISHED","2013","AMR","WB_HI","TTO","","145","145.00000","","",""
"WHS9_CS","PUBLISHED","2013","EUR","WB_UMI","BGR","","145","145.00000","","",""
"WHS9_CS","PUBLISHED","2013","WPR","WB_UMI","MYS","","145","145.00000","","",""
"WHS9_CS","PUBLISHED","2013","AMR","WB_UMI","CRI","","146","146.00000","","",""
"WHS9_CS","PUBLISHED","2013","AFR","WB_UMI","SYC","","147","147.00000","","",""
"WHS9_CS","PUBLISHED","2013","AFR","WB_UMI","ZAF","","148","148.00000","","",""
"WHS9_CS","PUBLISHED","2013","EUR","WB_HI","LUX","","149","149.00000","","",""
"WHS9_CS","PUBLISHED","2013","EUR","WB_HI","POL","","150","150.00000","","",""
"WHS9_CS","PUBLISHED","2013","EUR","WB_HI","LTU","","151","151.00000","","",""
"WHS9_CS","PUBLISHED","2013","EMR","WB_HI","QAT","","153","153.00000","","",""
"WHS9_CS","PUBLISHED","2013","EUR","WB_HI","RUS","","153","153.00000","","",""
"WHS9_CS","PUBLISHED","2013","EMR","WB_HI","OMN","","155","155.00000","","",""
"WHS9_CS","PUBLISHED","2013","AMR","WB_HI","URY","","155","155.00000","","",""
"WHS9_CS","PUBLISHED","2013","EUR","WB_HI","AUT","","156","156.00000","","",""
"WHS9_CS","PUBLISHED","2013","WPR","WB_HI","SGP","","156","156.00000","","",""
"WHS9_CS","PUBLISHED","2013","EUR","WB_HI","ITA","","159","159.00000","","",""
"WHS9_CS","PUBLISHED","2013","AMR","WB_UMI","ARG","","159","159.00000","","",""
"WHS9_CS","PUBLISHED","2013","EUR","WB_HI","EST","","160","160.00000","","",""
"WHS9_CS","PUBLISHED","2013","EUR","WB_UMI","MNE","","160","160.00000","","",""
"WHS9_CS","PUBLISHED","2013","AFR","WB_UMI","BWA","","161","161.00000","","",""
"WHS9_CS","PUBLISHED","2013","AMR","WB_UMI","PAN","","163","163.00000","","",""
"WHS9_CS","PUBLISHED","2013","EMR","WB_UMI","LBY","","165","165.00000","","",""
"WHS9_CS","PUBLISHED","2013","EMR","WB_HI","BHR","","166","166.00000","","",""
"WHS9_CS","PUBLISHED","2013","EMR","WB_HI","ARE","","172","172.00000","","",""
"WHS9_CS","PUBLISHED","2013","EUR","WB_HI","FIN","","172","172.00000","","",""
"WHS9_CS","PUBLISHED","2013","EMR","WB_HI","SAU","","177","177.00000","","",""
"WHS9_CS","PUBLISHED","2013","EUR","WB_UMI","KAZ","","181","181.00000","","",""
"WHS9_CS","PUBLISHED","2013","SEAR","WB_UMI","MDV","","181","181.00000","","",""
"WHS9_CS","PUBLISHED","2013","EMR","WB_HI","KWT","","190","190.00000","","",""
"WHS9_CS","PUBLISHED","2013","AFR","WB_UMI","GAB","","215","215.00000","","",""
"WHS9_CS","PUBLISHED","2013","SEAR","","","","78","78.00000","","",""
"WHS9_CS","PUBLISHED","2013","EMR","","","","94","94.00000","","",""
