"GHO","PUBLISHSTATE","YEAR","REGION","COUNTRY","AGEGROUP","Display Value","Numeric","Low","High","Comments"
"MALARIA_15031","PUBLISHED","2001","AFR","AGO","","15206","15206.00000","","",""
"MALARIA_15031","PUBLISHED","2001","EUR","ARM","","24000","24000.00000","","",""
"MALARIA_15031","PUBLISHED","2001","EUR","AZE","AGE0-4","2734","2734.00000","","",""
"MALARIA_15031","PUBLISHED","2001","EUR","AZE","","45284","45284.00000","","",""
"MALARIA_15031","PUBLISHED","2001","SEAR","BGD","AGE0-4","470","470.00000","","",""
"MALARIA_15031","PUBLISHED","2001","AFR","BEN","AGE0-4","798","798.00000","","",""
"MALARIA_15031","PUBLISHED","2001","AFR","BEN","","1733","1733.00000","","",""
"MALARIA_15031","PUBLISHED","2001","SEAR","BTN","AGE0-4","139","139.00000","","",""
"MALARIA_15031","PUBLISHED","2001","SEAR","BTN","","1075","1075.00000","","",""
"MALARIA_15031","PUBLISHED","2001","AMR","BOL","","1586","1586.00000","","",""
"MALARIA_15031","PUBLISHED","2001","AFR","BWA","AGE0-4","1921","1921.00000","","",""
"MALARIA_15031","PUBLISHED","2001","AFR","BWA","","9387","9387.00000","","",""
"MALARIA_15031","PUBLISHED","2001","AMR","BRA","","961492","961492.00000","","",""
"MALARIA_15031","PUBLISHED","2001","AFR","BFA","AGE0-4","6388","6388.00000","","",""
"MALARIA_15031","PUBLISHED","2001","AFR","BFA","","13120","13120.00000","","",""
"MALARIA_15031","PUBLISHED","2001","AFR","BDI","AGE0-4","315","315.00000","","",""
"MALARIA_15031","PUBLISHED","2001","AFR","BDI","","884","884.00000","","",""
"MALARIA_15031","PUBLISHED","2001","WPR","KHM","","6459","6459.00000","","",""
"MALARIA_15031","PUBLISHED","2001","AFR","CPV","AGE0-4","332","332.00000","","",""
"MALARIA_15031","PUBLISHED","2001","AFR","CPV","","2334","2334.00000","","",""
"MALARIA_15031","PUBLISHED","2001","AFR","CAF","","4729","4729.00000","","",""
"MALARIA_15031","PUBLISHED","2001","AFR","TCD","","5263","5263.00000","","",""
"MALARIA_15031","PUBLISHED","2001","WPR","CHN","","28","28.00000","","",""
"MALARIA_15031","PUBLISHED","2001","AFR","CIV","AGE0-4","113217","113217.00000","","",""
"MALARIA_15031","PUBLISHED","2001","AFR","CIV","","113292","113292.00000","","",""
"MALARIA_15031","PUBLISHED","2001","AMR","SLV","AGE0-4","0","0.00000","","",""
"MALARIA_15031","PUBLISHED","2001","AMR","SLV","","0","0.00000","","",""
"MALARIA_15031","PUBLISHED","2001","AFR","ERI","AGE0-4","335","335.00000","","",""
"MALARIA_15031","PUBLISHED","2001","AFR","ERI","","1775","1775.00000","","",""
"MALARIA_15031","PUBLISHED","2001","AFR","ETH","AGE0-4","0","0.00000","","",""
"MALARIA_15031","PUBLISHED","2001","AFR","ETH","","11113","11113.00000","","",""
"MALARIA_15031","PUBLISHED","2002","AFR","AGO","","24503","24503.00000","","",""
"MALARIA_15031","PUBLISHED","2002","EUR","ARM","","25500","25500.00000","","",""
"MALARIA_15031","PUBLISHED","2002","EUR","AZE","AGE0-4","2552","2552.00000","","",""
"MALARIA_15031","PUBLISHED","2002","EUR","AZE","","46522","46522.00000","","",""
"MALARIA_15031","PUBLISHED","2002","SEAR","BGD","AGE0-4","598","598.00000","","",""
"MALARIA_15031","PUBLISHED","2002","AFR","BEN","AGE0-4","2457","2457.00000","","",""
"MALARIA_15031","PUBLISHED","2002","AFR","BEN","","3685","3685.00000","","",""
"MALARIA_15031","PUBLISHED","2002","SEAR","BTN","AGE0-4","91","91.00000","","",""
"MALARIA_15031","PUBLISHED","2002","SEAR","BTN","","945","945.00000","","",""
"MALARIA_15031","PUBLISHED","2002","AMR","BOL","","1565","1565.00000","","",""
"MALARIA_15031","PUBLISHED","2002","AFR","BWA","AGE0-4","1749","1749.00000","","",""
"MALARIA_15031","PUBLISHED","2002","AFR","BWA","","10125","10125.00000","","",""
"MALARIA_15031","PUBLISHED","2002","AMR","BRA","","982807","982807.00000","","",""
"MALARIA_15031","PUBLISHED","2002","AFR","BFA","AGE0-4","4400","4400.00000","","",""
"MALARIA_15031","PUBLISHED","2002","AFR","BFA","","10357","10357.00000","","",""
"MALARIA_15031","PUBLISHED","2002","AFR","BDI","AGE0-4","385","385.00000","","",""
"MALARIA_15031","PUBLISHED","2002","AFR","BDI","","1200","1200.00000","","",""
"MALARIA_15031","PUBLISHED","2002","WPR","KHM","AGE0-4","625","625.00000","","",""
"MALARIA_15031","PUBLISHED","2002","WPR","KHM","","6222","6222.00000","","",""
"MALARIA_15031","PUBLISHED","2002","AFR","CPV","AGE0-4","315","315.00000","","",""
"MALARIA_15031","PUBLISHED","2002","AFR","CPV","","2434","2434.00000","","",""
"MALARIA_15031","PUBLISHED","2002","AFR","TCD","","5460","5460.00000","","",""
"MALARIA_15031","PUBLISHED","2002","WPR","CHN","","42","42.00000","","",""
"MALARIA_15031","PUBLISHED","2002","AFR","CIV","AGE0-4","160818","160818.00000","","",""
"MALARIA_15031","PUBLISHED","2002","AFR","CIV","","161824","161824.00000","","",""
"MALARIA_15031","PUBLISHED","2002","AMR","SLV","AGE0-4","0","0.00000","","",""
"MALARIA_15031","PUBLISHED","2002","AMR","SLV","","0","0.00000","","",""
"MALARIA_15031","PUBLISHED","2002","AFR","ERI","AGE0-4","456","456.00000","","",""
"MALARIA_15031","PUBLISHED","2002","AFR","ERI","","2052","2052.00000","","",""
"MALARIA_15031","PUBLISHED","2002","AFR","ETH","AGE0-4","0","0.00000","","",""
"MALARIA_15031","PUBLISHED","2002","AFR","ETH","","10573","10573.00000","","",""
"MALARIA_15031","PUBLISHED","2003","AFR","AGO","","46406","46406.00000","","",""
"MALARIA_15031","PUBLISHED","2003","EUR","ARM","","26000","26000.00000","","",""
"MALARIA_15031","PUBLISHED","2003","EUR","AZE","AGE0-4","2254","2254.00000","","",""
"MALARIA_15031","PUBLISHED","2003","EUR","AZE","","49001","49001.00000","","",""
"MALARIA_15031","PUBLISHED","2003","SEAR","BGD","AGE0-4","574","574.00000","","",""
"MALARIA_15031","PUBLISHED","2003","AFR","BEN","AGE0-4","3409","3409.00000","","",""
"MALARIA_15031","PUBLISHED","2003","AFR","BEN","","6310","6310.00000","","",""
"MALARIA_15031","PUBLISHED","2003","SEAR","BTN","","771","771.00000","","",""
"MALARIA_15031","PUBLISHED","2003","AMR","BOL","","1499","1499.00000","","",""
"MALARIA_15031","PUBLISHED","2003","AFR","BWA","AGE0-4","1525","1525.00000","","",""
"MALARIA_15031","PUBLISHED","2003","AFR","BWA","","10756","10756.00000","","",""
"MALARIA_15031","PUBLISHED","2003","AMR","BRA","","1002340","1002340.00000","","",""
"MALARIA_15031","PUBLISHED","2003","AFR","BFA","AGE0-4","7445","7445.00000","","",""
"MALARIA_15031","PUBLISHED","2003","AFR","BFA","","14454","14454.00000","","",""
"MALARIA_15031","PUBLISHED","2003","AFR","BDI","AGE0-4","391","391.00000","","",""
"MALARIA_15031","PUBLISHED","2003","AFR","BDI","","1034","1034.00000","","",""
"MALARIA_15031","PUBLISHED","2003","WPR","KHM","AGE0-4","649","649.00000","","",""
"MALARIA_15031","PUBLISHED","2003","WPR","KHM","","5215","5215.00000","","",""
"MALARIA_15031","PUBLISHED","2003","AFR","CPV","AGE0-4","322","322.00000","","",""
"MALARIA_15031","PUBLISHED","2003","AFR","CPV","","2401","2401.00000","","",""
"MALARIA_15031","PUBLISHED","2003","AFR","CAF","","3836","3836.00000","","",""
"MALARIA_15031","PUBLISHED","2003","AFR","TCD","","5756","5756.00000","","",""
"MALARIA_15031","PUBLISHED","2003","WPR","CHN","","52","52.00000","","",""
"MALARIA_15031","PUBLISHED","2003","AFR","CIV","AGE0-4","150132","150132.00000","","",""
"MALARIA_15031","PUBLISHED","2003","AFR","CIV","","151955","151955.00000","","",""
"MALARIA_15031","PUBLISHED","2003","AMR","SLV","AGE0-4","0","0.00000","","",""
"MALARIA_15031","PUBLISHED","2003","AMR","SLV","","0","0.00000","","",""
"MALARIA_15031","PUBLISHED","2003","AFR","ERI","AGE0-4","483","483.00000","","",""
"MALARIA_15031","PUBLISHED","2003","AFR","ERI","","1958","1958.00000","","",""
"MALARIA_15031","PUBLISHED","2003","AFR","ETH","AGE0-4","0","0.00000","","",""
"MALARIA_15031","PUBLISHED","2004","AFR","AGO","","19419","19419.00000","","",""
"MALARIA_15031","PUBLISHED","2004","EUR","ARM","","25700","25700.00000","","",""
"MALARIA_15031","PUBLISHED","2004","EUR","AZE","AGE0-4","2013","2013.00000","","",""
"MALARIA_15031","PUBLISHED","2004","EUR","AZE","","49568","49568.00000","","",""
"MALARIA_15031","PUBLISHED","2004","SEAR","BGD","AGE0-4","411","411.00000","","",""
"MALARIA_15031","PUBLISHED","2004","AFR","BEN","AGE0-4","3260","3260.00000","","",""
"MALARIA_15031","PUBLISHED","2004","AFR","BEN","","5797","5797.00000","","",""
"MALARIA_15031","PUBLISHED","2004","SEAR","BTN","","694","694.00000","","",""
"MALARIA_15031","PUBLISHED","2004","AMR","BOL","","1407","1407.00000","","",""
"MALARIA_15031","PUBLISHED","2004","AMR","BRA","","1024073","1024073.00000","","",""
"MALARIA_15031","PUBLISHED","2004","AFR","BFA","AGE0-4","7139","7139.00000","","",""
"MALARIA_15031","PUBLISHED","2004","AFR","BFA","","14726","14726.00000","","",""
"MALARIA_15031","PUBLISHED","2004","AFR","BDI","AGE0-4","668","668.00000","","",""
"MALARIA_15031","PUBLISHED","2004","AFR","BDI","","2184","2184.00000","","",""
"MALARIA_15031","PUBLISHED","2004","WPR","KHM","AGE0-4","622","622.00000","","",""
"MALARIA_15031","PUBLISHED","2004","WPR","KHM","","4958","4958.00000","","",""
"MALARIA_15031","PUBLISHED","2004","AFR","CPV","AGE0-4","302","302.00000","","",""
"MALARIA_15031","PUBLISHED","2004","AFR","CPV","","2456","2456.00000","","",""
"MALARIA_15031","PUBLISHED","2004","AFR","CAF","","5245","5245.00000","","",""
"MALARIA_15031","PUBLISHED","2004","WPR","CHN","","31","31.00000","","",""
"MALARIA_15031","PUBLISHED","2004","AFR","COM","AGE0-4","27","27.00000","","",""
"MALARIA_15031","PUBLISHED","2004","AFR","COM","","32","32.00000","","",""
"MALARIA_15031","PUBLISHED","2004","AFR","CIV","AGE0-4","160627","160627.00000","","",""
"MALARIA_15031","PUBLISHED","2004","AFR","CIV","","160855","160855.00000","","",""
"MALARIA_15031","PUBLISHED","2004","AMR","SLV","AGE0-4","0","0.00000","","",""
"MALARIA_15031","PUBLISHED","2004","AMR","SLV","","0","0.00000","","",""
"MALARIA_15031","PUBLISHED","2004","AFR","ERI","AGE0-4","607","607.00000","","",""
"MALARIA_15031","PUBLISHED","2004","AFR","ERI","","1124","1124.00000","","",""
"MALARIA_15031","PUBLISHED","2004","AFR","ETH","AGE0-4","0","0.00000","","",""
"MALARIA_15031","PUBLISHED","2005","AFR","AGO","","20896","20896.00000","","",""
"MALARIA_15031","PUBLISHED","2005","EUR","ARM","","26400","26400.00000","","",""
"MALARIA_15031","PUBLISHED","2005","EUR","AZE","AGE0-4","1942","1942.00000","","",""
"MALARIA_15031","PUBLISHED","2005","EUR","AZE","","51962","51962.00000","","",""
"MALARIA_15031","PUBLISHED","2005","SEAR","BGD","AGE0-4","481","481.00000","","",""
"MALARIA_15031","PUBLISHED","2005","AFR","BEN","AGE0-4","3060","3060.00000","","",""
"MALARIA_15031","PUBLISHED","2005","AFR","BEN","","5986","5986.00000","","",""
"MALARIA_15031","PUBLISHED","2005","SEAR","BTN","","702","702.00000","","",""
"MALARIA_15031","PUBLISHED","2005","AMR","BOL","","1376","1376.00000","","",""
"MALARIA_15031","PUBLISHED","2005","AMR","BRA","","1006827","1006827.00000","","",""
"MALARIA_15031","PUBLISHED","2005","AFR","BFA","AGE0-4","7412","7412.00000","","",""
"MALARIA_15031","PUBLISHED","2005","AFR","BFA","","13932","13932.00000","","",""
"MALARIA_15031","PUBLISHED","2005","AFR","BDI","AGE0-4","1612","1612.00000","","",""
"MALARIA_15031","PUBLISHED","2005","AFR","BDI","","3646","3646.00000","","",""
"MALARIA_15031","PUBLISHED","2005","WPR","KHM","AGE0-4","736","736.00000","","",""
"MALARIA_15031","PUBLISHED","2005","WPR","KHM","","4738","4738.00000","","",""
"MALARIA_15031","PUBLISHED","2005","AFR","CMR","AGE0-4","1203","1203.00000","","",""
"MALARIA_15031","PUBLISHED","2005","AFR","CMR","","254308","254308.00000","","",""
"MALARIA_15031","PUBLISHED","2005","AFR","CPV","AGE0-4","313","313.00000","","",""
"MALARIA_15031","PUBLISHED","2005","AFR","CPV","","2423","2423.00000","","",""
"MALARIA_15031","PUBLISHED","2005","AFR","CAF","","4940","4940.00000","","",""
"MALARIA_15031","PUBLISHED","2005","AFR","TCD","","4776","4776.00000","","",""
"MALARIA_15031","PUBLISHED","2005","WPR","CHN","","48","48.00000","","",""
"MALARIA_15031","PUBLISHED","2005","AFR","COM","AGE0-4","101","101.00000","","",""
"MALARIA_15031","PUBLISHED","2005","AFR","COM","","169","169.00000","","",""
"MALARIA_15031","PUBLISHED","2005","AFR","CIV","AGE0-4","167901","167901.00000","","",""
"MALARIA_15031","PUBLISHED","2005","AFR","CIV","","169913","169913.00000","","",""
"MALARIA_15031","PUBLISHED","2005","AMR","SLV","AGE0-4","0","0.00000","","",""
"MALARIA_15031","PUBLISHED","2005","AMR","SLV","","0","0.00000","","",""
"MALARIA_15031","PUBLISHED","2005","AFR","ERI","AGE0-4","538","538.00000","","",""
"MALARIA_15031","PUBLISHED","2005","AFR","ERI","","1629","1629.00000","","",""
"MALARIA_15031","PUBLISHED","2005","AFR","ETH","AGE0-4","0","0.00000","","",""
"MALARIA_15031","PUBLISHED","2006","EMR","AFG","","","","","",""
"MALARIA_15031","PUBLISHED","2006","AFR","AGO","","20646","20646.00000","","",""
"MALARIA_15031","PUBLISHED","2006","EUR","AZE","AGE0-4","2127","2127.00000","","",""
"MALARIA_15031","PUBLISHED","2006","EUR","AZE","","52248","52248.00000","","",""
"MALARIA_15031","PUBLISHED","2006","SEAR","BGD","AGE0-4","506","506.00000","","",""
"MALARIA_15031","PUBLISHED","2006","AFR","BEN","AGE0-4","4388","4388.00000","","",""
"MALARIA_15031","PUBLISHED","2006","AFR","BEN","","7212","7212.00000","","",""
"MALARIA_15031","PUBLISHED","2006","SEAR","BTN","","844","844.00000","","",""
"MALARIA_15031","PUBLISHED","2006","AMR","BOL","","1647","1647.00000","","",""
"MALARIA_15031","PUBLISHED","2006","AMR","BRA","","1001419","1001419.00000","","",""
"MALARIA_15031","PUBLISHED","2006","AFR","BFA","AGE0-4","8968","8968.00000","","",""
"MALARIA_15031","PUBLISHED","2006","AFR","BFA","","15563","15563.00000","","",""
"MALARIA_15031","PUBLISHED","2006","AFR","BDI","AGE0-4","537","537.00000","","",""
"MALARIA_15031","PUBLISHED","2006","AFR","BDI","","1043","1043.00000","","",""
"MALARIA_15031","PUBLISHED","2006","WPR","KHM","AGE0-4","765","765.00000","","",""
"MALARIA_15031","PUBLISHED","2006","WPR","KHM","","7008","7008.00000","","",""
"MALARIA_15031","PUBLISHED","2006","AFR","CMR","","261175","261175.00000","","",""
"MALARIA_15031","PUBLISHED","2006","AFR","CPV","AGE0-4","298","298.00000","","",""
"MALARIA_15031","PUBLISHED","2006","AFR","CPV","","2349","2349.00000","","",""
"MALARIA_15031","PUBLISHED","2006","AFR","CAF","","8477","8477.00000","","",""
"MALARIA_15031","PUBLISHED","2006","AFR","TCD","","4923","4923.00000","","",""
"MALARIA_15031","PUBLISHED","2006","WPR","CHN","","38","38.00000","","",""
"MALARIA_15031","PUBLISHED","2006","AFR","COM","AGE0-4","108","108.00000","","",""
"MALARIA_15031","PUBLISHED","2006","AFR","COM","","187","187.00000","","",""
"MALARIA_15031","PUBLISHED","2006","AFR","COG","AGE0-4","501","501.00000","","",""
"MALARIA_15031","PUBLISHED","2006","AFR","COG","","830","830.00000","","",""
"MALARIA_15031","PUBLISHED","2006","AFR","CIV","AGE0-4","201380","201380.00000","","",""
"MALARIA_15031","PUBLISHED","2006","AFR","CIV","","204394","204394.00000","","",""
"MALARIA_15031","PUBLISHED","2006","AFR","COD","AGE0-4","18567","18567.00000","","",""
"MALARIA_15031","PUBLISHED","2006","AFR","COD","","28605","28605.00000","","",""
"MALARIA_15031","PUBLISHED","2006","AMR","SLV","AGE0-4","0","0.00000","","",""
"MALARIA_15031","PUBLISHED","2006","AMR","SLV","","0","0.00000","","",""
"MALARIA_15031","PUBLISHED","2006","AFR","ERI","AGE0-4","679","679.00000","","",""
"MALARIA_15031","PUBLISHED","2006","AFR","ERI","","1775","1775.00000","","",""
"MALARIA_15031","PUBLISHED","2006","AFR","ETH","AGE0-4","0","0.00000","","",""
"MALARIA_15031","PUBLISHED","2007","EMR","AFG","","6095","6095.00000","","",""
"MALARIA_15031","PUBLISHED","2007","AMR","BRA","","855014","855014.00000","","",""
"MALARIA_15031","PUBLISHED","2007","AMR","BRA","AGE0-4","42516","42516.00000","","",""
"MALARIA_15031","PUBLISHED","2007","AFR","BFA","AGE0-4","5623","5623.00000","","",""
"MALARIA_15031","PUBLISHED","2007","AFR","BFA","","10193","10193.00000","","",""
"MALARIA_15031","PUBLISHED","2007","WPR","KHM","AGE0-4","683","683.00000","","",""
"MALARIA_15031","PUBLISHED","2007","WPR","KHM","","3486","3486.00000","","",""
"MALARIA_15031","PUBLISHED","2001","AFR","GAB","AGE0-4","910","910.00000","","",""
"MALARIA_15031","PUBLISHED","2001","AFR","GAB","","3823","3823.00000","","",""
"MALARIA_15031","PUBLISHED","2001","EUR","GEO","AGE0-4","720","720.00000","","",""
"MALARIA_15031","PUBLISHED","2001","EUR","GEO","","46218","46218.00000","","",""
"MALARIA_15031","PUBLISHED","2001","AFR","GHA","AGE0-4","6265","6265.00000","","",""
"MALARIA_15031","PUBLISHED","2001","AFR","GHA","","7805","7805.00000","","",""
"MALARIA_15031","PUBLISHED","2001","AFR","GIN","AGE0-4","818","818.00000","","",""
"MALARIA_15031","PUBLISHED","2001","AFR","GIN","","2233","2233.00000","","",""
"MALARIA_15031","PUBLISHED","2001","EUR","KAZ","AGE0-4","147483","147483.00000","","",""
"MALARIA_15031","PUBLISHED","2001","EUR","KGZ","AGE0-4","2950","2950.00000","","",""
"MALARIA_15031","PUBLISHED","2001","EUR","KGZ","","32909","32909.00000","","",""
"MALARIA_15031","PUBLISHED","2001","WPR","LAO","","936","936.00000","","",""
"MALARIA_15031","PUBLISHED","2001","AFR","MLI","AGE0-4","7303","7303.00000","","",""
"MALARIA_15031","PUBLISHED","2001","AFR","MLI","","17925","17925.00000","","",""
"MALARIA_15031","PUBLISHED","2001","SEAR","MMR","AGE0-4","1791","1791.00000","","",""
"MALARIA_15031","PUBLISHED","2001","SEAR","MMR","","15382","15382.00000","","",""
"MALARIA_15031","PUBLISHED","2001","AFR","NAM","AGE0-4","3394","3394.00000","","",""
"MALARIA_15031","PUBLISHED","2001","AFR","NAM","","13106","13106.00000","","",""
"MALARIA_15031","PUBLISHED","2001","AMR","NIC","","2","2.00000","","",""
"MALARIA_15031","PUBLISHED","2001","AFR","NER","AGE0-4","3042","3042.00000","","",""
"MALARIA_15031","PUBLISHED","2001","AFR","NER","","9275","9275.00000","","",""
"MALARIA_15031","PUBLISHED","2001","WPR","PNG","","7103","7103.00000","","",""
"MALARIA_15031","PUBLISHED","2001","WPR","KOR","AGE0-4","0","0.00000","","",""
"MALARIA_15031","PUBLISHED","2001","WPR","KOR","","0","0.00000","","",""
"MALARIA_15031","PUBLISHED","2001","AFR","RWA","AGE0-4","2837","2837.00000","","",""
"MALARIA_15031","PUBLISHED","2001","AFR","RWA","","8002","8002.00000","","",""
"MALARIA_15031","PUBLISHED","2001","AFR","STP","AGE0-4","509","509.00000","","",""
"MALARIA_15031","PUBLISHED","2001","AFR","STP","","1273","1273.00000","","",""
"MALARIA_15031","PUBLISHED","2001","AFR","SEN","AGE0-4","1775","1775.00000","","",""
"MALARIA_15031","PUBLISHED","2001","AFR","SEN","","5097","5097.00000","","",""
"MALARIA_15031","PUBLISHED","2001","AFR","SLE","AGE0-4","482","482.00000","","",""
"MALARIA_15031","PUBLISHED","2001","AFR","SLE","","1256","1256.00000","","",""
"MALARIA_15031","PUBLISHED","2001","SEAR","LKA","","41454","41454.00000","","",""
"MALARIA_15031","PUBLISHED","2001","EMR","SDN","AGE0-4","4855","4855.00000","","",""
"MALARIA_15031","PUBLISHED","2001","EMR","SDN","","14207","14207.00000","","",""
"MALARIA_15031","PUBLISHED","2001","AFR","SWZ","AGE0-4","813","813.00000","","",""
"MALARIA_15031","PUBLISHED","2001","AFR","SWZ","","2816","2816.00000","","",""
"MALARIA_15031","PUBLISHED","2001","EUR","TJK","","0","0.00000","","",""
"MALARIA_15031","PUBLISHED","2001","AFR","TGO","AGE0-4","2607","2607.00000","","",""
"MALARIA_15031","PUBLISHED","2001","AFR","TGO","","4994","4994.00000","","",""
"MALARIA_15031","PUBLISHED","2001","AFR","TZA","AGE0-4","1120","1120.00000","","",""
"MALARIA_15031","PUBLISHED","2001","AFR","TZA","","2539","2539.00000","","",""
"MALARIA_15031","PUBLISHED","2001","WPR","VUT","","173","173.00000","","",""
"MALARIA_15031","PUBLISHED","2001","WPR","VNM","AGE0-4","36","36.00000","","",""
"MALARIA_15031","PUBLISHED","2001","AFR","ZMB","AGE0-4","16680","16680.00000","","",""
"MALARIA_15031","PUBLISHED","2001","AFR","ZMB","","35358","35358.00000","","",""
"MALARIA_15031","PUBLISHED","2002","EUR","GEO","AGE0-4","689","689.00000","","",""
"MALARIA_15031","PUBLISHED","2002","EUR","GEO","","46446","46446.00000","","",""
"MALARIA_15031","PUBLISHED","2002","AFR","GHA","AGE0-4","5913","5913.00000","","",""
"MALARIA_15031","PUBLISHED","2002","AFR","GHA","","8714","8714.00000","","",""
"MALARIA_15031","PUBLISHED","2002","AFR","GIN","AGE0-4","827","827.00000","","",""
"MALARIA_15031","PUBLISHED","2002","AFR","GIN","","2115","2115.00000","","",""
"MALARIA_15031","PUBLISHED","2002","SEAR","IDN","","88441","88441.00000","","",""
"MALARIA_15031","PUBLISHED","2002","EUR","KAZ","AGE0-4","150920","150920.00000","","",""
"MALARIA_15031","PUBLISHED","2002","EUR","KGZ","AGE0-4","2990","2990.00000","","",""
"MALARIA_15031","PUBLISHED","2002","EUR","KGZ","","34967","34967.00000","","",""
"MALARIA_15031","PUBLISHED","2002","WPR","LAO","","952","952.00000","","",""
"MALARIA_15031","PUBLISHED","2002","AFR","MLI","AGE0-4","999","999.00000","","",""
"MALARIA_15031","PUBLISHED","2002","AFR","MLI","","2561","2561.00000","","",""
"MALARIA_15031","PUBLISHED","2002","SEAR","MMR","AGE0-4","2546","2546.00000","","",""
"MALARIA_15031","PUBLISHED","2002","SEAR","MMR","","14583","14583.00000","","",""
"MALARIA_15031","PUBLISHED","2002","AFR","NAM","AGE0-4","2907","2907.00000","","",""
"MALARIA_15031","PUBLISHED","2002","AFR","NAM","","12639","12639.00000","","",""
"MALARIA_15031","PUBLISHED","2002","AMR","NIC","","8","8.00000","","",""
"MALARIA_15031","PUBLISHED","2002","AFR","NER","AGE0-4","2468","2468.00000","","",""
"MALARIA_15031","PUBLISHED","2002","AFR","NER","","7034","7034.00000","","",""
"MALARIA_15031","PUBLISHED","2002","WPR","PNG","","7925","7925.00000","","",""
"MALARIA_15031","PUBLISHED","2002","WPR","KOR","AGE0-4","0","0.00000","","",""
"MALARIA_15031","PUBLISHED","2002","WPR","KOR","","0","0.00000","","",""
"MALARIA_15031","PUBLISHED","2002","AFR","RWA","AGE0-4","2300","2300.00000","","",""
"MALARIA_15031","PUBLISHED","2002","AFR","RWA","","6644","6644.00000","","",""
"MALARIA_15031","PUBLISHED","2002","AFR","STP","AGE0-4","560","560.00000","","",""
"MALARIA_15031","PUBLISHED","2002","AFR","STP","","1049","1049.00000","","",""
"MALARIA_15031","PUBLISHED","2002","AFR","SEN","AGE0-4","1318","1318.00000","","",""
"MALARIA_15031","PUBLISHED","2002","AFR","SEN","","4678","4678.00000","","",""
"MALARIA_15031","PUBLISHED","2002","AFR","SLE","AGE0-4","296","296.00000","","",""
"MALARIA_15031","PUBLISHED","2002","AFR","SLE","","3446","3446.00000","","",""
"MALARIA_15031","PUBLISHED","2002","EMR","SDN","AGE0-4","5267","5267.00000","","",""
"MALARIA_15031","PUBLISHED","2002","EMR","SDN","","15057","15057.00000","","",""
"MALARIA_15031","PUBLISHED","2002","AFR","SWZ","AGE0-4","557","557.00000","","",""
"MALARIA_15031","PUBLISHED","2002","AFR","SWZ","","2319","2319.00000","","",""
"MALARIA_15031","PUBLISHED","2002","EUR","TJK","","0","0.00000","","",""
"MALARIA_15031","PUBLISHED","2002","AFR","TGO","AGE0-4","2629","2629.00000","","",""
"MALARIA_15031","PUBLISHED","2002","AFR","TGO","","4995","4995.00000","","",""
"MALARIA_15031","PUBLISHED","2002","AFR","TZA","AGE0-4","829","829.00000","","",""
"MALARIA_15031","PUBLISHED","2002","AFR","TZA","","1863","1863.00000","","",""
"MALARIA_15031","PUBLISHED","2002","WPR","VUT","","138","138.00000","","",""
"MALARIA_15031","PUBLISHED","2002","WPR","VNM","AGE0-4","24","24.00000","","",""
