"GHO","PUBLISHSTATE","YEAR","REGION","COUNTRY","ALCOHOLTYPE","Display Value","Numeric","Low","High","Comments"
"SA_0000001544_ARCHIVED","PUBLISHED","2012","AMR","ARG","SA_SPIRITS","Yes","","","",""
"SA_0000001544_ARCHIVED","PUBLISHED","2012","WPR","COK","SA_WINE","Yes","","","",""
"SA_0000001544_ARCHIVED","PUBLISHED","2012","AMR","LCA","SA_BEER","Yes","","","",""
"SA_0000001544_ARCHIVED","PUBLISHED","2012","AMR","LCA","SA_SPIRITS","Yes","","","",""
"SA_0000001544_ARCHIVED","PUBLISHED","2012","AMR","ARG","SA_WINE","Yes","","","",""
"SA_0000001544_ARCHIVED","PUBLISHED","2012","AFR","GNB","SA_WINE","Yes","","","",""
"SA_0000001544_ARCHIVED","PUBLISHED","2012","EUR","SMR","SA_BEER","","","","","missing data"
"SA_0000001544_ARCHIVED","PUBLISHED","2012","AFR","DZA","SA_WINE","No","","","",""
"SA_0000001544_ARCHIVED","PUBLISHED","2012","AMR","BRA","SA_SPIRITS","Yes","","","",""
"SA_0000001544_ARCHIVED","PUBLISHED","2012","AMR","ECU","SA_WINE","Yes","","","",""
"SA_0000001544_ARCHIVED","PUBLISHED","2012","AMR","MEX","SA_SPIRITS","Yes","","","",""
"SA_0000001544_ARCHIVED","PUBLISHED","2012","WPR","CHN","SA_BEER","Yes","","","",""
"SA_0000001544_ARCHIVED","PUBLISHED","2012","AMR","DOM","SA_SPIRITS","Yes","","","",""
"SA_0000001544_ARCHIVED","PUBLISHED","2012","EUR","HUN","SA_SPIRITS","No","","","",""
"SA_0000001544_ARCHIVED","PUBLISHED","2012","SEAR","PRK","SA_WINE","","","","","missing data"
"SA_0000001544_ARCHIVED","PUBLISHED","2012","EUR","AND","SA_BEER","Yes","","","",""
"SA_0000001544_ARCHIVED","PUBLISHED","2012","AFR","CPV","SA_WINE","Yes","","","",""
"SA_0000001544_ARCHIVED","PUBLISHED","2012","EUR","GEO","SA_BEER","No","","","",""
"SA_0000001544_ARCHIVED","PUBLISHED","2012","AFR","SLE","SA_BEER","Yes","","","",""
"SA_0000001544_ARCHIVED","PUBLISHED","2012","AFR","BEN","SA_BEER","No","","","",""
"SA_0000001544_ARCHIVED","PUBLISHED","2012","SEAR","BTN","SA_WINE","Yes","","","",""
"SA_0000001544_ARCHIVED","PUBLISHED","2012","AMR","SLV","SA_WINE","No","","","",""
"SA_0000001544_ARCHIVED","PUBLISHED","2012","AFR","COG","SA_WINE","Yes","","","",""
"SA_0000001544_ARCHIVED","PUBLISHED","2012","SEAR","PRK","SA_BEER","","","","","missing data"
"SA_0000001544_ARCHIVED","PUBLISHED","2012","AMR","COL","SA_SPIRITS","Yes","","","",""
"SA_0000001544_ARCHIVED","PUBLISHED","2012","WPR","VUT","SA_SPIRITS","","","","","missing data"
