"GHO","PUBLISHSTATE","YEAR","REGION","UNREGION","WORLDBANKINCOMEGROUP","UNSDGREGION","Display Value","Numeric","Low","High","Comments"
"NUTWASTINGNUM","PUBLISHED","2019","","","","UNSDG_LAC","0.7 [0.4-0.9]","0.70000","0.40000","0.90000",""
"NUTWASTINGNUM","PUBLISHED","2019","","","","UNSDG_CENTRALAMR","0.1 [0.1-0.2]","0.10000","0.10000","0.20000",""
"NUTWASTINGNUM","PUBLISHED","2019","","","","UNSDG_OCEANIAexAUSNZL","0.1 [0.1-0.2]","0.10000","0.10000","0.20000",""
"NUTWASTINGNUM","PUBLISHED","2019","","","","UNSDG_NORTHERNAMR","0.1","0.10000","","","regional average is based only on United States data, hence confidence intervals are not provided"
"NUTWASTINGNUM","PUBLISHED","2019","","","","UNSDG_EASTERNASIA","1.5 [1.5-1.6]","1.50000","1.50000","1.60000","excluding Japan"
"NUTWASTINGNUM","PUBLISHED","2019","","","","UNSDG_SOUTHERNAFR","0.2 [0.1-0.3]","0.20000","0.10000","0.30000",""
"NUTWASTINGNUM","PUBLISHED","2019","","","","UNSDG_LLDC","4.4 [3.3-5.9]","4.40000","3.30000","5.90000",""
"NUTWASTINGNUM","PUBLISHED","2019","","","","UNSDG_SOUTHAMR","0.4 [0.2-0.7]","0.40000","0.20000","0.70000","Consecutive Low Population Coverage"
"NUTWASTINGNUM","PUBLISHED","2019","","","","UNSDG_NORTHAFR","2.1 [1.1-4.0]","2.10000","1.10000","4.00000",""
"NUTWASTINGNUM","PUBLISHED","2019","","","","UNSDG_MIDDLEAFR","2.0 [1.5-2.6]","2.00000","1.50000","2.60000",""
"NUTWASTINGNUM","PUBLISHED","2019","","","","UNSDG_CENTRALASIASOUTHERNASIA","25.4 [17.6-33.3]","25.40000","17.60000","33.30000",""
"NUTWASTINGNUM","PUBLISHED","2019","","","","UNSDG_WESTERNASIA","1.0 [0.4-2.4]","1.00000","0.40000","2.40000",""
"NUTWASTINGNUM","PUBLISHED","2019","","","","UNSDG_WESTERNASIANORTHERNAFR","3.1 [1.4-4.8]","3.10000","1.40000","4.80000",""
"NUTWASTINGNUM","PUBLISHED","2019","","","","UNSDG_SUBSAHARANAFRICA","10.6 [9.2-12.1]","10.60000","9.20000","12.10000",""
"NUTWASTINGNUM","PUBLISHED","2019","","","","UNSDG_CENTRALASIA","0.2 [0.1-0.3]","0.20000","0.10000","0.30000",""
"NUTWASTINGNUM","PUBLISHED","2019","","","","UNSDG_SOUTHEASTERNASIA","4.7 [3.3-6.4]","4.70000","3.30000","6.40000",""
"NUTWASTINGNUM","PUBLISHED","2019","","","","UNSDG_EASTERNAFR","3.6 [2.6-4.9]","3.60000","2.60000","4.90000",""
"NUTWASTINGNUM","PUBLISHED","2019","","","","UNSDG_CARIBBEAN","0.1 [0.1-0.1]","0.10000","0.10000","0.10000",""
"NUTWASTINGNUM","PUBLISHED","2019","","","","UNSDG_EASTERNASIASOUTHEASTERNASIA","6.2 [4.7-7.7]","6.20000","4.70000","7.70000","excluding Japan"
"NUTWASTINGNUM","PUBLISHED","2019","","","","UNSDG_SOUTHASIA","25.2 [18.4-34.2]","25.20000","18.40000","34.20000",""
"NUTWASTINGNUM","PUBLISHED","2019","","","","UNSDG_LDC","16.0 [10.0-25.1]","16.00000","10.00000","25.10000",""
"NUTWASTINGNUM","PUBLISHED","2019","","","","UNSDG_WESTERNAFR","4.8 [4.2-5.5]","4.80000","4.20000","5.50000",""
"NUTWASTINGNUM","PUBLISHED","2019","","14","","","3.6 [2.6-4.9]","3.60000","2.60000","4.90000",""
