"GHO","PUBLISHSTATE","YEAR","REGION","Display Value","Numeric","Low","High","Comments"
"OCC_17","PUBLISHED","2004","WHO_LMI_AFR","0.06","0.06000","","",""
"OCC_17","PUBLISHED","2004","WHO_LMI_AMR","0.01","0.01000","","",""
"OCC_17","PUBLISHED","2004","WHO_LMI_EMR","0.01","0.01000","","",""
"OCC_17","PUBLISHED","2004","WHO_LMI_EUR","0.02","0.02000","","",""
"OCC_17","PUBLISHED","2004","WHO_LMI_SEAR","0.00","0.00000","","",""
"OCC_17","PUBLISHED","2004","WHO_LMI_WPR","0.00","0.00000","","",""
"OCC_17","PUBLISHED","2004","WHO_LMI_HIC","0.02","0.02000","","",""
"OCC_17","PUBLISHED","2004","WHO_LMI_WORLD","0.01","0.01000","","",""
