"GHO","DATASOURCE","PUBLISHSTATE","YEAR","REGION","WORLDBANKINCOMEGROUP","COUNTRY","Display Value","Numeric","Low","High","Comments"
"WHS7_149","NHA_AFG","PUBLISHED","2002","EMR","WB_LI","AFG","7.09","7.09414","","",""
"WHS7_149","NHA_AFG","PUBLISHED","2003","EMR","WB_LI","AFG","6.90","6.89538","","",""
"WHS7_149","NHA_AFG","PUBLISHED","2004","EMR","WB_LI","AFG","11.03","11.03324","","",""
"WHS7_149","NHA_AFG","PUBLISHED","2005","EMR","WB_LI","AFG","9.94","9.93938","","",""
"WHS7_149","NHA_AFG","PUBLISHED","2006","EMR","WB_LI","AFG","14.29","14.29142","","",""
"WHS7_149","NHA_AFG","PUBLISHED","2007","EMR","WB_LI","AFG","7.76","7.76028","","",""
"WHS7_149","NHA_AFG","PUBLISHED","2008","EMR","WB_LI","AFG","16.64","16.63747","","",""
"WHS7_149","NHA_AFG","PUBLISHED","2009","EMR","WB_LI","AFG","27.46","27.45658","","",""
"WHS7_149","NHA_AFG","PUBLISHED","2010","EMR","WB_LI","AFG","31.04","31.04439","","",""
"WHS7_149","NHA_AFG","PUBLISHED","2011","EMR","WB_LI","AFG","26.42","26.42397","","",""
"WHS7_149","NHA_AFG","PUBLISHED","2012","EMR","WB_LI","AFG","34.28","34.28332","","",""
"WHS7_149","NHA_AFG","PUBLISHED","2013","EMR","WB_LI","AFG","32.58","32.58067","","",""
"WHS7_149","NHA_AFG","PUBLISHED","2014","EMR","WB_LI","AFG","35.84","35.84375","","",""
"WHS7_149","","PUBLISHED","1995","AFR","WB_UMI","AGO","72.14","72.13510","","",""
"WHS7_149","","PUBLISHED","1996","AFR","WB_UMI","AGO","61.81","61.80985","","",""
"WHS7_149","","PUBLISHED","1997","AFR","WB_UMI","AGO","57.98","57.98091","","",""
"WHS7_149","","PUBLISHED","1998","AFR","WB_UMI","AGO","42.41","42.41229","","",""
"WHS7_149","","PUBLISHED","1999","AFR","WB_UMI","AGO","63.11","63.11119","","",""
"WHS7_149","","PUBLISHED","2000","AFR","WB_UMI","AGO","60.17","60.17387","","",""
"WHS7_149","","PUBLISHED","2001","AFR","WB_UMI","AGO","52.23","52.23091","","",""
"WHS7_149","","PUBLISHED","2002","AFR","WB_UMI","AGO","46.37","46.37464","","",""
"WHS7_149","","PUBLISHED","2003","AFR","WB_UMI","AGO","46.41","46.40720","","",""
"WHS7_149","","PUBLISHED","2004","AFR","WB_UMI","AGO","51.15","51.15098","","",""
"WHS7_149","","PUBLISHED","2005","AFR","WB_UMI","AGO","49.33","49.33397","","",""
"WHS7_149","","PUBLISHED","2006","AFR","WB_UMI","AGO","66.54","66.53774","","",""
"WHS7_149","","PUBLISHED","2007","AFR","WB_UMI","AGO","65.44","65.43574","","",""
"WHS7_149","","PUBLISHED","2008","AFR","WB_UMI","AGO","70.65","70.64710","","",""
"WHS7_149","","PUBLISHED","2009","AFR","WB_UMI","AGO","60.93","60.93447","","",""
"WHS7_149","","PUBLISHED","2010","AFR","WB_UMI","AGO","60.78","60.78342","","",""
"WHS7_149","","PUBLISHED","2011","AFR","WB_UMI","AGO","63.77","63.76806","","",""
"WHS7_149","","PUBLISHED","2012","AFR","WB_UMI","AGO","64.67","64.67321","","",""
"WHS7_149","","PUBLISHED","2013","AFR","WB_UMI","AGO","72.26","72.25863","","",""
"WHS7_149","","PUBLISHED","2014","AFR","WB_UMI","AGO","64.26","64.25531","","",""
"WHS7_149","","PUBLISHED","1995","EUR","WB_UMI","ALB","25.97","25.96610","","",""
"WHS7_149","","PUBLISHED","1996","EUR","WB_UMI","ALB","23.50","23.49574","","",""
"WHS7_149","","PUBLISHED","1997","EUR","WB_UMI","ALB","26.75","26.75056","","",""
"WHS7_149","","PUBLISHED","1998","EUR","WB_UMI","ALB","30.17","30.17482","","",""
"WHS7_149","","PUBLISHED","1999","EUR","WB_UMI","ALB","36.55","36.54779","","",""
"WHS7_149","","PUBLISHED","2000","EUR","WB_UMI","ALB","36.10","36.10012","","",""
"WHS7_149","","PUBLISHED","2001","EUR","WB_UMI","ALB","38.20","38.20282","","",""
"WHS7_149","","PUBLISHED","2002","EUR","WB_UMI","ALB","35.81","35.81405","","",""
"WHS7_149","","PUBLISHED","2003","EUR","WB_UMI","ALB","35.94","35.93588","","",""
"WHS7_149","","PUBLISHED","2004","EUR","WB_UMI","ALB","42.00","42.00000","","",""
"WHS7_149","","PUBLISHED","2005","EUR","WB_UMI","ALB","44.25","44.24980","","",""
"WHS7_149","","PUBLISHED","2006","EUR","WB_UMI","ALB","43.93","43.93458","","",""
"WHS7_149","","PUBLISHED","2007","EUR","WB_UMI","ALB","43.07","43.07338","","",""
"WHS7_149","","PUBLISHED","2008","EUR","WB_UMI","ALB","45.90","45.89721","","",""
"WHS7_149","","PUBLISHED","2009","EUR","WB_UMI","ALB","48.93","48.92781","","",""
"WHS7_149","","PUBLISHED","2010","EUR","WB_UMI","ALB","46.42","46.42084","","",""
"WHS7_149","","PUBLISHED","2011","EUR","WB_UMI","ALB","49.86","49.85718","","",""
"WHS7_149","","PUBLISHED","2012","EUR","WB_UMI","ALB","48.95","48.94649","","",""
"WHS7_149","","PUBLISHED","2013","EUR","WB_UMI","ALB","50.15","50.14879","","",""
"WHS7_149","","PUBLISHED","2014","EUR","WB_UMI","ALB","49.91","49.91196","","",""
"WHS7_149","","PUBLISHED","1995","EUR","WB_HI","AND","68.57","68.57237","","",""
"WHS7_149","","PUBLISHED","1996","EUR","WB_HI","AND","69.50","69.50141","","",""
"WHS7_149","","PUBLISHED","1997","EUR","WB_HI","AND","69.93","69.92880","","",""
"WHS7_149","","PUBLISHED","1998","EUR","WB_HI","AND","73.98","73.97673","","",""
"WHS7_149","","PUBLISHED","1999","EUR","WB_HI","AND","68.67","68.66714","","",""
"WHS7_149","","PUBLISHED","2000","EUR","WB_HI","AND","68.78","68.78295","","",""
"WHS7_149","","PUBLISHED","2001","EUR","WB_HI","AND","68.75","68.75000","","",""
"WHS7_149","","PUBLISHED","2002","EUR","WB_HI","AND","68.81","68.80734","","",""
"WHS7_149","","PUBLISHED","2003","EUR","WB_HI","AND","68.69","68.68855","","",""
"WHS7_149","","PUBLISHED","2004","EUR","WB_HI","AND","68.66","68.65955","","",""
"WHS7_149","","PUBLISHED","2005","EUR","WB_HI","AND","66.24","66.23540","","",""
"WHS7_149","","PUBLISHED","2006","EUR","WB_HI","AND","67.11","67.10941","","",""
"WHS7_149","","PUBLISHED","2007","EUR","WB_HI","AND","72.39","72.39136","","",""
"WHS7_149","","PUBLISHED","2008","EUR","WB_HI","AND","73.47","73.46993","","",""
"WHS7_149","","PUBLISHED","2009","EUR","WB_HI","AND","74.52","74.52320","","",""
"WHS7_149","","PUBLISHED","2010","EUR","WB_HI","AND","78.03","78.03249","","",""
"WHS7_149","","PUBLISHED","2011","EUR","WB_HI","AND","73.49","73.48512","","",""
"WHS7_149","","PUBLISHED","2012","EUR","WB_HI","AND","76.15","76.14659","","",""
"WHS7_149","","PUBLISHED","2013","EUR","WB_HI","AND","84.44","84.44257","","",""
"WHS7_149","","PUBLISHED","2014","EUR","WB_HI","AND","78.03","78.02806","","",""
"WHS7_149","","PUBLISHED","1995","EMR","WB_HI","ARE","78.97","78.96943","","",""
"WHS7_149","","PUBLISHED","1996","EMR","WB_HI","ARE","79.25","79.25115","","",""
"WHS7_149","","PUBLISHED","1997","EMR","WB_HI","ARE","78.34","78.34121","","",""
"WHS7_149","","PUBLISHED","1998","EMR","WB_HI","ARE","71.06","71.05833","","",""
"WHS7_149","","PUBLISHED","1999","EMR","WB_HI","ARE","70.66","70.66247","","",""
"WHS7_149","","PUBLISHED","2000","EMR","WB_HI","ARE","70.46","70.46493","","",""
"WHS7_149","","PUBLISHED","2001","EMR","WB_HI","ARE","78.27","78.27202","","",""
"WHS7_149","","PUBLISHED","2002","EMR","WB_HI","ARE","63.07","63.07012","","",""
"WHS7_149","","PUBLISHED","2003","EMR","WB_HI","ARE","63.16","63.16263","","",""
"WHS7_149","","PUBLISHED","2004","EMR","WB_HI","ARE","59.14","59.13676","","",""
"WHS7_149","","PUBLISHED","2005","EMR","WB_HI","ARE","59.00","58.99863","","",""
"WHS7_149","","PUBLISHED","2006","EMR","WB_HI","ARE","59.45","59.45388","","",""
"WHS7_149","","PUBLISHED","2007","EMR","WB_HI","ARE","60.62","60.62332","","",""
"WHS7_149","","PUBLISHED","2008","EMR","WB_HI","ARE","65.62","65.61759","","",""
"WHS7_149","","PUBLISHED","2009","EMR","WB_HI","ARE","74.92","74.91810","","",""
"WHS7_149","","PUBLISHED","2010","EMR","WB_HI","ARE","72.13","72.12623","","",""
"WHS7_149","","PUBLISHED","2011","EMR","WB_HI","ARE","73.77","73.77409","","",""
"WHS7_149","","PUBLISHED","2012","EMR","WB_HI","ARE","74.00","73.99960","","",""
"WHS7_149","","PUBLISHED","2013","EMR","WB_HI","ARE","73.37","73.36740","","",""
"WHS7_149","","PUBLISHED","2014","EMR","WB_HI","ARE","72.34","72.34253","","",""
"WHS7_149","NHA_ARG","PUBLISHED","1995","AMR","WB_HI","ARG","59.76","59.75752","","",""
"WHS7_149","NHA_ARG","PUBLISHED","1996","AMR","WB_HI","ARG","57.72","57.71520","","",""
"WHS7_149","NHA_ARG","PUBLISHED","1997","AMR","WB_HI","ARG","54.45","54.45338","","",""
"WHS7_149","NHA_ARG","PUBLISHED","1998","AMR","WB_HI","ARG","54.17","54.17352","","",""
"WHS7_149","NHA_ARG","PUBLISHED","1999","AMR","WB_HI","ARG","55.07","55.07465","","",""
"WHS7_149","NHA_ARG","PUBLISHED","2000","AMR","WB_HI","ARG","53.90","53.90139","","",""
"WHS7_149","NHA_ARG","PUBLISHED","2001","AMR","WB_HI","ARG","54.03","54.03150","","",""
"WHS7_149","NHA_ARG","PUBLISHED","2002","AMR","WB_HI","ARG","53.56","53.55999","","",""
"WHS7_149","NHA_ARG","PUBLISHED","2003","AMR","WB_HI","ARG","51.74","51.74039","","",""
"WHS7_149","NHA_ARG","PUBLISHED","2004","AMR","WB_HI","ARG","51.49","51.49281","","",""
"WHS7_149","NHA_ARG","PUBLISHED","2005","AMR","WB_HI","ARG","53.53","53.52670","","",""
"WHS7_149","NHA_ARG","PUBLISHED","2006","AMR","WB_HI","ARG","54.70","54.69829","","",""
"WHS7_149","NHA_ARG","PUBLISHED","2007","AMR","WB_HI","ARG","58.25","58.24969","","",""
"WHS7_149","NHA_ARG","PUBLISHED","2008","AMR","WB_HI","ARG","61.84","61.84381","","",""
"WHS7_149","NHA_ARG","PUBLISHED","2009","AMR","WB_HI","ARG","66.02","66.02417","","",""
"WHS7_149","NHA_ARG","PUBLISHED","2010","AMR","WB_HI","ARG","63.56","63.56310","","",""
"WHS7_149","NHA_ARG","PUBLISHED","2011","AMR","WB_HI","ARG","63.56","63.55941","","",""
"WHS7_149","NHA_ARG","PUBLISHED","2012","AMR","WB_HI","ARG","58.95","58.95442","","",""
"WHS7_149","NHA_ARG","PUBLISHED","2013","AMR","WB_HI","ARG","54.84","54.84443","","",""
"WHS7_149","NHA_ARG","PUBLISHED","2014","AMR","WB_HI","ARG","55.43","55.42667","","",""
"WHS7_149","","PUBLISHED","1995","EUR","WB_LMI","ARM","31.10","31.10071","","",""
"WHS7_149","","PUBLISHED","1996","EUR","WB_LMI","ARM","28.00","27.99544","","",""
"WHS7_149","","PUBLISHED","1997","EUR","WB_LMI","ARM","24.40","24.40354","","",""
"WHS7_149","","PUBLISHED","1998","EUR","WB_LMI","ARM","28.58","28.57651","","",""
"WHS7_149","","PUBLISHED","1999","EUR","WB_LMI","ARM","28.38","28.37864","","",""
"WHS7_149","","PUBLISHED","2000","EUR","WB_LMI","ARM","18.19","18.19037","","",""
"WHS7_149","","PUBLISHED","2001","EUR","WB_LMI","ARM","26.79","26.79062","","",""
"WHS7_149","","PUBLISHED","2002","EUR","WB_LMI","ARM","25.21","25.20790","","",""
"WHS7_149","","PUBLISHED","2003","EUR","WB_LMI","ARM","27.26","27.25742","","",""
"WHS7_149","","PUBLISHED","2004","EUR","WB_LMI","ARM","25.53","25.52998","","",""
"WHS7_149","","PUBLISHED","2005","EUR","WB_LMI","ARM","36.27","36.27211","","",""
"WHS7_149","","PUBLISHED","2006","EUR","WB_LMI","ARM","44.84","44.84478","","",""
"WHS7_149","","PUBLISHED","2007","EUR","WB_LMI","ARM","48.72","48.72053","","",""
"WHS7_149","","PUBLISHED","2008","EUR","WB_LMI","ARM","46.45","46.44960","","",""
"WHS7_149","","PUBLISHED","2009","EUR","WB_LMI","ARM","44.22","44.22139","","",""
"WHS7_149","","PUBLISHED","2010","EUR","WB_LMI","ARM","42.14","42.14387","","",""
"WHS7_149","","PUBLISHED","2011","EUR","WB_LMI","ARM","52.21","52.21172","","",""
"WHS7_149","","PUBLISHED","2012","EUR","WB_LMI","ARM","41.85","41.84773","","",""
"WHS7_149","","PUBLISHED","2013","EUR","WB_LMI","ARM","42.78","42.78229","","",""
"WHS7_149","","PUBLISHED","2014","EUR","WB_LMI","ARM","42.98","42.98240","","",""
"WHS7_149","NHA_ATG","PUBLISHED","1995","AMR","WB_HI","ATG","66.28","66.27898","","",""
"WHS7_149","NHA_ATG","PUBLISHED","1996","AMR","WB_HI","ATG","63.91","63.90767","","",""
"WHS7_149","NHA_ATG","PUBLISHED","1997","AMR","WB_HI","ATG","65.94","65.93552","","",""
"WHS7_149","NHA_ATG","PUBLISHED","1998","AMR","WB_HI","ATG","68.16","68.16131","","",""
"WHS7_149","NHA_ATG","PUBLISHED","1999","AMR","WB_HI","ATG","69.28","69.27967","","",""
"WHS7_149","NHA_ATG","PUBLISHED","2000","AMR","WB_HI","ATG","67.58","67.58237","","",""
"WHS7_149","NHA_ATG","PUBLISHED","2001","AMR","WB_HI","ATG","65.78","65.77839","","",""
"WHS7_149","NHA_ATG","PUBLISHED","2002","AMR","WB_HI","ATG","66.84","66.84127","","",""
"WHS7_149","NHA_ATG","PUBLISHED","2003","AMR","WB_HI","ATG","65.06","65.05936","","",""
"WHS7_149","NHA_ATG","PUBLISHED","2004","AMR","WB_HI","ATG","63.70","63.69866","","",""
"WHS7_149","NHA_ATG","PUBLISHED","2005","AMR","WB_HI","ATG","66.89","66.89414","","",""
"WHS7_149","NHA_ATG","PUBLISHED","2006","AMR","WB_HI","ATG","67.97","67.97445","","",""
"WHS7_149","NHA_ATG","PUBLISHED","2007","AMR","WB_HI","ATG","69.09","69.09113","","",""
"WHS7_149","NHA_ATG","PUBLISHED","2008","AMR","WB_HI","ATG","71.25","71.24939","","",""
"WHS7_149","NHA_ATG","PUBLISHED","2009","AMR","WB_HI","ATG","68.78","68.77534","","",""
"WHS7_149","NHA_ATG","PUBLISHED","2010","AMR","WB_HI","ATG","69.18","69.17540","","",""
"WHS7_149","NHA_ATG","PUBLISHED","2011","AMR","WB_HI","ATG","68.89","68.88589","","",""
"WHS7_149","NHA_ATG","PUBLISHED","2012","AMR","WB_HI","ATG","67.81","67.81237","","",""
"WHS7_149","NHA_ATG","PUBLISHED","2013","AMR","WB_HI","ATG","67.38","67.37517","","",""
"WHS7_149","NHA_ATG","PUBLISHED","2014","AMR","WB_HI","ATG","68.29","68.29352","","",""
"WHS7_149","NHA_AUS","PUBLISHED","1995","WPR","WB_HI","AUS","65.78","65.77695","","",""
"WHS7_149","NHA_AUS","PUBLISHED","1996","WPR","WB_HI","AUS","65.25","65.24623","","",""
"WHS7_149","NHA_AUS","PUBLISHED","1997","WPR","WB_HI","AUS","66.89","66.89324","","",""
"WHS7_149","NHA_AUS","PUBLISHED","1998","WPR","WB_HI","AUS","66.36","66.35581","","",""
"WHS7_149","NHA_AUS","PUBLISHED","1999","WPR","WB_HI","AUS","68.38","68.38373","","",""
"WHS7_149","NHA_AUS","PUBLISHED","2000","WPR","WB_HI","AUS","66.84","66.84098","","",""
"WHS7_149","NHA_AUS","PUBLISHED","2001","WPR","WB_HI","AUS","66.28","66.28208","","",""
"WHS7_149","NHA_AUS","PUBLISHED","2002","WPR","WB_HI","AUS","66.99","66.98887","","",""
"WHS7_149","NHA_AUS","PUBLISHED","2003","WPR","WB_HI","AUS","66.19","66.19174","","",""
"WHS7_149","NHA_AUS","PUBLISHED","2004","WPR","WB_HI","AUS","66.77","66.76796","","",""
"WHS7_149","NHA_AUS","PUBLISHED","2005","WPR","WB_HI","AUS","66.97","66.96854","","",""
"WHS7_149","NHA_AUS","PUBLISHED","2006","WPR","WB_HI","AUS","66.67","66.66777","","",""
"WHS7_149","NHA_AUS","PUBLISHED","2007","WPR","WB_HI","AUS","67.59","67.59027","","",""
"WHS7_149","NHA_AUS","PUBLISHED","2008","WPR","WB_HI","AUS","67.49","67.48601","","",""
"WHS7_149","NHA_AUS","PUBLISHED","2009","WPR","WB_HI","AUS","68.39","68.38954","","",""
"WHS7_149","NHA_AUS","PUBLISHED","2010","WPR","WB_HI","AUS","67.97","67.96616","","",""
"WHS7_149","NHA_AUS","PUBLISHED","2011","WPR","WB_HI","AUS","68.65","68.65029","","",""
"WHS7_149","NHA_AUS","PUBLISHED","2012","WPR","WB_HI","AUS","67.17","67.17297","","",""
"WHS7_149","NHA_AUS","PUBLISHED","2013","WPR","WB_HI","AUS","67.01","67.01295","","",""
"WHS7_149","NHA_AUS","PUBLISHED","2014","WPR","WB_HI","AUS","67.04","67.03875","","",""
"WHS7_149","","PUBLISHED","1995","EUR","WB_HI","AUT","74.76","74.75733","","",""
"WHS7_149","","PUBLISHED","1996","EUR","WB_HI","AUT","74.48","74.48340","","",""
"WHS7_149","","PUBLISHED","1997","EUR","WB_HI","AUT","74.88","74.87600","","",""
"WHS7_149","","PUBLISHED","1998","EUR","WB_HI","AUT","74.81","74.80639","","",""
"WHS7_149","","PUBLISHED","1999","EUR","WB_HI","AUT","75.07","75.07422","","",""
"WHS7_149","","PUBLISHED","2000","EUR","WB_HI","AUT","74.88","74.88018","","",""
"WHS7_149","","PUBLISHED","2001","EUR","WB_HI","AUT","74.15","74.15048","","",""
"WHS7_149","","PUBLISHED","2002","EUR","WB_HI","AUT","74.07","74.06508","","",""
"WHS7_149","","PUBLISHED","2003","EUR","WB_HI","AUT","73.82","73.81898","","",""
"WHS7_149","","PUBLISHED","2004","EUR","WB_HI","AUT","73.78","73.78242","","",""
"WHS7_149","","PUBLISHED","2005","EUR","WB_HI","AUT","74.36","74.36246","","",""
"WHS7_149","","PUBLISHED","2006","EUR","WB_HI","AUT","74.75","74.75146","","",""
"WHS7_149","","PUBLISHED","2007","EUR","WB_HI","AUT","74.76","74.75815","","",""
"WHS7_149","","PUBLISHED","2008","EUR","WB_HI","AUT","75.40","75.40466","","",""
"WHS7_149","","PUBLISHED","2009","EUR","WB_HI","AUT","75.63","75.62801","","",""
"WHS7_149","","PUBLISHED","2010","EUR","WB_HI","AUT","75.23","75.23350","","",""
"WHS7_149","","PUBLISHED","2011","EUR","WB_HI","AUT","75.11","75.10969","","",""
"WHS7_149","","PUBLISHED","2012","EUR","WB_HI","AUT","75.37","75.36733","","",""
"WHS7_149","","PUBLISHED","2013","EUR","WB_HI","AUT","75.16","75.15506","","",""
"WHS7_149","","PUBLISHED","2014","EUR","WB_HI","AUT","77.86","77.86396","","",""
"WHS7_149","NHA_AZE","PUBLISHED","1995","EUR","WB_UMI","AZE","24.03","24.02939","","",""
"WHS7_149","NHA_AZE","PUBLISHED","1996","EUR","WB_UMI","AZE","24.26","24.25813","","",""
"WHS7_149","NHA_AZE","PUBLISHED","1997","EUR","WB_UMI","AZE","22.54","22.53542","","",""
"WHS7_149","NHA_AZE","PUBLISHED","1998","EUR","WB_UMI","AZE","16.63","16.63042","","",""
"WHS7_149","NHA_AZE","PUBLISHED","1999","EUR","WB_UMI","AZE","18.39","18.39470","","",""
"WHS7_149","NHA_AZE","PUBLISHED","2000","EUR","WB_UMI","AZE","18.56","18.55978","","",""
