"GHO","DATASOURCE","PUBLISHSTATE","YEAR","REGION","COUNTRY","Display Value","Numeric","Low","High","Comments"
"SA_0000001471_ARCHIVED","SA_0000001471_CHN","PUBLISHED","2001","WPR","CHN","50","50.00000","","",""
"SA_0000001471_ARCHIVED","SA_0000001471_KHM","PUBLISHED","2008","WPR","KHM","18","18.00000","","",""
"SA_0000001471_ARCHIVED","SA_0000001471_MYS","PUBLISHED","2001","WPR","MYS","30","30.00000","","",""
"SA_0000001471_ARCHIVED","SA_0000001471_AUT","PUBLISHED","2003","EUR","AUT","6.5","6.50000","","",""
"SA_0000001471_ARCHIVED","SA_0000001471_AUS","PUBLISHED","1995","WPR","AUS","30","30.00000","","",""
"SA_0000001471_ARCHIVED","SA_0000001471_AZE","PUBLISHED","2012","EUR","AZE","3.4","3.40000","","",""
"SA_0000001471_ARCHIVED","SA_0000001471_BGR","PUBLISHED","2011","EUR","BGR","4.1","4.10000","","",""
"SA_0000001471_ARCHIVED","SA_0000001471_BEL","PUBLISHED","2000","EUR","BEL","8.5","8.50000","","",""
"SA_0000001471_ARCHIVED","SA_0000001471_CAN","PUBLISHED","2008","AMR","CAN","18.6","18.60000","","",""
"SA_0000001471_ARCHIVED","SA_0000001471_CAN","PUBLISHED","1997","AMR","CAN","19.4","19.40000","","",""
"SA_0000001471_ARCHIVED","SA_0000001471_CHL","PUBLISHED","2012","AMR","CHL","50","50.00000","","",""
"SA_0000001471_ARCHIVED","SA_0000001471_HRV","PUBLISHED","2013","EUR","HRV","18.8","18.80000","","",""
"SA_0000001471_ARCHIVED","SA_0000001471_CZE","PUBLISHED","2011","EUR","CZE","7","7.00000","","",""
"SA_0000001471_ARCHIVED","SA_0000001471_CYP","PUBLISHED","2013","EUR","CYP","14.4","14.40000","","",""
"SA_0000001471_ARCHIVED","SA_0000001471_DNK","PUBLISHED","1996","EUR","DNK","15.4","15.40000","","",""
"SA_0000001471_ARCHIVED","SA_0000001471_ECU","PUBLISHED","2013","AMR","ECU","8","8.00000","","",""
"SA_0000001471_ARCHIVED","SA_0000001471_ECU","PUBLISHED","2002","AMR","ECU","11.1","11.10000","","",""
"SA_0000001471_ARCHIVED","SA_0000001471_EST","PUBLISHED","2011","EUR","EST","14.5","14.50000","","",""
"SA_0000001471_ARCHIVED","SA_0000001471_EST","PUBLISHED","2000","EUR","EST","21","21.00000","","",""
"SA_0000001471_ARCHIVED","SA_0000001471_GEO","PUBLISHED","2009","EUR","GEO","6.5","6.50000","","",""
"SA_0000001471_ARCHIVED","SA_0000001471_GEO","PUBLISHED","2003","EUR","GEO","5.8","5.80000","","",""
"SA_0000001471_ARCHIVED","SA_0000001471_DEU","PUBLISHED","2002","EUR","DEU","7","7.00000","","",""
"SA_0000001471_ARCHIVED","SA_0000001471_DEU","PUBLISHED","1991","EUR","DEU","","","","","missing data"
"SA_0000001471_ARCHIVED","SA_0000001471_GTM","PUBLISHED","2010","AMR","GTM","13.6","13.60000","","",""
"SA_0000001471_ARCHIVED","SA_0000001471_AZE","PUBLISHED","2008","EUR","AZE","2.7","2.70000","","",""
"SA_0000001471_ARCHIVED","SA_0000001471_AZE","PUBLISHED","2005","EUR","AZE","3","3.00000","","",""
"SA_0000001471_ARCHIVED","SA_0000001471_AUT","PUBLISHED","2014","EUR","AUT","5.8","5.80000","","",""
"SA_0000001471_ARCHIVED","SA_0000001471_AUT","PUBLISHED","2011","EUR","AUT","6.4","6.40000","","",""
"SA_0000001471_ARCHIVED","SA_0000001471_AUT","PUBLISHED","2004","EUR","AUT","6.6","6.60000","","",""
"SA_0000001471_ARCHIVED","SA_0000001471_AUT","PUBLISHED","2001","EUR","AUT","5.9","5.90000","","",""
"SA_0000001471_ARCHIVED","SA_0000001471_AUT","PUBLISHED","1993","EUR","AUT","6.5","6.50000","","",""
"SA_0000001471_ARCHIVED","SA_0000001471_ALB","PUBLISHED","2015","EUR","ALB","4.9","4.90000","","",""
"SA_0000001471_ARCHIVED","SA_0000001471_ALB","PUBLISHED","2004","EUR","ALB","3.3","3.30000","","",""
"SA_0000001471_ARCHIVED","SA_0000001471_ALB","PUBLISHED","2002","EUR","ALB","4.6","4.60000","","",""
"SA_0000001471_ARCHIVED","SA_0000001471_ALB","PUBLISHED","1996","EUR","ALB","1.8","1.80000","","",""
"SA_0000001471_ARCHIVED","SA_0000001471_AZE","PUBLISHED","2013","EUR","AZE","2.8","2.80000","","",""
"SA_0000001471_ARCHIVED","SA_0000001471_BLR","PUBLISHED","2005","EUR","BLR","10.7","10.70000","","",""
"SA_0000001471_ARCHIVED","SA_0000001471_CAN","PUBLISHED","2009","AMR","CAN","18.7","18.70000","","",""
"SA_0000001471_ARCHIVED","SA_0000001471_CAN","PUBLISHED","2000","AMR","CAN","18.6","18.60000","","",""
"SA_0000001471_ARCHIVED","SA_0000001471_CAN","PUBLISHED","1998","AMR","CAN","18.7","18.70000","","",""
"SA_0000001471_ARCHIVED","SA_0000001471_BTN","PUBLISHED","2002","SEAR","BTN","","","","","missing data"
"SA_0000001471_ARCHIVED","SA_0000001471_BEL","PUBLISHED","2013","EUR","BEL","10.5","10.50000","","",""
"SA_0000001471_ARCHIVED","SA_0000001471_CAN","PUBLISHED","2010","AMR","CAN","18.9","18.90000","","",""
"SA_0000001471_ARCHIVED","SA_0000001471_COK","PUBLISHED","1997","WPR","COK","43.8","43.80000","","",""
