"GHO","DATASOURCE","PUBLISHSTATE","YEAR","REGION","COUNTRY","RESIDENCEAREATYPE","Display Value","Numeric","Low","High","Comments"
"MDG_0000000014","","PUBLISHED","2007-2013","WPR","LAO","","2","2.00000","","",""
"MDG_0000000014","","PUBLISHED","2007-2013","AFR","SWZ","","2","2.00000","","",""
"MDG_0000000014","","PUBLISHED","2007-2013","EUR","TJK","","2","2.00000","","",""
"MDG_0000000014","","PUBLISHED","2007-2013","AFR","ZWE","","2","2.00000","","",""
"MDG_0000000014","","PUBLISHED","2007-2013","AFR","NAM","","20","20.00000","","",""
"MDG_0000000014","","PUBLISHED","2007-2013","AFR","CMR","","23","23.00000","","",""
"MDG_0000000014","","PUBLISHED","2007-2013","AFR","KEN","","23","23.00000","","",""
"MDG_0000000014","","PUBLISHED","2007-2013","AFR","BDI","","25","25.00000","","",""
"MDG_0000000014","","PUBLISHED","2007-2013","AFR","TGO","","34","34.00000","","",""
"MDG_0000000014","","PUBLISHED","2007-2013","AFR","BFA","","35","35.00000","","",""
"MDG_0000000014","","PUBLISHED","2007-2013","AFR","ZMB","","37","37.00000","","",""
"MDG_0000000014","","PUBLISHED","2007-2013","AFR","BEN","","38","38.00000","","",""
"MDG_0000000014","","PUBLISHED","2007-2013","WPR","KHM","","0","0.00000","","",""
"MDG_0000000014","","PUBLISHED","2007-2013","AMR","HND","","0","0.00000","","",""
"MDG_0000000014","","PUBLISHED","2007-2013","SEAR","BGD","","1","1.00000","","",""
"MDG_0000000014","","PUBLISHED","2007-2013","EMR","DJI","","1","1.00000","","",""
"MDG_0000000014","","PUBLISHED","2007-2013","SEAR","TLS","","6","6.00000","","",""
"MDG_0000000014","","PUBLISHED","2007-2013","AFR","STP","","8","8.00000","","",""
"MDG_0000000014","","PUBLISHED","2007-2013","AFR","RWA","","12","12.00000","","",""
"MDG_0000000014","","PUBLISHED","2007-2013","AFR","CIV","","18","18.00000","","",""
"MDG_0000000014","","PUBLISHED","2007-2013","AFR","AGO","","28","28.00000","","",""
"MDG_0000000014","","PUBLISHED","2007-2013","AFR","GIN","","28","28.00000","","",""
"MDG_0000000014","","PUBLISHED","2007-2013","AFR","GMB","","30","30.00000","","",""
"MDG_0000000014","","PUBLISHED","2007-2013","AFR","MOZ","","30","30.00000","","",""
"MDG_0000000014","","PUBLISHED","2007-2013","AFR","SSD","","51","51.00000","","",""
"MDG_0000000014","","PUBLISHED","2007-2013","AFR","GHA","","53","53.00000","","",""
"MDG_0000000014","","PUBLISHED","2007-2013","AFR","TZA","","54","54.00000","","",""
"MDG_0000000014","","PUBLISHED","2007-2013","AFR","LBR","","57","57.00000","","",""
"MDG_0000000014","","PUBLISHED","2007-2013","SEAR","IDN","","1","1.00000","","",""
"MDG_0000000014","","PUBLISHED","2007-2013","WPR","VNM","","1","1.00000","","",""
"MDG_0000000014","","PUBLISHED","2007-2013","EMR","PAK","","3","3.00000","","",""
"MDG_0000000014","","PUBLISHED","2007-2013","AMR","GUY","","6","6.00000","","",""
"MDG_0000000014","","PUBLISHED","2007-2013","WPR","SLB","","19","19.00000","","",""
"MDG_0000000014","","PUBLISHED","2007-2013","AFR","MRT","","20","20.00000","","",""
"MDG_0000000014","","PUBLISHED","2007-2013","AFR","COG","","25","25.00000","","",""
"MDG_0000000014","","PUBLISHED","2007-2013","AFR","GAB","","26","26.00000","","",""
"MDG_0000000014","","PUBLISHED","2007-2013","AFR","GNQ","","33","33.00000","","",""
"MDG_0000000014","","PUBLISHED","2007-2013","AFR","NGA","","33","33.00000","","",""
"MDG_0000000014","","PUBLISHED","2007-2013","AFR","TCD","","43","43.00000","","",""
"MDG_0000000014","","PUBLISHED","2007-2013","AFR","GNB","","51","51.00000","","",""
"MDG_0000000014","","PUBLISHED","2007-2013","EMR","SDN","","65","65.00000","","",""
"MDG_0000000014","","PUBLISHED","2007-2013","SEAR","NPL","","1","1.00000","","",""
"MDG_0000000014","","PUBLISHED","2007-2013","AFR","ERI","","2","2.00000","","",""
"MDG_0000000014","","PUBLISHED","2007-2013","AMR","HTI","","3","3.00000","","",""
"MDG_0000000014","","PUBLISHED","2007-2013","WPR","VUT","","5","5.00000","","",""
"MDG_0000000014","","PUBLISHED","2007-2013","AFR","SEN","","6","6.00000","","",""
"MDG_0000000014","","PUBLISHED","2007-2013","AFR","NER","","19","19.00000","","",""
"MDG_0000000014","","PUBLISHED","2007-2013","AFR","MDG","","20","20.00000","","",""
"MDG_0000000014","","PUBLISHED","2007-2013","AFR","ETH","","26","26.00000","","",""
"MDG_0000000014","","PUBLISHED","2007-2013","AFR","COM","","27","27.00000","","",""
"MDG_0000000014","","PUBLISHED","2007-2013","AFR","MLI","","32","32.00000","","",""
"MDG_0000000014","","PUBLISHED","2007-2013","AFR","MWI","","33","33.00000","","",""
"MDG_0000000014","","PUBLISHED","2007-2013","AFR","CAF","","34","34.00000","","",""
"MDG_0000000014","","PUBLISHED","2007-2013","AFR","COD","","39","39.00000","","",""
"MDG_0000000014","","PUBLISHED","2007-2013","AFR","SLE","","48","48.00000","","",""
"MDG_0000000014","","PUBLISHED","2007-2013","AFR","UGA","","65","65.00000","","",""
