"GHO","PUBLISHSTATE","YEAR","REGION","COUNTRY","Display Value","Numeric","Low","High","Comments"
"O_Avail_other","PUBLISHED","2007","EMR","AFG","No","","","",""
"O_Avail_other","PUBLISHED","2008","EMR","AFG","No","","","",""
"O_Avail_other","PUBLISHED","2010","EMR","AFG","No","","","",""
"O_Avail_other","PUBLISHED","2012","EMR","AFG","No","","","",""
"O_Avail_other","PUBLISHED","2014","EMR","AFG","No","","","",""
"O_Avail_other","PUBLISHED","2016","EMR","AFG","No","","","",""
"O_Avail_other","PUBLISHED","2018","EMR","AFG","No","","","",""
"O_Avail_other","PUBLISHED","2007","AFR","AGO","Yes in some","","","",""
"O_Avail_other","PUBLISHED","2008","AFR","AGO","Yes in some","","","",""
"O_Avail_other","PUBLISHED","2010","AFR","AGO","Yes in some","","","",""
"O_Avail_other","PUBLISHED","2012","AFR","AGO","Yes in some","","","",""
"O_Avail_other","PUBLISHED","2014","AFR","AGO","Yes in some","","","",""
"O_Avail_other","PUBLISHED","2016","AFR","AGO","Yes in some","","","",""
"O_Avail_other","PUBLISHED","2018","AFR","AGO","No","","","",""
"O_Avail_other","PUBLISHED","2007","EUR","ALB","Data not available","","","",""
"O_Avail_other","PUBLISHED","2008","EUR","ALB","Yes in some","","","",""
"O_Avail_other","PUBLISHED","2010","EUR","ALB","Yes in some","","","",""
"O_Avail_other","PUBLISHED","2012","EUR","ALB","Yes in some","","","",""
"O_Avail_other","PUBLISHED","2014","EUR","ALB","No","","","",""
"O_Avail_other","PUBLISHED","2016","EUR","ALB","No","","","",""
"O_Avail_other","PUBLISHED","2018","EUR","ALB","No","","","",""
"O_Avail_other","PUBLISHED","2007","EUR","AND","Data not available","","","",""
"O_Avail_other","PUBLISHED","2008","EUR","AND","Data not available","","","",""
"O_Avail_other","PUBLISHED","2010","EUR","AND","Data not available","","","",""
"O_Avail_other","PUBLISHED","2012","EUR","AND","Data not available","","","",""
"O_Avail_other","PUBLISHED","2014","EUR","AND","Data not available","","","",""
"O_Avail_other","PUBLISHED","2016","EUR","AND","Data not available","","","",""
"O_Avail_other","PUBLISHED","2018","EUR","AND","Data not available","","","",""
"O_Avail_other","PUBLISHED","2007","EMR","ARE","No","","","",""
"O_Avail_other","PUBLISHED","2008","EMR","ARE","No","","","",""
"O_Avail_other","PUBLISHED","2010","EMR","ARE","No","","","",""
"O_Avail_other","PUBLISHED","2012","EMR","ARE","Yes in some","","","",""
"O_Avail_other","PUBLISHED","2014","EMR","ARE","Yes in some","","","",""
"O_Avail_other","PUBLISHED","2016","EMR","ARE","Yes in some","","","",""
"O_Avail_other","PUBLISHED","2018","EMR","ARE","Yes in some","","","",""
"O_Avail_other","PUBLISHED","2007","AMR","ARG","Yes in some","","","",""
"O_Avail_other","PUBLISHED","2008","AMR","ARG","Yes in some","","","",""
"O_Avail_other","PUBLISHED","2010","AMR","ARG","Yes in some","","","",""
"O_Avail_other","PUBLISHED","2012","AMR","ARG","Yes in some","","","",""
"O_Avail_other","PUBLISHED","2014","AMR","ARG","No","","","",""
"O_Avail_other","PUBLISHED","2016","AMR","ARG","No","","","",""
"O_Avail_other","PUBLISHED","2018","AMR","ARG","No","","","",""
"O_Avail_other","PUBLISHED","2007","EUR","ARM","Data not available","","","",""
"O_Avail_other","PUBLISHED","2008","EUR","ARM","Data not available","","","",""
"O_Avail_other","PUBLISHED","2010","EUR","ARM","Data not available","","","",""
"O_Avail_other","PUBLISHED","2012","EUR","ARM","No","","","",""
"O_Avail_other","PUBLISHED","2014","EUR","ARM","No","","","",""
"O_Avail_other","PUBLISHED","2016","EUR","ARM","No","","","",""
"O_Avail_other","PUBLISHED","2018","EUR","ARM","No","","","",""
"O_Avail_other","PUBLISHED","2007","AMR","ATG","No","","","",""
"O_Avail_other","PUBLISHED","2008","AMR","ATG","No","","","",""
"O_Avail_other","PUBLISHED","2010","AMR","ATG","No","","","",""
"O_Avail_other","PUBLISHED","2012","AMR","ATG","No","","","",""
"O_Avail_other","PUBLISHED","2014","AMR","ATG","No","","","",""
"O_Avail_other","PUBLISHED","2016","AMR","ATG","No","","","",""
"O_Avail_other","PUBLISHED","2018","AMR","ATG","No","","","",""
"O_Avail_other","PUBLISHED","2007","WPR","AUS","Data not available","","","",""
"O_Avail_other","PUBLISHED","2008","WPR","AUS","Data not available","","","",""
