"GHO","PUBLISHSTATE","YEAR","REGION","COUNTRY","ALCOHOLTYPE","Display Value","Numeric","Low","High","Comments"
"SA_0000001526_ARCHIVED","PUBLISHED","2012","AFR","GAB","SA_SPIRITS","No","","","",""
"SA_0000001526_ARCHIVED","PUBLISHED","2012","AFR","GIN","SA_SPIRITS","No","","","",""
"SA_0000001526_ARCHIVED","PUBLISHED","2012","AFR","GNB","SA_WINE","No","","","",""
"SA_0000001526_ARCHIVED","PUBLISHED","2012","AFR","SYC","SA_BEER","No","","","",""
"SA_0000001526_ARCHIVED","PUBLISHED","2012","AFR","ERI","SA_SPIRITS","Yes","","","",""
"SA_0000001526_ARCHIVED","PUBLISHED","2012","AMR","CHL","SA_WINE","No","","","",""
"SA_0000001526_ARCHIVED","PUBLISHED","2012","AMR","ECU","SA_WINE","No","","","",""
"SA_0000001526_ARCHIVED","PUBLISHED","2012","AMR","DMA","SA_BEER","Yes","","","",""
"SA_0000001526_ARCHIVED","PUBLISHED","2012","AMR","MEX","SA_BEER","Yes","","","",""
"SA_0000001526_ARCHIVED","PUBLISHED","2012","EUR","BIH","SA_SPIRITS","No","","","",""
"SA_0000001526_ARCHIVED","PUBLISHED","2012","EUR","BGR","SA_WINE","No","","","",""
"SA_0000001526_ARCHIVED","PUBLISHED","2012","EUR","ITA","SA_BEER","No","","","",""
"SA_0000001526_ARCHIVED","PUBLISHED","2012","EUR","LUX","SA_SPIRITS","No","","","",""
"SA_0000001526_ARCHIVED","PUBLISHED","2012","EUR","TJK","SA_WINE","No","","","",""
"SA_0000001526_ARCHIVED","PUBLISHED","2012","WPR","CHN","SA_SPIRITS","No","","","",""
"SA_0000001526_ARCHIVED","PUBLISHED","2012","WPR","FSM","SA_WINE","No","","","",""
"SA_0000001526_ARCHIVED","PUBLISHED","2012","AFR","BFA","SA_SPIRITS","No","","","",""
"SA_0000001526_ARCHIVED","PUBLISHED","2012","AFR","GNQ","SA_SPIRITS","No","","","",""
"SA_0000001526_ARCHIVED","PUBLISHED","2012","AFR","GIN","SA_WINE","No","","","",""
"SA_0000001526_ARCHIVED","PUBLISHED","2012","AFR","MLI","SA_BEER","No","","","",""
"SA_0000001526_ARCHIVED","PUBLISHED","2012","AFR","NER","SA_WINE","No","","","",""
"SA_0000001526_ARCHIVED","PUBLISHED","2012","AFR","TCD","SA_SPIRITS","Yes","","","",""
"SA_0000001526_ARCHIVED","PUBLISHED","2012","AMR","DOM","SA_WINE","No","","","",""
"SA_0000001526_ARCHIVED","PUBLISHED","2012","AMR","ATG","SA_WINE","Yes","","","",""
"SA_0000001526_ARCHIVED","PUBLISHED","2012","AMR","BLZ","SA_SPIRITS","Yes","","","",""
"SA_0000001526_ARCHIVED","PUBLISHED","2012","AMR","HND","SA_SPIRITS","Yes","","","",""
"SA_0000001526_ARCHIVED","PUBLISHED","2012","AMR","TTO","SA_SPIRITS","Yes","","","",""
"SA_0000001526_ARCHIVED","PUBLISHED","2012","EMR","LBN","SA_WINE","","","","","missing data"
"SA_0000001526_ARCHIVED","PUBLISHED","2012","EUR","ALB","SA_SPIRITS","No","","","",""
"SA_0000001526_ARCHIVED","PUBLISHED","2012","EUR","DEU","SA_WINE","No","","","",""
"SA_0000001526_ARCHIVED","PUBLISHED","2012","EUR","NLD","SA_WINE","No","","","",""
"SA_0000001526_ARCHIVED","PUBLISHED","2012","EUR","PRT","SA_SPIRITS","No","","","",""
"SA_0000001526_ARCHIVED","PUBLISHED","2012","EUR","ESP","SA_WINE","No","","","",""
"SA_0000001526_ARCHIVED","PUBLISHED","2012","EUR","TJK","SA_SPIRITS","No","","","",""
"SA_0000001526_ARCHIVED","PUBLISHED","2012","EUR","UKR","SA_BEER","No","","","",""
"SA_0000001526_ARCHIVED","PUBLISHED","2012","EUR","ISL","SA_WINE","Yes","","","",""
"SA_0000001526_ARCHIVED","PUBLISHED","2012","SEAR","NPL","SA_BEER","","","","","missing data"
"SA_0000001526_ARCHIVED","PUBLISHED","2012","WPR","PHL","SA_WINE","Yes","","","",""
"SA_0000001526_ARCHIVED","PUBLISHED","2012","AFR","CIV","SA_SPIRITS","No","","","",""
"SA_0000001526_ARCHIVED","PUBLISHED","2012","AFR","GHA","SA_SPIRITS","No","","","",""
"SA_0000001526_ARCHIVED","PUBLISHED","2012","AFR","MLI","SA_SPIRITS","No","","","",""
