"GHO","PUBLISHSTATE","YEAR","REGION","WORLDBANKINCOMEGROUP","COUNTRY","SEX","Display Value","Numeric","Low","High","Comments"
"CHILDMORT5TO14","PUBLISHED","2006","AFR","","","BTSX","25.4","25.35174","","",""
"CHILDMORT5TO14","PUBLISHED","2005","AFR","","","BTSX","26.2","26.22718","","",""
"CHILDMORT5TO14","PUBLISHED","2004","AFR","","","BTSX","27.1","27.12785","","",""
"CHILDMORT5TO14","PUBLISHED","2003","AFR","","","BTSX","28.1","28.05255","","",""
"CHILDMORT5TO14","PUBLISHED","2002","AFR","","","BTSX","28.9","28.94449","","",""
"CHILDMORT5TO14","PUBLISHED","2001","AFR","","","BTSX","29.9","29.87215","","",""
"CHILDMORT5TO14","PUBLISHED","2000","AFR","","","BTSX","30.8","30.80657","","",""
"CHILDMORT5TO14","PUBLISHED","1999","AFR","","","BTSX","31.7","31.73250","","",""
"CHILDMORT5TO14","PUBLISHED","1998","AFR","","","BTSX","32.7","32.66199","","",""
"CHILDMORT5TO14","PUBLISHED","1997","AFR","","","BTSX","33.6","33.58773","","",""
"CHILDMORT5TO14","PUBLISHED","1996","AFR","","","BTSX","34.3","34.33364","","",""
"CHILDMORT5TO14","PUBLISHED","1995","AFR","","","BTSX","36.2","36.17391","","",""
"CHILDMORT5TO14","PUBLISHED","1994","AFR","","","BTSX","37.3","37.29514","","",""
"CHILDMORT5TO14","PUBLISHED","1993","AFR","","","BTSX","36.7","36.73061","","",""
"CHILDMORT5TO14","PUBLISHED","1992","AFR","","","BTSX","37.4","37.43329","","",""
"CHILDMORT5TO14","PUBLISHED","1991","AFR","","","BTSX","38.1","38.09753","","",""
"CHILDMORT5TO14","PUBLISHED","1990","AFR","","","BTSX","38.8","38.75617","","",""
"CHILDMORT5TO14","PUBLISHED","2015","AMR","","","BTSX","2.5","2.54664","","",""
"CHILDMORT5TO14","PUBLISHED","2011","EMR","","","BTSX","8.2","8.24039","","",""
"CHILDMORT5TO14","PUBLISHED","2012","EMR","","","BTSX","8.5","8.51122","","",""
"CHILDMORT5TO14","PUBLISHED","2013","EMR","","","BTSX","8.5","8.50816","","",""
"CHILDMORT5TO14","PUBLISHED","2014","EMR","","","BTSX","8.4","8.36830","","",""
"CHILDMORT5TO14","PUBLISHED","2015","EMR","","","BTSX","8.1","8.07597","","",""
"CHILDMORT5TO14","PUBLISHED","2016","EMR","","","BTSX","7.7","7.71130","","",""
"CHILDMORT5TO14","PUBLISHED","2017","EMR","","","BTSX","7.4","7.38765","","",""
"CHILDMORT5TO14","PUBLISHED","2018","EMR","","","BTSX","7.1","7.07401","","",""
"CHILDMORT5TO14","PUBLISHED","1990","EUR","","","BTSX","4.2","4.24211","","",""
"CHILDMORT5TO14","PUBLISHED","1991","EUR","","","BTSX","4.2","4.23122","","",""
"CHILDMORT5TO14","PUBLISHED","1992","EUR","","","BTSX","4.3","4.29924","","",""
"CHILDMORT5TO14","PUBLISHED","1993","EUR","","","BTSX","4.2","4.21317","","",""
"CHILDMORT5TO14","PUBLISHED","1994","EUR","","","BTSX","4.1","4.13280","","",""
"CHILDMORT5TO14","PUBLISHED","1995","EUR","","","BTSX","4.1","4.06407","","",""
"CHILDMORT5TO14","PUBLISHED","1996","EUR","","","BTSX","3.9","3.92994","","",""
"CHILDMORT5TO14","PUBLISHED","1997","EUR","","","BTSX","3.8","3.82727","","",""
"CHILDMORT5TO14","PUBLISHED","1998","EUR","","","BTSX","3.7","3.72215","","",""
"CHILDMORT5TO14","PUBLISHED","1999","EUR","","","BTSX","3.9","3.90237","","",""
"CHILDMORT5TO14","PUBLISHED","2000","EUR","","","BTSX","3.5","3.49798","","",""
"CHILDMORT5TO14","PUBLISHED","2001","EUR","","","BTSX","3.4","3.37727","","",""
"CHILDMORT5TO14","PUBLISHED","2016","AMR","","","BTSX","2.5","2.49830","","",""
"CHILDMORT5TO14","PUBLISHED","2017","AMR","","","BTSX","2.5","2.45171","","",""
"CHILDMORT5TO14","PUBLISHED","2018","AMR","","","BTSX","2.4","2.40348","","",""
"CHILDMORT5TO14","PUBLISHED","1990","EMR","","","BTSX","12.7","12.73221","","",""
"CHILDMORT5TO14","PUBLISHED","1991","EMR","","","BTSX","12.5","12.45858","","",""
"CHILDMORT5TO14","PUBLISHED","1992","EMR","","","BTSX","12.0","12.01442","","",""
"CHILDMORT5TO14","PUBLISHED","1993","EMR","","","BTSX","11.7","11.70541","","",""
"CHILDMORT5TO14","PUBLISHED","1994","EMR","","","BTSX","11.4","11.38127","","",""
"CHILDMORT5TO14","PUBLISHED","1995","EMR","","","BTSX","11.0","11.02672","","",""
"CHILDMORT5TO14","PUBLISHED","1996","EMR","","","BTSX","10.7","10.66166","","",""
"CHILDMORT5TO14","PUBLISHED","1997","EMR","","","BTSX","10.3","10.30794","","",""
"CHILDMORT5TO14","PUBLISHED","1998","EMR","","","BTSX","10.0","9.97927","","",""
"CHILDMORT5TO14","PUBLISHED","1999","EMR","","","BTSX","9.7","9.67146","","",""
"CHILDMORT5TO14","PUBLISHED","2000","EMR","","","BTSX","9.4","9.37644","","",""
"CHILDMORT5TO14","PUBLISHED","2001","EMR","","","BTSX","9.1","9.09666","","",""
"CHILDMORT5TO14","PUBLISHED","2002","EMR","","","BTSX","8.8","8.82998","","",""
"CHILDMORT5TO14","PUBLISHED","2003","EMR","","","BTSX","9.1","9.10316","","",""
"CHILDMORT5TO14","PUBLISHED","2004","EMR","","","BTSX","8.5","8.46946","","",""
"CHILDMORT5TO14","PUBLISHED","2005","EMR","","","BTSX","9.5","9.53198","","",""
"CHILDMORT5TO14","PUBLISHED","2006","EMR","","","BTSX","8.4","8.36987","","",""
"CHILDMORT5TO14","PUBLISHED","2007","EMR","","","BTSX","8.4","8.36914","","",""
"CHILDMORT5TO14","PUBLISHED","2008","EMR","","","BTSX","8.4","8.36363","","",""
"CHILDMORT5TO14","PUBLISHED","2009","EMR","","","BTSX","8.3","8.33029","","",""
"CHILDMORT5TO14","PUBLISHED","2010","EMR","","","BTSX","8.3","8.26045","","",""
"CHILDMORT5TO14","PUBLISHED","2002","EUR","","","BTSX","3.3","3.25029","","",""
"CHILDMORT5TO14","PUBLISHED","1998","SEAR","","","BTSX","15.1","15.10933","","",""
"CHILDMORT5TO14","PUBLISHED","1999","SEAR","","","BTSX","14.4","14.38745","","",""
"CHILDMORT5TO14","PUBLISHED","2000","SEAR","","","BTSX","13.7","13.70748","","",""
"CHILDMORT5TO14","PUBLISHED","2001","SEAR","","","BTSX","13.1","13.09013","","",""
"CHILDMORT5TO14","PUBLISHED","2002","SEAR","","","BTSX","12.5","12.54099","","",""
"CHILDMORT5TO14","PUBLISHED","2003","SEAR","","","BTSX","12.0","12.04541","","",""
"CHILDMORT5TO14","PUBLISHED","2004","SEAR","","","BTSX","12.7","12.73010","","",""
"CHILDMORT5TO14","PUBLISHED","2005","SEAR","","","BTSX","11.1","11.13035","","",""
"CHILDMORT5TO14","PUBLISHED","2006","SEAR","","","BTSX","10.7","10.67611","","",""
"CHILDMORT5TO14","PUBLISHED","2007","SEAR","","","BTSX","10.2","10.20047","","",""
"CHILDMORT5TO14","PUBLISHED","2008","SEAR","","","BTSX","10.3","10.25078","","",""
"CHILDMORT5TO14","PUBLISHED","2009","SEAR","","","BTSX","9.2","9.19278","","",""
"CHILDMORT5TO14","PUBLISHED","2010","SEAR","","","BTSX","8.7","8.68492","","",""
"CHILDMORT5TO14","PUBLISHED","2011","SEAR","","","BTSX","8.2","8.18376","","",""
"CHILDMORT5TO14","PUBLISHED","2012","SEAR","","","BTSX","7.7","7.70064","","",""
"CHILDMORT5TO14","PUBLISHED","2013","SEAR","","","BTSX","7.2","7.23791","","",""
"CHILDMORT5TO14","PUBLISHED","2014","SEAR","","","BTSX","6.8","6.80709","","",""
"CHILDMORT5TO14","PUBLISHED","2015","SEAR","","","BTSX","6.5","6.46330","","",""
"CHILDMORT5TO14","PUBLISHED","2016","SEAR","","","BTSX","6.1","6.06344","","",""
"CHILDMORT5TO14","PUBLISHED","2017","SEAR","","","BTSX","5.8","5.76900","","",""
"CHILDMORT5TO14","PUBLISHED","2003","EUR","","","BTSX","3.1","3.11822","","",""
"CHILDMORT5TO14","PUBLISHED","2004","EUR","","","BTSX","3.0","2.99436","","",""
"CHILDMORT5TO14","PUBLISHED","2005","EUR","","","BTSX","2.8","2.84306","","",""
"CHILDMORT5TO14","PUBLISHED","2006","EUR","","","BTSX","2.7","2.70348","","",""
"CHILDMORT5TO14","PUBLISHED","2007","EUR","","","BTSX","2.6","2.56525","","",""
"CHILDMORT5TO14","PUBLISHED","2008","EUR","","","BTSX","2.4","2.43015","","",""
"CHILDMORT5TO14","PUBLISHED","2009","EUR","","","BTSX","2.3","2.30007","","",""
"CHILDMORT5TO14","PUBLISHED","2010","EUR","","","BTSX","2.2","2.17738","","",""
"CHILDMORT5TO14","PUBLISHED","2011","EUR","","","BTSX","2.1","2.06439","","",""
"CHILDMORT5TO14","PUBLISHED","2012","EUR","","","BTSX","2.0","1.96377","","",""
"CHILDMORT5TO14","PUBLISHED","2013","EUR","","","BTSX","1.9","1.87576","","",""
"CHILDMORT5TO14","PUBLISHED","2014","EUR","","","BTSX","1.8","1.81212","","",""
"CHILDMORT5TO14","PUBLISHED","2015","EUR","","","BTSX","1.7","1.73614","","",""
"CHILDMORT5TO14","PUBLISHED","2016","EUR","","","BTSX","1.7","1.68104","","",""
"CHILDMORT5TO14","PUBLISHED","2017","EUR","","","BTSX","1.6","1.63346","","",""
"CHILDMORT5TO14","PUBLISHED","2018","EUR","","","BTSX","1.6","1.59015","","",""
"CHILDMORT5TO14","PUBLISHED","1990","SEAR","","","BTSX","20.0","20.03819","","",""
"CHILDMORT5TO14","PUBLISHED","1991","SEAR","","","BTSX","20.1","20.06169","","",""
"CHILDMORT5TO14","PUBLISHED","1992","SEAR","","","BTSX","18.9","18.85163","","",""
"CHILDMORT5TO14","PUBLISHED","1993","SEAR","","","BTSX","18.3","18.27013","","",""
"CHILDMORT5TO14","PUBLISHED","1994","SEAR","","","BTSX","17.7","17.70132","","",""
"CHILDMORT5TO14","PUBLISHED","1995","SEAR","","","BTSX","17.1","17.13384","","",""
"CHILDMORT5TO14","PUBLISHED","1996","SEAR","","","BTSX","16.5","16.52544","","",""
"CHILDMORT5TO14","PUBLISHED","1997","SEAR","","","BTSX","15.8","15.83465","","",""
"CHILDMORT5TO14","PUBLISHED","2018","SEAR","","","BTSX","5.5","5.51575","","",""
"CHILDMORT5TO14","PUBLISHED","2014","WPR","","","BTSX","3.0","3.04773","","",""
"CHILDMORT5TO14","PUBLISHED","2015","WPR","","","BTSX","3.0","2.95137","","",""
"CHILDMORT5TO14","PUBLISHED","2016","WPR","","","BTSX","2.9","2.85134","","",""
"CHILDMORT5TO14","PUBLISHED","2017","WPR","","","BTSX","2.8","2.76393","","",""
"CHILDMORT5TO14","PUBLISHED","2018","WPR","","","BTSX","2.7","2.68347","","",""
"CHILDMORT5TO14","PUBLISHED","1990","GLOBAL","","","BTSX","15.2","15.18615","","",""
"CHILDMORT5TO14","PUBLISHED","1991","GLOBAL","","","BTSX","15.0","15.03722","","",""
"CHILDMORT5TO14","PUBLISHED","1992","GLOBAL","","","BTSX","14.5","14.49429","","",""
"CHILDMORT5TO14","PUBLISHED","1993","GLOBAL","","","BTSX","14.1","14.10292","","",""
"CHILDMORT5TO14","PUBLISHED","1994","GLOBAL","","","BTSX","13.9","13.88199","","",""
"CHILDMORT5TO14","PUBLISHED","1995","GLOBAL","","","BTSX","13.4","13.44864","","",""
"CHILDMORT5TO14","PUBLISHED","1996","GLOBAL","","","BTSX","12.9","12.92521","","",""
"CHILDMORT5TO14","PUBLISHED","1997","GLOBAL","","","BTSX","12.6","12.57141","","",""
"CHILDMORT5TO14","PUBLISHED","1998","GLOBAL","","","BTSX","12.2","12.24540","","",""
"CHILDMORT5TO14","PUBLISHED","1999","GLOBAL","","","BTSX","12.0","11.95340","","",""
"CHILDMORT5TO14","PUBLISHED","2000","GLOBAL","","","BTSX","11.6","11.57694","","",""
"CHILDMORT5TO14","PUBLISHED","2001","GLOBAL","","","BTSX","11.3","11.28470","","",""
"CHILDMORT5TO14","PUBLISHED","2002","GLOBAL","","","BTSX","11.0","11.00586","","",""
"CHILDMORT5TO14","PUBLISHED","2003","GLOBAL","","","BTSX","10.8","10.79254","","",""
"CHILDMORT5TO14","PUBLISHED","2004","GLOBAL","","","BTSX","10.8","10.82113","","",""
"CHILDMORT5TO14","PUBLISHED","1990","WPR","","","BTSX","8.2","8.23868","","",""
"CHILDMORT5TO14","PUBLISHED","1991","WPR","","","BTSX","7.9","7.91241","","",""
"CHILDMORT5TO14","PUBLISHED","1992","WPR","","","BTSX","7.6","7.58349","","",""
"CHILDMORT5TO14","PUBLISHED","1993","WPR","","","BTSX","7.3","7.25989","","",""
"CHILDMORT5TO14","PUBLISHED","1994","WPR","","","BTSX","6.9","6.94249","","",""
"CHILDMORT5TO14","PUBLISHED","1995","WPR","","","BTSX","6.6","6.64043","","",""
"CHILDMORT5TO14","PUBLISHED","1996","WPR","","","BTSX","6.3","6.34812","","",""
"CHILDMORT5TO14","PUBLISHED","1997","WPR","","","BTSX","6.1","6.07709","","",""
"CHILDMORT5TO14","PUBLISHED","1998","WPR","","","BTSX","5.8","5.83670","","",""
"CHILDMORT5TO14","PUBLISHED","1999","WPR","","","BTSX","5.6","5.58069","","",""
"CHILDMORT5TO14","PUBLISHED","2000","WPR","","","BTSX","5.4","5.35035","","",""
"CHILDMORT5TO14","PUBLISHED","2001","WPR","","","BTSX","5.1","5.12797","","",""
"CHILDMORT5TO14","PUBLISHED","2002","WPR","","","BTSX","4.9","4.91025","","",""
"CHILDMORT5TO14","PUBLISHED","2003","WPR","","","BTSX","4.7","4.69491","","",""
"CHILDMORT5TO14","PUBLISHED","2004","WPR","","","BTSX","4.5","4.48406","","",""
"CHILDMORT5TO14","PUBLISHED","2005","WPR","","","BTSX","4.3","4.28519","","",""
"CHILDMORT5TO14","PUBLISHED","2006","WPR","","","BTSX","4.1","4.10084","","",""
"CHILDMORT5TO14","PUBLISHED","2007","WPR","","","BTSX","3.9","3.92738","","",""
"CHILDMORT5TO14","PUBLISHED","2008","WPR","","","BTSX","4.5","4.46777","","",""
"CHILDMORT5TO14","PUBLISHED","2009","WPR","","","BTSX","3.6","3.62906","","",""
"CHILDMORT5TO14","PUBLISHED","2010","WPR","","","BTSX","3.5","3.49133","","",""
"CHILDMORT5TO14","PUBLISHED","2011","WPR","","","BTSX","3.4","3.38343","","",""
"CHILDMORT5TO14","PUBLISHED","2012","WPR","","","BTSX","3.3","3.25230","","",""
"CHILDMORT5TO14","PUBLISHED","2013","WPR","","","BTSX","3.1","3.14760","","",""
"CHILDMORT5TO14","PUBLISHED","2005","GLOBAL","","","BTSX","10.3","10.34684","","",""
"CHILDMORT5TO14","PUBLISHED","1988","EMR","","AFG","BTSX","19.4 [8.1-38.9]","19.36491","8.07643","38.88384",""
"CHILDMORT5TO14","PUBLISHED","1989","EMR","","AFG","BTSX","17.8 [7.5-35.5]","17.82167","7.46812","35.53476",""
"CHILDMORT5TO14","PUBLISHED","1990","EMR","","AFG","BTSX","16.4 [7.0-31.8]","16.35991","6.97536","31.84194",""
"CHILDMORT5TO14","PUBLISHED","1991","EMR","","AFG","BTSX","15.1 [6.6-28.6]","15.05658","6.63430","28.64816",""
"CHILDMORT5TO14","PUBLISHED","1992","EMR","","AFG","BTSX","14.0 [6.4-25.6]","14.03796","6.36974","25.61525",""
"CHILDMORT5TO14","PUBLISHED","1993","EMR","","AFG","BTSX","13.1 [6.2-23.0]","13.10355","6.23643","22.96511",""
"CHILDMORT5TO14","PUBLISHED","1994","EMR","","AFG","BTSX","12.3 [6.2-20.8]","12.32286","6.18537","20.76483",""
"CHILDMORT5TO14","PUBLISHED","1995","EMR","","AFG","BTSX","11.6 [6.3-18.9]","11.62985","6.28775","18.94057",""
"CHILDMORT5TO14","PUBLISHED","1996","EMR","","AFG","BTSX","11.0 [6.4-17.4]","10.99685","6.40325","17.36113",""
"CHILDMORT5TO14","PUBLISHED","1997","EMR","","AFG","BTSX","10.5 [6.6-16.1]","10.54941","6.61326","16.05259",""
"CHILDMORT5TO14","PUBLISHED","1998","EMR","","AFG","BTSX","10.2 [6.8-15.0]","10.17909","6.79543","15.03500",""
"CHILDMORT5TO14","PUBLISHED","1999","EMR","","AFG","BTSX","9.9 [7.0-14.1]","9.90369","6.95652","14.13929",""
"CHILDMORT5TO14","PUBLISHED","2000","EMR","","AFG","BTSX","9.8 [7.1-13.5]","9.75301","7.08909","13.48149",""
"CHILDMORT5TO14","PUBLISHED","2001","EMR","","AFG","BTSX","9.7 [7.2-13.0]","9.65355","7.20443","13.01286",""
"CHILDMORT5TO14","PUBLISHED","2002","EMR","","AFG","BTSX","9.6 [7.3-12.6]","9.59652","7.29025","12.62191",""
"CHILDMORT5TO14","PUBLISHED","2003","EMR","","AFG","BTSX","9.6 [7.4-12.4]","9.60258","7.41356","12.36196",""
"CHILDMORT5TO14","PUBLISHED","2006","GLOBAL","","","BTSX","10.0","9.97885","","",""
"CHILDMORT5TO14","PUBLISHED","2007","GLOBAL","","","BTSX","9.7","9.72370","","",""
"CHILDMORT5TO14","PUBLISHED","2008","GLOBAL","","","BTSX","9.8","9.76377","","",""
"CHILDMORT5TO14","PUBLISHED","2009","GLOBAL","","","BTSX","9.2","9.19376","","",""
"CHILDMORT5TO14","PUBLISHED","2010","GLOBAL","","","BTSX","9.2","9.22942","","",""
"CHILDMORT5TO14","PUBLISHED","2011","GLOBAL","","","BTSX","8.7","8.67726","","",""
"CHILDMORT5TO14","PUBLISHED","2012","GLOBAL","","","BTSX","8.5","8.46547","","",""
"CHILDMORT5TO14","PUBLISHED","2013","GLOBAL","","","BTSX","8.2","8.23319","","",""
"CHILDMORT5TO14","PUBLISHED","2014","GLOBAL","","","BTSX","8.0","7.99895","","",""
"CHILDMORT5TO14","PUBLISHED","2015","GLOBAL","","","BTSX","7.8","7.76904","","",""
"CHILDMORT5TO14","PUBLISHED","2016","GLOBAL","","","BTSX","7.5","7.52084","","",""
"CHILDMORT5TO14","PUBLISHED","2017","GLOBAL","","","BTSX","7.3","7.31296","","",""
"CHILDMORT5TO14","PUBLISHED","2018","GLOBAL","","","BTSX","7.1","7.12121","","",""
"CHILDMORT5TO14","PUBLISHED","1977","EMR","","AFG","BTSX","56.3 [34.7-94.2]","56.32444","34.70903","94.24354",""
"CHILDMORT5TO14","PUBLISHED","1978","EMR","","AFG","BTSX","50.9 [34.0-76.5]","50.85814","33.98101","76.47881",""
"CHILDMORT5TO14","PUBLISHED","1979","EMR","","AFG","BTSX","45.7 [31.3-67.5]","45.66604","31.28136","67.45549",""
"CHILDMORT5TO14","PUBLISHED","1980","EMR","","AFG","BTSX","41.0 [27.1-62.7]","41.03286","27.10770","62.71414",""
"CHILDMORT5TO14","PUBLISHED","1981","EMR","","AFG","BTSX","36.9 [22.8-60.3]","36.92455","22.76815","60.30391",""
"CHILDMORT5TO14","PUBLISHED","1982","EMR","","AFG","BTSX","33.5 [19.1-58.1]","33.46061","19.09244","58.12610",""
"CHILDMORT5TO14","PUBLISHED","1983","EMR","","AFG","BTSX","30.5 [15.9-55.1]","30.45448","15.85981","55.07265",""
"CHILDMORT5TO14","PUBLISHED","1984","EMR","","AFG","BTSX","27.7 [13.4-51.8]","27.69537","13.44745","51.80941",""
"CHILDMORT5TO14","PUBLISHED","1985","EMR","","AFG","BTSX","25.3 [11.7-49.1]","25.27577","11.65034","49.11360",""
"CHILDMORT5TO14","PUBLISHED","1986","EMR","","AFG","BTSX","23.1 [10.1-45.9]","23.11273","10.10984","45.91828",""
"CHILDMORT5TO14","PUBLISHED","1987","EMR","","AFG","BTSX","21.1 [9.0-42.6]","21.09458","8.97813","42.56980",""
"CHILDMORT5TO14","PUBLISHED","2004","EMR","","AFG","BTSX","9.7 [7.6-12.2]","9.69906","7.61244","12.22183",""
"CHILDMORT5TO14","PUBLISHED","2000","AFR","","AGO","BTSX","41.1 [32.0-52.3]","41.09824","32.04899","52.34979",""
"CHILDMORT5TO14","PUBLISHED","2001","AFR","","AGO","BTSX","39.9 [31.1-50.8]","39.86441","31.08683","50.77816",""
"CHILDMORT5TO14","PUBLISHED","2002","AFR","","AGO","BTSX","38.4 [30.0-49.0]","38.43243","29.97015","48.95415",""
"CHILDMORT5TO14","PUBLISHED","2003","AFR","","AGO","BTSX","36.9 [28.8-47.0]","36.88199","28.76110","46.97924",""
"CHILDMORT5TO14","PUBLISHED","2004","AFR","","AGO","BTSX","35.2 [27.5-44.8]","35.21035","27.45753","44.84995",""
"CHILDMORT5TO14","PUBLISHED","2005","AFR","","AGO","BTSX","33.4 [26.1-42.6]","33.40940","26.05313","42.55596",""
"CHILDMORT5TO14","PUBLISHED","2006","AFR","","AGO","BTSX","31.6 [24.6-40.2]","31.58969","24.63409","40.23805",""
"CHILDMORT5TO14","PUBLISHED","2007","AFR","","AGO","BTSX","29.8 [23.2-37.9]","29.78453","23.22640","37.93870",""
"CHILDMORT5TO14","PUBLISHED","2008","AFR","","AGO","BTSX","28.0 [21.8-35.7]","27.99326","21.82954","35.65702",""
"CHILDMORT5TO14","PUBLISHED","2009","AFR","","AGO","BTSX","26.3 [20.5-33.4]","26.25464","20.47374","33.44242",""
"CHILDMORT5TO14","PUBLISHED","2010","AFR","","AGO","BTSX","24.6 [19.2-31.4]","24.64848","19.22123","31.39654",""
"CHILDMORT5TO14","PUBLISHED","2011","AFR","","AGO","BTSX","23.1 [18.0-29.5]","23.14304","18.04727","29.47895",""
"CHILDMORT5TO14","PUBLISHED","2012","AFR","","AGO","BTSX","21.7 [16.9-27.7]","21.71945","16.93714","27.66563",""
"CHILDMORT5TO14","PUBLISHED","2013","AFR","","AGO","BTSX","20.5 [16.0-26.1]","20.47898","15.96980","26.08555",""
"CHILDMORT5TO14","PUBLISHED","2014","AFR","","AGO","BTSX","19.4 [15.2-24.8]","19.43416","15.15504","24.75469",""
"CHILDMORT5TO14","PUBLISHED","2005","EMR","","AFG","BTSX","9.9 [7.9-12.2]","9.90834","7.89872","12.23181",""
"CHILDMORT5TO14","PUBLISHED","2006","EMR","","AFG","BTSX","10.2 [8.2-12.4]","10.15576","8.23822","12.36493",""
"CHILDMORT5TO14","PUBLISHED","2007","EMR","","AFG","BTSX","10.4 [8.5-12.6]","10.35349","8.50681","12.61476",""
"CHILDMORT5TO14","PUBLISHED","2008","EMR","","AFG","BTSX","10.5 [8.6-12.9]","10.49009","8.56404","12.94467",""
"CHILDMORT5TO14","PUBLISHED","2009","EMR","","AFG","BTSX","10.4 [8.4-13.0]","10.40374","8.43676","13.04974",""
"CHILDMORT5TO14","PUBLISHED","2010","EMR","","AFG","BTSX","10.0 [8.1-12.8]","10.03436","8.13719","12.83000",""
"CHILDMORT5TO14","PUBLISHED","2011","EMR","","AFG","BTSX","9.5 [7.7-12.1]","9.46151","7.66876","12.07222",""
"CHILDMORT5TO14","PUBLISHED","2012","EMR","","AFG","BTSX","8.7 [7.1-11.0]","8.73719","7.09250","11.02037",""
"CHILDMORT5TO14","PUBLISHED","2013","EMR","","AFG","BTSX","7.9 [6.4-10.0]","7.90398","6.35274","9.98747",""
"CHILDMORT5TO14","PUBLISHED","2014","EMR","","AFG","BTSX","7.0 [5.5-9.2]","7.02094","5.45873","9.24490",""
"CHILDMORT5TO14","PUBLISHED","2015","EMR","","AFG","BTSX","6.3 [4.4-8.8]","6.25800","4.43117","8.83253",""
"CHILDMORT5TO14","PUBLISHED","2016","EMR","","AFG","BTSX","5.6 [3.5-8.6]","5.64798","3.53875","8.56264",""
"CHILDMORT5TO14","PUBLISHED","2017","EMR","","AFG","BTSX","5.2 [2.9-8.4]","5.21144","2.87780","8.38459",""
"CHILDMORT5TO14","PUBLISHED","2018","EMR","","AFG","BTSX","4.9 [2.4-8.2]","4.86303","2.42385","8.19930",""
