"GHO","PUBLISHSTATE","REGION","COUNTRY","Display Value","Numeric","Low","High","Comments"
"M_svy_national_adult","PUBLISHED","AFR","DZA","National","","","",""
"M_svy_national_adult","PUBLISHED","AFR","BEN","National","","","",""
"M_svy_national_adult","PUBLISHED","AFR","BWA","National","","","",""
"M_svy_national_adult","PUBLISHED","AFR","BFA","National","","","",""
"M_svy_national_adult","PUBLISHED","AFR","BDI","National","","","",""
"M_svy_national_adult","PUBLISHED","AFR","CPV","National","","","",""
"M_svy_national_adult","PUBLISHED","AFR","CMR","National","","","",""
"M_svy_national_adult","PUBLISHED","AFR","COM","National","","","",""
"M_svy_national_adult","PUBLISHED","AFR","COG","National","","","",""
"M_svy_national_adult","PUBLISHED","AFR","CIV","National","","","",""
"M_svy_national_adult","PUBLISHED","AFR","COD","National","","","",""
"M_svy_national_adult","PUBLISHED","AFR","ERI","National","","","",""
"M_svy_national_adult","PUBLISHED","AFR","ETH","National","","","",""
"M_svy_national_adult","PUBLISHED","AFR","GAB","National","","","",""
"M_svy_national_adult","PUBLISHED","AFR","GMB","National","","","",""
"M_svy_national_adult","PUBLISHED","AFR","GHA","National","","","",""
"M_svy_national_adult","PUBLISHED","AFR","GIN","National","","","",""
"M_svy_national_adult","PUBLISHED","AFR","KEN","National","","","",""
"M_svy_national_adult","PUBLISHED","AFR","LSO","National","","","",""
"M_svy_national_adult","PUBLISHED","AFR","LBR","National","","","",""
"M_svy_national_adult","PUBLISHED","AFR","MDG","National","","","",""
"M_svy_national_adult","PUBLISHED","AFR","MWI","National","","","",""
"M_svy_national_adult","PUBLISHED","AFR","MLI","National","","","",""
"M_svy_national_adult","PUBLISHED","AFR","MRT","National","","","",""
"M_svy_national_adult","PUBLISHED","AFR","MUS","National","","","",""
"M_svy_national_adult","PUBLISHED","AFR","MOZ","National","","","",""
"M_svy_national_adult","PUBLISHED","AFR","NAM","National","","","",""
"M_svy_national_adult","PUBLISHED","AFR","NER","National","","","",""
"M_svy_national_adult","PUBLISHED","AFR","NGA","National","","","",""
"M_svy_national_adult","PUBLISHED","AFR","RWA","National","","","",""
"M_svy_national_adult","PUBLISHED","AFR","STP","National","","","",""
"M_svy_national_adult","PUBLISHED","AFR","SEN","National","","","",""
"M_svy_national_adult","PUBLISHED","AFR","SYC","National","","","",""
"M_svy_national_adult","PUBLISHED","AFR","SLE","National","","","",""
"M_svy_national_adult","PUBLISHED","AFR","ZAF","National","","","",""
"M_svy_national_adult","PUBLISHED","AFR","SWZ","National","","","",""
"M_svy_national_adult","PUBLISHED","AFR","TGO","National","","","",""
