"GHO","DATASOURCE","PUBLISHSTATE","YEAR","REGION","COUNTRY","EDUCATIONLEVEL","RESIDENCEAREATYPE","WEALTHQUINTILE","DHSMICSGEOREGION","WEALTHDECILE","Display Value","Numeric","Low","High","Comments"
"csection5","EQ_MICS","PUBLISHED","2010","EMR","AFG","","","","AFGMICS201003","","No data","","","","Not available."
"csection5","EQ_MICS","PUBLISHED","2010","EMR","AFG","","","","AFGMICS201005","","No data","","","","Not available."
"csection5","EQ_DHS","PUBLISHED","2015","EMR","AFG","","","","AFGDHS201507","","2.2 [1.4-3.7]","2.00000","1.00000","4.00000",""
"csection5","EQ_DHS","PUBLISHED","2015","EMR","AFG","","","","AFGDHS201512","","0.8 [0.4-1.8]","1.00000","0.00000","2.00000",""
"csection5","EQ_DHS","PUBLISHED","2015","EMR","AFG","","","","AFGDHS201514","","1.2 [0.6-2.2]","1.00000","1.00000","2.00000",""
"csection5","EQ_DHS","PUBLISHED","2015","EMR","AFG","","","","AFGDHS201521","","3.4 [2.2-5.4]","3.00000","2.00000","5.00000",""
"csection5","EQ_DHS","PUBLISHED","2015","EMR","AFG","","","","AFGDHS201523","","0.2 [0.0-0.5]","0.00000","0.00000","0.00000",""
"csection5","EQ_DHS","PUBLISHED","2015","EMR","AFG","","","","AFGDHS201530","","0.5 [0.2-1.5]","1.00000","0.00000","1.00000",""
"csection5","EQ_DHS","PUBLISHED","2015","EMR","AFG","","","","AFGDHS201532","","4.0 [2.5-6.3]","4.00000","2.00000","6.00000",""
"csection5","EQ_MICS","PUBLISHED","2005","EUR","ALB","","","","ALBMICS200501","","No data","","","","Not available."
"csection5","EQ_DHS","PUBLISHED","2017","EUR","ALB","","","","ALBDHS201705","","42.1 [34.9-49.6]","42.00000","35.00000","50.00000",""
"csection5","EQ_DHS","PUBLISHED","2017","EUR","ALB","","","","ALBDHS201712","","33.2 [24.0-44.0]","33.00000","24.00000","44.00000",""
"csection5","EQ_MICS","PUBLISHED","2000","AFR","DZA","","","","DZAMICS200003","","No data","","","","Not available."
"csection5","EQ_MICS","PUBLISHED","2006","AFR","DZA","","","","DZAMICS200603","","No data","","","","Not available."
"csection5","EQ_MICS","PUBLISHED","2012","AFR","DZA","","","","DZAMICS201205","","No data","","","","Not available."
"csection5","EQ_MICS","PUBLISHED","1996","AFR","AGO","","","","AGOMICS199610","","No data","","","","Not available."
"csection5","EQ_MICS","PUBLISHED","1996","AFR","AGO","","","","AGOMICS199612","","No data","","","","Not available."
"csection5","EQ_DHS","PUBLISHED","2015","AFR","AGO","","","","AGODHS201501","","2.5 [1.1-5.4]","3.00000","1.00000","5.00000",""
"csection5","EQ_DHS","PUBLISHED","2015","AFR","AGO","","","","AGODHS201510","","3.8 [1.8-8.0]","4.00000","2.00000","8.00000",""
"csection5","EQ_DHS","PUBLISHED","2015","AFR","AGO","","","","AGODHS201515","","2.6 [1.4-4.7]","3.00000","1.00000","5.00000",""
"csection5","EQ_MICS","PUBLISHED","2011","AMR","ARG","","","","ARGMICS201102","","No data","","","","Not available."
"csection5","EQ_DHS","PUBLISHED","2000","EUR","ARM","","","","ARMDHS200006","","3.2 [0.7-13.2]","3.00000","1.00000","13.00000",""
"csection5","EQ_DHS","PUBLISHED","2005","EUR","ARM","","","","ARMDHS200505","","15.0 [8.7-24.7]","15.00000","9.00000","25.00000",""
"csection5","EQ_DHS","PUBLISHED","2005","EUR","ARM","","","","ARMDHS200507","","5.7 [2.0-15.2]","6.00000","2.00000","15.00000",""
"csection5","EQ_DHS","PUBLISHED","2010","EUR","ARM","","","","ARMDHS201006","","8.1 [4.9-13.2]","8.00000","5.00000","13.00000",""
"csection5","EQ_DHS","PUBLISHED","2010","EUR","ARM","","","","ARMDHS201008","","6.5 [2.7-14.9]","6.00000","3.00000","15.00000",""
"csection5","EQ_DHS","PUBLISHED","2015","EUR","ARM","","","","ARMDHS201507","","21.4 [15.8-28.3]","21.00000","16.00000","28.00000",""
"csection5","EQ_DHS","PUBLISHED","2006","EUR","AZE","","","","AZEDHS200602","","8.5 [4.4-15.8]","8.00000","4.00000","16.00000",""
"csection5","EQ_DHS","PUBLISHED","2006","EUR","AZE","","","","AZEDHS200604","","2.5 [0.8-7.5]","3.00000","1.00000","8.00000",""
"csection5","EQ_DHS","PUBLISHED","1993","SEAR","BGD","","","","BGDDHS199304","","No data","","","","Not available."
"csection5","EQ_DHS","PUBLISHED","1996","SEAR","BGD","","","","BGDDHS199602","","No data","","","","Not available."
"csection5","EQ_DHS","PUBLISHED","2004","SEAR","BGD","","","","BGDDHS200403","","5.2 [3.9-6.9]","5.00000","4.00000","7.00000",""
"csection5","EQ_DHS","PUBLISHED","2007","SEAR","BGD","","","","BGDDHS200702","","6.5 [4.9-8.5]","6.00000","5.00000","9.00000",""
"csection5","EQ_DHS","PUBLISHED","2011","SEAR","BGD","","","","BGDDHS201102","","11.5 [9.4-14.0]","12.00000","9.00000","14.00000",""
"csection5","EQ_DHS","PUBLISHED","2014","SEAR","BGD","","","","BGDDHS201403","","No data","","","","Not available."
"csection5","EQ_MICS","PUBLISHED","2012","AMR","BRB","","","","BRBMICS201204","","No data","","","","Not available."
"csection5","EQ_MICS","PUBLISHED","2005","EUR","BLR","","","","BLRMICS200504","","No data","","","","Not available."
"csection5","EQ_MICS","PUBLISHED","2012","EUR","BLR","","","","BLRMICS201201","","No data","","","","Not available."
"csection5","EQ_MICS","PUBLISHED","2006","AMR","BLZ","","","","BLZMICS200604","","No data","","","","Not available."
"csection5","EQ_MICS","PUBLISHED","2006","AMR","BLZ","","","","BLZMICS200606","","No data","","","","Not available."
"csection5","EQ_MICS","PUBLISHED","2011","AMR","BLZ","","","","BLZMICS201104","","No data","","","","Not available."
"csection5","EQ_DHS","PUBLISHED","1996","AFR","BEN","","","","BENDHS199606","","No data","","","","Not available."
"csection5","EQ_DHS","PUBLISHED","2006","AFR","BEN","","","","BENDHS200608","","10.5 [8.5-13.0]","11.00000","9.00000","13.00000",""
"csection5","EQ_DHS","PUBLISHED","2011","AFR","BEN","","","","BENDHS201107","","4.0 [2.7-5.8]","4.00000","3.00000","6.00000",""
"csection5","EQ_MICS","PUBLISHED","2014","AFR","BEN","","","","BENMICS201408","","No data","","","","Not available."
"csection5","EQ_MICS","PUBLISHED","2014","AFR","BEN","","","","BENMICS201410","","No data","","","","Not available."
"csection5","EQ_DHS","PUBLISHED","2017","AFR","BEN","","","","BENDHS201702","","2.7 [1.8-4.2]","3.00000","2.00000","4.00000",""
"csection5","EQ_DHS","PUBLISHED","2017","AFR","BEN","","","","BENDHS201709","","7.3 [5.1-10.4]","7.00000","5.00000","10.00000",""
"csection5","EQ_DHS","PUBLISHED","2017","AFR","BEN","","","","BENDHS201711","","2.6 [1.4-4.6]","3.00000","1.00000","5.00000",""
"csection5","EQ_MICS","PUBLISHED","2010","SEAR","BTN","","","","BTNMICS201001","","No data","","","","Not available."
"csection5","EQ_MICS","PUBLISHED","2010","SEAR","BTN","","","","BTNMICS201015","","No data","","","","Not available."
"csection5","EQ_MICS","PUBLISHED","2010","SEAR","BTN","","","","BTNMICS201017","","No data","","","","Not available."
"csection5","EQ_DHS","PUBLISHED","1994","AMR","BOL","","","","BOLDHS199402","","No data","","","","Not available."
"csection5","EQ_DHS","PUBLISHED","1998","AMR","BOL","","","","BOLDHS199802","","No data","","","","Not available."
"csection5","EQ_DHS","PUBLISHED","1998","AMR","BOL","","","","BOLDHS199803","","No data","","","","Not available."
"csection5","EQ_DHS","PUBLISHED","1998","AMR","BOL","","","","BOLDHS199808","","No data","","","","Not available."
"csection5","EQ_DHS","PUBLISHED","2003","AMR","BOL","","","","BOLDHS200302","","No data","","","","Not available."
"csection5","EQ_DHS","PUBLISHED","2003","AMR","BOL","","","","BOLDHS200307","","No data","","","","Not available."
"csection5","EQ_DHS","PUBLISHED","2003","AMR","BOL","","","","BOLDHS200309","","No data","","","","Not available."
"csection5","EQ_DHS","PUBLISHED","2008","AMR","BOL","","","","BOLDHS200801","","10.2 [7.8-13.1]","10.00000","8.00000","13.00000",""
"csection5","EQ_DHS","PUBLISHED","2008","AMR","BOL","","","","BOLDHS200804","","11.8 [9.1-15.1]","12.00000","9.00000","15.00000",""
"csection5","EQ_DHS","PUBLISHED","2008","AMR","BOL","","","","BOLDHS200808","","15.7 [11.7-20.7]","16.00000","12.00000","21.00000",""
"csection5","EQ_DHS","PUBLISHED","2008","AMR","BOL","","","","BOLDHS200809","","No data","","","","Not available."
"csection5","EQ_MICS","PUBLISHED","2000","EUR","BIH","","","","BIHMICS200002","","No data","","","","Not available."
"csection5","EQ_MICS","PUBLISHED","2006","EUR","BIH","","","","BIHMICS200602","","No data","","","","Not available."
"csection5","EQ_MICS","PUBLISHED","2006","EUR","BIH","","","","BIHMICS200603","","No data","","","","Not available."
"csection5","EQ_MICS","PUBLISHED","2011","EUR","BIH","","","","BIHMICS201101","","No data","","","","Not available."
