"GHO","DATASOURCE","PUBLISHSTATE","YEAR","REGION","COUNTRY","RESIDENCEAREATYPE","WEALTHQUINTILE","Display Value","Numeric","Low","High","Comments"
"EQ_U5MORT","EQ_DHS","PUBLISHED","2004","AFR","TCD","","","191.0","191.00000","","",""
"EQ_U5MORT","EQ_DHS","PUBLISHED","2004","AFR","TCD","URB","","168.0","168.00000","","",""
"EQ_U5MORT","EQ_DHS","PUBLISHED","2004","AFR","TCD","RUR","","196.0","196.00000","","",""
"EQ_U5MORT","EQ_DHS","PUBLISHED","2004","AFR","TCD","","WQ1","190.0","190.00000","","",""
"EQ_U5MORT","EQ_DHS","PUBLISHED","2004","AFR","TCD","","WQ2","193.0","193.00000","","",""
"EQ_U5MORT","EQ_DHS","PUBLISHED","2004","AFR","TCD","","WQ3","203.0","203.00000","","",""
"EQ_U5MORT","EQ_DHS","PUBLISHED","2004","AFR","TCD","","WQ4","170.0","170.00000","","",""
"EQ_U5MORT","EQ_DHS","PUBLISHED","2004","AFR","TCD","","WQ5","124.0","124.00000","","",""
"EQ_U5MORT","EQ_MICS","PUBLISHED","2010","AFR","TCD","","","179.3","179.30000","","",""
"EQ_U5MORT","EQ_MICS","PUBLISHED","2010","AFR","TCD","URB","","171.4","171.40000","","",""
"EQ_U5MORT","EQ_MICS","PUBLISHED","2010","AFR","TCD","RUR","","180.6","180.60000","","",""
"EQ_U5MORT","EQ_MICS","PUBLISHED","2010","AFR","TCD","","WQ1","216.6","216.60000","","",""
"EQ_U5MORT","EQ_MICS","PUBLISHED","2010","AFR","TCD","","WQ2","198.0","198.00000","","",""
"EQ_U5MORT","EQ_DHS","PUBLISHED","2000","AMR","COL","","WQ3","13.0","13.00000","","",""
"EQ_U5MORT","EQ_DHS","PUBLISHED","2000","AMR","COL","","WQ4","18.0","18.00000","","",""
"EQ_U5MORT","EQ_DHS","PUBLISHED","2005","AMR","COL","","","22.0","22.00000","","",""
"EQ_U5MORT","EQ_DHS","PUBLISHED","2005","AMR","COL","URB","","19.0","19.00000","","",""
"EQ_U5MORT","EQ_DHS","PUBLISHED","2005","AMR","COL","RUR","","30.0","30.00000","","",""
"EQ_U5MORT","EQ_DHS","PUBLISHED","2005","AMR","COL","","WQ1","33.0","33.00000","","",""
"EQ_U5MORT","EQ_DHS","PUBLISHED","2005","AMR","COL","","WQ2","28.0","28.00000","","",""
"EQ_U5MORT","EQ_DHS","PUBLISHED","2005","AMR","COL","","WQ3","25.0","25.00000","","",""
"EQ_U5MORT","EQ_DHS","PUBLISHED","2005","AMR","COL","","WQ4","13.0","13.00000","","",""
"EQ_U5MORT","EQ_DHS","PUBLISHED","2005","AMR","COL","","WQ5","16.0","16.00000","","",""
"EQ_U5MORT","EQ_DHS","PUBLISHED","2010","AMR","COL","","","19.0","19.00000","","",""
"EQ_U5MORT","EQ_DHS","PUBLISHED","2010","AMR","COL","URB","","18.0","18.00000","","",""
"EQ_U5MORT","EQ_DHS","PUBLISHED","2010","AMR","COL","RUR","","24.0","24.00000","","",""
"EQ_U5MORT","EQ_DHS","PUBLISHED","2010","AMR","COL","","WQ1","32.0","32.00000","","",""
"EQ_U5MORT","EQ_DHS","PUBLISHED","2010","AMR","COL","","WQ2","22.0","22.00000","","",""
"EQ_U5MORT","EQ_DHS","PUBLISHED","2010","AMR","COL","","WQ3","18.0","18.00000","","",""
"EQ_U5MORT","EQ_DHS","PUBLISHED","2010","AMR","COL","","WQ4","20.0","20.00000","","",""
"EQ_U5MORT","EQ_DHS","PUBLISHED","2010","AMR","COL","","WQ5","13.0","13.00000","","",""
