"GHO","PUBLISHSTATE","REGION","COUNTRY","Display Value","Numeric","Low","High","Comments"
"M_smkless_def_text_youth","PUBLISHED","AFR","DZA","Current smokeless tobacco use","","","",""
"M_smkless_def_text_youth","PUBLISHED","AFR","AGO","Current smokeless tobacco use","","","",""
"M_smkless_def_text_youth","PUBLISHED","AFR","BEN","Current smokeless tobacco use","","","",""
"M_smkless_def_text_youth","PUBLISHED","AFR","BWA","Current smokeless tobacco use","","","",""
"M_smkless_def_text_youth","PUBLISHED","AFR","BFA","Current smokeless tobacco use","","","",""
"M_smkless_def_text_youth","PUBLISHED","AFR","CMR","Current smokeless tobacco use","","","",""
"M_smkless_def_text_youth","PUBLISHED","AFR","CAF","Current smokeless tobacco use","","","",""
"M_smkless_def_text_youth","PUBLISHED","AFR","COG","Current smokeless tobacco use","","","",""
"M_smkless_def_text_youth","PUBLISHED","AFR","CIV","Current smokeless tobacco use","","","",""
"M_smkless_def_text_youth","PUBLISHED","AFR","COD","Current smokeless tobacco use","","","",""
"M_smkless_def_text_youth","PUBLISHED","AFR","GMB","Current smokeless tobacco use","","","",""
"M_smkless_def_text_youth","PUBLISHED","AFR","KEN","Current smokeless tobacco use","","","",""
"M_smkless_def_text_youth","PUBLISHED","AFR","LSO","Current smokeless tobacco use","","","",""
"M_smkless_def_text_youth","PUBLISHED","AFR","LBR","Current smokeless tobacco use","","","",""
"M_smkless_def_text_youth","PUBLISHED","AFR","MDG","Current smokeless tobacco use","","","",""
"M_smkless_def_text_youth","PUBLISHED","AFR","MWI","Current smokeless tobacco use","","","",""
"M_smkless_def_text_youth","PUBLISHED","AFR","MOZ","Current smokeless tobacco use","","","",""
"M_smkless_def_text_youth","PUBLISHED","AFR","NAM","Current smokeless tobacco use","","","",""
"M_smkless_def_text_youth","PUBLISHED","AFR","NGA","Current smokeless tobacco use","","","",""
"M_smkless_def_text_youth","PUBLISHED","AFR","RWA","Current smokeless tobacco use","","","",""
"M_smkless_def_text_youth","PUBLISHED","AFR","SEN","Current smokeless tobacco use","","","",""
"M_smkless_def_text_youth","PUBLISHED","AFR","SYC","Current smokeless tobacco use","","","",""
"M_smkless_def_text_youth","PUBLISHED","AFR","SLE","Current smokeless tobacco use","","","",""
"M_smkless_def_text_youth","PUBLISHED","AFR","ZAF","Current smokeless tobacco use","","","",""
"M_smkless_def_text_youth","PUBLISHED","AFR","SWZ","Current smokeless tobacco use","","","",""
"M_smkless_def_text_youth","PUBLISHED","AFR","TGO","Current smokeless tobacco use","","","",""
"M_smkless_def_text_youth","PUBLISHED","AFR","TZA","Current smokeless tobacco use","","","",""
"M_smkless_def_text_youth","PUBLISHED","AFR","ZWE","Current smokeless tobacco use","","","",""
"M_smkless_def_text_youth","PUBLISHED","AMR","ATG","Current smokeless tobacco use","","","",""
"M_smkless_def_text_youth","PUBLISHED","AMR","ARG","Current smokeless tobacco use","","","",""
"M_smkless_def_text_youth","PUBLISHED","AMR","BHS","Current smokeless tobacco use","","","",""
"M_smkless_def_text_youth","PUBLISHED","AMR","BRB","Current smokeless tobacco use","","","",""
"M_smkless_def_text_youth","PUBLISHED","AMR","BLZ","Current smokeless tobacco use","","","",""
