"GHO","PUBLISHSTATE","YEAR","REGION","AMRGLASSCATEGORY","Display Value","Numeric","Low","High","Comments"
"AMRGLASS_QA01","PUBLISHED","2017","EMR","AMRGLASS_ISITPROVIDED01","27","27.27273","","",""
"AMRGLASS_QA01","PUBLISHED","2017","EMR","AMRGLASS_ISITPROVIDED02","9","9.09091","","",""
"AMRGLASS_QA01","PUBLISHED","2017","EMR","AMRGLASS_NODATA","9","9.09091","","",""
"AMRGLASS_QA01","PUBLISHED","2017","EMR","AMRGLASS_ISITESTABLISHED05","55","54.54545","","",""
"AMRGLASS_QA01","PUBLISHED","2018","EMR","AMRGLASS_ISITPROVIDED01","50","50.00000","","",""
"AMRGLASS_QA01","PUBLISHED","2018","EMR","AMRGLASS_ISITPROVIDED02","5","4.54545","","",""
"AMRGLASS_QA01","PUBLISHED","2018","EMR","AMRGLASS_NODATA","9","9.09091","","",""
"AMRGLASS_QA01","PUBLISHED","2018","EMR","AMRGLASS_ISITESTABLISHED05","36","36.36364","","",""
"AMRGLASS_QA01","PUBLISHED","2019","EMR","AMRGLASS_ISITPROVIDED01","55","54.54545","","",""
"AMRGLASS_QA01","PUBLISHED","2019","EMR","AMRGLASS_ISITPROVIDED02","14","13.63636","","",""
"AMRGLASS_QA01","PUBLISHED","2019","EMR","AMRGLASS_NODATA","9","9.09091","","",""
"AMRGLASS_QA01","PUBLISHED","2019","EMR","AMRGLASS_ISITESTABLISHED05","23","22.72727","","",""
"AMRGLASS_QA01","PUBLISHED","2017","EUR","AMRGLASS_ISITPROVIDED01","30","29.62963","","",""
"AMRGLASS_QA01","PUBLISHED","2017","EUR","AMRGLASS_ISITPROVIDED02","2","1.85185","","",""
"AMRGLASS_QA01","PUBLISHED","2017","EUR","AMRGLASS_NODATA","0","0.00000","","",""
"AMRGLASS_QA01","PUBLISHED","2017","EUR","AMRGLASS_ISITESTABLISHED05","69","68.51852","","",""
"AMRGLASS_QA01","PUBLISHED","2018","EUR","AMRGLASS_ISITPROVIDED01","33","33.33333","","",""
"AMRGLASS_QA01","PUBLISHED","2018","EUR","AMRGLASS_ISITPROVIDED02","4","3.70370","","",""
"AMRGLASS_QA01","PUBLISHED","2018","EUR","AMRGLASS_NODATA","4","3.70370","","",""
"AMRGLASS_QA01","PUBLISHED","2018","EUR","AMRGLASS_ISITESTABLISHED05","59","59.25926","","",""
"AMRGLASS_QA01","PUBLISHED","2019","EUR","AMRGLASS_ISITPROVIDED01","39","38.88889","","",""
"AMRGLASS_QA01","PUBLISHED","2019","EUR","AMRGLASS_ISITPROVIDED02","2","1.85185","","",""
"AMRGLASS_QA01","PUBLISHED","2019","EUR","AMRGLASS_NODATA","6","5.55556","","",""
"AMRGLASS_QA01","PUBLISHED","2019","EUR","AMRGLASS_ISITESTABLISHED05","54","53.70370","","",""
