"GHO","PUBLISHSTATE","YEAR","REGION","AMRGLASSCATEGORY","Display Value","Numeric","Low","High","Comments"
"AMRGLASS_QA04","PUBLISHED","2018","AFR","AMRGLASS_PATHOGENSCOVERED01","5","5.00000","","",""
"AMRGLASS_QA04","PUBLISHED","2018","AFR","AMRGLASS_PATHOGENSCOVERED02","2","2.00000","","",""
"AMRGLASS_QA04","PUBLISHED","2018","AFR","AMRGLASS_PATHOGENSCOVERED03","1","1.00000","","",""
"AMRGLASS_QA04","PUBLISHED","2018","AFR","AMRGLASS_UNKNOWN","6","6.00000","","",""
"AMRGLASS_QA04","PUBLISHED","2018","AMR","AMRGLASS_UNKNOWN","3","3.00000","","",""
"AMRGLASS_QA04","PUBLISHED","2018","EMR","AMRGLASS_PATHOGENSCOVERED01","7","7.00000","","",""
"AMRGLASS_QA04","PUBLISHED","2018","EMR","AMRGLASS_PATHOGENSCOVERED02","3","3.00000","","",""
"AMRGLASS_QA04","PUBLISHED","2018","EMR","AMRGLASS_UNKNOWN","4","4.00000","","",""
"AMRGLASS_QA04","PUBLISHED","2018","EUR","AMRGLASS_PATHOGENSCOVERED01","9","9.00000","","",""
"AMRGLASS_QA04","PUBLISHED","2018","EUR","AMRGLASS_PATHOGENSCOVERED02","5","5.00000","","",""
"AMRGLASS_QA04","PUBLISHED","2018","EUR","AMRGLASS_PATHOGENSCOVERED03","1","1.00000","","",""
"AMRGLASS_QA04","PUBLISHED","2018","WPR","AMRGLASS_UNKNOWN","1","1.00000","","",""
"AMRGLASS_QA04","PUBLISHED","2018","WPR","AMRGLASS_PATHOGENSCOVERED02","2","2.00000","","",""
"AMRGLASS_QA04","PUBLISHED","2018","WPR","AMRGLASS_PATHOGENSCOVERED01","3","3.00000","","",""
"AMRGLASS_QA04","PUBLISHED","2018","SEAR","AMRGLASS_UNKNOWN","1","1.00000","","",""
"AMRGLASS_QA04","PUBLISHED","2018","SEAR","AMRGLASS_PATHOGENSCOVERED02","5","5.00000","","",""
"AMRGLASS_QA04","PUBLISHED","2018","SEAR","AMRGLASS_PATHOGENSCOVERED01","2","2.00000","","",""
"AMRGLASS_QA04","PUBLISHED","2018","EUR","AMRGLASS_UNKNOWN","7","7.00000","","",""
