"GHO","PUBLISHSTATE","YEAR","REGION","COUNTRY","ARCHIVE","Display Value","Numeric","Low","High","Comments"
"SA_0000001747_ARCHIVED","PUBLISHED","2008-2010","AMR","TTO","","6.4 [6.0-6.8]","6.40000","6.00000","6.80000",""
"SA_0000001747_ARCHIVED","PUBLISHED","2008-2010","WPR","TUV","","1.0 [0.9-1.1]","1.00000","0.90000","1.10000",""
"SA_0000001747_ARCHIVED","PUBLISHED","2008-2010","WPR","NIU","","7.0 [6.6-7.4]","7.00000","6.60000","7.40000",""
"SA_0000001747_ARCHIVED","PUBLISHED","2008-2010","AMR","DOM","","6.2 [5.8-6.6]","6.20000","5.80000","6.60000",""
"SA_0000001747_ARCHIVED","PUBLISHED","2008-2010","EUR","FIN","","10.0 [9.4-10.6]","10.00000","9.40000","10.60000",""
"SA_0000001747_ARCHIVED","PUBLISHED","2009-2011","AFR","SEN","DEC2019","0.3 [0.3-0.3]","0.30000","0.30000","0.30000",""
"SA_0000001747_ARCHIVED","PUBLISHED","2009-2011","AFR","SYC","DEC2019","6.7 [6.6-6.8]","6.70000","6.60000","6.80000",""
"SA_0000001747_ARCHIVED","PUBLISHED","2009-2011","AFR","SLE","DEC2019","3.9 [3.9-4]","3.90000","3.90000","4.00000",""
"SA_0000001747_ARCHIVED","PUBLISHED","2009-2011","AFR","ZAF","DEC2019","7.5 [7.4-7.7]","7.50000","7.40000","7.70000",""
"SA_0000001747_ARCHIVED","PUBLISHED","2009-2011","AFR","SWZ","DEC2019","5.7 [5.6-5.9]","5.70000","5.60000","5.90000",""
"SA_0000001747_ARCHIVED","PUBLISHED","2009-2011","AFR","CPV","DEC2019","4.8 [4.7-4.8]","4.80000","4.70000","4.80000",""
"SA_0000001747_ARCHIVED","PUBLISHED","2009-2011","AFR","CMR","DEC2019","6.1 [6-6.2]","6.10000","6.00000","6.20000",""
"SA_0000001747_ARCHIVED","PUBLISHED","2009-2011","AMR","COL","DEC2019","4.3 [4.2-4.3]","4.30000","4.20000","4.30000",""
"SA_0000001747_ARCHIVED","PUBLISHED","2009-2011","AMR","CRI","DEC2019","3.8 [3.7-3.8]","3.80000","3.70000","3.80000",""
"SA_0000001747_ARCHIVED","PUBLISHED","2009-2011","AMR","PAN","DEC2019","7 [6.8-7.1]","7.00000","6.80000","7.10000",""
"SA_0000001747_ARCHIVED","PUBLISHED","2009-2011","AMR","PRY","DEC2019","6.7 [6.6-6.8]","6.70000","6.60000","6.80000",""
"SA_0000001747_ARCHIVED","PUBLISHED","2009-2011","AMR","PER","DEC2019","5.2 [5.1-5.3]","5.20000","5.10000","5.30000",""
"SA_0000001747_ARCHIVED","PUBLISHED","2009-2011","AMR","KNA","DEC2019","8.8 [8.6-9]","8.80000","8.60000","9.00000",""
"SA_0000001747_ARCHIVED","PUBLISHED","2009-2011","AFR","GNQ","DEC2019","9.5 [9.3-9.7]","9.50000","9.30000","9.70000",""
"SA_0000001747_ARCHIVED","PUBLISHED","2009-2011","AFR","ERI","DEC2019","0.6 [0.6-0.6]","0.60000","0.60000","0.60000",""
"SA_0000001747_ARCHIVED","PUBLISHED","2009-2011","AMR","BHS","DEC2019","8.8 [8.6-8.9]","8.80000","8.60000","8.90000",""
"SA_0000001747_ARCHIVED","PUBLISHED","2009-2011","AMR","BRB","DEC2019","8.5 [8.3-8.7]","8.50000","8.30000","8.70000",""
"SA_0000001747_ARCHIVED","PUBLISHED","2009-2011","AMR","BLZ","DEC2019","6.4 [6.2-6.5]","6.40000","6.20000","6.50000",""
"SA_0000001747_ARCHIVED","PUBLISHED","2009-2011","AFR","LBR","DEC2019","3.7 [3.6-3.8]","3.70000","3.60000","3.80000",""
"SA_0000001747_ARCHIVED","PUBLISHED","2009-2011","EMR","LBN","DEC2019","1.6 [1.5-1.6]","1.60000","1.50000","1.60000",""
"SA_0000001747_ARCHIVED","PUBLISHED","2009-2011","EUR","AUT","DEC2019","11.8 [11.5-12]","11.80000","11.50000","12.00000",""
"SA_0000001747_ARCHIVED","PUBLISHED","2009-2011","EUR","AZE","DEC2019","1.9 [1.9-2]","1.90000","1.90000","2.00000",""
"SA_0000001747_ARCHIVED","PUBLISHED","2009-2011","EMR","BHR","DEC2019","2 [2-2.1]","2.00000","2.00000","2.10000",""
"SA_0000001747_ARCHIVED","PUBLISHED","2009-2011","EMR","DJI","DEC2019","0.5 [0.5-0.5]","0.50000","0.50000","0.50000",""
"SA_0000001747_ARCHIVED","PUBLISHED","2009-2011","EMR","EGY","DEC2019","0.2 [0.2-0.2]","0.20000","0.20000","0.20000",""
"SA_0000001747_ARCHIVED","PUBLISHED","2009-2011","EMR","IRN","DEC2019","0 [0-0]","0.00000","0.00000","0.00000",""
"SA_0000001747_ARCHIVED","PUBLISHED","2009-2011","EUR","MDA","DEC2019","8 [7.8-8.2]","8.00000","7.80000","8.20000",""
"SA_0000001747_ARCHIVED","PUBLISHED","2009-2011","EUR","ROU","DEC2019","11 [10.8-11.2]","11.00000","10.80000","11.20000",""
"SA_0000001747_ARCHIVED","PUBLISHED","2009-2011","EUR","RUS","DEC2019","11.1 [10.8-11.3]","11.10000","10.80000","11.30000",""
"SA_0000001747_ARCHIVED","PUBLISHED","2009-2011","EUR","SRB","DEC2019","8.9 [8.7-9.1]","8.90000","8.70000","9.10000",""
"SA_0000001747_ARCHIVED","PUBLISHED","2009-2011","SEAR","BGD","DEC2019","0 [0-0]","0.00000","0.00000","0.00000",""
"SA_0000001747_ARCHIVED","PUBLISHED","2009-2011","SEAR","BTN","DEC2019","0.5 [0.5-0.5]","0.50000","0.50000","0.50000",""
"SA_0000001747_ARCHIVED","PUBLISHED","2009-2011","SEAR","PRK","DEC2019","3.3 [3.2-3.4]","3.30000","3.20000","3.40000",""
"SA_0000001747_ARCHIVED","PUBLISHED","2009-2011","SEAR","IND","DEC2019","2.7 [2.7-2.8]","2.70000","2.70000","2.80000",""
"SA_0000001747_ARCHIVED","PUBLISHED","2009-2011","WPR","JPN","DEC2019","6.9 [6.8-7]","6.90000","6.80000","7.00000",""
"SA_0000001747_ARCHIVED","PUBLISHED","2009-2011","WPR","KIR","DEC2019","0.5 [0.5-0.5]","0.50000","0.50000","0.50000",""
"SA_0000001747_ARCHIVED","PUBLISHED","2009-2011","WPR","LAO","DEC2019","5.9 [5.8-6]","5.90000","5.80000","6.00000",""
"SA_0000001747_ARCHIVED","PUBLISHED","2009-2011","WPR","MYS","DEC2019","0.5 [0.5-0.5]","0.50000","0.50000","0.50000",""
"SA_0000001747_ARCHIVED","PUBLISHED","2009-2011","WPR","VUT","DEC2019","0.9 [0.8-0.9]","0.90000","0.80000","0.90000",""
"SA_0000001747_ARCHIVED","PUBLISHED","2009-2011","WPR","VNM","DEC2019","2.2 [2.1-2.2]","2.20000","2.10000","2.20000",""
"SA_0000001747_ARCHIVED","PUBLISHED","2015-2017","AFR","BDI","DEC2019","4.1 [4-4.2]","4.10000","4.00000","4.20000",""
"SA_0000001747_ARCHIVED","PUBLISHED","2015-2017","AFR","CPV","DEC2019","4.1 [4-4.2]","4.10000","4.00000","4.20000",""
"SA_0000001747_ARCHIVED","PUBLISHED","2009-2011","EUR","ITA","DEC2019","6.8 [6.6-6.9]","6.80000","6.60000","6.90000",""
"SA_0000001747_ARCHIVED","PUBLISHED","2009-2011","EUR","KAZ","DEC2019","6.5 [6.3-6.6]","6.50000","6.30000","6.60000",""
"SA_0000001747_ARCHIVED","PUBLISHED","2009-2011","EUR","KGZ","DEC2019","6 [5.9-6.2]","6.00000","5.90000","6.20000",""
"SA_0000001747_ARCHIVED","PUBLISHED","2009-2011","EUR","LVA","DEC2019","9.9 [9.7-10.1]","9.90000","9.70000","10.10000",""
"SA_0000001747_ARCHIVED","PUBLISHED","2009-2011","WPR","MNG","DEC2019","5 [4.9-5.1]","5.00000","4.90000","5.10000",""
"SA_0000001747_ARCHIVED","PUBLISHED","2015-2017","AFR","SEN","DEC2019","0.3 [0.2-0.3]","0.30000","0.20000","0.30000",""
"SA_0000001747_ARCHIVED","PUBLISHED","2015-2017","AFR","SYC","DEC2019","12.4 [12.1-12.6]","12.40000","12.10000","12.60000",""
"SA_0000001747_ARCHIVED","PUBLISHED","2015-2017","AFR","SLE","DEC2019","3.4 [3.4-3.5]","3.40000","3.40000","3.50000",""
"SA_0000001747_ARCHIVED","PUBLISHED","2015-2017","AFR","ZAF","DEC2019","7.1 [7-7.2]","7.10000","7.00000","7.20000",""
"SA_0000001747_ARCHIVED","PUBLISHED","2015-2017","AMR","ECU","DEC2019","3.3 [3.3-3.4]","3.30000","3.30000","3.40000",""
"SA_0000001747_ARCHIVED","PUBLISHED","2015-2017","AMR","SLV","DEC2019","2.7 [2.6-2.7]","2.70000","2.60000","2.70000",""
"SA_0000001747_ARCHIVED","PUBLISHED","2015-2017","AMR","GRD","DEC2019","8.8 [8.7-9]","8.80000","8.70000","9.00000",""
"SA_0000001747_ARCHIVED","PUBLISHED","2015-2017","AMR","GTM","DEC2019","1.6 [1.6-1.6]","1.60000","1.60000","1.60000",""
"SA_0000001747_ARCHIVED","PUBLISHED","2015-2017","AMR","TTO","DEC2019","7.3 [7.2-7.5]","7.30000","7.20000","7.50000",""
"SA_0000001747_ARCHIVED","PUBLISHED","2015-2017","AMR","USA","DEC2019","8.8 [8.6-9]","8.80000","8.60000","9.00000",""
"SA_0000001747_ARCHIVED","PUBLISHED","2015-2017","AMR","URY","DEC2019","9 [8.9-9.2]","9.00000","8.90000","9.20000",""
"SA_0000001747_ARCHIVED","PUBLISHED","2015-2017","AMR","VEN","DEC2019","4.6 [4.5-4.7]","4.60000","4.50000","4.70000",""
"SA_0000001747_ARCHIVED","PUBLISHED","2015-2017","EMR","SAU","DEC2019","0.1 [0.1-0.1]","0.10000","0.10000","0.10000",""
"SA_0000001747_ARCHIVED","PUBLISHED","2015-2017","EMR","SOM","DEC2019","0 [0-0]","0.00000","0.00000","0.00000",""
"SA_0000001747_ARCHIVED","PUBLISHED","2015-2017","EMR","SDN","DEC2019","0 [0-0]","0.00000","0.00000","0.00000",""
"SA_0000001747_ARCHIVED","PUBLISHED","2015-2017","EMR","SYR","DEC2019","0.2 [0.2-0.2]","0.20000","0.20000","0.20000",""
"SA_0000001747_ARCHIVED","PUBLISHED","2015-2017","EUR","HUN","DEC2019","10.9 [10.7-11.1]","10.90000","10.70000","11.10000",""
"SA_0000001747_ARCHIVED","PUBLISHED","2015-2017","EUR","ISL","DEC2019","7.7 [7.5-7.8]","7.70000","7.50000","7.80000",""
"SA_0000001747_ARCHIVED","PUBLISHED","2015-2017","EUR","IRL","DEC2019","11.3 [11.1-11.5]","11.30000","11.10000","11.50000",""
"SA_0000001747_ARCHIVED","PUBLISHED","2015-2017","EUR","ISR","DEC2019","2.6 [2.6-2.7]","2.60000","2.60000","2.70000",""
"SA_0000001747_ARCHIVED","PUBLISHED","2015-2017","EUR","ROU","DEC2019","10.4 [10.2-10.6]","10.40000","10.20000","10.60000",""
"SA_0000001747_ARCHIVED","PUBLISHED","2015-2017","EUR","RUS","DEC2019","8.1 [7.9-8.2]","8.10000","7.90000","8.20000",""
"SA_0000001747_ARCHIVED","PUBLISHED","2015-2017","EUR","SRB","DEC2019","9.2 [9-9.3]","9.20000","9.00000","9.30000",""
"SA_0000001747_ARCHIVED","PUBLISHED","2015-2017","EUR","SVK","DEC2019","10.4 [10.2-10.6]","10.40000","10.20000","10.60000",""
"SA_0000001747_ARCHIVED","PUBLISHED","2015-2017","SEAR","IND","DEC2019","3 [3-3.1]","3.00000","3.00000","3.10000",""
"SA_0000001747_ARCHIVED","PUBLISHED","2015-2017","SEAR","IDN","DEC2019","0.3 [0.3-0.3]","0.30000","0.30000","0.30000",""
"SA_0000001747_ARCHIVED","PUBLISHED","2015-2017","SEAR","MDV","DEC2019","1.3 [1.3-1.3]","1.30000","1.30000","1.30000",""
"SA_0000001747_ARCHIVED","PUBLISHED","2015-2017","SEAR","MMR","DEC2019","1.6 [1.6-1.6]","1.60000","1.60000","1.60000",""
"SA_0000001747_ARCHIVED","PUBLISHED","2015-2017","SEAR","NPL","DEC2019","0.6 [0.6-0.6]","0.60000","0.60000","0.60000",""
"SA_0000001747_ARCHIVED","PUBLISHED","2015-2017","WPR","MNG","DEC2019","5.7 [5.6-5.8]","5.70000","5.60000","5.80000",""
"SA_0000001747_ARCHIVED","PUBLISHED","2015-2017","WPR","NRU","DEC2019","3.5 [3.4-3.6]","3.50000","3.40000","3.60000",""
"SA_0000001747_ARCHIVED","PUBLISHED","2009-2011","EUR","TKM","DEC2019","3.2 [3.1-3.2]","3.20000","3.10000","3.20000",""
"SA_0000001747_ARCHIVED","PUBLISHED","2009-2011","EUR","UKR","DEC2019","9 [8.8-9.2]","9.00000","8.80000","9.20000",""
"SA_0000001747_ARCHIVED","PUBLISHED","2015-2017","AFR","BWA","DEC2019","6.2 [6.1-6.3]","6.20000","6.10000","6.30000",""
"SA_0000001747_ARCHIVED","PUBLISHED","2015-2017","AFR","BFA","DEC2019","4.9 [4.8-5]","4.90000","4.80000","5.00000",""
"SA_0000001747_ARCHIVED","PUBLISHED","2015-2017","EUR","ALB","DEC2019","5 [4.9-5.1]","5.00000","4.90000","5.10000",""
"SA_0000001747_ARCHIVED","PUBLISHED","2015-2017","EUR","AND","DEC2019","10.1 [9.9-10.3]","10.10000","9.90000","10.30000",""
"SA_0000001747_ARCHIVED","PUBLISHED","2015-2017","AMR","CHL","DEC2019","7.9 [7.7-8]","7.90000","7.70000","8.00000",""
"SA_0000001747_ARCHIVED","PUBLISHED","2015-2017","AMR","COL","DEC2019","4.5 [4.4-4.5]","4.50000","4.40000","4.50000",""
"SA_0000001747_ARCHIVED","PUBLISHED","2015-2017","AMR","CRI","DEC2019","3.7 [3.6-3.8]","3.70000","3.60000","3.80000",""
"SA_0000001747_ARCHIVED","PUBLISHED","2015-2017","AMR","CUB","DEC2019","4.7 [4.6-4.8]","4.70000","4.60000","4.80000",""
"SA_0000001747_ARCHIVED","PUBLISHED","2015-2017","EUR","DNK","DEC2019","9.5 [9.3-9.7]","9.50000","9.30000","9.70000",""
"SA_0000001747_ARCHIVED","PUBLISHED","2015-2017","EUR","EST","DEC2019","15.8 [15.5-16.1]","15.80000","15.50000","16.10000",""
"SA_0000001747_ARCHIVED","PUBLISHED","2015-2017","EUR","CHE","DEC2019","9.5 [9.3-9.7]","9.50000","9.30000","9.70000",""
"SA_0000001747_ARCHIVED","PUBLISHED","2015-2017","EUR","TJK","DEC2019","0.9 [0.9-1]","0.90000","0.90000","1.00000",""
"SA_0000001747_ARCHIVED","PUBLISHED","2009-2011","AFR","DZA","DEC2019","0.4 [0.4-0.4]","0.40000","0.40000","0.40000",""
"SA_0000001747_ARCHIVED","PUBLISHED","2009-2011","AFR","MWI","DEC2019","1.8 [1.7-1.8]","1.80000","1.70000","1.80000",""
"SA_0000001747_ARCHIVED","PUBLISHED","2009-2011","AFR","NGA","DEC2019","10.3 [10.1-10.5]","10.30000","10.10000","10.50000",""
"SA_0000001747_ARCHIVED","PUBLISHED","2009-2011","AFR","STP","DEC2019","5.3 [5.2-5.4]","5.30000","5.20000","5.40000",""
"SA_0000001747_ARCHIVED","PUBLISHED","2009-2011","AFR","UGA","DEC2019","11.3 [11-11.5]","11.30000","11.00000","11.50000",""
"SA_0000001747_ARCHIVED","PUBLISHED","2009-2011","AFR","ZMB","DEC2019","2.8 [2.7-2.9]","2.80000","2.70000","2.90000",""
"SA_0000001747_ARCHIVED","PUBLISHED","2009-2011","AFR","BEN","DEC2019","1.3 [1.3-1.4]","1.30000","1.30000","1.40000",""
"SA_0000001747_ARCHIVED","PUBLISHED","2009-2011","AFR","BFA","DEC2019","4.6 [4.5-4.7]","4.60000","4.50000","4.70000",""
"SA_0000001747_ARCHIVED","PUBLISHED","2009-2011","AMR","DMA","DEC2019","6.8 [6.7-6.9]","6.80000","6.70000","6.90000",""
"SA_0000001747_ARCHIVED","PUBLISHED","2009-2011","AMR","ECU","DEC2019","3.9 [3.9-4]","3.90000","3.90000","4.00000",""
"SA_0000001747_ARCHIVED","PUBLISHED","2009-2011","AMR","JAM","DEC2019","3 [2.9-3.1]","3.00000","2.90000","3.10000",""
"SA_0000001747_ARCHIVED","PUBLISHED","2009-2011","AMR","NIC","DEC2019","3.3 [3.3-3.4]","3.30000","3.30000","3.40000",""
"SA_0000001747_ARCHIVED","PUBLISHED","2009-2011","AMR","LCA","DEC2019","10.6 [10.4-10.8]","10.60000","10.40000","10.80000",""
"SA_0000001747_ARCHIVED","PUBLISHED","2009-2011","AMR","SUR","DEC2019","5.4 [5.3-5.5]","5.40000","5.30000","5.50000",""
"SA_0000001747_ARCHIVED","PUBLISHED","2009-2011","AFR","COG","DEC2019","4 [3.9-4.1]","4.00000","3.90000","4.10000",""
"SA_0000001747_ARCHIVED","PUBLISHED","2009-2011","AFR","COD","DEC2019","1.5 [1.5-1.5]","1.50000","1.50000","1.50000",""
"SA_0000001747_ARCHIVED","PUBLISHED","2009-2011","AMR","BRA","DEC2019","7.3 [7.2-7.5]","7.30000","7.20000","7.50000",""
"SA_0000001747_ARCHIVED","PUBLISHED","2009-2011","AMR","CHL","DEC2019","7.4 [7.3-7.6]","7.40000","7.30000","7.60000",""
"SA_0000001747_ARCHIVED","PUBLISHED","2009-2011","AFR","GIN","DEC2019","0.2 [0.2-0.2]","0.20000","0.20000","0.20000",""
"SA_0000001747_ARCHIVED","PUBLISHED","2009-2011","AFR","KEN","DEC2019","1.9 [1.9-2]","1.90000","1.90000","2.00000",""
"SA_0000001747_ARCHIVED","PUBLISHED","2009-2011","EUR","BEL","DEC2019","10.2 [10-10.4]","10.20000","10.00000","10.40000",""
"SA_0000001747_ARCHIVED","PUBLISHED","2009-2011","EUR","BGR","DEC2019","11 [10.7-11.2]","11.00000","10.70000","11.20000",""
"SA_0000001747_ARCHIVED","PUBLISHED","2009-2011","EMR","SAU","DEC2019","0.1 [0.1-0.1]","0.10000","0.10000","0.10000",""
"SA_0000001747_ARCHIVED","PUBLISHED","2009-2011","EMR","AFG","DEC2019","0 [0-0]","0.00000","0.00000","0.00000",""
"SA_0000001747_ARCHIVED","PUBLISHED","2009-2011","EMR","IRQ","DEC2019","0.2 [0.2-0.2]","0.20000","0.20000","0.20000",""
"SA_0000001747_ARCHIVED","PUBLISHED","2009-2011","EMR","KWT","DEC2019","0 [0-0]","0.00000","0.00000","0.00000",""
"SA_0000001747_ARCHIVED","PUBLISHED","2009-2011","EUR","NLD","DEC2019","9.2 [9.1-9.4]","9.20000","9.10000","9.40000",""
"SA_0000001747_ARCHIVED","PUBLISHED","2009-2011","EUR","POL","DEC2019","10.3 [10.1-10.5]","10.30000","10.10000","10.50000",""
"SA_0000001747_ARCHIVED","PUBLISHED","2009-2011","EUR","SVN","DEC2019","10.5 [10.3-10.7]","10.50000","10.30000","10.70000",""
"SA_0000001747_ARCHIVED","PUBLISHED","2009-2011","EMR","TUN","DEC2019","1.3 [1.3-1.3]","1.30000","1.30000","1.30000",""
"SA_0000001747_ARCHIVED","PUBLISHED","2009-2011","EUR","ARM","DEC2019","4.1 [4-4.2]","4.10000","4.00000","4.20000",""
"SA_0000001747_ARCHIVED","PUBLISHED","2009-2011","EUR","GBR","DEC2019","10.1 [9.9-10.3]","10.10000","9.90000","10.30000",""
"SA_0000001747_ARCHIVED","PUBLISHED","2009-2011","SEAR","MDV","DEC2019","1.7 [1.7-1.8]","1.70000","1.70000","1.80000",""
"SA_0000001747_ARCHIVED","PUBLISHED","2009-2011","SEAR","NPL","DEC2019","0.2 [0.2-0.2]","0.20000","0.20000","0.20000",""
"SA_0000001747_ARCHIVED","PUBLISHED","2009-2011","WPR","CHN","DEC2019","5.4 [5.3-5.5]","5.40000","5.30000","5.50000",""
"SA_0000001747_ARCHIVED","PUBLISHED","2009-2011","WPR","FJI","DEC2019","2.2 [2.2-2.3]","2.20000","2.20000","2.30000",""
"SA_0000001747_ARCHIVED","PUBLISHED","2009-2011","WPR","FSM","DEC2019","1.9 [1.9-2]","1.90000","1.90000","2.00000",""
"SA_0000001747_ARCHIVED","PUBLISHED","2009-2011","EUR","DNK","DEC2019","10.2 [10-10.4]","10.20000","10.00000","10.40000",""
"SA_0000001747_ARCHIVED","PUBLISHED","2009-2011","EUR","HUN","DEC2019","11.2 [11-11.4]","11.20000","11.00000","11.40000",""
"SA_0000001747_ARCHIVED","PUBLISHED","2009-2011","EUR","IRL","DEC2019","11.5 [11.3-11.7]","11.50000","11.30000","11.70000",""
"SA_0000001747_ARCHIVED","PUBLISHED","2015-2017","AFR","CAF","DEC2019","1.7 [1.6-1.7]","1.70000","1.60000","1.70000",""
"SA_0000001747_ARCHIVED","PUBLISHED","2015-2017","AFR","COM","DEC2019","0.1 [0.1-0.2]","0.10000","0.10000","0.20000",""
"SA_0000001747_ARCHIVED","PUBLISHED","2015-2017","AFR","ERI","DEC2019","0.6 [0.6-0.6]","0.60000","0.60000","0.60000",""
"SA_0000001747_ARCHIVED","PUBLISHED","2015-2017","AFR","GAB","DEC2019","9.5 [9.4-9.7]","9.50000","9.40000","9.70000",""
"SA_0000001747_ARCHIVED","PUBLISHED","2015-2017","AFR","LBR","DEC2019","3.5 [3.5-3.6]","3.50000","3.50000","3.60000",""
"SA_0000001747_ARCHIVED","PUBLISHED","2015-2017","AFR","MWI","DEC2019","2 [2-2]","2.00000","2.00000","2.00000",""
"SA_0000001747_ARCHIVED","PUBLISHED","2015-2017","AFR","NGA","DEC2019","9.6 [9.4-9.8]","9.60000","9.40000","9.80000",""
"SA_0000001747_ARCHIVED","PUBLISHED","2015-2017","AFR","STP","DEC2019","4.9 [4.8-5]","4.90000","4.80000","5.00000",""
"SA_0000001747_ARCHIVED","PUBLISHED","2015-2017","AFR","SWZ","DEC2019","7.4 [7.2-7.5]","7.40000","7.20000","7.50000",""
"SA_0000001747_ARCHIVED","PUBLISHED","2015-2017","AFR","UGA","DEC2019","7.6 [7.5-7.8]","7.60000","7.50000","7.80000",""
"SA_0000001747_ARCHIVED","PUBLISHED","2015-2017","AFR","ZMB","DEC2019","2.9 [2.8-2.9]","2.90000","2.80000","2.90000",""
"SA_0000001747_ARCHIVED","PUBLISHED","2009-2011","WPR","PNG","DEC2019","0.8 [0.8-0.8]","0.80000","0.80000","0.80000",""
"SA_0000001747_ARCHIVED","PUBLISHED","2009-2011","WPR","KOR","DEC2019","8.9 [8.7-9.1]","8.90000","8.70000","9.10000",""
"SA_0000001747_ARCHIVED","PUBLISHED","2015-2017","AMR","HTI","DEC2019","5.8 [5.7-5.9]","5.80000","5.70000","5.90000",""
"SA_0000001747_ARCHIVED","PUBLISHED","2015-2017","AMR","JAM","DEC2019","3.4 [3.4-3.5]","3.40000","3.40000","3.50000",""
"SA_0000001747_ARCHIVED","PUBLISHED","2015-2017","AMR","PER","DEC2019","5.1 [5-5.2]","5.10000","5.00000","5.20000",""
"SA_0000001747_ARCHIVED","PUBLISHED","2015-2017","AMR","LCA","DEC2019","9.7 [9.5-9.9]","9.70000","9.50000","9.90000",""
"SA_0000001747_ARCHIVED","PUBLISHED","2015-2017","AMR","SUR","DEC2019","4.3 [4.2-4.4]","4.30000","4.20000","4.40000",""
"SA_0000001747_ARCHIVED","PUBLISHED","2009-2011","WPR","SGP","DEC2019","1.8 [1.8-1.9]","1.80000","1.80000","1.90000",""
"SA_0000001747_ARCHIVED","PUBLISHED","2009-2011","WPR","TON","DEC2019","1.1 [1.1-1.1]","1.10000","1.10000","1.10000",""
"SA_0000001747_ARCHIVED","PUBLISHED","2015-2017","EMR","OMN","DEC2019","0.4 [0.4-0.4]","0.40000","0.40000","0.40000",""
"SA_0000001747_ARCHIVED","PUBLISHED","2015-2017","EMR","QAT","DEC2019","1.3 [1.3-1.3]","1.30000","1.30000","1.30000",""
"SA_0000001747_ARCHIVED","PUBLISHED","2015-2017","EMR","TUN","DEC2019","1.4 [1.4-1.4]","1.40000","1.40000","1.40000",""
"SA_0000001747_ARCHIVED","PUBLISHED","2015-2017","EMR","YEM","DEC2019","0 [0-0]","0.00000","0.00000","0.00000",""
"SA_0000001747_ARCHIVED","PUBLISHED","2015-2017","EUR","CYP","DEC2019","9.6 [9.4-9.7]","9.60000","9.40000","9.70000",""
"SA_0000001747_ARCHIVED","PUBLISHED","2015-2017","EUR","FRA","DEC2019","11.8 [11.6-12]","11.80000","11.60000","12.00000",""
"SA_0000001747_ARCHIVED","PUBLISHED","2015-2017","EUR","DEU","DEC2019","11.3 [11-11.5]","11.30000","11.00000","11.50000",""
"SA_0000001747_ARCHIVED","PUBLISHED","2015-2017","EUR","KAZ","DEC2019","5.8 [5.7-5.9]","5.80000","5.70000","5.90000",""
"SA_0000001747_ARCHIVED","PUBLISHED","2015-2017","EUR","LVA","DEC2019","11.1 [10.9-11.3]","11.10000","10.90000","11.30000",""
"SA_0000001747_ARCHIVED","PUBLISHED","2015-2017","EUR","POL","DEC2019","10.5 [10.2-10.7]","10.50000","10.20000","10.70000",""
"SA_0000001747_ARCHIVED","PUBLISHED","2015-2017","EUR","MDA","DEC2019","9.3 [9.1-9.5]","9.30000","9.10000","9.50000",""
"SA_0000001747_ARCHIVED","PUBLISHED","2015-2017","EUR","SVN","DEC2019","10.8 [10.6-11.1]","10.80000","10.60000","11.10000",""
"SA_0000001747_ARCHIVED","PUBLISHED","2015-2017","EUR","SWE","DEC2019","7.2 [7-7.3]","7.20000","7.00000","7.30000",""
"SA_0000001747_ARCHIVED","PUBLISHED","2015-2017","EUR","GBR","DEC2019","9.8 [9.6-10]","9.80000","9.60000","10.00000",""
"SA_0000001747_ARCHIVED","PUBLISHED","2015-2017","SEAR","PRK","DEC2019","3.4 [3.3-3.4]","3.40000","3.30000","3.40000",""
"SA_0000001747_ARCHIVED","PUBLISHED","2015-2017","SEAR","THA","DEC2019","6.6 [6.4-6.7]","6.60000","6.40000","6.70000",""
"SA_0000001747_ARCHIVED","PUBLISHED","2015-2017","WPR","KHM","DEC2019","3.5 [3.5-3.6]","3.50000","3.50000","3.60000",""
"SA_0000001747_ARCHIVED","PUBLISHED","2015-2017","WPR","KIR","DEC2019","0.4 [0.4-0.4]","0.40000","0.40000","0.40000",""
"SA_0000001747_ARCHIVED","PUBLISHED","2015-2017","WPR","MYS","DEC2019","0.6 [0.6-0.7]","0.60000","0.60000","0.70000",""
"SA_0000001747_ARCHIVED","PUBLISHED","2015-2017","WPR","PHL","DEC2019","4.5 [4.4-4.6]","4.50000","4.40000","4.60000",""
"SA_0000001747_ARCHIVED","PUBLISHED","2015-2017","WPR","WSM","DEC2019","2 [1.9-2]","2.00000","1.90000","2.00000",""
"SA_0000001747_ARCHIVED","PUBLISHED","2015-2017","AFR","DZA","DEC2019","0.6 [0.6-0.6]","0.60000","0.60000","0.60000",""
"SA_0000001747_ARCHIVED","PUBLISHED","2015-2017","AFR","BEN","DEC2019","1.6 [1.5-1.6]","1.60000","1.50000","1.60000",""
"SA_0000001747_ARCHIVED","PUBLISHED","2015-2017","EUR","ARM","DEC2019","3.8 [3.7-3.9]","3.80000","3.70000","3.90000",""
"SA_0000001747_ARCHIVED","PUBLISHED","2015-2017","EUR","AZE","DEC2019","0.5 [0.5-0.6]","0.50000","0.50000","0.60000",""
"SA_0000001747_ARCHIVED","PUBLISHED","2015-2017","SEAR","BTN","DEC2019","0.2 [0.2-0.2]","0.20000","0.20000","0.20000",""
"SA_0000001747_ARCHIVED","PUBLISHED","2015-2017","WPR","BRN","DEC2019","0.6 [0.6-0.7]","0.60000","0.60000","0.70000",""
"SA_0000001747_ARCHIVED","PUBLISHED","2015-2017","AMR","DOM","DEC2019","5.7 [5.6-5.8]","5.70000","5.60000","5.80000",""
