"GHO","PUBLISHSTATE","YEAR","REGION","AMRGLASSCATEGORY","Display Value","Numeric","Low","High","Comments"
"AMRGLASS_COORD02","PUBLISHED","2018","AMR","AMRGLASS_ISITESTABLISHED05","91","91.00000","","",""
"AMRGLASS_COORD02","PUBLISHED","2019","AMR","AMRGLASS_ISITESTABLISHED01","11","11.00000","","",""
"AMRGLASS_COORD02","PUBLISHED","2019","AMR","AMRGLASS_ISITESTABLISHED02","0","0.00000","","",""
"AMRGLASS_COORD02","PUBLISHED","2019","AMR","AMRGLASS_ISITESTABLISHED03","0","0.00000","","",""
"AMRGLASS_COORD02","PUBLISHED","2019","AMR","AMRGLASS_ISITESTABLISHED04","0","0.00000","","",""
"AMRGLASS_COORD02","PUBLISHED","2019","AMR","AMRGLASS_ISITESTABLISHED05","89","89.00000","","",""
"AMRGLASS_COORD02","PUBLISHED","2017","EMR","AMRGLASS_ISITESTABLISHED01","18","18.00000","","",""
"AMRGLASS_COORD02","PUBLISHED","2017","EMR","AMRGLASS_ISITESTABLISHED02","14","14.00000","","",""
"AMRGLASS_COORD02","PUBLISHED","2017","EMR","AMRGLASS_ISITESTABLISHED03","9","9.00000","","",""
"AMRGLASS_COORD02","PUBLISHED","2017","EMR","AMRGLASS_ISITESTABLISHED04","5","5.00000","","",""
"AMRGLASS_COORD02","PUBLISHED","2017","EMR","AMRGLASS_ISITESTABLISHED05","55","55.00000","","",""
"AMRGLASS_COORD02","PUBLISHED","2018","EMR","AMRGLASS_ISITESTABLISHED01","27","27.00000","","",""
"AMRGLASS_COORD02","PUBLISHED","2018","EMR","AMRGLASS_ISITESTABLISHED02","27","27.00000","","",""
"AMRGLASS_COORD02","PUBLISHED","2018","EMR","AMRGLASS_ISITESTABLISHED03","9","9.00000","","",""
"AMRGLASS_COORD02","PUBLISHED","2018","EMR","AMRGLASS_ISITESTABLISHED04","0","0.00000","","",""
"AMRGLASS_COORD02","PUBLISHED","2018","EMR","AMRGLASS_ISITESTABLISHED05","36","36.00000","","",""
"AMRGLASS_COORD02","PUBLISHED","2019","EMR","AMRGLASS_ISITESTABLISHED01","36","36.00000","","",""
"AMRGLASS_COORD02","PUBLISHED","2019","EMR","AMRGLASS_ISITESTABLISHED02","32","32.00000","","",""
"AMRGLASS_COORD02","PUBLISHED","2019","EMR","AMRGLASS_ISITESTABLISHED03","5","5.00000","","",""
"AMRGLASS_COORD02","PUBLISHED","2019","EMR","AMRGLASS_ISITESTABLISHED04","5","5.00000","","",""
"AMRGLASS_COORD02","PUBLISHED","2019","EMR","AMRGLASS_ISITESTABLISHED05","23","23.00000","","",""
"AMRGLASS_COORD02","PUBLISHED","2017","EUR","AMRGLASS_ISITESTABLISHED01","24","24.00000","","",""
"AMRGLASS_COORD02","PUBLISHED","2017","EUR","AMRGLASS_ISITESTABLISHED02","4","4.00000","","",""
"AMRGLASS_COORD02","PUBLISHED","2017","EUR","AMRGLASS_ISITESTABLISHED03","4","4.00000","","",""
"AMRGLASS_COORD02","PUBLISHED","2017","EUR","AMRGLASS_ISITESTABLISHED04","0","0.00000","","",""
"AMRGLASS_COORD02","PUBLISHED","2017","EUR","AMRGLASS_ISITESTABLISHED05","69","69.00000","","",""
"AMRGLASS_COORD02","PUBLISHED","2018","EUR","AMRGLASS_ISITESTABLISHED01","33","33.00000","","",""
"AMRGLASS_COORD02","PUBLISHED","2018","EUR","AMRGLASS_ISITESTABLISHED02","4","4.00000","","",""
"AMRGLASS_COORD02","PUBLISHED","2018","EUR","AMRGLASS_ISITESTABLISHED03","4","4.00000","","",""
"AMRGLASS_COORD02","PUBLISHED","2018","EUR","AMRGLASS_ISITESTABLISHED04","0","0.00000","","",""
"AMRGLASS_COORD02","PUBLISHED","2018","EUR","AMRGLASS_ISITESTABLISHED05","59","59.00000","","",""
"AMRGLASS_COORD02","PUBLISHED","2019","EUR","AMRGLASS_ISITESTABLISHED01","41","41.00000","","",""
"AMRGLASS_COORD02","PUBLISHED","2019","EUR","AMRGLASS_ISITESTABLISHED02","4","4.00000","","",""
