"GHO","PUBLISHSTATE","YEAR","REGION","COUNTRY","IHRSPARCAPACITYLEVEL","Display Value","Numeric","Low","High","Comments"
"IHRSPAR_CAPACITY08","PUBLISHED","2018","EMR","AFG","IHRSPARCAPLEVEL08_C_8_1","20","20.00000","","",""
"IHRSPAR_CAPACITY08","PUBLISHED","2018","AFR","AGO","IHRSPARCAPLEVEL08_C_8_1","40","40.00000","","",""
"IHRSPAR_CAPACITY08","PUBLISHED","2018","EUR","ALB","IHRSPARCAPLEVEL08_C_8_1","Other","","","",""
"IHRSPAR_CAPACITY08","PUBLISHED","2018","EUR","AND","IHRSPARCAPLEVEL08_C_8_1","0","0.00000","","",""
"IHRSPAR_CAPACITY08","PUBLISHED","2018","EMR","ARE","IHRSPARCAPLEVEL08_C_8_1","100","100.00000","","",""
"IHRSPAR_CAPACITY08","PUBLISHED","2018","AMR","ARG","IHRSPARCAPLEVEL08_C_8_1","40","40.00000","","",""
"IHRSPAR_CAPACITY08","PUBLISHED","2018","EUR","ARM","IHRSPARCAPLEVEL08_C_8_1","60","60.00000","","",""
"IHRSPAR_CAPACITY08","PUBLISHED","2018","AMR","ATG","IHRSPARCAPLEVEL08_C_8_1","20","20.00000","","",""
"IHRSPAR_CAPACITY08","PUBLISHED","2018","WPR","AUS","IHRSPARCAPLEVEL08_C_8_1","100","100.00000","","",""
"IHRSPAR_CAPACITY08","PUBLISHED","2018","EUR","AUT","IHRSPARCAPLEVEL08_C_8_1","40","40.00000","","",""
"IHRSPAR_CAPACITY08","PUBLISHED","2018","EUR","AZE","IHRSPARCAPLEVEL08_C_8_1","60","60.00000","","",""
"IHRSPAR_CAPACITY08","PUBLISHED","2018","AFR","BDI","IHRSPARCAPLEVEL08_C_8_1","20","20.00000","","",""
"IHRSPAR_CAPACITY08","PUBLISHED","2018","EUR","BEL","IHRSPARCAPLEVEL08_C_8_1","100","100.00000","","",""
"IHRSPAR_CAPACITY08","PUBLISHED","2018","AFR","BEN","IHRSPARCAPLEVEL08_C_8_1","40","40.00000","","",""
"IHRSPAR_CAPACITY08","PUBLISHED","2018","AFR","BFA","IHRSPARCAPLEVEL08_C_8_1","20","20.00000","","",""
"IHRSPAR_CAPACITY08","PUBLISHED","2018","SEAR","BGD","IHRSPARCAPLEVEL08_C_8_1","40","40.00000","","",""
"IHRSPAR_CAPACITY08","PUBLISHED","2018","EUR","BGR","IHRSPARCAPLEVEL08_C_8_1","40","40.00000","","",""
"IHRSPAR_CAPACITY08","PUBLISHED","2018","EMR","BHR","IHRSPARCAPLEVEL08_C_8_1","100","100.00000","","",""
"IHRSPAR_CAPACITY08","PUBLISHED","2018","AMR","BHS","IHRSPARCAPLEVEL08_C_8_1","60","60.00000","","",""
"IHRSPAR_CAPACITY08","PUBLISHED","2018","EUR","BIH","IHRSPARCAPLEVEL08_C_8_1","20","20.00000","","",""
"IHRSPAR_CAPACITY08","PUBLISHED","2018","EUR","BLR","IHRSPARCAPLEVEL08_C_8_1","No data","","","",""
"IHRSPAR_CAPACITY08","PUBLISHED","2018","AMR","BLZ","IHRSPARCAPLEVEL08_C_8_1","40","40.00000","","",""
"IHRSPAR_CAPACITY08","PUBLISHED","2018","AMR","BOL","IHRSPARCAPLEVEL08_C_8_1","Other","","","",""
"IHRSPAR_CAPACITY08","PUBLISHED","2018","AMR","BRA","IHRSPARCAPLEVEL08_C_8_1","100","100.00000","","",""
"IHRSPAR_CAPACITY08","PUBLISHED","2018","AMR","BRB","IHRSPARCAPLEVEL08_C_8_1","No data","","","",""
"IHRSPAR_CAPACITY08","PUBLISHED","2018","WPR","BRN","IHRSPARCAPLEVEL08_C_8_1","No data","","","",""
"IHRSPAR_CAPACITY08","PUBLISHED","2018","SEAR","BTN","IHRSPARCAPLEVEL08_C_8_1","40","40.00000","","",""
"IHRSPAR_CAPACITY08","PUBLISHED","2018","AFR","BWA","IHRSPARCAPLEVEL08_C_8_1","20","20.00000","","",""
"IHRSPAR_CAPACITY08","PUBLISHED","2018","AFR","CAF","IHRSPARCAPLEVEL08_C_8_1","0","0.00000","","",""
"IHRSPAR_CAPACITY08","PUBLISHED","2018","AMR","CAN","IHRSPARCAPLEVEL08_C_8_1","100","100.00000","","",""
"IHRSPAR_CAPACITY08","PUBLISHED","2018","EUR","CHE","IHRSPARCAPLEVEL08_C_8_1","Other","","","",""
"IHRSPAR_CAPACITY08","PUBLISHED","2018","AMR","CHL","IHRSPARCAPLEVEL08_C_8_1","60","60.00000","","",""
"IHRSPAR_CAPACITY08","PUBLISHED","2018","WPR","CHN","IHRSPARCAPLEVEL08_C_8_1","80","80.00000","","",""
"IHRSPAR_CAPACITY08","PUBLISHED","2018","AFR","CIV","IHRSPARCAPLEVEL08_C_8_1","20","20.00000","","",""
"IHRSPAR_CAPACITY08","PUBLISHED","2018","AFR","CMR","IHRSPARCAPLEVEL08_C_8_1","40","40.00000","","",""
"IHRSPAR_CAPACITY08","PUBLISHED","2018","AFR","COD","IHRSPARCAPLEVEL08_C_8_1","40","40.00000","","",""
"IHRSPAR_CAPACITY08","PUBLISHED","2018","AFR","COG","IHRSPARCAPLEVEL08_C_8_1","60","60.00000","","",""
"IHRSPAR_CAPACITY08","PUBLISHED","2018","WPR","COK","IHRSPARCAPLEVEL08_C_8_1","40","40.00000","","",""
"IHRSPAR_CAPACITY08","PUBLISHED","2018","AMR","COL","IHRSPARCAPLEVEL08_C_8_1","40","40.00000","","",""
"IHRSPAR_CAPACITY08","PUBLISHED","2018","AFR","COM","IHRSPARCAPLEVEL08_C_8_1","20","20.00000","","",""
"IHRSPAR_CAPACITY08","PUBLISHED","2018","AFR","CPV","IHRSPARCAPLEVEL08_C_8_1","20","20.00000","","",""
"IHRSPAR_CAPACITY08","PUBLISHED","2018","AMR","CRI","IHRSPARCAPLEVEL08_C_8_1","20","20.00000","","",""
"IHRSPAR_CAPACITY08","PUBLISHED","2018","AMR","CUB","IHRSPARCAPLEVEL08_C_8_1","100","100.00000","","",""
"IHRSPAR_CAPACITY08","PUBLISHED","2018","EUR","CYP","IHRSPARCAPLEVEL08_C_8_1","80","80.00000","","",""
"IHRSPAR_CAPACITY08","PUBLISHED","2018","EUR","CZE","IHRSPARCAPLEVEL08_C_8_1","40","40.00000","","",""
"IHRSPAR_CAPACITY08","PUBLISHED","2018","EUR","DEU","IHRSPARCAPLEVEL08_C_8_1","80","80.00000","","",""
"IHRSPAR_CAPACITY08","PUBLISHED","2018","EMR","DJI","IHRSPARCAPLEVEL08_C_8_1","20","20.00000","","",""
"IHRSPAR_CAPACITY08","PUBLISHED","2018","AMR","DMA","IHRSPARCAPLEVEL08_C_8_1","80","80.00000","","",""
"IHRSPAR_CAPACITY08","PUBLISHED","2018","EUR","DNK","IHRSPARCAPLEVEL08_C_8_1","100","100.00000","","",""
"IHRSPAR_CAPACITY08","PUBLISHED","2018","AMR","DOM","IHRSPARCAPLEVEL08_C_8_1","20","20.00000","","",""
"IHRSPAR_CAPACITY08","PUBLISHED","2018","AFR","DZA","IHRSPARCAPLEVEL08_C_8_1","60","60.00000","","",""
"IHRSPAR_CAPACITY08","PUBLISHED","2018","AMR","ECU","IHRSPARCAPLEVEL08_C_8_1","60","60.00000","","",""
"IHRSPAR_CAPACITY08","PUBLISHED","2018","EMR","EGY","IHRSPARCAPLEVEL08_C_8_1","100","100.00000","","",""
"IHRSPAR_CAPACITY08","PUBLISHED","2018","AFR","ERI","IHRSPARCAPLEVEL08_C_8_1","20","20.00000","","",""
"IHRSPAR_CAPACITY08","PUBLISHED","2018","EUR","ESP","IHRSPARCAPLEVEL08_C_8_1","100","100.00000","","",""
"IHRSPAR_CAPACITY08","PUBLISHED","2018","EUR","EST","IHRSPARCAPLEVEL08_C_8_1","60","60.00000","","",""
"IHRSPAR_CAPACITY08","PUBLISHED","2018","AFR","ETH","IHRSPARCAPLEVEL08_C_8_1","80","80.00000","","",""
"IHRSPAR_CAPACITY08","PUBLISHED","2018","EUR","FIN","IHRSPARCAPLEVEL08_C_8_1","80","80.00000","","",""
"IHRSPAR_CAPACITY08","PUBLISHED","2018","WPR","FJI","IHRSPARCAPLEVEL08_C_8_1","60","60.00000","","",""
"IHRSPAR_CAPACITY08","PUBLISHED","2018","EUR","FRA","IHRSPARCAPLEVEL08_C_8_1","100","100.00000","","",""
"IHRSPAR_CAPACITY08","PUBLISHED","2018","WPR","FSM","IHRSPARCAPLEVEL08_C_8_1","Other","","","",""
"IHRSPAR_CAPACITY08","PUBLISHED","2018","AFR","GAB","IHRSPARCAPLEVEL08_C_8_1","40","40.00000","","",""
"IHRSPAR_CAPACITY08","PUBLISHED","2018","EUR","GBR","IHRSPARCAPLEVEL08_C_8_1","100","100.00000","","",""
"IHRSPAR_CAPACITY08","PUBLISHED","2018","EUR","GEO","IHRSPARCAPLEVEL08_C_8_1","80","80.00000","","",""
"IHRSPAR_CAPACITY08","PUBLISHED","2018","AFR","GHA","IHRSPARCAPLEVEL08_C_8_1","40","40.00000","","",""
"IHRSPAR_CAPACITY08","PUBLISHED","2018","AFR","GIN","IHRSPARCAPLEVEL08_C_8_1","40","40.00000","","",""
"IHRSPAR_CAPACITY08","PUBLISHED","2018","AFR","GMB","IHRSPARCAPLEVEL08_C_8_1","40","40.00000","","",""
