"GHO","PUBLISHSTATE","YEAR","REGION","COUNTRY","AGEGROUP","ENVCAUSE","Display Value","Numeric","Low","High","Comments"
"TOTENV_5","PUBLISHED","2012","AMR","ARG","","ENVCAUSE000","13","0.13000","","",""
"TOTENV_5","PUBLISHED","2012","AFR","AGO","","ENVCAUSE000","26","0.26000","","",""
"TOTENV_5","PUBLISHED","2012","AFR","BDI","","ENVCAUSE000","26","0.26000","","",""
"TOTENV_5","PUBLISHED","2012","AFR","BFA","","ENVCAUSE000","26","0.26000","","",""
"TOTENV_5","PUBLISHED","2012","EMR","BHR","","ENVCAUSE000","16","0.16000","","",""
"TOTENV_5","PUBLISHED","2012","AMR","BRB","","ENVCAUSE000","11","0.11000","","",""
"TOTENV_5","PUBLISHED","2012","WPR","BRN","","ENVCAUSE000","12","0.12000","","",""
"TOTENV_5","PUBLISHED","2012","AMR","CHL","","ENVCAUSE000","12","0.12000","","",""
"TOTENV_5","PUBLISHED","2012","AFR","CIV","","ENVCAUSE000","22","0.22000","","",""
"TOTENV_5","PUBLISHED","2012","AMR","CRI","","ENVCAUSE000","15","0.15000","","",""
"TOTENV_5","PUBLISHED","2012","EUR","DNK","","ENVCAUSE000","10","0.10000","","",""
"TOTENV_5","PUBLISHED","2012","EUR","FIN","","ENVCAUSE000","11","0.11000","","",""
"TOTENV_5","PUBLISHED","2012","AFR","MWI","","ENVCAUSE000","22","0.22000","","",""
"TOTENV_5","PUBLISHED","2012","EMR","SDN","","ENVCAUSE000","23","0.23000","","",""
"TOTENV_5","PUBLISHED","2012","EUR","SMR","","ENVCAUSE000","7","0.07000","","",""
"TOTENV_5","PUBLISHED","2012","EMR","SYR","","ENVCAUSE000","13","0.13000","","",""
"TOTENV_5","PUBLISHED","2012","SEAR","TLS","","ENVCAUSE000","23","0.23000","","",""
"TOTENV_5","PUBLISHED","2012","WPR","TON","","ENVCAUSE000","13","0.13000","","",""
"TOTENV_5","PUBLISHED","2012","EUR","UKR","","ENVCAUSE000","20","0.20000","","",""
"TOTENV_5","PUBLISHED","2012","AFR","CMR","","ENVCAUSE000","22","0.22000","","",""
"TOTENV_5","PUBLISHED","2012","AFR","DZA","","ENVCAUSE000","17","0.17000","","",""
"TOTENV_5","PUBLISHED","2012","WPR","KHM","","ENVCAUSE000","25","0.25000","","",""
"TOTENV_5","PUBLISHED","2012","SEAR","MMR","","ENVCAUSE000","25","0.25000","","",""
"TOTENV_5","PUBLISHED","2012","EUR","MNE","","ENVCAUSE000","19","0.19000","","",""
"TOTENV_5","PUBLISHED","2012","SEAR","NPL","","ENVCAUSE000","25","0.25000","","",""
"TOTENV_5","PUBLISHED","2012","WPR","PLW","","ENVCAUSE000","12","0.12000","","",""
"TOTENV_5","PUBLISHED","2012","EMR","SAU","","ENVCAUSE000","20","0.20000","","",""
"TOTENV_5","PUBLISHED","2012","EUR","SRB","","ENVCAUSE000","15","0.15000","","",""
"TOTENV_5","PUBLISHED","2012","AFR","SSD","","ENVCAUSE000","22","0.22000","","",""
"TOTENV_5","PUBLISHED","2012","EUR","SWE","","ENVCAUSE000","10","0.10000","","",""
"TOTENV_5","PUBLISHED","2012","AFR","SWZ","","ENVCAUSE000","17","0.17000","","",""
"TOTENV_5","PUBLISHED","2012","EMR","TUN","","ENVCAUSE000","18","0.18000","","",""
"TOTENV_5","PUBLISHED","2012","EUR","UZB","","ENVCAUSE000","24","0.24000","","",""
"TOTENV_5","PUBLISHED","2012","AFR","BEN","","ENVCAUSE000","25","0.25000","","",""
"TOTENV_5","PUBLISHED","2012","EUR","BIH","","ENVCAUSE000","27","0.27000","","",""
"TOTENV_5","PUBLISHED","2012","AMR","COL","","ENVCAUSE000","17","0.17000","","",""
"TOTENV_5","PUBLISHED","2012","EUR","DEU","","ENVCAUSE000","11","0.11000","","",""
"TOTENV_5","PUBLISHED","2012","WPR","FSM","","ENVCAUSE000","14","0.14000","","",""
"TOTENV_5","PUBLISHED","2012","AMR","GRD","","ENVCAUSE000","14","0.14000","","",""
"TOTENV_5","PUBLISHED","2012","AMR","MEX","","ENVCAUSE000","14","0.14000","","",""
"TOTENV_5","PUBLISHED","2012","EUR","MKD","","ENVCAUSE000","17","0.17000","","",""
"TOTENV_5","PUBLISHED","2012","WPR","MNG","","ENVCAUSE000","27","0.27000","","",""
"TOTENV_5","PUBLISHED","2012","WPR","NIU","","ENVCAUSE000","12","0.12000","","",""
"TOTENV_5","PUBLISHED","2012","AFR","SLE","","ENVCAUSE000","24","0.24000","","",""
"TOTENV_5","PUBLISHED","2012","EUR","SVN","","ENVCAUSE000","13","0.13000","","",""
"TOTENV_5","PUBLISHED","2012","AFR","TGO","","ENVCAUSE000","24","0.24000","","",""
