"GHO","DATASOURCE","PUBLISHSTATE","YEAR","REGION","COUNTRY","SEX","Display Value","Numeric","Low","High","Comments"
"SA_0000001781","SA_0000001781_ALB","PUBLISHED","2011","EUR","ALB","FMLE","44","44.00000","","",""
"SA_0000001781","SA_0000001781_ALB","PUBLISHED","2015","EUR","ALB","FMLE","51","51.00000","","",""
"SA_0000001781","SA_0000001781_ALB","PUBLISHED","2011","EUR","ALB","BTSX","52","52.00000","","",""
"SA_0000001781","SA_0000001781_ALB","PUBLISHED","2015","EUR","ALB","BTSX","60","60.00000","","",""
"SA_0000001781","SA_0000001781_ALB","PUBLISHED","2011","EUR","ALB","MLE","63","63.00000","","",""
"SA_0000001781","SA_0000001781_ALB","PUBLISHED","2015","EUR","ALB","MLE","71","71.00000","","",""
"SA_0000001781","SA_0000001781_ARG","PUBLISHED","2005","AMR","ARG","BTSX","65.2","65.20000","","",""
"SA_0000001781","SA_0000001781_ARG","PUBLISHED","2009","AMR","ARG","BTSX","68.9","68.90000","","",""
"SA_0000001781","SA_0000001781_ARG","PUBLISHED","2001","AMR","ARG","BTSX","72.2","72.20000","","",""
"SA_0000001781","SA_0000001781_ARG","PUBLISHED","2011","AMR","ARG","BTSX","72.4","72.40000","","",""
"SA_0000001781","SA_0000001781_ARG","PUBLISHED","2007","AMR","ARG","BTSX","73.6","73.60000","","",""
"SA_0000001781","SA_0000001781_ARM","PUBLISHED","2007","EUR","ARM","BTSX","66","66.00000","","",""
"SA_0000001781","SA_0000001781_ATG","PUBLISHED","2016","AMR","ATG","BTSX","62.8","62.80000","","",""
"SA_0000001781","SA_0000001781_AUS","PUBLISHED","2011","WPR","AUS","MLE","60.1","60.10000","","",""
"SA_0000001781","SA_0000001781_AUS","PUBLISHED","2011","WPR","AUS","FMLE","60.2","60.20000","","",""
"SA_0000001781","SA_0000001781_AUS","PUBLISHED","2011","WPR","AUS","BTSX","60.2","60.20000","","",""
"SA_0000001781","SA_0000001781_AUS","PUBLISHED","2008","WPR","AUS","MLE","77.1","77.10000","","",""
"SA_0000001781","SA_0000001781_AUS","PUBLISHED","2008","WPR","AUS","BTSX","77.6","77.60000","","",""
"SA_0000001781","SA_0000001781_AUS","PUBLISHED","2008","WPR","AUS","FMLE","78.1","78.10000","","",""
"SA_0000001781","SA_0000001781_AUT","PUBLISHED","2015","EUR","AUT","MLE","86","86.00000","","",""
"SA_0000001781","SA_0000001781_AUT","PUBLISHED","2015","EUR","AUT","BTSX","88","88.00000","","",""
"SA_0000001781","SA_0000001781_AUT","PUBLISHED","2015","EUR","AUT","FMLE","90","90.00000","","",""
"SA_0000001781","SA_0000001781_AUT","PUBLISHED","2003","EUR","AUT","MLE","92","92.00000","","",""
"SA_0000001781","SA_0000001781_AUT","PUBLISHED","2007","EUR","AUT","MLE","92","92.00000","","",""
"SA_0000001781","SA_0000001781_AUT","PUBLISHED","2007","EUR","AUT","BTSX","92","92.00000","","",""
