"GHO","PUBLISHSTATE","YEAR","REGION","COUNTRY","AGEGROUP","RESIDENCEAREATYPE","WEALTHQUINTILE","Display Value","Numeric","Low","High","Comments"
"EQ_WATERPIPED","PUBLISHED","1996","AMR","DOM","","","WQ1","91.8","0.91845","","",""
"EQ_WATERPIPED","PUBLISHED","1998","SEAR","IND","","","WQ1","59.3","0.59263","","",""
"EQ_WATERPIPED","PUBLISHED","1997","EMR","JOR","","","WQ1","89.4","0.89379","","",""
"EQ_WATERPIPED","PUBLISHED","2007","EMR","JOR","","","WQ1","87.5","0.87452","","",""
"EQ_WATERPIPED","PUBLISHED","1997","AFR","MOZ","","","WQ1","34.1","0.34071","","",""
"EQ_WATERPIPED","PUBLISHED","1996","SEAR","NPL","","","WQ1","28.1","0.28097","","",""
"EQ_WATERPIPED","PUBLISHED","2001","SEAR","NPL","","","WQ1","33.7","0.33733","","",""
"EQ_WATERPIPED","PUBLISHED","2006","SEAR","NPL","","","WQ1","22.8","0.22777","","",""
"EQ_WATERPIPED","PUBLISHED","2005","AFR","SEN","","","WQ1","54.9","0.54872","","",""
"EQ_WATERPIPED","PUBLISHED","2008","AFR","SLE","","","WQ1","10.7","0.10653","","",""
"EQ_WATERPIPED","PUBLISHED","2011","AFR","ETH","","","WQ2","88.1","0.88064","","",""
"EQ_WATERPIPED","PUBLISHED","2000","AFR","GAB","","","WQ2","93.1","0.93145","","",""
"EQ_WATERPIPED","PUBLISHED","1993","AFR","GHA","","","WQ2","73.4","0.73381","","",""
"EQ_WATERPIPED","PUBLISHED","2009","AFR","LSO","","","WQ2","77.5","0.77459","","",""
"EQ_WATERPIPED","PUBLISHED","1997","AFR","MDG","","","WQ2","61.7","0.61690","","",""
"EQ_WATERPIPED","PUBLISHED","2004","AFR","MWI","","","WQ2","62.2","0.62180","","",""
"EQ_WATERPIPED","PUBLISHED","2006","EMR","PAK","","","WQ2","58.9","0.58855","","",""
"EQ_WATERPIPED","PUBLISHED","1991","AMR","PER","","","WQ2","79.7","0.79713","","",""
"EQ_WATERPIPED","PUBLISHED","1996","AMR","PER","","","WQ2","74.9","0.74940","","",""
"EQ_WATERPIPED","PUBLISHED","2000","AMR","PER","","","WQ2","77.6","0.77586","","",""
"EQ_WATERPIPED","PUBLISHED","1995","AFR","MLI","","","WQ3","42.8","0.42813","","",""
"EQ_WATERPIPED","PUBLISHED","1996","SEAR","BGD","","","WQ4","26.2","0.26181","","",""
"EQ_WATERPIPED","PUBLISHED","2001","AFR","MLI","","","WQ3","63.8","0.63825","","",""
"EQ_WATERPIPED","PUBLISHED","2006","AFR","MLI","","","WQ3","74.8","0.74809","","",""
"EQ_WATERPIPED","PUBLISHED","2005","EUR","MDA","","","WQ3","87.6","0.87638","","",""
"EQ_WATERPIPED","PUBLISHED","2007","AFR","RWA","","","WQ3","60.9","0.60907","","",""
"EQ_WATERPIPED","PUBLISHED","2010","AFR","RWA","","","WQ3","74.5","0.74464","","",""
"EQ_WATERPIPED","PUBLISHED","1997","AFR","SEN","","","WQ3","94.9","0.94923","","",""
"EQ_WATERPIPED","PUBLISHED","1997","AFR","MOZ","","","WQ4","90.4","0.90415","","",""
"EQ_WATERPIPED","PUBLISHED","2001","SEAR","NPL","","","WQ4","72.1","0.72058","","",""
"EQ_WATERPIPED","PUBLISHED","2006","SEAR","NPL","","","WQ4","52.9","0.52859","","",""
"EQ_WATERPIPED","PUBLISHED","2011","SEAR","NPL","","","WQ4","57.6","0.57619","","",""
"EQ_WATERPIPED","PUBLISHED","2006","EUR","AZE","","","WQ4","89.7","0.89722","","",""
"EQ_WATERPIPED","PUBLISHED","1993","SEAR","BGD","","","WQ4","34.9","0.34858","","",""
"EQ_WATERPIPED","PUBLISHED","1995","AFR","UGA","","","WQ2","38.6","0.38648","","",""
"EQ_WATERPIPED","PUBLISHED","1997","WPR","VNM","","","WQ2","62.1","0.62136","","",""
"EQ_WATERPIPED","PUBLISHED","2002","WPR","VNM","","","WQ2","70.6","0.70609","","",""
"EQ_WATERPIPED","PUBLISHED","1996","AFR","ZMB","","","WQ2","79.5","0.79522","","",""
"EQ_WATERPIPED","PUBLISHED","1994","AFR","CAF","","","WQ3","47.9","0.47882","","",""
"EQ_WATERPIPED","PUBLISHED","1996","AFR","TCD","","","WQ3","20.2","0.20242","","",""
"EQ_WATERPIPED","PUBLISHED","2004","AFR","TCD","","","WQ3","37.7","0.37731","","",""
"EQ_WATERPIPED","PUBLISHED","2008","AFR","GHA","","","WQ3","72.6","0.72598","","",""
"EQ_WATERPIPED","PUBLISHED","2009","AMR","GUY","","","WQ3","30.9","0.30927","","",""
"EQ_WATERPIPED","PUBLISHED","1994","AMR","HTI","","","WQ3","46.5","0.46518","","",""
"EQ_WATERPIPED","PUBLISHED","2000","AMR","HTI","","","WQ3","88.2","0.88231","","",""
"EQ_WATERPIPED","PUBLISHED","2005","AMR","HTI","","","WQ3","60.6","0.60612","","",""
"EQ_WATERPIPED","PUBLISHED","2005","AMR","COL","","","WQ4","95.2","0.95153","","",""
"EQ_WATERPIPED","PUBLISHED","2010","AMR","COL","","","WQ4","95.1","0.95101","","",""
"EQ_WATERPIPED","PUBLISHED","1998","AFR","CIV","","","WQ4","95.6","0.95611","","",""
"EQ_WATERPIPED","PUBLISHED","1996","AMR","DOM","","","WQ4","47.2","0.47168","","",""
"EQ_WATERPIPED","PUBLISHED","1998","SEAR","IND","","","WQ4","82.6","0.82589","","",""
"EQ_WATERPIPED","PUBLISHED","1997","EMR","JOR","","","WQ4","99.1","0.99146","","",""
"EQ_WATERPIPED","PUBLISHED","2002","EMR","JOR","","","WQ4","87.5","0.87493","","",""
"EQ_WATERPIPED","PUBLISHED","1997","AFR","MDG","","","WQ5","95.9","0.95901","","",""
"EQ_WATERPIPED","PUBLISHED","2001","AFR","ZMB","","","WQ5","96.9","0.96868","","",""
"EQ_WATERPIPED","PUBLISHED","1998","AFR","BFA","YEARS0-5","","","65.7","0.65662","","",""
"EQ_WATERPIPED","PUBLISHED","1994","AFR","CAF","YEARS0-5","","","36.3","0.36349","","",""
"EQ_WATERPIPED","PUBLISHED","2004","AFR","TCD","YEARS0-5","","","39.1","0.39144","","",""
"EQ_WATERPIPED","PUBLISHED","2003","AFR","GHA","YEARS0-5","","","68.1","0.68117","","",""
"EQ_WATERPIPED","PUBLISHED","2005","AFR","GIN","YEARS0-5","","","63.9","0.63910","","",""
"EQ_WATERPIPED","PUBLISHED","1994","AMR","HTI","YEARS0-5","","","45.2","0.45199","","",""
"EQ_WATERPIPED","PUBLISHED","2000","AMR","HTI","YEARS0-5","","","80.3","0.80270","","",""
"EQ_WATERPIPED","PUBLISHED","2008","AFR","MDG","YEARS0-5","","","62.3","0.62257","","",""
"EQ_WATERPIPED","PUBLISHED","2009","SEAR","MDV","YEARS0-5","","","60.9","0.60941","","",""
"EQ_WATERPIPED","PUBLISHED","1995","AFR","MLI","YEARS0-5","","","43.6","0.43615","","",""
"EQ_WATERPIPED","PUBLISHED","2001","AFR","MLI","YEARS0-5","","","49.3","0.49311","","",""
"EQ_WATERPIPED","PUBLISHED","2008","WPR","PHL","YEARS0-5","","","38.6","0.38580","","",""
"EQ_WATERPIPED","PUBLISHED","2008","AFR","STP","YEARS0-5","","","95.9","0.95884","","",""
"EQ_WATERPIPED","PUBLISHED","2005","AFR","SEN","YEARS0-5","","","89.4","0.89413","","",""
"EQ_WATERPIPED","PUBLISHED","2008","AFR","SLE","YEARS0-5","","","38.2","0.38232","","",""
"EQ_WATERPIPED","PUBLISHED","1996","SEAR","BGD","YEARS12+","","","64.3","0.64328","","",""
"EQ_WATERPIPED","PUBLISHED","1999","SEAR","BGD","YEARS12+","","","47.3","0.47328","","",""
"EQ_WATERPIPED","PUBLISHED","2004","SEAR","BGD","YEARS12+","","","53.2","0.53159","","",""
"EQ_WATERPIPED","PUBLISHED","2007","SEAR","BGD","YEARS12+","","","52.1","0.52139","","",""
"EQ_WATERPIPED","PUBLISHED","1998","AMR","BOL","YEARS12+","","","97.8","0.97752","","",""
"EQ_WATERPIPED","PUBLISHED","2002","AMR","DOM","YEARS12+","","","15.5","0.15517","","",""
"EQ_WATERPIPED","PUBLISHED","2007","AMR","DOM","YEARS12+","","","10.2","0.10231","","",""
"EQ_WATERPIPED","PUBLISHED","1995","EMR","EGY","YEARS12+","","","98.2","0.98241","","",""
"EQ_WATERPIPED","PUBLISHED","2000","EMR","EGY","YEARS12+","","","99.4","0.99377","","",""
"EQ_WATERPIPED","PUBLISHED","2003","AFR","NGA","","","WQ5","37.4","0.37367","","",""
"EQ_WATERPIPED","PUBLISHED","2008","AFR","NGA","","","WQ5","22.9","0.22900","","",""
"EQ_WATERPIPED","PUBLISHED","2000","AMR","PER","","","WQ5","99.4","0.99430","","",""
"EQ_WATERPIPED","PUBLISHED","2000","AFR","UGA","","","WQ5","87.2","0.87185","","",""
"EQ_WATERPIPED","PUBLISHED","2006","AFR","UGA","","","WQ5","89.3","0.89294","","",""
"EQ_WATERPIPED","PUBLISHED","1996","AFR","ZMB","","","WQ5","98.4","0.98398","","",""
"EQ_WATERPIPED","PUBLISHED","1998","AFR","ZAF","","","WQ4","99.6","0.99593","","",""
"EQ_WATERPIPED","PUBLISHED","2010","AFR","TZA","","","WQ4","65.3","0.65277","","",""
"EQ_WATERPIPED","PUBLISHED","2009","SEAR","TLS","","","WQ4","68.4","0.68442","","",""
"EQ_WATERPIPED","PUBLISHED","1998","AFR","TGO","","","WQ4","83.7","0.83731","","",""
"EQ_WATERPIPED","PUBLISHED","2007","SEAR","BGD","","","WQ5","68.7","0.68682","","",""
"EQ_WATERPIPED","PUBLISHED","1996","AFR","BEN","","","WQ5","90.1","0.90093","","",""
"EQ_WATERPIPED","PUBLISHED","2008","AMR","BOL","","","WQ5","99.4","0.99421","","",""
"EQ_WATERPIPED","PUBLISHED","1996","AMR","BRA","","","WQ5","92.1","0.92092","","",""
"EQ_WATERPIPED","PUBLISHED","2003","EMR","EGY","","","WQ5","99.8","0.99839","","",""
"EQ_WATERPIPED","PUBLISHED","2005","EMR","EGY","","","WQ5","99.2","0.99173","","",""
"EQ_WATERPIPED","PUBLISHED","2000","AFR","GAB","","","WQ5","99.6","0.99621","","",""
"EQ_WATERPIPED","PUBLISHED","1993","AFR","GHA","","","WQ5","95.7","0.95683","","",""
"EQ_WATERPIPED","PUBLISHED","1993","AFR","KEN","","","WQ5","99.4","0.99374","","",""
"EQ_WATERPIPED","PUBLISHED","2007","AFR","LBR","","","WQ5","21.1","0.21090","","",""
"EQ_WATERPIPED","PUBLISHED","1995","EUR","KAZ","YEARS12+","","","97.5","0.97523","","",""
"EQ_WATERPIPED","PUBLISHED","1999","EUR","KAZ","YEARS12+","","","93.8","0.93805","","",""
"EQ_WATERPIPED","PUBLISHED","1993","AFR","KEN","YEARS12+","","","91.7","0.91705","","",""
"EQ_WATERPIPED","PUBLISHED","2004","AFR","LSO","YEARS12+","","","96.7","0.96693","","",""
"EQ_WATERPIPED","PUBLISHED","1998","AFR","NER","YEARS12+","","","73.1","0.73050","","",""
"EQ_WATERPIPED","PUBLISHED","2006","AFR","NER","YEARS12+","","","96.9","0.96908","","",""
"EQ_WATERPIPED","PUBLISHED","2003","AFR","NGA","YEARS12+","","","35.1","0.35079","","",""
"EQ_WATERPIPED","PUBLISHED","1996","AFR","ZMB","","RUR","","7.0","0.07041","","",""
"EQ_WATERPIPED","PUBLISHED","1996","AFR","BEN","","","","32.0","0.31970","","",""
"EQ_WATERPIPED","PUBLISHED","2001","AFR","BEN","","","","44.0","0.43987","","",""
"EQ_WATERPIPED","PUBLISHED","1996","AMR","DOM","","","","52.0","0.51957","","",""
"EQ_WATERPIPED","PUBLISHED","2000","AMR","PER","YEARS12+","","","94.7","0.94740","","",""
"EQ_WATERPIPED","PUBLISHED","2000","AFR","UGA","YEARS12+","","","73.2","0.73238","","",""
"EQ_WATERPIPED","PUBLISHED","2006","AFR","UGA","YEARS12+","","","74.4","0.74365","","",""
"EQ_WATERPIPED","PUBLISHED","2007","EUR","UKR","YEARS12+","","","83.7","0.83702","","",""
"EQ_WATERPIPED","PUBLISHED","1996","EUR","UZB","YEARS12+","","","94.2","0.94236","","",""
"EQ_WATERPIPED","PUBLISHED","2007","AFR","ZMB","YEARS12+","","","82.5","0.82450","","",""
"EQ_WATERPIPED","PUBLISHED","2000","WPR","KHM","YEARS6-11","","","40.1","0.40081","","",""
"EQ_WATERPIPED","PUBLISHED","1991","AFR","CMR","YEARS6-11","","","77.2","0.77169","","",""
"EQ_WATERPIPED","PUBLISHED","1998","AFR","CMR","YEARS6-11","","","77.4","0.77449","","",""
"EQ_WATERPIPED","PUBLISHED","2004","AFR","CMR","YEARS6-11","","","73.7","0.73673","","",""
"EQ_WATERPIPED","PUBLISHED","2008","AFR","GHA","YEARS6-11","","","69.8","0.69839","","",""
"EQ_WATERPIPED","PUBLISHED","1995","AMR","GTM","YEARS6-11","","","73.1","0.73113","","",""
"EQ_WATERPIPED","PUBLISHED","1998","AMR","GTM","YEARS6-11","","","61.5","0.61476","","",""
"EQ_WATERPIPED","PUBLISHED","1999","AFR","GIN","YEARS6-11","","","70.5","0.70507","","",""
"EQ_WATERPIPED","PUBLISHED","2007","AFR","LBR","YEARS6-11","","","20.8","0.20750","","",""
"EQ_WATERPIPED","PUBLISHED","2000","AFR","MWI","YEARS6-11","","","82.6","0.82553","","",""
"EQ_WATERPIPED","PUBLISHED","2004","AFR","MWI","YEARS6-11","","","75.2","0.75229","","",""
"EQ_WATERPIPED","PUBLISHED","2010","AFR","MWI","YEARS6-11","","","75.4","0.75409","","",""
"EQ_WATERPIPED","PUBLISHED","2009","SEAR","MDV","YEARS6-11","","","49.7","0.49672","","",""
"EQ_WATERPIPED","PUBLISHED","1992","AFR","RWA","YEARS6-11","","","75.2","0.75204","","",""
"EQ_WATERPIPED","PUBLISHED","2000","AFR","RWA","YEARS6-11","","","80.9","0.80919","","",""
"EQ_WATERPIPED","PUBLISHED","2005","AFR","RWA","YEARS6-11","","","63.5","0.63546","","",""
"EQ_WATERPIPED","PUBLISHED","2010","AFR","RWA","YEARS6-11","","","69.6","0.69630","","",""
"EQ_WATERPIPED","PUBLISHED","1997","SEAR","IDN","","","","18.0","0.18002","","",""
"EQ_WATERPIPED","PUBLISHED","2001","AFR","MLI","","","WQ2","43.0","0.43045","","",""
"EQ_WATERPIPED","PUBLISHED","1998","AFR","NER","","","WQ2","54.0","0.53964","","",""
"EQ_WATERPIPED","PUBLISHED","2004","AFR","LSO","","","","62.0","0.61991","","",""
"EQ_WATERPIPED","PUBLISHED","2009","AFR","LSO","","","","64.0","0.63954","","",""
"EQ_WATERPIPED","PUBLISHED","1995","EMR","EGY","","","WQ2","97.0","0.96956","","",""
"EQ_WATERPIPED","PUBLISHED","2004","AFR","LSO","","","WQ2","85.0","0.84962","","",""
"EQ_WATERPIPED","PUBLISHED","2010","AFR","TZA","","","WQ2","60.0","0.60003","","",""
"EQ_WATERPIPED","PUBLISHED","2009","AFR","LSO","","","WQ3","86.0","0.86043","","",""
"EQ_WATERPIPED","PUBLISHED","1997","AFR","MOZ","","","WQ3","82.0","0.81963","","",""
"EQ_WATERPIPED","PUBLISHED","2000","EUR","ARM","","","WQ4","100.0","1.00000","","",""
"EQ_WATERPIPED","PUBLISHED","1995","EUR","KAZ","","","WQ4","100.0","1.00000","","",""
"EQ_WATERPIPED","PUBLISHED","2008","EMR","EGY","YEARS12+","","","99.0","0.98962","","",""
"EQ_WATERPIPED","PUBLISHED","1994","AMR","HTI","YEARS12+","","","60.0","0.59979","","",""
"EQ_WATERPIPED","PUBLISHED","2005","AMR","HND","YEARS12+","","","28.0","0.27971","","",""
"EQ_WATERPIPED","PUBLISHED","1992","EMR","MAR","YEARS12+","","","97.0","0.96977","","",""
"EQ_WATERPIPED","PUBLISHED","2000","AFR","RWA","","","WQ1","44.0","0.43990","","",""
"EQ_WATERPIPED","PUBLISHED","1999","SEAR","BGD","","RUR","","0.4","0.00381","","",""
"EQ_WATERPIPED","PUBLISHED","1993","AFR","BFA","","RUR","","4.8","0.04798","","",""
"EQ_WATERPIPED","PUBLISHED","2004","AFR","CMR","","RUR","","12.6","0.12639","","",""
"EQ_WATERPIPED","PUBLISHED","1995","AFR","MLI","","RUR","","2.7","0.02716","","",""
"EQ_WATERPIPED","PUBLISHED","2000","AFR","NAM","","RUR","","40.4","0.40383","","",""
"EQ_WATERPIPED","PUBLISHED","1998","AMR","NIC","","RUR","","31.2","0.31220","","",""
"EQ_WATERPIPED","PUBLISHED","2002","AMR","DOM","","RUR","","31.1","0.31123","","",""
"EQ_WATERPIPED","PUBLISHED","1990","EMR","PAK","","","","33.7","0.33650","","",""
"EQ_WATERPIPED","PUBLISHED","1993","WPR","PHL","","","","37.4","0.37417","","",""
"EQ_WATERPIPED","PUBLISHED","2005","AFR","SEN","","","","65.5","0.65508","","",""
"EQ_WATERPIPED","PUBLISHED","2004","AFR","TZA","","","","35.2","0.35249","","",""
"EQ_WATERPIPED","PUBLISHED","2006","AFR","UGA","","","","15.3","0.15342","","",""
"EQ_WATERPIPED","PUBLISHED","2007","AFR","ZMB","","","","28.6","0.28646","","",""
"EQ_WATERPIPED","PUBLISHED","1999","SEAR","BGD","","URB","","30.7","0.30676","","",""
"EQ_WATERPIPED","PUBLISHED","1994","AMR","BOL","","URB","","86.4","0.86404","","",""
"EQ_WATERPIPED","PUBLISHED","1995","EMR","EGY","","RUR","","69.4","0.69435","","",""
"EQ_WATERPIPED","PUBLISHED","1993","AFR","GHA","","RUR","","12.8","0.12805","","",""
"EQ_WATERPIPED","PUBLISHED","2005","AFR","GIN","","RUR","","3.3","0.03271","","",""
"EQ_WATERPIPED","PUBLISHED","2009","EMR","JOR","","RUR","","66.5","0.66517","","",""
"EQ_WATERPIPED","PUBLISHED","1999","EUR","KAZ","","RUR","","35.4","0.35409","","",""
"EQ_WATERPIPED","PUBLISHED","2010","AFR","MWI","","RUR","","11.9","0.11916","","",""
"EQ_WATERPIPED","PUBLISHED","2004","AMR","PER","","RUR","","55.4","0.55430","","",""
"EQ_WATERPIPED","PUBLISHED","2005","AFR","RWA","","RUR","","22.6","0.22583","","",""
"EQ_WATERPIPED","PUBLISHED","2003","AFR","MDG","","","","25.4","0.25388","","",""
"EQ_WATERPIPED","PUBLISHED","1992","AFR","MWI","","","","25.3","0.25274","","",""
"EQ_WATERPIPED","PUBLISHED","1992","EMR","MAR","","","","54.7","0.54725","","",""
"EQ_WATERPIPED","PUBLISHED","2006","AFR","NAM","","","","75.7","0.75695","","",""
"EQ_WATERPIPED","PUBLISHED","1993","EUR","TUR","","RUR","","58.4","0.58355","","",""
"EQ_WATERPIPED","PUBLISHED","2003","EUR","TUR","","RUR","","77.3","0.77305","","",""
"EQ_WATERPIPED","PUBLISHED","2007","AFR","ZMB","","RUR","","3.3","0.03275","","",""
"EQ_WATERPIPED","PUBLISHED","2000","EUR","ARM","","","","91.8","0.91765","","",""
"EQ_WATERPIPED","PUBLISHED","1994","AMR","BOL","","","","62.7","0.62689","","",""
"EQ_WATERPIPED","PUBLISHED","1998","AFR","BFA","","","","14.1","0.14080","","",""
"EQ_WATERPIPED","PUBLISHED","2007","AFR","COD","","","","25.2","0.25236","","",""
"EQ_WATERPIPED","PUBLISHED","1998","AFR","CIV","","","","50.2","0.50173","","",""
"EQ_WATERPIPED","PUBLISHED","2008","EMR","EGY","","","","94.8","0.94765","","",""
"EQ_WATERPIPED","PUBLISHED","1998","AFR","GHA","","","","39.8","0.39801","","",""
"EQ_WATERPIPED","PUBLISHED","2002","SEAR","IDN","","","","17.1","0.17113","","",""
"EQ_WATERPIPED","PUBLISHED","1997","EMR","JOR","","","","94.5","0.94497","","",""
"EQ_WATERPIPED","PUBLISHED","1992","EMR","MAR","","URB","","94.2","0.94171","","",""
"EQ_WATERPIPED","PUBLISHED","1998","AFR","GHA","","","WQ1","50.9","0.50946","","",""
"EQ_WATERPIPED","PUBLISHED","1998","AMR","NIC","","URB","","90.1","0.90110","","",""
"EQ_WATERPIPED","PUBLISHED","1995","EUR","KAZ","","","WQ1","88.2","0.88179","","",""
"EQ_WATERPIPED","PUBLISHED","2003","AFR","MDG","","","WQ1","9.4","0.09408","","",""
"EQ_WATERPIPED","PUBLISHED","1995","AFR","MLI","","","WQ1","11.8","0.11774","","",""
"EQ_WATERPIPED","PUBLISHED","2000","AFR","NAM","","","WQ1","90.3","0.90328","","",""
"EQ_WATERPIPED","PUBLISHED","1998","AMR","NIC","","","WQ1","61.3","0.61297","","",""
"EQ_WATERPIPED","PUBLISHED","1993","WPR","PHL","","","WQ1","24.2","0.24160","","",""
"EQ_WATERPIPED","PUBLISHED","2004","AFR","TZA","","","WQ1","44.4","0.44413","","",""
"EQ_WATERPIPED","PUBLISHED","2003","EUR","TUR","","","WQ1","84.9","0.84865","","",""
"EQ_WATERPIPED","PUBLISHED","2001","AFR","ZMB","","","WQ1","45.8","0.45774","","",""
"EQ_WATERPIPED","PUBLISHED","2000","EUR","ARM","","","WQ2","97.9","0.97903","","",""
"EQ_WATERPIPED","PUBLISHED","1990","EMR","PAK","","URB","","79.6","0.79571","","",""
"EQ_WATERPIPED","PUBLISHED","2004","AFR","CMR","","URB","","69.3","0.69327","","",""
"EQ_WATERPIPED","PUBLISHED","1999","AMR","DOM","","URB","","38.7","0.38690","","",""
"EQ_WATERPIPED","PUBLISHED","2007","AMR","DOM","","URB","","17.5","0.17505","","",""
"EQ_WATERPIPED","PUBLISHED","1998","AMR","GTM","","URB","","63.9","0.63908","","",""
"EQ_WATERPIPED","PUBLISHED","2005","AMR","HND","","URB","","49.7","0.49726","","",""
"EQ_WATERPIPED","PUBLISHED","1995","EUR","KAZ","","URB","","96.9","0.96886","","",""
"EQ_WATERPIPED","PUBLISHED","1997","EUR","KGZ","","URB","","96.5","0.96524","","",""
"EQ_WATERPIPED","PUBLISHED","2010","AFR","MWI","","URB","","76.2","0.76237","","",""
"EQ_WATERPIPED","PUBLISHED","2005","AFR","SEN","","URB","","91.2","0.91177","","",""
"EQ_WATERPIPED","PUBLISHED","1998","EUR","TUR","","URB","","66.7","0.66730","","",""
"EQ_WATERPIPED","PUBLISHED","1996","EUR","UZB","","URB","","93.2","0.93199","","",""
"EQ_WATERPIPED","PUBLISHED","2008","EUR","ALB","","","WQ1","82.3","0.82337","","",""
"EQ_WATERPIPED","PUBLISHED","1999","SEAR","BGD","","","WQ1","4.4","0.04369","","",""
"EQ_WATERPIPED","PUBLISHED","1993","AFR","BFA","","","WQ1","30.8","0.30761","","",""
"EQ_WATERPIPED","PUBLISHED","2004","AFR","CMR","","","WQ1","34.6","0.34601","","",""
"EQ_WATERPIPED","PUBLISHED","1996","AFR","COM","","","WQ1","80.9","0.80916","","",""
"EQ_WATERPIPED","PUBLISHED","2007","AFR","COD","","","WQ1","10.6","0.10571","","",""
"EQ_WATERPIPED","PUBLISHED","2007","AMR","DOM","","","WQ1","40.3","0.40333","","",""
"EQ_WATERPIPED","PUBLISHED","2000","AFR","GAB","","","WQ1","63.9","0.63877","","",""
"EQ_WATERPIPED","PUBLISHED","2002","SEAR","IDN","","","WQ1","14.8","0.14820","","",""
"EQ_WATERPIPED","PUBLISHED","2005","AFR","GIN","","","WQ3","80.4","0.80397","","",""
"EQ_WATERPIPED","PUBLISHED","1992","SEAR","IND","","","WQ3","72.9","0.72861","","",""
"EQ_WATERPIPED","PUBLISHED","1999","EUR","KAZ","","","WQ3","99.8","0.99802","","",""
"EQ_WATERPIPED","PUBLISHED","2010","AFR","MWI","","","WQ3","80.8","0.80787","","",""
"EQ_WATERPIPED","PUBLISHED","1992","EMR","MAR","","","WQ3","97.8","0.97806","","",""
"EQ_WATERPIPED","PUBLISHED","1998","AMR","NIC","","","WQ3","95.2","0.95213","","",""
"EQ_WATERPIPED","PUBLISHED","1990","EMR","PAK","","","WQ3","87.2","0.87225","","",""
"EQ_WATERPIPED","PUBLISHED","2005","AFR","RWA","","","WQ3","53.6","0.53578","","",""
"EQ_WATERPIPED","PUBLISHED","2008","AFR","SLE","","","WQ3","44.7","0.44720","","",""
"EQ_WATERPIPED","PUBLISHED","1993","EUR","TUR","","","WQ3","86.2","0.86192","","",""
"EQ_WATERPIPED","PUBLISHED","1996","EUR","UZB","","","WQ3","98.9","0.98878","","",""
"EQ_WATERPIPED","PUBLISHED","1994","AMR","BOL","","","WQ2","81.7","0.81654","","",""
"EQ_WATERPIPED","PUBLISHED","1998","AFR","BFA","","","WQ2","72.9","0.72947","","",""
"EQ_WATERPIPED","PUBLISHED","2000","AMR","COL","","","WQ2","97.2","0.97159","","",""
"EQ_WATERPIPED","PUBLISHED","1994","AFR","CIV","","","WQ2","64.4","0.64358","","",""
"EQ_WATERPIPED","PUBLISHED","2005","EMR","EGY","","","WQ2","99.4","0.99437","","",""
"EQ_WATERPIPED","PUBLISHED","2000","AFR","ETH","","","WQ2","83.9","0.83946","","",""
"EQ_WATERPIPED","PUBLISHED","2005","AMR","HTI","","","WQ2","58.1","0.58052","","",""
"EQ_WATERPIPED","PUBLISHED","2002","SEAR","IDN","","","WQ2","22.9","0.22893","","",""
"EQ_WATERPIPED","PUBLISHED","2008","AFR","KEN","","","WQ2","63.2","0.63167","","",""
"EQ_WATERPIPED","PUBLISHED","2003","AFR","MDG","","","WQ2","62.9","0.62927","","",""
"EQ_WATERPIPED","PUBLISHED","2005","EUR","MDA","","","WQ2","62.9","0.62874","","",""
"EQ_WATERPIPED","PUBLISHED","2003","EMR","MAR","","","WQ2","96.6","0.96601","","",""
"EQ_WATERPIPED","PUBLISHED","2008","AFR","NGA","","","WQ2","19.8","0.19838","","",""
"EQ_WATERPIPED","PUBLISHED","1993","WPR","PHL","","","WQ2","43.8","0.43795","","",""
"EQ_WATERPIPED","PUBLISHED","2005","AFR","SEN","","","WQ2","84.6","0.84635","","",""
"EQ_WATERPIPED","PUBLISHED","2004","AFR","TZA","","","WQ2","63.7","0.63707","","",""
"EQ_WATERPIPED","PUBLISHED","2007","EUR","UKR","","","WQ2","81.1","0.81117","","",""
"EQ_WATERPIPED","PUBLISHED","2007","AFR","ZMB","","","WQ2","57.9","0.57948","","",""
"EQ_WATERPIPED","PUBLISHED","2004","SEAR","BGD","","","WQ3","25.7","0.25672","","",""
"EQ_WATERPIPED","PUBLISHED","1998","AMR","BOL","","","WQ3","95.6","0.95572","","",""
"EQ_WATERPIPED","PUBLISHED","2010","AMR","COL","","","WQ3","94.2","0.94190","","",""
"EQ_WATERPIPED","PUBLISHED","2007","AMR","DOM","","","WQ3","17.8","0.17801","","",""
"EQ_WATERPIPED","PUBLISHED","2000","AFR","ETH","","","WQ3","95.3","0.95332","","",""
"EQ_WATERPIPED","PUBLISHED","2002","WPR","VNM","","","WQ3","84.4","0.84388","","",""
"EQ_WATERPIPED","PUBLISHED","2004","SEAR","BGD","","","WQ4","37.8","0.37816","","",""
"EQ_WATERPIPED","PUBLISHED","1996","AFR","BEN","","","WQ4","78.3","0.78326","","",""
"EQ_WATERPIPED","PUBLISHED","1994","AFR","CAF","","","WQ4","67.7","0.67729","","",""
"EQ_WATERPIPED","PUBLISHED","2004","AFR","TCD","","","WQ4","46.8","0.46775","","",""
"EQ_WATERPIPED","PUBLISHED","2007","AMR","DOM","","","WQ4","9.5","0.09477","","",""
"EQ_WATERPIPED","PUBLISHED","2000","EMR","EGY","","","WQ4","99.9","0.99894","","",""
"EQ_WATERPIPED","PUBLISHED","2011","AFR","ETH","","","WQ4","97.7","0.97744","","",""
"EQ_WATERPIPED","PUBLISHED","2009","AMR","GUY","","","WQ4","21.3","0.21263","","",""
"EQ_WATERPIPED","PUBLISHED","2000","AMR","HTI","","","WQ4","85.6","0.85614","","",""
