"GHO","PUBLISHSTATE","YEAR","REGION","COUNTRY","GROUP","Display Value","Numeric","Low","High","Comments"
"RSUD_87","PUBLISHED","2008","AFR","LBR","NARCOTICS_ANONYMOUS","no","","","",""
"RSUD_87","PUBLISHED","2008","AFR","LBR","AL_ANON_ALATEEN","no","","","",""
"RSUD_87","PUBLISHED","2008","AFR","LBR","COCAINE_ANONYMOUS","no","","","",""
"RSUD_87","PUBLISHED","2008","AFR","LBR","ALCOHOLICS_ANONYMOUS","no","","","",""
"RSUD_87","PUBLISHED","2008","EUR","LTU","COCAINE_ANONYMOUS","no","","","",""
"RSUD_87","PUBLISHED","2008","EUR","LTU","ALCOHOLICS_ANONYMOUS","yes","","","",""
"RSUD_87","PUBLISHED","2008","EUR","LTU","AL_ANON_ALATEEN","yes","","","",""
"RSUD_87","PUBLISHED","2008","EUR","LTU","NARCOTICS_ANONYMOUS","yes","","","",""
"RSUD_87","PUBLISHED","2008","EUR","LUX","COCAINE_ANONYMOUS","no","","","",""
"RSUD_87","PUBLISHED","2008","EUR","LUX","NARCOTICS_ANONYMOUS","yes","","","",""
"RSUD_87","PUBLISHED","2008","EUR","LUX","ALCOHOLICS_ANONYMOUS","yes","","","",""
"RSUD_87","PUBLISHED","2008","AFR","MDG","NARCOTICS_ANONYMOUS","no","","","",""
"RSUD_87","PUBLISHED","2008","AFR","MDG","AL_ANON_ALATEEN","no","","","",""
"RSUD_87","PUBLISHED","2008","AFR","MDG","ALCOHOLICS_ANONYMOUS","no","","","",""
"RSUD_87","PUBLISHED","2008","AFR","MDG","COCAINE_ANONYMOUS","no","","","",""
"RSUD_87","PUBLISHED","2008","AFR","MWI","NARCOTICS_ANONYMOUS","no","","","",""
"RSUD_87","PUBLISHED","2008","AFR","MWI","COCAINE_ANONYMOUS","no","","","",""
"RSUD_87","PUBLISHED","2008","AFR","MWI","ALCOHOLICS_ANONYMOUS","yes","","","",""
"RSUD_87","PUBLISHED","2008","AFR","MWI","AL_ANON_ALATEEN","no","","","",""
"RSUD_87","PUBLISHED","2008","WPR","MYS","AL_ANON_ALATEEN","no","","","",""
"RSUD_87","PUBLISHED","2008","WPR","MYS","ALCOHOLICS_ANONYMOUS","yes","","","",""
"RSUD_87","PUBLISHED","2008","WPR","MYS","COCAINE_ANONYMOUS","no","","","",""
"RSUD_87","PUBLISHED","2008","WPR","MYS","NARCOTICS_ANONYMOUS","no","","","",""
"RSUD_87","PUBLISHED","2008","SEAR","MDV","NARCOTICS_ANONYMOUS","yes","","","",""
"RSUD_87","PUBLISHED","2008","SEAR","MDV","COCAINE_ANONYMOUS","no","","","",""
"RSUD_87","PUBLISHED","2008","SEAR","MDV","ALCOHOLICS_ANONYMOUS","no","","","",""
"RSUD_87","PUBLISHED","2008","SEAR","MDV","AL_ANON_ALATEEN","no","","","",""
"RSUD_87","PUBLISHED","2008","AFR","MLI","AL_ANON_ALATEEN","no","","","",""
"RSUD_87","PUBLISHED","2008","AFR","MLI","NARCOTICS_ANONYMOUS","no","","","",""
"RSUD_87","PUBLISHED","2008","AFR","MLI","COCAINE_ANONYMOUS","no","","","",""
"RSUD_87","PUBLISHED","2008","AFR","MLI","ALCOHOLICS_ANONYMOUS","yes","","","",""
"RSUD_87","PUBLISHED","2008","EUR","MLT","COCAINE_ANONYMOUS","no","","","",""
"RSUD_87","PUBLISHED","2008","EUR","MLT","AL_ANON_ALATEEN","yes","","","",""
"RSUD_87","PUBLISHED","2008","EUR","MLT","ALCOHOLICS_ANONYMOUS","yes","","","",""
"RSUD_87","PUBLISHED","2008","EUR","MLT","NARCOTICS_ANONYMOUS","yes","","","",""
"RSUD_87","PUBLISHED","2008","AFR","MRT","AL_ANON_ALATEEN","no","","","",""
"RSUD_87","PUBLISHED","2008","AFR","MRT","COCAINE_ANONYMOUS","no","","","",""
"RSUD_87","PUBLISHED","2008","AFR","MRT","ALCOHOLICS_ANONYMOUS","no","","","",""
"RSUD_87","PUBLISHED","2008","AFR","MRT","NARCOTICS_ANONYMOUS","no","","","",""
"RSUD_87","PUBLISHED","2008","AFR","MUS","ALCOHOLICS_ANONYMOUS","yes","","","",""
"RSUD_87","PUBLISHED","2008","AFR","MUS","COCAINE_ANONYMOUS","no","","","",""
"RSUD_87","PUBLISHED","2008","AFR","MUS","AL_ANON_ALATEEN","no","","","",""
"RSUD_87","PUBLISHED","2008","AFR","MUS","NARCOTICS_ANONYMOUS","yes","","","",""
"RSUD_87","PUBLISHED","2008","AMR","MEX","AL_ANON_ALATEEN","yes","","","",""
"RSUD_87","PUBLISHED","2008","AMR","MEX","NARCOTICS_ANONYMOUS","yes","","","",""
"RSUD_87","PUBLISHED","2008","AMR","MEX","COCAINE_ANONYMOUS","yes","","","",""
"RSUD_87","PUBLISHED","2008","AMR","MEX","ALCOHOLICS_ANONYMOUS","yes","","","",""
"RSUD_87","PUBLISHED","2008","WPR","MNG","AL_ANON_ALATEEN","yes","","","",""
"RSUD_87","PUBLISHED","2008","WPR","MNG","ALCOHOLICS_ANONYMOUS","yes","","","",""
"RSUD_87","PUBLISHED","2008","WPR","MNG","NARCOTICS_ANONYMOUS","no","","","",""
"RSUD_87","PUBLISHED","2008","WPR","MNG","COCAINE_ANONYMOUS","no","","","",""
"RSUD_87","PUBLISHED","2008","EMR","MAR","ALCOHOLICS_ANONYMOUS","no","","","",""
"RSUD_87","PUBLISHED","2008","EMR","MAR","NARCOTICS_ANONYMOUS","no","","","",""
"RSUD_87","PUBLISHED","2008","EMR","MAR","COCAINE_ANONYMOUS","no","","","",""
"RSUD_87","PUBLISHED","2008","EMR","MAR","AL_ANON_ALATEEN","no","","","",""
"RSUD_87","PUBLISHED","2008","AFR","MOZ","AL_ANON_ALATEEN","no","","","",""
"RSUD_87","PUBLISHED","2008","AFR","MOZ","ALCOHOLICS_ANONYMOUS","yes","","","",""
"RSUD_87","PUBLISHED","2008","AFR","MOZ","COCAINE_ANONYMOUS","no","","","",""
"RSUD_87","PUBLISHED","2008","AFR","MOZ","NARCOTICS_ANONYMOUS","no","","","",""
"RSUD_87","PUBLISHED","2008","SEAR","MMR","AL_ANON_ALATEEN","no","","","",""
"RSUD_87","PUBLISHED","2008","SEAR","MMR","COCAINE_ANONYMOUS","no","","","",""
"RSUD_87","PUBLISHED","2008","SEAR","MMR","NARCOTICS_ANONYMOUS","yes","","","",""
"RSUD_87","PUBLISHED","2008","SEAR","MMR","ALCOHOLICS_ANONYMOUS","no","","","",""
"RSUD_87","PUBLISHED","2008","AFR","NAM","AL_ANON_ALATEEN","yes","","","",""
"RSUD_87","PUBLISHED","2008","AFR","NAM","NARCOTICS_ANONYMOUS","yes","","","",""
"RSUD_87","PUBLISHED","2008","AFR","NAM","COCAINE_ANONYMOUS","no","","","",""
"RSUD_87","PUBLISHED","2008","AFR","NAM","ALCOHOLICS_ANONYMOUS","yes","","","",""
"RSUD_87","PUBLISHED","2008","SEAR","NPL","AL_ANON_ALATEEN","no","","","",""
"RSUD_87","PUBLISHED","2008","SEAR","NPL","COCAINE_ANONYMOUS","no","","","",""
"RSUD_87","PUBLISHED","2008","SEAR","NPL","ALCOHOLICS_ANONYMOUS","yes","","","",""
"RSUD_87","PUBLISHED","2008","SEAR","NPL","NARCOTICS_ANONYMOUS","yes","","","",""
"RSUD_87","PUBLISHED","2008","EUR","NLD","NARCOTICS_ANONYMOUS","yes","","","",""
"RSUD_87","PUBLISHED","2008","EUR","NLD","ALCOHOLICS_ANONYMOUS","yes","","","",""
"RSUD_87","PUBLISHED","2008","EUR","NLD","AL_ANON_ALATEEN","yes","","","",""
"RSUD_87","PUBLISHED","2008","EUR","NLD","COCAINE_ANONYMOUS","yes","","","",""
"RSUD_87","PUBLISHED","2008","WPR","NZL","AL_ANON_ALATEEN","yes","","","",""
"RSUD_87","PUBLISHED","2008","WPR","NZL","ALCOHOLICS_ANONYMOUS","yes","","","",""
"RSUD_87","PUBLISHED","2008","WPR","NZL","COCAINE_ANONYMOUS","no","","","",""
"RSUD_87","PUBLISHED","2008","WPR","NZL","NARCOTICS_ANONYMOUS","yes","","","",""
"RSUD_87","PUBLISHED","2008","AMR","NIC","ALCOHOLICS_ANONYMOUS","yes","","","",""
"RSUD_87","PUBLISHED","2008","AMR","NIC","NARCOTICS_ANONYMOUS","yes","","","",""
"RSUD_87","PUBLISHED","2008","AMR","NIC","COCAINE_ANONYMOUS","no","","","",""
"RSUD_87","PUBLISHED","2008","AMR","NIC","AL_ANON_ALATEEN","yes","","","",""
"RSUD_87","PUBLISHED","2008","AFR","NER","NARCOTICS_ANONYMOUS","no","","","",""
"RSUD_87","PUBLISHED","2008","AFR","NER","COCAINE_ANONYMOUS","no","","","",""
"RSUD_87","PUBLISHED","2008","AFR","NER","AL_ANON_ALATEEN","no","","","",""
"RSUD_87","PUBLISHED","2008","AFR","NER","ALCOHOLICS_ANONYMOUS","no","","","",""
"RSUD_87","PUBLISHED","2008","AFR","NGA","NARCOTICS_ANONYMOUS","yes","","","",""
"RSUD_87","PUBLISHED","2008","AFR","NGA","COCAINE_ANONYMOUS","yes","","","",""
"RSUD_87","PUBLISHED","2008","AFR","NGA","AL_ANON_ALATEEN","no","","","",""
"RSUD_87","PUBLISHED","2008","AFR","NGA","ALCOHOLICS_ANONYMOUS","yes","","","",""
"RSUD_87","PUBLISHED","2008","EUR","NOR","ALCOHOLICS_ANONYMOUS","yes","","","",""
"RSUD_87","PUBLISHED","2008","EUR","NOR","NARCOTICS_ANONYMOUS","yes","","","",""
"RSUD_87","PUBLISHED","2008","EUR","NOR","AL_ANON_ALATEEN","yes","","","",""
"RSUD_87","PUBLISHED","2008","EUR","NOR","COCAINE_ANONYMOUS","no","","","",""
"RSUD_87","PUBLISHED","2008","EMR","OMN","AL_ANON_ALATEEN","yes","","","",""
"RSUD_87","PUBLISHED","2008","EMR","OMN","COCAINE_ANONYMOUS","no","","","",""
"RSUD_87","PUBLISHED","2008","EMR","OMN","ALCOHOLICS_ANONYMOUS","yes","","","",""
"RSUD_87","PUBLISHED","2008","EMR","OMN","NARCOTICS_ANONYMOUS","yes","","","",""
"RSUD_87","PUBLISHED","2008","EMR","PAK","NARCOTICS_ANONYMOUS","yes","","","",""
"RSUD_87","PUBLISHED","2008","EMR","PAK","AL_ANON_ALATEEN","yes","","","",""
"RSUD_87","PUBLISHED","2008","EMR","PAK","ALCOHOLICS_ANONYMOUS","yes","","","",""
"RSUD_87","PUBLISHED","2008","EMR","PAK","COCAINE_ANONYMOUS","no","","","",""
"RSUD_87","PUBLISHED","2008","WPR","PLW","AL_ANON_ALATEEN","no","","","",""
"RSUD_87","PUBLISHED","2008","WPR","PLW","ALCOHOLICS_ANONYMOUS","yes","","","",""
"RSUD_87","PUBLISHED","2008","WPR","PLW","COCAINE_ANONYMOUS","no","","","",""
"RSUD_87","PUBLISHED","2008","WPR","PLW","NARCOTICS_ANONYMOUS","no","","","",""
"RSUD_87","PUBLISHED","2008","AMR","PAN","NARCOTICS_ANONYMOUS","yes","","","",""
"RSUD_87","PUBLISHED","2008","AMR","PAN","AL_ANON_ALATEEN","yes","","","",""
"RSUD_87","PUBLISHED","2008","AMR","PAN","ALCOHOLICS_ANONYMOUS","yes","","","",""
"RSUD_87","PUBLISHED","2008","WPR","PNG","AL_ANON_ALATEEN","no","","","",""
"RSUD_87","PUBLISHED","2008","WPR","PNG","NARCOTICS_ANONYMOUS","no","","","",""
"RSUD_87","PUBLISHED","2008","WPR","PNG","ALCOHOLICS_ANONYMOUS","yes","","","",""
"RSUD_87","PUBLISHED","2008","WPR","PNG","COCAINE_ANONYMOUS","no","","","",""
"RSUD_87","PUBLISHED","2008","AMR","PRY","AL_ANON_ALATEEN","yes","","","",""
"RSUD_87","PUBLISHED","2008","AMR","PRY","ALCOHOLICS_ANONYMOUS","yes","","","",""
"RSUD_87","PUBLISHED","2008","AMR","PRY","NARCOTICS_ANONYMOUS","yes","","","",""
"RSUD_87","PUBLISHED","2008","AMR","PER","ALCOHOLICS_ANONYMOUS","yes","","","",""
"RSUD_87","PUBLISHED","2008","AMR","PER","NARCOTICS_ANONYMOUS","yes","","","",""
"RSUD_87","PUBLISHED","2008","AMR","PER","AL_ANON_ALATEEN","yes","","","",""
"RSUD_87","PUBLISHED","2008","WPR","PHL","NARCOTICS_ANONYMOUS","yes","","","",""
"RSUD_87","PUBLISHED","2008","WPR","PHL","AL_ANON_ALATEEN","yes","","","",""
"RSUD_87","PUBLISHED","2008","WPR","PHL","ALCOHOLICS_ANONYMOUS","yes","","","",""
"RSUD_87","PUBLISHED","2008","EUR","POL","COCAINE_ANONYMOUS","no","","","",""
"RSUD_87","PUBLISHED","2008","EUR","POL","ALCOHOLICS_ANONYMOUS","yes","","","",""
"RSUD_87","PUBLISHED","2008","EUR","POL","NARCOTICS_ANONYMOUS","yes","","","",""
"RSUD_87","PUBLISHED","2008","EUR","POL","AL_ANON_ALATEEN","yes","","","",""
"RSUD_87","PUBLISHED","2008","WPR","KOR","ALCOHOLICS_ANONYMOUS","yes","","","",""
"RSUD_87","PUBLISHED","2008","WPR","KOR","AL_ANON_ALATEEN","yes","","","",""
"RSUD_87","PUBLISHED","2008","EUR","MDA","ALCOHOLICS_ANONYMOUS","yes","","","",""
"RSUD_87","PUBLISHED","2008","EUR","MDA","NARCOTICS_ANONYMOUS","yes","","","",""
"RSUD_87","PUBLISHED","2008","EUR","MDA","AL_ANON_ALATEEN","yes","","","",""
"RSUD_87","PUBLISHED","2008","EUR","RUS","NARCOTICS_ANONYMOUS","yes","","","",""
"RSUD_87","PUBLISHED","2008","EUR","RUS","COCAINE_ANONYMOUS","no","","","",""
"RSUD_87","PUBLISHED","2008","EUR","RUS","AL_ANON_ALATEEN","yes","","","",""
"RSUD_87","PUBLISHED","2008","EUR","RUS","ALCOHOLICS_ANONYMOUS","yes","","","",""
"RSUD_87","PUBLISHED","2008","AFR","RWA","ALCOHOLICS_ANONYMOUS","yes","","","",""
"RSUD_87","PUBLISHED","2008","AMR","LCA","ALCOHOLICS_ANONYMOUS","yes","","","",""
"RSUD_87","PUBLISHED","2008","AMR","LCA","NARCOTICS_ANONYMOUS","yes","","","",""
"RSUD_87","PUBLISHED","2008","AMR","LCA","COCAINE_ANONYMOUS","yes","","","",""
"RSUD_87","PUBLISHED","2008","EUR","SMR","NARCOTICS_ANONYMOUS","no","","","",""
"RSUD_87","PUBLISHED","2008","EUR","SMR","COCAINE_ANONYMOUS","no","","","",""
"RSUD_87","PUBLISHED","2008","EUR","SMR","AL_ANON_ALATEEN","no","","","",""
"RSUD_87","PUBLISHED","2008","EUR","SMR","ALCOHOLICS_ANONYMOUS","no","","","",""
"RSUD_87","PUBLISHED","2008","AFR","STP","COCAINE_ANONYMOUS","no","","","",""
"RSUD_87","PUBLISHED","2008","AFR","STP","ALCOHOLICS_ANONYMOUS","no","","","",""
"RSUD_87","PUBLISHED","2008","AFR","STP","NARCOTICS_ANONYMOUS","no","","","",""
"RSUD_87","PUBLISHED","2008","AFR","STP","AL_ANON_ALATEEN","no","","","",""
"RSUD_87","PUBLISHED","2008","EMR","SAU","COCAINE_ANONYMOUS","no","","","",""
"RSUD_87","PUBLISHED","2008","EMR","SAU","AL_ANON_ALATEEN","no","","","",""
"RSUD_87","PUBLISHED","2008","EMR","SAU","NARCOTICS_ANONYMOUS","no","","","",""
"RSUD_87","PUBLISHED","2008","EMR","SAU","ALCOHOLICS_ANONYMOUS","no","","","",""
"RSUD_87","PUBLISHED","2008","AFR","SEN","NARCOTICS_ANONYMOUS","no","","","",""
"RSUD_87","PUBLISHED","2008","AFR","SEN","AL_ANON_ALATEEN","no","","","",""
"RSUD_87","PUBLISHED","2008","AFR","SEN","ALCOHOLICS_ANONYMOUS","no","","","",""
"RSUD_87","PUBLISHED","2008","AFR","SEN","COCAINE_ANONYMOUS","no","","","",""
"RSUD_87","PUBLISHED","2008","EUR","SRB","AL_ANON_ALATEEN","no","","","",""
"RSUD_87","PUBLISHED","2008","EUR","SRB","ALCOHOLICS_ANONYMOUS","yes","","","",""
"RSUD_87","PUBLISHED","2008","EUR","SRB","COCAINE_ANONYMOUS","no","","","",""
"RSUD_87","PUBLISHED","2008","EUR","SRB","NARCOTICS_ANONYMOUS","yes","","","",""
"RSUD_87","PUBLISHED","2008","AFR","SYC","AL_ANON_ALATEEN","no","","","",""
"RSUD_87","PUBLISHED","2008","AFR","SYC","COCAINE_ANONYMOUS","no","","","",""
"RSUD_87","PUBLISHED","2008","AFR","SYC","ALCOHOLICS_ANONYMOUS","yes","","","",""
"RSUD_87","PUBLISHED","2008","AFR","SYC","NARCOTICS_ANONYMOUS","no","","","",""
"RSUD_87","PUBLISHED","2008","AFR","SLE","AL_ANON_ALATEEN","no","","","",""
"RSUD_87","PUBLISHED","2008","AFR","SLE","COCAINE_ANONYMOUS","no","","","",""
"RSUD_87","PUBLISHED","2008","AFR","SLE","NARCOTICS_ANONYMOUS","no","","","",""
"RSUD_87","PUBLISHED","2008","AFR","SLE","ALCOHOLICS_ANONYMOUS","no","","","",""
"RSUD_87","PUBLISHED","2008","WPR","SGP","AL_ANON_ALATEEN","yes","","","",""
"RSUD_87","PUBLISHED","2008","WPR","SGP","COCAINE_ANONYMOUS","no","","","",""
"RSUD_87","PUBLISHED","2008","WPR","SGP","NARCOTICS_ANONYMOUS","yes","","","",""
"RSUD_87","PUBLISHED","2008","WPR","SGP","ALCOHOLICS_ANONYMOUS","yes","","","",""
"RSUD_87","PUBLISHED","2008","EUR","SVK","AL_ANON_ALATEEN","no","","","",""
"RSUD_87","PUBLISHED","2008","EUR","SVK","ALCOHOLICS_ANONYMOUS","yes","","","",""
"RSUD_87","PUBLISHED","2008","EUR","SVK","NARCOTICS_ANONYMOUS","yes","","","",""
"RSUD_87","PUBLISHED","2008","EUR","SVK","COCAINE_ANONYMOUS","no","","","",""
"RSUD_87","PUBLISHED","2008","EUR","SVN","AL_ANON_ALATEEN","yes","","","",""
"RSUD_87","PUBLISHED","2008","EUR","SVN","COCAINE_ANONYMOUS","no","","","",""
"RSUD_87","PUBLISHED","2008","EUR","SVN","NARCOTICS_ANONYMOUS","yes","","","",""
"RSUD_87","PUBLISHED","2008","EUR","SVN","ALCOHOLICS_ANONYMOUS","yes","","","",""
"RSUD_87","PUBLISHED","2008","AFR","ZAF","AL_ANON_ALATEEN","yes","","","",""
"RSUD_87","PUBLISHED","2008","AFR","ZAF","COCAINE_ANONYMOUS","yes","","","",""
"RSUD_87","PUBLISHED","2008","AFR","ZAF","ALCOHOLICS_ANONYMOUS","yes","","","",""
"RSUD_87","PUBLISHED","2008","AFR","ZAF","NARCOTICS_ANONYMOUS","yes","","","",""
"RSUD_87","PUBLISHED","2008","EUR","ESP","ALCOHOLICS_ANONYMOUS","yes","","","",""
"RSUD_87","PUBLISHED","2008","EUR","ESP","NARCOTICS_ANONYMOUS","no","","","",""
"RSUD_87","PUBLISHED","2008","EUR","ESP","AL_ANON_ALATEEN","no","","","",""
"RSUD_87","PUBLISHED","2008","EUR","ESP","COCAINE_ANONYMOUS","no","","","",""
"RSUD_87","PUBLISHED","2008","SEAR","LKA","COCAINE_ANONYMOUS","no","","","",""
"RSUD_87","PUBLISHED","2008","SEAR","LKA","AL_ANON_ALATEEN","yes","","","",""
"RSUD_87","PUBLISHED","2008","SEAR","LKA","NARCOTICS_ANONYMOUS","no","","","",""
"RSUD_87","PUBLISHED","2008","SEAR","LKA","ALCOHOLICS_ANONYMOUS","yes","","","",""
"RSUD_87","PUBLISHED","2008","EMR","SDN","AL_ANON_ALATEEN","no","","","",""
"RSUD_87","PUBLISHED","2008","EMR","SDN","ALCOHOLICS_ANONYMOUS","yes","","","",""
"RSUD_87","PUBLISHED","2008","EMR","SDN","COCAINE_ANONYMOUS","no","","","",""
"RSUD_87","PUBLISHED","2008","EMR","SDN","NARCOTICS_ANONYMOUS","no","","","",""
"RSUD_87","PUBLISHED","2008","AMR","SUR","COCAINE_ANONYMOUS","yes","","","",""
"RSUD_87","PUBLISHED","2008","AMR","SUR","NARCOTICS_ANONYMOUS","yes","","","",""
"RSUD_87","PUBLISHED","2008","AMR","SUR","ALCOHOLICS_ANONYMOUS","yes","","","",""
"RSUD_87","PUBLISHED","2008","AMR","SUR","AL_ANON_ALATEEN","no","","","",""
"RSUD_87","PUBLISHED","2008","AFR","SWZ","NARCOTICS_ANONYMOUS","no","","","",""
"RSUD_87","PUBLISHED","2008","AFR","SWZ","ALCOHOLICS_ANONYMOUS","yes","","","",""
"RSUD_87","PUBLISHED","2008","AFR","SWZ","AL_ANON_ALATEEN","no","","","",""
"RSUD_87","PUBLISHED","2008","AFR","SWZ","COCAINE_ANONYMOUS","no","","","",""
"RSUD_87","PUBLISHED","2008","EUR","SWE","AL_ANON_ALATEEN","yes","","","",""
"RSUD_87","PUBLISHED","2008","EUR","SWE","ALCOHOLICS_ANONYMOUS","yes","","","",""
"RSUD_87","PUBLISHED","2008","EUR","SWE","COCAINE_ANONYMOUS","no","","","",""
"RSUD_87","PUBLISHED","2008","EUR","SWE","NARCOTICS_ANONYMOUS","yes","","","",""
"RSUD_87","PUBLISHED","2008","EUR","CHE","NARCOTICS_ANONYMOUS","yes","","","",""
"RSUD_87","PUBLISHED","2008","EUR","CHE","COCAINE_ANONYMOUS","no","","","",""
"RSUD_87","PUBLISHED","2008","EUR","CHE","ALCOHOLICS_ANONYMOUS","yes","","","",""
"RSUD_87","PUBLISHED","2008","EUR","CHE","AL_ANON_ALATEEN","yes","","","",""
"RSUD_87","PUBLISHED","2008","EMR","SYR","NARCOTICS_ANONYMOUS","no","","","",""
"RSUD_87","PUBLISHED","2008","EMR","SYR","AL_ANON_ALATEEN","no","","","",""
"RSUD_87","PUBLISHED","2008","EMR","SYR","ALCOHOLICS_ANONYMOUS","no","","","",""
"RSUD_87","PUBLISHED","2008","EMR","SYR","COCAINE_ANONYMOUS","no","","","",""
"RSUD_87","PUBLISHED","2008","EUR","TJK","ALCOHOLICS_ANONYMOUS","no","","","",""
"RSUD_87","PUBLISHED","2008","EUR","TJK","NARCOTICS_ANONYMOUS","no","","","",""
"RSUD_87","PUBLISHED","2008","EUR","TJK","AL_ANON_ALATEEN","no","","","",""
"RSUD_87","PUBLISHED","2008","EUR","TJK","COCAINE_ANONYMOUS","no","","","",""
"RSUD_87","PUBLISHED","2008","SEAR","THA","COCAINE_ANONYMOUS","no","","","",""
"RSUD_87","PUBLISHED","2008","SEAR","THA","ALCOHOLICS_ANONYMOUS","yes","","","",""
"RSUD_87","PUBLISHED","2008","SEAR","THA","NARCOTICS_ANONYMOUS","yes","","","",""
"RSUD_87","PUBLISHED","2008","SEAR","THA","AL_ANON_ALATEEN","no","","","",""
"RSUD_87","PUBLISHED","2008","SEAR","TLS","ALCOHOLICS_ANONYMOUS","no","","","",""
"RSUD_87","PUBLISHED","2008","SEAR","TLS","COCAINE_ANONYMOUS","no","","","",""
"RSUD_87","PUBLISHED","2008","SEAR","TLS","NARCOTICS_ANONYMOUS","no","","","",""
"RSUD_87","PUBLISHED","2008","SEAR","TLS","AL_ANON_ALATEEN","no","","","",""
"RSUD_87","PUBLISHED","2008","AFR","TGO","NARCOTICS_ANONYMOUS","no","","","",""
"RSUD_87","PUBLISHED","2008","AFR","TGO","COCAINE_ANONYMOUS","no","","","",""
"RSUD_87","PUBLISHED","2008","AFR","TGO","AL_ANON_ALATEEN","no","","","",""
"RSUD_87","PUBLISHED","2008","AFR","TGO","ALCOHOLICS_ANONYMOUS","no","","","",""
"RSUD_87","PUBLISHED","2008","EMR","TUN","ALCOHOLICS_ANONYMOUS","no","","","",""
"RSUD_87","PUBLISHED","2008","EMR","TUN","AL_ANON_ALATEEN","no","","","",""
"RSUD_87","PUBLISHED","2008","EMR","TUN","COCAINE_ANONYMOUS","no","","","",""
"RSUD_87","PUBLISHED","2008","EMR","TUN","NARCOTICS_ANONYMOUS","no","","","",""
"RSUD_87","PUBLISHED","2008","EUR","TUR","NARCOTICS_ANONYMOUS","yes","","","",""
"RSUD_87","PUBLISHED","2008","EUR","TUR","AL_ANON_ALATEEN","no","","","",""
"RSUD_87","PUBLISHED","2008","EUR","TUR","COCAINE_ANONYMOUS","no","","","",""
"RSUD_87","PUBLISHED","2008","EUR","TUR","ALCOHOLICS_ANONYMOUS","yes","","","",""
"RSUD_87","PUBLISHED","2008","AFR","UGA","COCAINE_ANONYMOUS","no","","","",""
"RSUD_87","PUBLISHED","2008","AFR","UGA","NARCOTICS_ANONYMOUS","yes","","","",""
"RSUD_87","PUBLISHED","2008","AFR","UGA","AL_ANON_ALATEEN","yes","","","",""
"RSUD_87","PUBLISHED","2008","AFR","UGA","ALCOHOLICS_ANONYMOUS","yes","","","",""
"RSUD_87","PUBLISHED","2008","EUR","UKR","COCAINE_ANONYMOUS","no","","","",""
"RSUD_87","PUBLISHED","2008","EUR","UKR","ALCOHOLICS_ANONYMOUS","yes","","","",""
"RSUD_87","PUBLISHED","2008","EUR","UKR","NARCOTICS_ANONYMOUS","yes","","","",""
"RSUD_87","PUBLISHED","2008","EUR","UKR","AL_ANON_ALATEEN","yes","","","",""
"RSUD_87","PUBLISHED","2008","AMR","URY","AL_ANON_ALATEEN","yes","","","",""
"RSUD_87","PUBLISHED","2008","AMR","URY","NARCOTICS_ANONYMOUS","yes","","","",""
"RSUD_87","PUBLISHED","2008","AMR","URY","ALCOHOLICS_ANONYMOUS","yes","","","",""
"RSUD_87","PUBLISHED","2008","AMR","URY","COCAINE_ANONYMOUS","no","","","",""
"RSUD_87","PUBLISHED","2008","EUR","UZB","NARCOTICS_ANONYMOUS","no","","","",""
"RSUD_87","PUBLISHED","2008","EUR","UZB","ALCOHOLICS_ANONYMOUS","no","","","",""
"RSUD_87","PUBLISHED","2008","EUR","UZB","COCAINE_ANONYMOUS","no","","","",""
"RSUD_87","PUBLISHED","2008","EUR","UZB","AL_ANON_ALATEEN","no","","","",""
"RSUD_87","PUBLISHED","2008","AMR","VEN","ALCOHOLICS_ANONYMOUS","yes","","","",""
"RSUD_87","PUBLISHED","2008","AMR","VEN","NARCOTICS_ANONYMOUS","yes","","","",""
"RSUD_87","PUBLISHED","2008","AFR","ZMB","COCAINE_ANONYMOUS","no","","","",""
"RSUD_87","PUBLISHED","2008","AFR","ZMB","ALCOHOLICS_ANONYMOUS","yes","","","",""
"RSUD_87","PUBLISHED","2008","AFR","ZMB","AL_ANON_ALATEEN","no","","","",""
"RSUD_87","PUBLISHED","2008","AFR","ZMB","NARCOTICS_ANONYMOUS","no","","","",""
"RSUD_87","PUBLISHED","2008","AFR","ZWE","ALCOHOLICS_ANONYMOUS","yes","","","",""
"RSUD_87","PUBLISHED","2008","AFR","ZWE","COCAINE_ANONYMOUS","no","","","",""
"RSUD_87","PUBLISHED","2008","AFR","ZWE","NARCOTICS_ANONYMOUS","yes","","","",""
"RSUD_87","PUBLISHED","2008","AFR","ZWE","AL_ANON_ALATEEN","no","","","",""
"RSUD_87","PUBLISHED","2008","EUR","MNE","ALCOHOLICS_ANONYMOUS","no","","","",""
"RSUD_87","PUBLISHED","2008","EUR","MNE","NARCOTICS_ANONYMOUS","no","","","",""
"RSUD_87","PUBLISHED","2008","EUR","MNE","AL_ANON_ALATEEN","no","","","",""
"RSUD_87","PUBLISHED","2008","EUR","MNE","COCAINE_ANONYMOUS","no","","","",""
