"GHO","PUBLISHSTATE","YEAR","REGION","COUNTRY","AGEGROUP","Display Value","Numeric","Low","High","Comments"
"MALARIA_15029","PUBLISHED","2002","SEAR","BTN","","1082365","1082365.00000","","",""
"MALARIA_15029","PUBLISHED","2002","SEAR","BTN","AGE0-4","*Filler*","","","",""
"MALARIA_15029","PUBLISHED","2002","AMR","BOL","","2412502","2412502.00000","","",""
"MALARIA_15029","PUBLISHED","2002","AMR","BOL","AGE0-4","1208876","1208876.00000","","",""
"MALARIA_15029","PUBLISHED","2002","AFR","BWA","","3430188","3430188.00000","","",""
"MALARIA_15029","PUBLISHED","2002","AFR","BWA","AGE0-4","*Filler*","","","",""
"MALARIA_15029","PUBLISHED","2002","AMR","BRA","AGE0-4","*Filler*","","","",""
"MALARIA_15029","PUBLISHED","2002","AFR","BFA","","3753393","3753393.00000","","",""
"MALARIA_15029","PUBLISHED","2002","AFR","BFA","AGE0-4","1519812","1519812.00000","","",""
"MALARIA_15029","PUBLISHED","2002","AFR","BDI","","5801752","5801752.00000","","",""
"MALARIA_15029","PUBLISHED","2002","AFR","BDI","AGE0-4","1450522","1450522.00000","","",""
"MALARIA_15029","PUBLISHED","2002","WPR","KHM","AGE0-4","689728","689728.00000","","",""
"MALARIA_15029","PUBLISHED","2002","WPR","KHM","","4200432","4200432.00000","","",""
"MALARIA_15029","PUBLISHED","2002","AFR","CMR","AGE0-4","*Filler*","","","",""
"MALARIA_15029","PUBLISHED","2002","AFR","CPV","AGE0-4","*Filler*","","","",""
"MALARIA_15029","PUBLISHED","2002","AFR","CAF","AGE0-4","*Filler*","","","",""
"MALARIA_15029","PUBLISHED","2002","AFR","TCD","AGE0-4","*Filler*","","","",""
"MALARIA_15029","PUBLISHED","2002","AFR","TCD","","*Filler*","","","",""
"MALARIA_15029","PUBLISHED","2002","WPR","CHN","AGE0-4","*Filler*","","","",""
"MALARIA_15029","PUBLISHED","2002","AMR","COL","AGE0-4","*Filler*","","","",""
"MALARIA_15029","PUBLISHED","2002","AFR","COM","AGE0-4","*Filler*","","","",""
"MALARIA_15029","PUBLISHED","2002","AFR","COG","AGE0-4","*Filler*","","","",""
"MALARIA_15029","PUBLISHED","2002","AMR","CRI","AGE0-4","*Filler*","","","",""
"MALARIA_15029","PUBLISHED","2002","AFR","CIV","","2318879","2318879.00000","","",""
"MALARIA_15029","PUBLISHED","2002","AFR","CIV","AGE0-4","519240","519240.00000","","",""
"MALARIA_15029","PUBLISHED","2002","SEAR","PRK","AGE0-4","*Filler*","","","",""
"MALARIA_15029","PUBLISHED","2002","AFR","COD","AGE0-4","*Filler*","","","",""
"MALARIA_15029","PUBLISHED","2002","EMR","DJI","AGE0-4","*Filler*","","","",""
"MALARIA_15029","PUBLISHED","2002","AMR","DOM","AGE0-4","*Filler*","","","",""
"MALARIA_15029","PUBLISHED","2002","AMR","ECU","AGE0-4","*Filler*","","","",""
"MALARIA_15029","PUBLISHED","2002","EMR","EGY","AGE0-4","*Filler*","","","",""
"MALARIA_15029","PUBLISHED","2002","AMR","SLV","AGE0-4","11","11.00000","","",""
"MALARIA_15029","PUBLISHED","2002","AMR","SLV","","117","117.00000","","",""
"MALARIA_15029","PUBLISHED","2002","AFR","GNQ","AGE0-4","*Filler*","","","",""
"MALARIA_15029","PUBLISHED","2002","AFR","ERI","","1666887","1666887.00000","","",""
"MALARIA_15029","PUBLISHED","2003","EMR","AFG","AGE0-4","*Filler*","","","",""
"MALARIA_15029","PUBLISHED","2003","AFR","DZA","AGE0-4","*Filler*","","","",""
"MALARIA_15029","PUBLISHED","2003","AFR","AGO","","4293505","4293505.00000","","",""
"MALARIA_15029","PUBLISHED","2003","AFR","AGO","AGE0-4","*Filler*","","","",""
"MALARIA_15029","PUBLISHED","2003","AMR","ARG","AGE0-4","*Filler*","","","",""
"MALARIA_15029","PUBLISHED","2003","EUR","ARM","","0","0.00000","","",""
"MALARIA_15029","PUBLISHED","2003","EUR","ARM","AGE0-4","0","0.00000","","",""
"MALARIA_15029","PUBLISHED","2003","EUR","AZE","","30650683","30650683.00000","","",""
"MALARIA_15029","PUBLISHED","2003","SEAR","BGD","AGE0-4","*Filler*","","","",""
"MALARIA_15029","PUBLISHED","2003","AMR","BLZ","AGE0-4","*Filler*","","","",""
"MALARIA_15029","PUBLISHED","2003","AFR","BEN","","2427857","2427857.00000","","",""
"MALARIA_15029","PUBLISHED","2003","AFR","BEN","AGE0-4","896544","896544.00000","","",""
"MALARIA_15029","PUBLISHED","2003","SEAR","BTN","","1392523","1392523.00000","","",""
"MALARIA_15029","PUBLISHED","2003","SEAR","BTN","AGE0-4","*Filler*","","","",""
"MALARIA_15029","PUBLISHED","2003","AMR","BOL","","2611707","2611707.00000","","",""
"MALARIA_15029","PUBLISHED","2003","AMR","BOL","AGE0-4","1147497","1147497.00000","","",""
"MALARIA_15029","PUBLISHED","2003","AFR","BWA","","3494558","3494558.00000","","",""
"MALARIA_15029","PUBLISHED","2003","AFR","BWA","AGE0-4","*Filler*","","","",""
"MALARIA_15029","PUBLISHED","2003","AMR","BRA","AGE0-4","*Filler*","","","",""
"MALARIA_15029","PUBLISHED","2003","AFR","BFA","","4402278","4402278.00000","","",""
"MALARIA_15029","PUBLISHED","2003","AFR","BFA","AGE0-4","1810555","1810555.00000","","",""
"MALARIA_15029","PUBLISHED","2003","AFR","BDI","","5590720","5590720.00000","","",""
"MALARIA_15029","PUBLISHED","2003","AFR","BDI","AGE0-4","1547921","1547921.00000","","",""
"MALARIA_15029","PUBLISHED","2003","WPR","KHM","AGE0-4","747870","747870.00000","","",""
"MALARIA_15029","PUBLISHED","2003","WPR","KHM","","4514158","4514158.00000","","",""
"MALARIA_15029","PUBLISHED","2003","AFR","CMR","AGE0-4","*Filler*","","","",""
"MALARIA_15029","PUBLISHED","2003","AFR","CPV","AGE0-4","*Filler*","","","",""
"MALARIA_15029","PUBLISHED","2003","AFR","CAF","","455666","455666.00000","","",""
"MALARIA_15029","PUBLISHED","2003","AFR","CAF","AGE0-4","153186","153186.00000","","",""
"MALARIA_15029","PUBLISHED","2003","AFR","TCD","AGE0-4","*Filler*","","","",""
"MALARIA_15029","PUBLISHED","2003","AFR","TCD","","*Filler*","","","",""
"MALARIA_15029","PUBLISHED","2003","WPR","CHN","AGE0-4","*Filler*","","","",""
"MALARIA_15029","PUBLISHED","2003","AMR","COL","AGE0-4","*Filler*","","","",""
"MALARIA_15029","PUBLISHED","2003","AFR","COM","AGE0-4","*Filler*","","","",""
"MALARIA_15029","PUBLISHED","2003","AFR","COG","AGE0-4","*Filler*","","","",""
"MALARIA_15029","PUBLISHED","2003","AMR","CRI","AGE0-4","*Filler*","","","",""
"MALARIA_15029","PUBLISHED","2003","AFR","CIV","","2368584","2368584.00000","","",""
"MALARIA_15029","PUBLISHED","2003","AFR","CIV","AGE0-4","450098","450098.00000","","",""
"MALARIA_15029","PUBLISHED","2003","SEAR","PRK","AGE0-4","*Filler*","","","",""
"MALARIA_15029","PUBLISHED","2003","AFR","COD","AGE0-4","*Filler*","","","",""
"MALARIA_15029","PUBLISHED","2003","EMR","DJI","AGE0-4","*Filler*","","","",""
"MALARIA_15029","PUBLISHED","2003","AMR","DOM","AGE0-4","*Filler*","","","",""
"MALARIA_15029","PUBLISHED","2003","AMR","ECU","AGE0-4","*Filler*","","","",""
"MALARIA_15029","PUBLISHED","2003","EMR","EGY","AGE0-4","*Filler*","","","",""
"MALARIA_15029","PUBLISHED","2003","AMR","SLV","AGE0-4","3","3.00000","","",""
"MALARIA_15029","PUBLISHED","2003","AMR","SLV","","84","84.00000","","",""
"MALARIA_15029","PUBLISHED","2003","AFR","GNQ","AGE0-4","*Filler*","","","",""
"MALARIA_15029","PUBLISHED","2003","AFR","ERI","","1566486","1566486.00000","","",""
"MALARIA_15029","PUBLISHED","2004","EMR","AFG","","3091320","3091320.00000","","",""
"MALARIA_15029","PUBLISHED","2004","EMR","AFG","AGE0-4","820076","820076.00000","","",""
"MALARIA_15029","PUBLISHED","2004","AFR","DZA","AGE0-4","*Filler*","","","",""
"MALARIA_15029","PUBLISHED","2004","AFR","AGO","","3829317","3829317.00000","","",""
"MALARIA_15029","PUBLISHED","2004","AFR","AGO","AGE0-4","*Filler*","","","",""
"MALARIA_15029","PUBLISHED","2004","AMR","ARG","AGE0-4","*Filler*","","","",""
"MALARIA_15029","PUBLISHED","2004","EUR","ARM","","0","0.00000","","",""
"MALARIA_15029","PUBLISHED","2004","EUR","ARM","AGE0-4","0","0.00000","","",""
"MALARIA_15029","PUBLISHED","2004","EUR","AZE","","31655841","31655841.00000","","",""
"MALARIA_15029","PUBLISHED","2004","SEAR","BGD","AGE0-4","*Filler*","","","",""
"MALARIA_15029","PUBLISHED","2004","AMR","BLZ","AGE0-4","*Filler*","","","",""
"MALARIA_15029","PUBLISHED","2004","AFR","BEN","","2566010","2566010.00000","","",""
"MALARIA_15029","PUBLISHED","2004","AFR","BEN","AGE0-4","971031","971031.00000","","",""
"MALARIA_15029","PUBLISHED","2004","SEAR","BTN","","1475819","1475819.00000","","",""
"MALARIA_15029","PUBLISHED","2004","SEAR","BTN","AGE0-4","*Filler*","","","",""
"MALARIA_15029","PUBLISHED","2004","AMR","BOL","","2673122","2673122.00000","","",""
"MALARIA_15029","PUBLISHED","2004","AMR","BOL","AGE0-4","1184987","1184987.00000","","",""
"MALARIA_15029","PUBLISHED","2004","AFR","BWA","AGE0-4","*Filler*","","","",""
"MALARIA_15029","PUBLISHED","2004","AMR","BRA","AGE0-4","*Filler*","","","",""
"MALARIA_15029","PUBLISHED","2004","AFR","BFA","","4462249","4462249.00000","","",""
"MALARIA_15029","PUBLISHED","2004","AFR","BFA","AGE0-4","1791775","1791775.00000","","",""
"MALARIA_15029","PUBLISHED","2004","AFR","BDI","","5010173","5010173.00000","","",""
"MALARIA_15029","PUBLISHED","2004","AFR","BDI","AGE0-4","1500566","1500566.00000","","",""
"MALARIA_15029","PUBLISHED","2004","WPR","KHM","AGE0-4","988026","988026.00000","","",""
"MALARIA_15029","PUBLISHED","2004","WPR","KHM","","5302431","5302431.00000","","",""
"MALARIA_15029","PUBLISHED","2004","AFR","CMR","AGE0-4","*Filler*","","","",""
"MALARIA_15029","PUBLISHED","2004","AFR","CPV","AGE0-4","*Filler*","","","",""
"MALARIA_15029","PUBLISHED","2004","AFR","CAF","","780601","780601.00000","","",""
"MALARIA_15029","PUBLISHED","2004","AFR","CAF","AGE0-4","306265","306265.00000","","",""
"MALARIA_15029","PUBLISHED","2004","AFR","TCD","AGE0-4","*Filler*","","","",""
"MALARIA_15029","PUBLISHED","2004","AFR","TCD","","*Filler*","","","",""
"MALARIA_15029","PUBLISHED","2004","WPR","CHN","AGE0-4","*Filler*","","","",""
"MALARIA_15029","PUBLISHED","2004","AMR","COL","AGE0-4","*Filler*","","","",""
"MALARIA_15029","PUBLISHED","2004","AFR","COM","AGE0-4","31259","31259.00000","","",""
"MALARIA_15029","PUBLISHED","2004","AFR","COM","","92725","92725.00000","","",""
"MALARIA_15029","PUBLISHED","2004","AFR","COG","AGE0-4","*Filler*","","","",""
"MALARIA_15029","PUBLISHED","2004","AMR","CRI","AGE0-4","*Filler*","","","",""
"MALARIA_15029","PUBLISHED","2004","AFR","CIV","","2349636","2349636.00000","","",""
"MALARIA_15029","PUBLISHED","2004","AFR","CIV","AGE0-4","452086","452086.00000","","",""
"MALARIA_15029","PUBLISHED","2004","SEAR","PRK","AGE0-4","*Filler*","","","",""
"MALARIA_15029","PUBLISHED","2004","AFR","COD","AGE0-4","*Filler*","","","",""
"MALARIA_15029","PUBLISHED","2004","EMR","DJI","AGE0-4","*Filler*","","","",""
"MALARIA_15029","PUBLISHED","2004","AMR","DOM","AGE0-4","*Filler*","","","",""
"MALARIA_15029","PUBLISHED","2004","AMR","ECU","AGE0-4","*Filler*","","","",""
"MALARIA_15029","PUBLISHED","2004","EMR","EGY","AGE0-4","*Filler*","","","",""
"MALARIA_15029","PUBLISHED","2004","AMR","SLV","AGE0-4","14","14.00000","","",""
"MALARIA_15029","PUBLISHED","2004","AMR","SLV","","112","112.00000","","",""
"MALARIA_15029","PUBLISHED","2004","AFR","GNQ","AGE0-4","*Filler*","","","",""
"MALARIA_15029","PUBLISHED","2004","AFR","ERI","","1495759","1495759.00000","","",""
"MALARIA_15029","PUBLISHED","2005","EMR","AFG","","9423532","9423532.00000","","",""
"MALARIA_15029","PUBLISHED","2005","EMR","AFG","AGE0-4","2697323","2697323.00000","","",""
"MALARIA_15029","PUBLISHED","2005","AFR","DZA","AGE0-4","*Filler*","","","",""
"MALARIA_15029","PUBLISHED","2005","AFR","AGO","","3608468","3608468.00000","","",""
"MALARIA_15029","PUBLISHED","2005","AFR","AGO","AGE0-4","*Filler*","","","",""
"MALARIA_15029","PUBLISHED","2005","AMR","ARG","AGE0-4","*Filler*","","","",""
"MALARIA_15029","PUBLISHED","2005","EUR","ARM","","0","0.00000","","",""
"MALARIA_15029","PUBLISHED","2005","EUR","ARM","AGE0-4","0","0.00000","","",""
"MALARIA_15029","PUBLISHED","2005","EUR","AZE","","31222797","31222797.00000","","",""
"MALARIA_15029","PUBLISHED","2005","SEAR","BGD","AGE0-4","*Filler*","","","",""
"MALARIA_15029","PUBLISHED","2005","AMR","BLZ","AGE0-4","*Filler*","","","",""
"MALARIA_15029","PUBLISHED","2005","AFR","BEN","","2501741","2501741.00000","","",""
"MALARIA_15029","PUBLISHED","2005","AFR","BEN","AGE0-4","936315","936315.00000","","",""
"MALARIA_15029","PUBLISHED","2005","SEAR","BTN","","1225046","1225046.00000","","",""
"MALARIA_15029","PUBLISHED","2005","SEAR","BTN","AGE0-4","*Filler*","","","",""
"MALARIA_15029","PUBLISHED","2005","AMR","BOL","","2763858","2763858.00000","","",""
"MALARIA_15029","PUBLISHED","2005","AMR","BOL","AGE0-4","1252149","1252149.00000","","",""
"MALARIA_15029","PUBLISHED","2005","AFR","BWA","AGE0-4","*Filler*","","","",""
"MALARIA_15029","PUBLISHED","2005","AMR","BRA","AGE0-4","*Filler*","","","",""
"MALARIA_15029","PUBLISHED","2005","AFR","BFA","","5346113","5346113.00000","","",""
"MALARIA_15029","PUBLISHED","2005","AFR","BFA","AGE0-4","2035035","2035035.00000","","",""
"MALARIA_15029","PUBLISHED","2005","AFR","BDI","","3021318","3021318.00000","","",""
"MALARIA_15029","PUBLISHED","2005","AFR","BDI","AGE0-4","1061014","1061014.00000","","",""
"MALARIA_15029","PUBLISHED","2005","WPR","KHM","AGE0-4","1201908","1201908.00000","","",""
"MALARIA_15029","PUBLISHED","2005","WPR","KHM","","5976718","5976718.00000","","",""
"MALARIA_15029","PUBLISHED","2005","AFR","CMR","","697665","697665.00000","","",""
"MALARIA_15029","PUBLISHED","2005","AFR","CMR","AGE0-4","197771","197771.00000","","",""
"MALARIA_15029","PUBLISHED","2005","AFR","CPV","AGE0-4","*Filler*","","","",""
"MALARIA_15029","PUBLISHED","2005","AFR","CAF","","547317","547317.00000","","",""
"MALARIA_15029","PUBLISHED","2005","AFR","CAF","AGE0-4","220381","220381.00000","","",""
"MALARIA_15029","PUBLISHED","2005","AFR","TCD","AGE0-4","*Filler*","","","",""
"MALARIA_15029","PUBLISHED","2005","AFR","TCD","","*Filler*","","","",""
"MALARIA_15029","PUBLISHED","2005","WPR","CHN","AGE0-4","*Filler*","","","",""
"MALARIA_15029","PUBLISHED","2005","AMR","COL","AGE0-4","*Filler*","","","",""
"MALARIA_15029","PUBLISHED","2005","AFR","COM","AGE0-4","24488","24488.00000","","",""
"MALARIA_15029","PUBLISHED","2005","AFR","COM","","80777","80777.00000","","",""
"MALARIA_15029","PUBLISHED","2005","AFR","COG","AGE0-4","*Filler*","","","",""
"MALARIA_15029","PUBLISHED","2005","AMR","CRI","AGE0-4","*Filler*","","","",""
"MALARIA_15029","PUBLISHED","2005","AFR","CIV","","2664516","2664516.00000","","",""
"MALARIA_15029","PUBLISHED","2005","AFR","CIV","AGE0-4","441055","441055.00000","","",""
"MALARIA_15029","PUBLISHED","2005","SEAR","PRK","AGE0-4","*Filler*","","","",""
"MALARIA_15029","PUBLISHED","2005","AFR","COD","AGE0-4","*Filler*","","","",""
"MALARIA_15029","PUBLISHED","2005","EMR","DJI","AGE0-4","*Filler*","","","",""
"MALARIA_15029","PUBLISHED","2005","AMR","DOM","AGE0-4","*Filler*","","","",""
"MALARIA_15029","PUBLISHED","2005","AMR","ECU","AGE0-4","*Filler*","","","",""
"MALARIA_15029","PUBLISHED","2005","EMR","EGY","AGE0-4","*Filler*","","","",""
"MALARIA_15029","PUBLISHED","2005","AMR","SLV","AGE0-4","3","3.00000","","",""
"MALARIA_15029","PUBLISHED","2005","AMR","SLV","","66","66.00000","","",""
"MALARIA_15029","PUBLISHED","2005","AFR","GNQ","AGE0-4","*Filler*","","","",""
"MALARIA_15029","PUBLISHED","2006","EMR","AFG","","13354717","13354717.00000","","",""
"MALARIA_15029","PUBLISHED","2006","EMR","AFG","AGE0-4","3750736","3750736.00000","","",""
"MALARIA_15029","PUBLISHED","2006","AFR","DZA","AGE0-4","*Filler*","","","",""
"MALARIA_15029","PUBLISHED","2006","AFR","AGO","","3833556","3833556.00000","","",""
"MALARIA_15029","PUBLISHED","2006","AFR","AGO","AGE0-4","*Filler*","","","",""
"MALARIA_15029","PUBLISHED","2006","AMR","ARG","AGE0-4","*Filler*","","","",""
"MALARIA_15029","PUBLISHED","2006","EUR","ARM","","0","0.00000","","",""
"MALARIA_15029","PUBLISHED","2006","EUR","ARM","AGE0-4","0","0.00000","","",""
"MALARIA_15029","PUBLISHED","2006","EUR","AZE","","31822581","31822581.00000","","",""
"MALARIA_15029","PUBLISHED","2006","SEAR","BGD","AGE0-4","*Filler*","","","",""
"MALARIA_15029","PUBLISHED","2006","AMR","BLZ","AGE0-4","*Filler*","","","",""
"MALARIA_15029","PUBLISHED","2006","AFR","BEN","","2797455","2797455.00000","","",""
"MALARIA_15029","PUBLISHED","2006","AFR","BEN","AGE0-4","1077759","1077759.00000","","",""
"MALARIA_15029","PUBLISHED","2006","SEAR","BTN","","1762125","1762125.00000","","",""
"MALARIA_15029","PUBLISHED","2006","SEAR","BTN","AGE0-4","*Filler*","","","",""
"MALARIA_15029","PUBLISHED","2006","AMR","BOL","","3054393","3054393.00000","","",""
"MALARIA_15029","PUBLISHED","2006","AMR","BOL","AGE0-4","1249111","1249111.00000","","",""
"MALARIA_15029","PUBLISHED","2006","AFR","BWA","AGE0-4","*Filler*","","","",""
"MALARIA_15029","PUBLISHED","2006","AMR","BRA","AGE0-4","*Filler*","","","",""
"MALARIA_15029","PUBLISHED","2006","AFR","BFA","","5307006","5307006.00000","","",""
"MALARIA_15029","PUBLISHED","2006","AFR","BFA","AGE0-4","2366588","2366588.00000","","",""
"MALARIA_15029","PUBLISHED","2006","AFR","BDI","","3012546","3012546.00000","","",""
"MALARIA_15029","PUBLISHED","2006","AFR","BDI","AGE0-4","902545","902545.00000","","",""
"MALARIA_15029","PUBLISHED","2006","WPR","KHM","","6813409","6813409.00000","","",""
"MALARIA_15029","PUBLISHED","2006","WPR","KHM","AGE0-4","1466784","1466784.00000","","",""
"MALARIA_15029","PUBLISHED","2006","AFR","CMR","","1748905","1748905.00000","","",""
"MALARIA_15029","PUBLISHED","2006","AFR","CMR","AGE0-4","462140","462140.00000","","",""
"MALARIA_15029","PUBLISHED","2006","AFR","CPV","","472536","472536.00000","","",""
"MALARIA_15029","PUBLISHED","2006","AFR","CPV","AGE0-4","*Filler*","","","",""
"MALARIA_15029","PUBLISHED","2006","AFR","CAF","","564536","564536.00000","","",""
"MALARIA_15029","PUBLISHED","2006","AFR","CAF","AGE0-4","218999","218999.00000","","",""
"MALARIA_15029","PUBLISHED","2006","AFR","TCD","AGE0-4","*Filler*","","","",""
"MALARIA_15029","PUBLISHED","2006","AFR","TCD","","*Filler*","","","",""
"MALARIA_15029","PUBLISHED","2006","WPR","CHN","AGE0-4","*Filler*","","","",""
"MALARIA_15029","PUBLISHED","2006","AMR","COL","AGE0-4","*Filler*","","","",""
"MALARIA_15029","PUBLISHED","2006","AFR","COM","AGE0-4","44916","44916.00000","","",""
"MALARIA_15029","PUBLISHED","2006","AFR","COM","","143328","143328.00000","","",""
"MALARIA_15029","PUBLISHED","2006","AFR","COG","","286049","286049.00000","","",""
"MALARIA_15029","PUBLISHED","2006","AFR","COG","AGE0-4","76818","76818.00000","","",""
"MALARIA_15029","PUBLISHED","2006","AMR","CRI","AGE0-4","*Filler*","","","",""
"MALARIA_15029","PUBLISHED","2006","AFR","CIV","","3632014","3632014.00000","","",""
"MALARIA_15029","PUBLISHED","2006","AFR","CIV","AGE0-4","465391","465391.00000","","",""
"MALARIA_15029","PUBLISHED","2006","SEAR","PRK","AGE0-4","*Filler*","","","",""
"MALARIA_15029","PUBLISHED","2006","SEAR","PRK","","15423","15423.00000","","",""
"MALARIA_15029","PUBLISHED","2006","AFR","COD","","6291164","6291164.00000","","",""
"MALARIA_15029","PUBLISHED","2006","AFR","COD","AGE0-4","2735273","2735273.00000","","",""
"MALARIA_15029","PUBLISHED","2006","EMR","DJI","AGE0-4","*Filler*","","","",""
"MALARIA_15029","PUBLISHED","2006","AMR","DOM","AGE0-4","*Filler*","","","",""
"MALARIA_15029","PUBLISHED","2006","AMR","ECU","AGE0-4","*Filler*","","","",""
"MALARIA_15029","PUBLISHED","2006","EMR","EGY","AGE0-4","*Filler*","","","",""
"MALARIA_15029","PUBLISHED","2006","AMR","SLV","AGE0-4","1","1.00000","","",""
"MALARIA_15029","PUBLISHED","2006","AMR","SLV","","44","44.00000","","",""
"MALARIA_15029","PUBLISHED","2006","AFR","GNQ","AGE0-4","*Filler*","","","",""
"MALARIA_15029","PUBLISHED","2007","EMR","AFG","","15937440","15937440.00000","","",""
"MALARIA_15029","PUBLISHED","2007","EMR","AFG","AGE0-4","*Filler*","","","",""
"MALARIA_15029","PUBLISHED","2007","AFR","DZA","AGE0-4","*Filler*","","","",""
"MALARIA_15029","PUBLISHED","2007","AFR","AGO","AGE0-4","*Filler*","","","",""
"MALARIA_15029","PUBLISHED","2007","AMR","ARG","AGE0-4","*Filler*","","","",""
